uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
3.0	2.0	34.104197	78.901319	52.888740000000006	6.022959999999999	0.5905729999999999	0.815499	0.24020500000000003	0.313248	11.712825	4.0	96.88853	52.481091000000006	3.0	0.017547999999999998	4.5164089999999995	5.0	85.809722	5.127591000000001	6.0	90.627394	32.533645	6.0	92.02150300000001	14.916682999999999	2.0	0.059082	10.194238	4.0	95.64278399999999
5.0	2.0	15.718719	42.97972	16.373347	19.016804	0.46338199999999996	0.8333389999999999	0.6864859999999999	0.242313	1.860365	5.0	48.130023	70.232262	6.0	0.025870999999999998	0.299558	5.0	83.52499399999999	5.780401	4.0	52.020615	46.230878999999995	2.0	54.707576	24.144113	3.0	0.012284999999999999	13.882289000000002	5.0	16.475915
12.0	2.0	50.757005	48.796385	36.429805	4.797381	0.9843780000000001	0.8314030000000001	0.755921	0.8652270000000001	19.957262	6.0	86.118577	66.732224	4.0	0.018296	5.946114	2.0	13.113295	1.074891	2.0	42.793095	25.414469	1.0	70.844021	75.018625	5.0	0.300077	11.185547	3.0	42.864049
28.0	2.0	4.031754	83.30887299999999	77.433105	6.521555	0.64005	0.569298	0.19187	0.731955	38.595383	5.0	98.553965	32.294603	2.0	0.020241	4.770396	1.0	21.531206	0.44207399999999997	4.0	69.19368	75.31059	6.0	79.31213199999999	4.260853	5.0	0.015641	7.096882000000001	2.0	84.825213
55.0	2.0	38.234121	81.316906	50.38932	13.044524000000001	0.6819890000000001	0.9659479999999999	0.37159899999999996	0.30694099999999996	29.093611	1.0	97.360753	53.23209	1.0	0.033944999999999996	2.8218389999999998	5.0	57.591071	2.790836	1.0	55.613516000000004	52.947919999999996	6.0	84.286957	40.146158	3.0	0.0305	17.389591	1.0	35.663539
132.0	2.0	63.384823	45.957734	84.228027	14.676348999999998	0.13701300000000002	0.467024	0.954092	0.44415	42.746157000000004	3.0	75.386285	11.239666999999999	6.0	0.01069	0.860743	4.0	62.861458999999996	3.2777089999999998	4.0	26.012617000000002	66.628105	4.0	49.160920000000004	66.138609	1.0	0.012192	7.523745	6.0	2.225803
147.0	2.0	34.460899	34.966721	10.771384	20.190044	0.44912799999999997	0.603212	0.67374	0.538659	17.042666	6.0	56.009879000000005	7.333602000000001	2.0	0.035242	4.852167	3.0	29.396495	4.387985	2.0	46.986626	70.67154000000001	3.0	8.343498	37.37277	1.0	0.014032	8.150449	2.0	36.178482
165.0	2.0	28.583802000000002	77.737921	49.378324	22.146136	0.7554109999999999	0.10725499999999999	0.9380350000000001	0.9706969999999999	64.4643	2.0	21.580084	9.631651	5.0	0.010001000000000001	2.3593450000000002	3.0	93.939734	3.935716	3.0	76.189183	54.744576	6.0	28.640790999999997	7.8099479999999994	6.0	0.014348	9.051409	2.0	43.593612
170.0	2.0	88.715254	30.457116999999997	57.42900899999999	25.922632999999998	0.950073	0.926801	0.440089	0.32262199999999996	58.025847	4.0	57.470921999999995	44.570462	4.0	0.012467	2.2935659999999998	1.0	46.334012	2.946595	6.0	1.921691	49.218451	2.0	38.501176	8.119711	6.0	0.020089	5.324186	1.0	61.442531
211.0	2.0	54.590389	53.955121	5.089585	76.891756	0.694792	0.458557	0.609734	0.532583	59.276368000000005	4.0	45.514352	4.212161	2.0	0.013112	5.219858	1.0	60.920802	1.441511	5.0	64.350269	11.775559	5.0	63.596897999999996	7.864178999999999	6.0	0.046752999999999996	15.534563	4.0	71.91497700000001
257.0	2.0	10.115008999999999	72.57240999999999	74.02693199999999	3.819875	0.471772	0.44148699999999996	0.565966	0.72024	23.794604	6.0	65.70844	28.508508000000003	4.0	0.05206	0.761717	2.0	25.300847	3.892173	2.0	12.141482	24.104505	4.0	28.451672	38.206523	3.0	0.025705000000000002	6.233173000000001	5.0	96.143033
260.0	2.0	85.564904	24.125563	34.476788	28.37517	0.369244	0.32143499999999997	0.34237	0.963852	72.091011	2.0	96.856388	69.566567	3.0	0.010013	4.388849	1.0	77.290486	3.4270699999999996	4.0	90.660911	49.474809	6.0	75.31440400000001	53.856537	1.0	0.027732999999999997	6.872126	4.0	28.496854
285.0	2.0	30.210451000000003	67.345713	2.645581	45.377733	0.405447	0.433392	0.9410379999999999	0.221014	13.464570000000002	3.0	8.252243	29.064736	6.0	0.018184	1.329592	5.0	22.599332	3.1681340000000002	3.0	82.682867	35.872471999999995	3.0	75.82764	41.232479	1.0	0.013179	5.529984	3.0	51.315435
308.0	2.0	8.585533999999999	29.12685	40.103598	2.878229	0.18632	0.578824	0.32171500000000003	0.180874	22.454489000000002	2.0	8.368283	57.022914	1.0	0.010884999999999999	4.229926	5.0	58.56306	1.741798	4.0	26.415045000000003	47.339861	2.0	69.963525	24.502587	3.0	0.015313	16.997615	2.0	79.720816
319.0	2.0	69.297614	43.116651	7.874941000000001	67.874365	0.721284	0.20425	0.93871	0.304199	41.185747	4.0	57.841457	42.864232	5.0	0.014433000000000001	1.19318	4.0	79.115531	3.417807	5.0	15.972636999999999	64.15349300000001	4.0	42.105105	2.499084	3.0	0.018834	4.220954	5.0	11.040343
333.0	2.0	70.399985	76.749267	13.958042	8.093966	0.8882049999999999	0.301534	0.732688	0.763696	31.698759000000003	6.0	82.51175400000001	5.309718	4.0	0.032225	0.773794	2.0	77.09328000000001	2.880775	6.0	84.432287	61.310139	3.0	40.896905	58.949454	1.0	0.051147000000000005	19.023654	5.0	12.812875
344.0	2.0	96.74301899999999	82.780621	79.88602	1.7818319999999999	0.8324290000000001	0.374454	0.164186	0.255278	45.665274	2.0	35.628783	48.737802	3.0	0.011645	4.516463	6.0	17.459785	0.8708959999999999	6.0	36.023596000000005	50.319773	4.0	67.09383000000001	24.854082000000002	4.0	0.41408500000000004	14.24779	6.0	64.16946
350.0	2.0	43.95596	14.226583999999999	3.30723	66.36639	0.42069700000000004	0.175866	0.535439	0.44215299999999996	41.419168	1.0	62.82195600000001	45.230024	2.0	0.016066	3.847921	5.0	40.927562	1.166167	2.0	26.971529999999998	34.409859999999995	1.0	62.663197	43.947466	4.0	0.01396	0.495051	2.0	73.395702
361.0	2.0	7.016113000000001	50.32307	79.275839	6.786931	0.579883	0.7903140000000001	0.6800039999999999	0.906652	37.760701	2.0	17.356410999999998	40.223392	1.0	0.013531999999999999	4.1088629999999995	4.0	50.009689	3.281362	5.0	41.114674	47.669374	6.0	47.285531	8.921286	4.0	0.010028	17.053677	1.0	79.803488
362.0	2.0	30.223427	88.423227	10.092036	89.496361	0.254696	0.247953	0.932625	0.696475	68.907063	3.0	87.589021	19.00244	4.0	0.086713	0.6724979999999999	6.0	26.548621	3.7301269999999995	1.0	77.278935	39.701267	1.0	38.658869	38.023536	2.0	0.018539	18.773807	6.0	30.842478999999997
367.0	2.0	81.854984	83.56361600000001	29.722909	35.642139	0.9259649999999999	0.179476	0.9438030000000001	0.426382	36.469698	2.0	19.254951000000002	41.993697	2.0	0.013316999999999999	3.83714	3.0	79.298139	0.8692350000000001	5.0	68.22018299999999	48.002964	4.0	23.750325	58.491917	6.0	0.010919	18.988104	3.0	29.74786
394.0	2.0	78.11636700000001	12.122299	76.703137	1.238359	0.190723	0.27807600000000005	0.907474	0.261915	32.897044	2.0	97.559626	72.89281	6.0	0.016447999999999997	1.112366	5.0	80.732573	0.266689	5.0	46.692268	57.057198	6.0	80.202555	65.649824	6.0	0.020377000000000003	8.088854	3.0	60.07983
396.0	2.0	1.799439	66.081999	82.832121	16.308739000000003	0.192499	0.9118200000000001	0.668662	0.498525	51.61116	4.0	84.684617	44.166109000000006	3.0	0.05955	4.951857	4.0	11.246594	0.167292	4.0	13.356824	47.40082	6.0	18.098581	61.705631000000004	6.0	0.023339	16.111093	4.0	60.855686
426.0	2.0	14.882795000000002	86.60933299999999	63.452792	4.4911010000000005	0.42580500000000004	0.785404	0.54256	0.910861	13.429460999999998	4.0	4.104480000000001	66.94365	2.0	0.018271000000000003	1.2911489999999999	4.0	52.042736	6.251613	4.0	81.25350999999999	37.105558	5.0	49.908777	15.148608	1.0	0.025682	5.309191	6.0	31.86572
444.0	2.0	89.923402	38.730784	19.996308	44.392423	0.7809159999999999	0.695505	0.7728470000000001	0.9516819999999999	57.432058999999995	5.0	34.506772999999995	2.68971	2.0	0.325412	2.555988	4.0	51.552669	3.59389	5.0	53.155266000000005	30.362268	2.0	56.857934	6.366941000000001	4.0	0.085298	11.988524	3.0	44.173744
476.0	2.0	35.985665000000004	28.936121000000004	76.58309	10.402892	0.337809	0.9537200000000001	0.9405479999999999	0.567513	35.534012	4.0	39.863872	8.476051	5.0	0.048852	4.963761	6.0	44.240365000000004	2.4245650000000003	4.0	95.293252	49.470422	4.0	26.982467	6.311381	6.0	0.031866000000000005	8.675008	3.0	39.162648
481.0	2.0	37.865747999999996	43.752334000000005	15.333609	70.797237	0.40218000000000004	0.318875	0.525881	0.7215560000000001	35.29501	4.0	60.796088	38.681194	1.0	0.010724	0.200657	4.0	90.320151	0.172123	3.0	27.588003000000004	60.358653000000004	4.0	47.362281	64.09329	5.0	0.034748	16.553055999999998	4.0	29.207069
498.0	2.0	33.747446000000004	47.760068	3.043591	81.158119	0.393205	0.28681	0.904861	0.5534789999999999	36.40874	6.0	60.816354000000004	59.217521999999995	3.0	0.017478	5.154271	4.0	67.123225	5.770976	1.0	12.762746	56.060596999999994	1.0	62.316217	33.522395	6.0	0.012584	14.821985999999999	4.0	4.352044
