uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
18.0	3.0	68.37246400000001	74.735232	58.734074	42.299632	0.637205	0.246285	0.54556	0.7780729999999999	33.501227	6.0	69.475788	73.760088	3.0	0.14440899999999998	7.184384	3.0	94.218621	33.655359000000004	3.0	35.313358	25.92736	3.0	0.010740000000000001	1.492308	3.0	7.252256	1.323436	5.0	26.147367000000003
21.0	3.0	45.195029999999996	81.908275	21.322836	82.501231	0.10922	0.779143	0.601554	0.337704	52.72146	4.0	61.851758999999994	51.663896	2.0	0.010367	16.440694	4.0	86.01557700000001	10.462722	6.0	9.577421000000001	1.528905	4.0	0.013985	5.3761220000000005	5.0	61.31665400000001	3.9241269999999995	5.0	97.1621
34.0	3.0	46.844046999999996	28.862032	47.218924	51.639063	0.337024	0.673578	0.5780850000000001	0.236172	63.505573999999996	2.0	97.769182	37.499075	1.0	0.028676999999999998	17.712543	6.0	77.490585	33.319564	6.0	75.54823	60.843226	3.0	0.013304	1.9462110000000001	2.0	89.504013	5.332789	5.0	33.100537
38.0	3.0	45.625127	73.801484	4.261923	77.175776	0.6819310000000001	0.96386	0.728625	0.499479	29.884309000000002	2.0	10.177035	22.144584	6.0	0.010468	17.833924	6.0	78.136031	32.318102	6.0	94.88519000000001	22.023355	4.0	0.404019	2.417911	5.0	66.696955	5.8384220000000004	5.0	9.872177
41.0	3.0	72.931896	65.443327	42.564715	70.153604	0.272402	0.82955	0.441855	0.703134	31.407263	6.0	60.302111	48.410227	1.0	0.14233800000000002	6.62487	6.0	75.344091	21.757499	5.0	76.905024	5.358238	4.0	0.012504000000000001	3.194636	5.0	1.4930510000000001	4.578998	5.0	70.261608
44.0	3.0	85.678488	54.763515000000005	33.196042	37.709685	0.503745	0.8991110000000001	0.286188	0.450128	22.945303	5.0	93.4673	8.802581	1.0	0.011478	17.841354	3.0	33.256096	27.125303000000002	6.0	27.764246000000004	12.699603	3.0	0.025877999999999998	5.126018	2.0	42.406636999999996	4.654667	2.0	17.84384
45.0	3.0	30.123523	71.39402700000001	25.310003	69.70111700000001	0.666559	0.811854	0.343079	0.14803	57.095003000000005	5.0	11.853156	7.083809	3.0	0.021332	4.775211	6.0	21.766889000000003	50.602478999999995	4.0	61.541951	50.039432	3.0	0.074246	1.563544	5.0	94.52119	4.5299949999999995	3.0	65.681798
47.0	3.0	11.618767	86.600318	99.82176899999999	65.592751	0.824026	0.281144	0.9078229999999999	0.22660999999999998	53.039835	6.0	10.112753	63.459790000000005	4.0	0.048808	15.323908	6.0	96.33335500000001	29.549685999999998	6.0	18.342208	35.323502000000005	5.0	0.050141000000000005	4.467536	5.0	29.547082	2.35053	6.0	14.589998000000001
49.0	3.0	32.650414000000005	90.970003	32.44802	52.621522	0.335328	0.796473	0.614583	0.126442	64.617503	5.0	60.536497999999995	18.64815	1.0	0.015742	13.627298000000001	5.0	92.325174	59.05773000000001	5.0	41.874035	67.880997	6.0	0.010103000000000001	3.181632	4.0	46.089309	5.2646690000000005	2.0	97.388137
50.0	3.0	32.728883	48.434526	8.146572	27.848962	0.13533	0.662245	0.177656	0.228841	73.12126500000001	5.0	72.797428	2.068632	1.0	0.011719	9.170283	5.0	70.512857	48.481638000000004	3.0	58.907964	41.7098	2.0	0.221437	1.0638670000000001	5.0	38.132912	3.9897709999999997	3.0	80.515741
