uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
5.0	2.0	58.449042000000006	36.542223	47.671002	25.587275	0.398679	0.928834	0.111444	0.675916	29.539659999999998	2.0	67.133166	71.478691	1.0	0.0119	18.136118	4.0	86.328189	63.272119999999994	4.0	37.046303	75.68173399999999	5.0	0.047785	3.227373	1.0	86.785667	0.259178	1.0	4.006876
27.0	2.0	60.445267	75.221598	73.446347	21.829515	0.35478200000000004	0.6494489999999999	0.6875720000000001	0.778641	62.230865	4.0	22.386895000000003	15.896604	1.0	0.015138999999999998	5.775841000000001	4.0	34.283412	72.464726	6.0	10.166831	68.588012	1.0	0.010856000000000001	0.360691	3.0	62.192512	3.060462	3.0	36.687754999999996
29.0	2.0	7.885160000000001	31.507191	31.133553000000003	21.855745000000002	0.33474899999999996	0.665616	0.675912	0.549657	19.410079	5.0	95.17720200000001	35.734244	1.0	0.051290999999999996	6.027983	6.0	92.383197	58.617837	1.0	70.015274	74.932803	3.0	0.016577	3.5879809999999996	5.0	6.604342999999999	0.288873	2.0	67.28079699999999
31.0	2.0	57.936285999999996	80.404344	82.056596	34.122285	0.10820999999999999	0.57195	0.20980100000000002	0.391573	64.54391	3.0	97.47354200000001	42.883539	5.0	0.013434	15.56908	1.0	17.585582000000002	24.329643	2.0	71.93284200000001	45.229281	1.0	0.012984	5.823596	1.0	33.471556	1.061377	1.0	55.296882999999994
53.0	2.0	88.23344499999999	93.34587900000001	70.880381	57.118812	0.10790799999999999	0.138955	0.695613	0.661075	27.646317	4.0	24.766263000000002	26.517211	4.0	0.018585	13.085528	6.0	76.18697900000001	24.353932	1.0	17.758018	26.304253000000003	1.0	0.018757	1.431375	1.0	87.49034300000001	0.646738	1.0	66.637452
106.0	2.0	85.55076	40.857809	90.205048	54.396933	0.166787	0.8985040000000001	0.792927	0.11462699999999999	7.042186999999999	4.0	65.014386	28.363616999999998	4.0	0.012832	5.898555	2.0	33.199344	56.937751	2.0	1.1720030000000001	59.507725	4.0	0.012516	0.311619	4.0	68.706128	5.837609	2.0	59.212945999999995
221.0	2.0	57.550328	63.599924	45.149153999999996	81.609302	0.683268	0.8630329999999999	0.417717	0.994461	14.928673999999999	6.0	27.146272999999997	50.222485	4.0	0.023017	6.128689	2.0	55.605363	21.983534	3.0	18.75115	70.505214	2.0	0.071346	2.111777	3.0	8.413915	5.830431	2.0	5.567887000000001
227.0	2.0	11.433323	92.718179	98.51697	11.862254	0.42872899999999997	0.8530209999999999	0.321011	0.37083499999999997	50.000353999999994	1.0	46.874685	27.153184000000003	5.0	0.110947	2.854621	6.0	56.75291800000001	1.893874	4.0	34.404406	59.280692	1.0	0.014362999999999999	0.758559	5.0	17.935323999999998	2.296426	2.0	85.854054
294.0	2.0	94.262271	46.612834	65.869387	76.36047099999999	0.904725	0.764126	0.461344	0.240747	39.625744	6.0	75.163945	38.121019	1.0	0.015868	2.245888	3.0	15.666295999999999	58.583537	3.0	1.137114	66.253052	2.0	0.014901	4.810359	3.0	83.519715	4.178666000000001	6.0	48.41168
375.0	2.0	26.799713	42.626876	10.857467999999999	63.277843000000004	0.138254	0.874566	0.110371	0.333937	9.975944	6.0	95.27107600000001	20.439997	1.0	0.017624	4.667452	3.0	50.365584999999996	9.467092	1.0	79.64748900000001	36.283151000000004	3.0	0.014563999999999999	3.949635	2.0	1.273417	5.191285	4.0	60.19829300000001
391.0	2.0	18.467971	50.361665	22.714332000000002	42.56296	0.3231	0.814104	0.226181	0.787226	14.154384	4.0	68.77190999999999	39.562642	1.0	0.038877999999999996	17.282723	4.0	64.68540300000001	42.624829	2.0	2.120547	64.29328000000001	3.0	0.018318	0.751732	5.0	18.340867000000003	1.3649950000000002	2.0	58.41715500000001
466.0	2.0	62.87251	24.202574	35.116877	45.410243	0.62375	0.441601	0.553128	0.252123	69.199524	5.0	18.431117	56.586707999999994	1.0	0.021466	1.7272470000000002	6.0	33.808919	21.419399	6.0	9.564105999999999	45.225305	3.0	0.021388	1.214132	5.0	22.150154	3.010986	1.0	16.876402
596.0	2.0	16.611325	45.950879	37.527084	89.676283	0.501324	0.530608	0.270241	0.102247	52.553408	6.0	76.436514	46.682702	3.0	0.669017	5.164739	1.0	16.266434	45.691734000000004	5.0	90.66861	5.041183	5.0	0.017772	0.178866	1.0	3.825921	3.61246	4.0	1.268601
603.0	2.0	99.801567	8.667439	78.073229	98.251537	0.136488	0.315094	0.405636	0.526306	33.912286	3.0	25.023235	44.290734	2.0	0.06826900000000001	10.976594	6.0	53.27623199999999	2.7310830000000004	3.0	55.966653	61.56763	3.0	0.019944	2.068567	2.0	71.47690899999999	0.35447399999999996	2.0	2.674878
605.0	2.0	67.659899	26.228028000000002	72.883016	95.988948	0.6990390000000001	0.701802	0.124524	0.402007	3.660446	5.0	92.205215	31.252124	2.0	0.010322	1.894019	3.0	23.751025	39.752738	1.0	30.145971000000003	27.089568	3.0	0.10896600000000001	4.07257	2.0	49.480345	4.345962999999999	5.0	57.134215000000005
740.0	2.0	92.762043	86.909592	85.78143399999999	49.369564000000004	0.329757	0.6232489999999999	0.183783	0.369014	68.971944	6.0	34.249784999999996	31.209398999999998	2.0	0.065652	3.069327	2.0	15.234407999999998	0.8706659999999999	6.0	29.353896000000002	67.05632299999999	5.0	0.020444	0.566462	4.0	98.427352	4.291885	4.0	68.364312
778.0	2.0	91.67514200000001	22.443438	24.526797	48.148701	0.9025920000000001	0.470278	0.366871	0.605859	25.184442	4.0	31.163373999999997	43.909595	6.0	0.035749	2.991588	5.0	60.123502	30.578656	3.0	23.193163000000002	71.42775300000001	2.0	0.018262999999999998	0.139748	5.0	51.809276000000004	2.7385740000000003	1.0	72.07021999999999
