HH	HH	HH	0.01248	29	2324
HH	HH	HL	0.01506	35	2324
HH	HH	LH	0.05207	121	2324
HH	HH	LL	0.14415	335	2324
HH	HL	HL	0.0099	23	2324
HH	HL	LH	0.00387	9	2324
HH	HL	LL	0.08477	197	2324
HH	LH	LH	0.05336	124	2324
HH	LH	LL	0.18976	441	2324
HH	LL	LL	0.10198	237	2324
HL	HL	HL	0.00904	21	2324
HL	HL	LH	0.00043	1	2324
HL	HL	LL	0.02969	69	2324
HL	LH	LH	0.00043	1	2324
HL	LH	LL	0.02969	69	2324
HL	LL	LL	0.23709	551	2324
LH	LH	LH	0.00129	3	2324
LH	LH	LL	0.00344	8	2324
LH	LL	LL	0.00775	18	2324
LL	LL	LL	0.01377	32	2324
