HH	HH	HH	HH	0.06218	123	1978
HH	HH	HH	HL	0.02427	48	1978
HH	HH	HH	LH	0.03337	66	1978
HH	HH	HH	LL	0.03539	70	1978
HH	HH	HL	HL	0.04651	92	1978
HH	HH	HL	LH	0.00657	13	1978
HH	HH	HL	LL	0.01972	39	1978
HH	HH	LH	LH	0.05308	105	1978
HH	HH	LH	LL	0.03337	66	1978
HH	HH	LL	LL	0.03134	62	1978
HH	HL	HL	HL	0.03792	75	1978
HH	HL	HL	LH	0.00253	5	1978
HH	HL	HL	LL	0.01314	26	1978
HH	HL	LH	LH	0.00303	6	1978
HH	HL	LH	LL	0.02073	41	1978
HH	HL	LL	LL	0.02022	40	1978
HH	LH	LH	LH	0.03994	79	1978
HH	LH	LH	LL	0.03438	68	1978
HH	LH	LL	LL	0.02629	52	1978
HH	LL	LL	LL	0.03994	79	1978
HL	HL	HL	HL	0.03842	76	1978
HL	HL	HL	LH	0.00051	1	1978
HL	HL	HL	LL	0.02629	52	1978
HL	HL	LH	LH	0.00101	2	1978
HL	HL	LH	LL	0.00354	7	1978
HL	HL	LL	LL	0.03387	67	1978
HL	LH	LH	LH	0.00152	3	1978
HL	LH	LH	LL	0.00404	8	1978
HL	LH	LL	LL	0.00708	14	1978
HL	LL	LL	LL	0.03387	67	1978
LH	LH	LH	LH	0.03943	78	1978
LH	LH	LH	LL	0.02831	56	1978
LH	LH	LL	LL	0.03842	76	1978
LH	LL	LL	LL	0.05005	99	1978
LL	LL	LL	LL	0.10971	217	1978
