uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
6.0	2.0	43.715855	8.291848	43.641908	41.587913	0.650097	0.57682	0.599015	0.9087639999999999	43.462324	4.0	78.540837	38.723728	3.0	0.013108000000000002	2.785603	6.0	17.011786999999998	4.777601	3.0	82.32310600000001	40.848109	6.0	18.702688000000002	43.898652	5.0	0.018161	12.730283	2.0	14.708453
45.0	2.0	6.986203999999999	47.973698999999996	64.851375	68.056462	0.845939	0.7076	0.664895	0.42598500000000006	63.353713	4.0	2.7911580000000002	22.354173	3.0	0.01426	3.25683	3.0	5.465832	4.603354	5.0	3.295438	52.93990600000001	2.0	21.744192	56.283252000000005	3.0	0.028737000000000002	16.098614	6.0	67.229966
62.0	2.0	5.642385	11.748823	63.341775	45.097697	0.8316	0.47205600000000003	0.288546	0.77479	32.803963	4.0	35.755594	29.111043	5.0	0.029335000000000003	2.599096	2.0	93.451871	0.341375	1.0	78.095016	53.084742000000006	6.0	41.918075	69.84894	3.0	0.016538999999999998	18.112624	2.0	64.257832
82.0	2.0	58.528465000000004	3.9966199999999996	68.702893	81.275975	0.38760100000000003	0.63417	0.174258	0.561113	33.42383	3.0	73.326761	48.086908	3.0	0.01042	4.0597330000000005	2.0	35.163115000000005	3.257597	1.0	96.44932800000001	63.002097	4.0	87.834509	67.05815799999999	3.0	0.027025999999999998	17.180667	5.0	66.01485
150.0	2.0	93.71645500000001	8.575664	60.397091	73.634332	0.9682639999999999	0.395511	0.784836	0.491476	66.939341	6.0	45.03833	11.32766	1.0	0.386417	6.000547	3.0	71.386296	0.737718	6.0	55.591887	66.376008	6.0	29.848917999999998	51.079796	5.0	0.01529	16.620501	6.0	62.636012
153.0	2.0	5.944877	89.880995	13.980516	56.859533	0.907113	0.5222640000000001	0.49773599999999996	0.189402	12.000045	2.0	42.947288	3.218778	4.0	0.047511000000000005	5.479911	1.0	60.142412	1.095029	5.0	71.01100799999999	43.483959000000006	2.0	57.954477000000004	31.551741999999997	1.0	0.052948	14.989857999999998	6.0	90.29559
175.0	2.0	46.300794	3.3443050000000003	58.874187	87.645284	0.35958	0.472375	0.8852110000000001	0.495889	57.908306	5.0	7.459377000000001	74.468783	3.0	0.09916699999999999	3.7311660000000004	1.0	37.399181	0.8039649999999999	2.0	49.413815	18.863452	5.0	91.84543199999999	50.366353000000004	5.0	0.070461	18.788912	5.0	33.257048
178.0	2.0	14.216248	3.927946	28.465587	87.67741099999999	0.153307	0.519122	0.530799	0.65765	30.237947	3.0	45.672334	20.864744	6.0	0.012059	2.993481	2.0	57.819914000000004	4.1792739999999995	4.0	45.563151	52.474949	6.0	13.342092000000001	71.938829	1.0	0.032474	15.524954000000001	4.0	64.857582
200.0	2.0	23.567918	9.103525999999999	98.887074	87.449943	0.663574	0.623855	0.610097	0.6621199999999999	50.522858	6.0	34.469274	23.221311	2.0	0.011196	4.420637999999999	2.0	23.272756	0.887666	5.0	92.73344	24.546875	6.0	44.473513	59.771316000000006	4.0	0.025836	18.938589	2.0	64.925753
210.0	2.0	38.154057	34.977199	96.783512	63.954315	0.769393	0.9261370000000001	0.95591	0.9031950000000001	42.559286	6.0	49.76086	1.811959	1.0	0.010529	4.7134279999999995	1.0	22.532572000000002	1.477248	1.0	65.492457	33.631208	6.0	95.14661600000001	40.516393	5.0	0.056139999999999995	16.933347	5.0	28.601193
