uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
2.0	2.0	64.602161	30.699586	60.121081000000004	78.823092	0.74947	0.679104	0.678586	0.454296	55.680009999999996	6.0	62.935575	29.329879	3.0	0.019184	0.633596	3.0	21.348201	4.663652	3.0	64.793678	27.449949	4.0	15.407247	22.120691	1.0	0.010692	13.215225	2.0	85.326573
3.0	2.0	61.821806	95.917271	42.117207	23.493028	0.422516	0.6578109999999999	0.8516090000000001	0.633351	42.636208	5.0	3.3511309999999996	17.042887	2.0	0.022134	2.812764	2.0	79.066687	0.55655	5.0	76.25134200000001	29.071766999999998	3.0	69.876775	30.993209999999998	4.0	0.011363	8.470182000000001	1.0	8.558084
7.0	2.0	25.690178	39.120625	66.499866	55.941602	0.5002489999999999	0.779741	0.560756	0.559113	44.241732	2.0	57.270773	8.85657	1.0	0.015388999999999998	2.9403040000000003	5.0	83.638703	2.000997	2.0	4.866926	19.553758	6.0	78.44584300000001	65.19331700000001	2.0	0.013819999999999999	2.5518240000000003	4.0	74.07311
23.0	2.0	19.418398	26.68403	4.549783000000001	14.08417	0.22381199999999998	0.8438620000000001	0.100359	0.16711800000000002	16.56427	3.0	74.65870100000001	66.136292	2.0	0.013225	2.742778	2.0	14.218207999999999	0.6312800000000001	1.0	73.318575	46.870368	5.0	71.99988	28.038327000000002	5.0	0.011612	19.057646	6.0	45.221363000000004
30.0	2.0	68.92343199999999	38.335494	78.628455	8.979654	0.505934	0.635698	0.13439700000000002	0.780079	45.695368	2.0	20.464517	12.796972	6.0	0.017700999999999998	5.314904	5.0	40.028044	2.570052	1.0	36.84301	58.343341	5.0	22.40249	44.099616999999995	6.0	0.019652	2.107348	2.0	75.86739200000001
38.0	2.0	67.421143	99.650451	61.336025	57.596266	0.17394300000000001	0.875041	0.324333	0.195295	57.989388	5.0	99.378977	12.099511999999999	4.0	0.022195	5.212934	5.0	10.613906	1.5241870000000002	6.0	22.659014000000003	13.53651	6.0	92.797877	68.990098	4.0	0.016469	11.792977	2.0	59.14659399999999
53.0	2.0	62.450364	43.609853	23.578167	59.800656999999994	0.838849	0.565511	0.161439	0.404121	62.860541000000005	1.0	68.505612	70.213351	4.0	0.013206	0.773675	2.0	67.872146	4.159424	1.0	94.783547	62.693816000000005	4.0	72.13274799999999	37.956475	1.0	0.058459000000000004	11.778825999999999	4.0	74.648749
56.0	2.0	68.127096	42.519149	59.405621	3.680244	0.7484430000000001	0.9707899999999999	0.103708	0.5188699999999999	21.899229000000002	4.0	86.278112	12.387928	1.0	0.025713999999999997	1.25304	2.0	18.326871	2.100743	2.0	82.98244	19.769438	3.0	93.412368	12.228491	3.0	0.012624	7.2862089999999995	4.0	25.704829
60.0	2.0	99.612808	88.71928100000001	25.226388	92.830043	0.398304	0.21895799999999999	0.804588	0.653338	22.487047	4.0	88.002064	8.098249000000001	2.0	0.020721	4.086162	4.0	43.886404	5.704324	5.0	72.778924	20.075193	5.0	13.351702	26.464452	4.0	0.010718	4.259035	3.0	79.203998
74.0	2.0	45.573128999999994	22.523049	51.819853	29.659475	0.260311	0.195182	0.30115	0.126631	53.234342000000005	5.0	42.612963	39.485929	6.0	0.015871	3.7888910000000005	6.0	20.322107	0.149721	1.0	85.054786	47.90827	5.0	67.28376300000001	60.282672999999996	5.0	0.018903	14.233716000000001	6.0	76.734378
