1	1	4.157983	23.380196	51.246897	41.473075	0.915463	0.525158	0.154549	0.242364	17.781296	1.000000	0.013342	1.562819	3.000000	78.963236	5.162398	2.000000	63.657666	4.975393	5.000000	79.234079	12.693268	6.000000	41.571071	4.956244	3.000000	58.048899	0.394267	6.000000	68.875197	3.458851	1.000000	45.324687	5.971470	3.000000	41.710396	9.899731	1.000000	0.011165
2	1	95.920958	60.325689	92.923099	64.623695	0.832685	0.799473	0.379878	0.252622	23.848924	1.000000	0.021734	0.292976	2.000000	90.149432	1.055032	4.000000	40.152733	0.660457	5.000000	35.684333	3.530504	4.000000	43.411499	11.526699	6.000000	28.661678	22.524828	1.000000	21.460528	5.490457	1.000000	82.407278	0.348973	2.000000	83.077668	6.955987	5.000000	0.010923
3	4	74.265494	36.593591	91.062786	95.453651	0.419407	0.403653	0.982247	0.980502	6.694287	3.000000	0.010591	16.745624	1.000000	50.010318	2.135451	3.000000	20.094378	1.413825	4.000000	34.175050	6.916541	2.000000	96.123994	2.785914	4.000000	29.779521	23.277084	3.000000	42.454997	0.197981	2.000000	70.998273	2.062933	3.000000	25.261467	4.320419	5.000000	0.019562
4	1	57.703517	45.162627	46.737549	41.784038	0.696459	0.732384	0.615140	0.829730	13.474142	1.000000	0.058614	14.612106	3.000000	2.157870	2.762360	4.000000	23.895004	2.265593	5.000000	83.432819	22.413277	4.000000	5.236988	3.524770	6.000000	48.243751	1.391859	2.000000	88.812313	3.763980	4.000000	63.663015	0.521089	2.000000	90.246418	1.033544	6.000000	0.010921
5	2	60.339351	96.305421	97.795598	50.184276	0.748762	0.841270	0.197594	0.580420	17.032057	6.000000	0.027670	16.664536	5.000000	61.031521	4.371433	4.000000	52.089328	1.163605	2.000000	91.635800	11.118247	2.000000	44.104347	18.545854	3.000000	94.934480	22.672862	2.000000	73.803087	2.720312	4.000000	12.293357	5.392793	2.000000	39.855406	17.964852	2.000000	0.019124
6	2	40.867194	19.292215	42.572952	14.212455	0.613897	0.410948	0.649703	0.935454	21.826414	1.000000	0.057297	19.044798	6.000000	14.259932	1.201536	5.000000	73.833479	3.424933	6.000000	77.603446	2.303838	1.000000	2.430607	9.240797	1.000000	84.297187	17.480383	6.000000	78.208162	3.007457	3.000000	50.442074	6.551457	4.000000	76.229055	3.040882	5.000000	0.035284
7	1	48.354481	8.897569	72.265173	58.074109	0.676522	0.204113	0.538200	0.811891	8.248107	6.000000	0.012177	15.598684	6.000000	82.522537	6.150968	4.000000	65.812679	5.082778	1.000000	56.494549	8.569270	6.000000	77.011365	1.577057	6.000000	13.455350	4.338580	2.000000	47.684756	6.312983	3.000000	28.172954	4.786511	5.000000	14.209526	19.049122	2.000000	0.037310
8	4	79.978275	32.872077	60.890249	20.928254	0.413528	0.263977	0.182215	0.358782	22.214885	4.000000	0.019253	8.126538	4.000000	17.232228	4.986294	4.000000	42.943204	4.517685	6.000000	18.941888	1.934194	4.000000	29.546898	9.567131	3.000000	80.222301	23.487412	2.000000	53.724744	5.121905	5.000000	42.746460	2.081979	5.000000	77.739104	17.497900	3.000000	0.010469
9	1	80.024532	69.449344	8.743549	1.017426	0.507150	0.497262	0.374063	0.403168	10.181589	4.000000	0.101777	9.626488	3.000000	44.526421	5.344789	2.000000	99.153526	1.007832	6.000000	23.317832	19.847411	1.000000	47.055671	3.332094	2.000000	26.232978	11.578934	3.000000	13.327546	1.343712	1.000000	55.590939	1.880849	3.000000	90.709924	1.102662	4.000000	0.012375
10	3	62.560722	8.194417	26.567678	42.244991	0.648566	0.371707	0.624440	0.764840	19.733438	6.000000	0.010739	5.366004	6.000000	51.641376	1.988242	5.000000	72.002879	4.958458	6.000000	30.462062	12.272537	4.000000	78.562680	13.209362	2.000000	76.585438	7.627995	6.000000	1.249978	0.563771	2.000000	72.304836	6.939379	1.000000	89.484742	11.275848	5.000000	0.010761
