uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
18.0	2.0	3.223473	86.224631	63.714103	84.10177900000001	0.513422	0.685338	0.972625	0.654744	4.3274989999999995	5.0	88.893414	16.70469	2.0	0.011741	4.411608	3.0	64.84834599999999	6.036815	2.0	17.9536	13.079029	1.0	11.784034	1.246415	4.0	28.832938000000002	15.326235999999998	1.0	91.013736	17.671379	4.0	23.107269	4.987295	6.0	11.700633999999999
38.0	2.0	94.52251	1.3696190000000001	95.180454	71.583177	0.616264	0.11632999999999999	0.602986	0.938735	12.771654	4.0	55.973004	14.758398000000001	4.0	0.07156	2.835976	4.0	60.03151	5.324351	6.0	13.040716999999999	10.49958	1.0	46.00979	22.916954999999998	4.0	35.342793	20.693105	3.0	36.422025	21.776823999999998	1.0	3.629233	21.883674	6.0	3.068851
45.0	2.0	2.160384	7.826347999999999	93.89095999999999	61.20050500000001	0.665618	0.482087	0.9708620000000001	0.41338100000000005	15.594970000000002	4.0	16.969901999999998	7.075438	1.0	0.010976999999999999	1.595008	4.0	78.521794	5.858519	6.0	67.202573	13.418932999999999	3.0	2.03307	23.237922	5.0	38.461698	21.347982000000002	5.0	33.575179999999996	17.176572	5.0	41.09093	4.246697	6.0	36.309346999999995
47.0	2.0	63.142231	5.390016	35.311879	56.078809	0.234053	0.7173149999999999	0.954594	0.45501	22.060723	4.0	42.463443	22.190615	4.0	0.061926999999999996	0.456063	2.0	44.700438	2.2646830000000002	3.0	74.10629	19.656446	4.0	8.71544	23.744439	5.0	25.669420000000002	11.068033999999999	2.0	23.051439000000002	17.659686999999998	6.0	85.469448	3.528027	2.0	5.0717099999999995
80.0	2.0	11.092947	7.313372	66.971876	55.632217000000004	0.610977	0.637273	0.471395	0.184254	22.542537	5.0	72.997935	12.959942	2.0	0.016293000000000002	3.065436	6.0	44.019852	1.8438009999999998	1.0	89.153853	2.0343970000000002	4.0	97.072299	5.694287	6.0	81.201666	3.364033	5.0	65.764526	23.651249	4.0	60.718359	19.64273	1.0	97.206677
84.0	2.0	36.932635	20.008987	85.61900200000001	56.4495	0.54686	0.654692	0.700124	0.722796	22.176307	1.0	32.722433	17.030301	4.0	0.020137000000000002	4.333308000000001	3.0	11.196621	6.137226	2.0	29.897254999999998	22.896265	3.0	17.815425	21.292057	3.0	10.416546	19.655726	2.0	12.844543	6.926139	4.0	50.649419	22.974234	3.0	57.895516
86.0	2.0	10.694025	4.030121	15.210326	78.045917	0.443213	0.573867	0.24086100000000002	0.328718	23.373946	1.0	79.342047	15.982721	4.0	0.034726	0.206258	6.0	60.74354	0.09477200000000001	1.0	26.817885999999998	19.627181	4.0	32.741167	2.85244	1.0	11.473481	16.670241	4.0	49.046682000000004	10.236075999999999	3.0	75.575911	6.688977	4.0	5.590343
158.0	2.0	50.031653000000006	1.018202	33.862875	36.897104999999996	0.8603120000000001	0.554726	0.6642239999999999	0.449967	17.575293	1.0	81.564358	24.843971	5.0	0.010343000000000001	0.3833	2.0	70.234602	3.299	1.0	64.615601	11.267653999999999	3.0	64.294275	19.597964	5.0	68.19589	3.564261	1.0	20.320188	16.30126	1.0	31.408140000000003	21.659746	4.0	85.88623199999999
169.0	2.0	6.579339999999999	81.746125	53.915808	69.092853	0.35384499999999997	0.825083	0.19032000000000002	0.769075	20.557719	5.0	48.71235	6.247395	3.0	0.01009	6.059356	4.0	36.033825	2.8469439999999997	5.0	24.297431	6.798210000000001	1.0	61.335947999999995	21.859922	3.0	25.811009	11.239842	4.0	8.609045	2.662302	6.0	88.18808299999999	22.24726	1.0	21.755969
176.0	2.0	1.359032	5.979104	50.732821	35.050819	0.7879010000000001	0.46811499999999995	0.40458099999999997	0.7379600000000001	9.339864	1.0	22.551841	11.355014	4.0	0.011547	0.636771	2.0	20.430985999999997	0.5907319999999999	4.0	23.794310999999997	10.19235	2.0	57.82569	25.293976999999998	6.0	33.392821000000005	13.224085	3.0	61.283625	7.440884	2.0	40.10471	20.240156	5.0	87.050322
