uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
4.0	3.0	19.62425	60.33821999999999	81.762731	86.174667	0.613296	0.341933	0.412788	0.756448	17.738115	5.0	77.483681	16.014946	3.0	0.09593	4.944007	6.0	61.926452000000005	2.402073	3.0	89.740759	16.5601	5.0	61.562841000000006	4.176998	6.0	62.983851	24.018687	6.0	61.217723	11.938274	6.0	65.81558299999999	10.996231	2.0	90.611265
11.0	3.0	49.172185	61.678635	27.657026000000002	25.690934	0.32705500000000004	0.43188699999999997	0.6902010000000001	0.44593299999999997	12.204998	3.0	34.678540000000005	4.401504	6.0	0.0124	3.544136	2.0	45.450678	0.7220439999999999	2.0	7.6295	23.50166	3.0	88.911746	5.974404	1.0	53.610032999999994	20.806276999999998	6.0	18.547893	12.340955000000001	4.0	96.467865	10.0624	4.0	66.948059
19.0	3.0	46.34448	91.957359	76.16948000000001	9.059099	0.8376299999999999	0.822825	0.178392	0.64427	15.049832	3.0	89.452277	9.455683	5.0	0.041285	3.064772	5.0	60.314237	0.8594709999999999	1.0	63.629141000000004	10.803785000000001	4.0	49.872683	18.492439	3.0	88.78116700000001	19.01495	4.0	52.56786700000001	5.273038	5.0	97.52843100000001	7.080183	2.0	22.83663
20.0	3.0	3.496208	71.846097	57.773159	58.723576	0.455491	0.716283	0.92225	0.648692	11.175083	3.0	35.484128999999996	10.644248	3.0	0.010979000000000001	1.412623	4.0	49.448894	3.7441379999999995	2.0	10.279116	10.964706	5.0	60.796634999999995	22.98607	3.0	52.45551	14.367419	4.0	9.905161	15.92089	6.0	5.036579	21.929638	4.0	50.474336
31.0	3.0	48.205814000000004	36.95843	29.467146999999997	96.494811	0.896833	0.741649	0.517742	0.500775	18.649925	6.0	29.923221	10.566754	6.0	0.026955	5.1724559999999995	2.0	48.415888	2.335277	4.0	33.560199	19.282778	5.0	68.054227	0.582393	4.0	14.605884	20.865397	1.0	35.252148	4.155137	2.0	98.282016	10.748728	3.0	24.722932
39.0	3.0	28.578871000000003	15.169489000000002	98.74333	74.11585699999999	0.426149	0.43976400000000004	0.883542	0.156697	10.96684	6.0	2.299962	1.562139	6.0	0.030011000000000003	4.072826	1.0	28.980994	5.8933279999999995	1.0	41.431003000000004	4.385562999999999	4.0	61.355048	24.141013	1.0	4.842246	13.248519	3.0	85.70310400000001	2.495773	4.0	83.93842099999999	5.906715	2.0	36.186262
44.0	3.0	42.769063	64.95653100000001	51.976624	39.65852	0.30781	0.944984	0.678128	0.291209	23.673366	1.0	8.179189	9.330909	3.0	0.044364	5.818975	6.0	46.270613	5.816706	5.0	63.058591	5.949234	3.0	53.588553000000005	24.098999	1.0	69.86681	3.080905	6.0	21.650129999999997	16.809704999999997	5.0	97.037198	8.604506	5.0	53.073806999999995
48.0	3.0	93.10171700000001	23.088495	55.793079000000006	31.888441999999998	0.766533	0.41383400000000004	0.947422	0.165102	18.375419	2.0	61.876354000000006	3.6820690000000003	4.0	0.037919	1.6705279999999998	6.0	50.971036	4.9980709999999995	5.0	37.817551	1.195885	6.0	4.540903	13.307017000000002	6.0	52.525767	18.527122	4.0	24.048516	11.109192	3.0	74.29920899999999	4.867129	3.0	61.59288000000001
50.0	3.0	7.097322999999999	48.537853999999996	80.630344	31.129054999999997	0.177379	0.9395530000000001	0.8781190000000001	0.46131700000000003	23.763873999999998	1.0	62.295271	5.370779	2.0	0.012001999999999999	5.693117	2.0	28.239116999999997	4.614561	5.0	64.485609	17.788117	3.0	12.785241000000001	18.808636	3.0	66.036036	22.616906	3.0	55.11441899999999	17.165433	5.0	37.020339	3.6975519999999995	5.0	92.991168
58.0	3.0	50.032881	10.414109	3.696194	15.41134	0.120003	0.75472	0.11633800000000001	0.825142	20.641157	3.0	29.434621000000003	14.703609	2.0	0.017378	0.09138099999999999	4.0	52.74355799999999	2.833096	3.0	99.36065500000001	7.090039	3.0	94.097424	5.990187000000001	1.0	66.844092	1.106632	1.0	78.956172	6.269946	6.0	2.407549	9.177597	6.0	67.528584
