uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
5.0	4.0	94.373851	66.934702	98.07322099999999	7.241855999999999	0.909083	0.402489	0.9585469999999999	0.9795969999999999	5.742868	5.0	75.30328	20.855346	3.0	92.148905	7.14385	1.0	93.957904	15.065172	4.0	72.800353	4.028165	4.0	44.006999	21.820683	1.0	0.020655	4.4542910000000004	2.0	74.63082800000001	4.044058000000001	4.0	30.903781	1.352517	6.0	46.180575
8.0	4.0	77.801958	10.414844	57.784668	83.496749	0.388739	0.9528129999999999	0.37388499999999997	0.527814	0.737676	3.0	24.348416	7.807792999999999	1.0	46.451122	12.291165	6.0	2.938774	5.354744999999999	5.0	69.22074	19.579653	3.0	96.369346	4.716205	5.0	0.188245	3.3692089999999997	5.0	10.813089	1.787837	6.0	76.036277	7.196223	4.0	61.427925
12.0	4.0	94.285427	6.956786	13.268219	60.666118000000004	0.706009	0.11921500000000002	0.330257	0.9525870000000001	1.088026	6.0	38.974156	15.259356	4.0	79.906604	4.634657	5.0	60.468953000000006	22.405759	2.0	87.296363	5.3451699999999995	5.0	69.158405	17.303762	1.0	0.016971	4.965993	1.0	80.452184	4.302033	6.0	43.040633	2.663571	1.0	32.903089
19.0	4.0	39.511299	23.313716	13.936444	54.360577	0.124232	0.532906	0.269251	0.256869	22.456589	6.0	82.606195	2.59698	1.0	5.934216	3.825047	5.0	47.522137	2.002992	1.0	40.700838	17.247802	1.0	50.79487	16.567251000000002	2.0	0.013324	2.779155	4.0	95.186059	0.6166560000000001	4.0	32.59322	25.121641	6.0	61.512413
22.0	4.0	69.903876	89.082039	24.166898	46.758151	0.137721	0.7558590000000001	0.600028	0.371332	11.375136	4.0	46.056616999999996	14.412142000000001	4.0	79.69706500000001	1.475598	5.0	14.604997000000001	20.113456	5.0	48.507749	21.310845999999998	2.0	25.243261999999998	14.134379000000001	1.0	0.012222	1.147716	4.0	48.002217	4.7869779999999995	2.0	71.225036	7.035586	5.0	78.532957
44.0	4.0	53.430701	59.400581	69.782611	86.714176	0.522223	0.65265	0.8378209999999999	0.103975	19.897724	6.0	43.30294	20.224657	6.0	47.507861	4.405406	1.0	69.382725	22.307984	3.0	38.362075	17.737952	5.0	59.224526000000004	8.715188000000001	1.0	0.011196	3.3206900000000004	4.0	82.094659	1.756054	2.0	50.211818	12.744816	3.0	47.311793
54.0	4.0	72.913584	78.956035	40.996389	97.386688	0.398332	0.750578	0.661817	0.496561	9.612165	2.0	35.268183	14.06189	2.0	87.93611800000001	17.358329	6.0	81.891818	20.212982	2.0	37.311723	23.912782	6.0	92.74972700000001	18.543144	1.0	0.05045	0.5186850000000001	2.0	33.23591	5.827419	1.0	37.211628000000005	0.27472399999999997	5.0	6.52327
57.0	4.0	54.67749499999999	89.867411	84.562945	66.634039	0.622319	0.469671	0.6566029999999999	0.40068000000000004	3.98291	4.0	15.836454000000002	0.9921110000000001	2.0	45.940675	22.210322	4.0	52.70973000000001	19.829647	6.0	25.212909	9.271279	2.0	45.244094	13.505749	5.0	0.036638	2.364905	5.0	33.760527	5.008523	3.0	15.327673	24.431184	4.0	99.493897
58.0	4.0	73.603914	12.681732	70.498896	81.66515	0.50229	0.81416	0.9224979999999999	0.908905	5.515537	3.0	71.961497	17.205316	6.0	41.509858	23.111756	3.0	7.130477000000001	3.8366269999999996	3.0	74.345708	5.465006	5.0	16.550988	1.860104	2.0	0.010343999999999999	0.415253	6.0	67.588887	0.163833	1.0	39.920993	2.034454	4.0	81.06585
78.0	4.0	61.763670999999995	24.322754999999997	87.091374	41.751661	0.554204	0.410943	0.968925	0.49673500000000004	8.671364	2.0	69.830926	22.739389000000003	3.0	63.691426	20.943914000000003	5.0	41.591361	12.569811	2.0	40.446753	23.771465	2.0	28.700121999999997	23.064332999999998	2.0	0.011581999999999999	2.9915529999999997	2.0	30.156647999999997	1.471251	2.0	46.945227	11.942124	5.0	27.126727000000002
82.0	4.0	93.67639	15.922938	89.266669	51.180975	0.351992	0.381402	0.339379	0.269109	16.61407	6.0	32.269290000000005	14.60149	3.0	97.113357	22.1738	4.0	30.595104	8.133516	5.0	70.37279699999999	22.259868	2.0	54.283549	7.635517	1.0	0.010901000000000001	5.566192	5.0	98.476478	3.001217	4.0	45.106105	5.54743	6.0	53.288375
94.0	4.0	37.030698	75.61332	90.371532	79.583191	0.63441	0.815932	0.290881	0.737414	9.357367	3.0	82.822221	19.38243	4.0	85.185334	21.291209	3.0	41.766015	3.371667	5.0	61.828686	13.311654	5.0	52.413090000000004	3.697227	1.0	0.021082	2.88678	2.0	44.349362	2.707854	4.0	64.669614	15.062704	2.0	49.758928999999995
95.0	4.0	10.7281	44.455822	68.43387	43.576966999999996	0.10424000000000001	0.535478	0.375934	0.969698	18.107641	1.0	8.700296	16.149365	3.0	83.566024	2.124273	4.0	17.675857999999998	6.015941000000001	2.0	82.848286	5.686218	3.0	55.286955000000006	18.587785999999998	2.0	0.014265	5.2031730000000005	2.0	96.467967	4.255871	3.0	56.400392000000004	12.43597	1.0	81.174437
102.0	4.0	22.298460000000002	67.401481	30.531767	47.850640999999996	0.793248	0.766063	0.167344	0.314794	12.818565	5.0	17.862044	9.515423	1.0	17.450637	20.546011	2.0	33.762788	3.100532	5.0	98.96567399999999	9.531352	1.0	32.348873	22.124922	1.0	0.025352	4.78104	4.0	54.062881000000004	2.803353	2.0	51.918051	4.898947	3.0	49.292952
104.0	4.0	47.001863	27.366342	32.266502	32.077431	0.22961700000000002	0.548362	0.327138	0.5616899999999999	4.044416	6.0	65.445187	22.92926	3.0	67.181569	22.77561	6.0	71.21378	5.123857	5.0	48.161367999999996	20.302585	2.0	78.059422	21.045576999999998	1.0	0.018511	3.510993	2.0	20.379182999999998	1.191763	3.0	5.9829419999999995	18.157479000000002	3.0	33.124409
