uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
1.0	2.0	5.625961	7.231456	56.373447999999996	77.702444	0.849742	0.558666	0.31354	0.884552	21.747027	1.0	86.317527	12.671675	2.0	54.885511	14.826967999999999	6.0	9.395506	5.114479	4.0	97.083814	12.741773	6.0	50.991565	7.640263	4.0	0.018723	4.950049	1.0	72.198904	4.135943	2.0	33.493953000000005	8.025324000000001	4.0	61.657132
14.0	2.0	3.6841230000000005	97.75081899999999	47.401693	71.918185	0.36016	0.763776	0.8642299999999999	0.5455479999999999	12.56044	5.0	89.17304	18.326344	1.0	9.228223	21.992279999999997	3.0	53.314935999999996	22.907632	6.0	88.457142	21.489803	4.0	61.584014	6.13745	5.0	0.032032	4.826354	3.0	83.544561	1.0115889999999998	5.0	47.162987	9.001513000000001	2.0	92.377116
33.0	2.0	5.388758	63.468977	76.86320500000001	38.176536	0.9242670000000001	0.127444	0.7484390000000001	0.950109	19.783807999999997	1.0	82.837518	1.9472630000000002	1.0	15.669263	10.851707000000001	2.0	53.501881000000004	13.500685999999998	1.0	85.333499	16.564286	5.0	30.445299	9.629914	2.0	0.10848599999999999	3.7645150000000003	6.0	13.355182000000001	4.8277470000000005	6.0	3.162058	3.8005449999999996	6.0	31.263996999999996
52.0	2.0	83.84989399999999	10.926214	13.290932999999999	54.12684	0.561641	0.750587	0.958015	0.735717	5.7885349999999995	4.0	57.922031999999994	10.667285000000001	2.0	82.945589	18.773719	2.0	63.389731000000005	9.329500999999999	2.0	13.261771	22.12781	2.0	12.414781	13.593803	4.0	0.027316000000000003	3.530675	5.0	81.508513	4.6356660000000005	6.0	61.324555000000004	9.690543	6.0	54.97610699999999
67.0	2.0	21.46108	7.589867999999999	57.717928	92.953168	0.32350300000000004	0.377104	0.800279	0.707394	11.173697	5.0	82.204527	15.785929000000001	5.0	16.939760999999997	19.834459	2.0	34.217508	15.107412	2.0	71.312387	20.977862	2.0	94.855633	14.908475	3.0	0.021882	3.88835	1.0	90.309251	5.132324	4.0	96.438163	14.339123999999998	3.0	86.236129
70.0	2.0	71.724328	13.216657000000001	28.708709999999996	85.358712	0.273082	0.936357	0.26771100000000003	0.5910529999999999	21.074363	2.0	17.466352	12.186444	5.0	35.415541	21.879701	2.0	85.389699	10.339167	2.0	33.695099	18.466835	6.0	92.934519	17.514307000000002	1.0	0.010539	2.541801	5.0	2.8958619999999997	1.3639620000000001	5.0	96.742289	3.5287610000000003	6.0	94.847081
73.0	2.0	63.402196999999994	3.8654129999999998	25.185559	85.679674	0.21522600000000003	0.5938680000000001	0.967533	0.9942059999999999	14.857721	5.0	38.309193	5.595554	1.0	79.000231	12.533982	3.0	32.21566	24.300957999999998	4.0	15.226410999999999	1.407385	6.0	7.9055979999999995	20.999318	5.0	0.013953	4.827742	2.0	98.21505	5.551526	6.0	17.744875	1.6927310000000002	5.0	72.900382
74.0	2.0	14.597404000000001	69.596994	60.06624	99.203964	0.627031	0.541419	0.650181	0.517688	16.986957	3.0	78.42489599999999	19.143422	5.0	2.612466	17.733467	2.0	17.004777	12.41297	3.0	7.81928	22.831419	4.0	75.60892700000001	14.149888	6.0	0.015778	4.566387000000001	6.0	29.54743	1.431985	5.0	87.704101	17.436093	5.0	46.483230999999996
80.0	2.0	77.231573	3.604111	12.313863000000001	62.88397	0.7813720000000001	0.324372	0.19079100000000002	0.750265	15.532248000000001	1.0	58.041337	17.224941	5.0	96.644929	2.782663	4.0	87.020522	15.492386999999999	3.0	21.031191	5.159923	6.0	78.479412	12.783199	2.0	0.015453999999999999	0.645101	1.0	53.295018000000006	4.977958999999999	3.0	41.553695000000005	4.070254	2.0	40.993342
101.0	2.0	17.517395999999998	86.851196	24.541455	26.130047	0.990332	0.150612	0.9300350000000001	0.8194879999999999	13.931288	3.0	60.073021	21.798486999999998	3.0	43.582623999999996	15.596342000000002	3.0	32.762195	17.286955	5.0	75.32356999999999	10.902191	4.0	13.469323000000001	8.030719	1.0	0.018312000000000002	0.455175	3.0	84.944063	4.653307	1.0	87.202143	14.071298	5.0	45.859401
