HH	HH	HH	0.09571	116	1212
HH	HH	HL	0.05941	72	1212
HH	HH	LH	0.09901	120	1212
HH	HH	LL	0.05776	70	1212
HH	HL	HL	0.04455	54	1212
HH	HL	LH	0.02888	35	1212
HH	HL	LL	0.09323	113	1212
HH	LH	LH	0.07261	88	1212
HH	LH	LL	0.12789	155	1212
HH	LL	LL	0.02888	35	1212
HL	HL	HL	0.00495	6	1212
HL	HL	LH	0.02475	30	1212
HL	HL	LL	0.04785	58	1212
HL	LH	LH	0.00495	6	1212
HL	LH	LL	0.06683	81	1212
HL	LL	LL	0.0462	56	1212
LH	LH	LH	0.00908	11	1212
LH	LH	LL	0.05281	64	1212
LH	LL	LL	0.01485	18	1212
LL	LL	LL	0.0198	24	1212
