uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
18.0	2.0	48.756503	77.416375	48.250004	59.216267	0.805864	0.22595500000000002	0.583013	0.503007	1.8823779999999999	1.0	85.521163	24.825495	5.0	0.013299	4.129356	3.0	37.023993	6.202068	1.0	14.332531	51.292712	2.0	59.162259999999996	31.619612	3.0	0.025723000000000003	5.309019999999999	5.0	97.47561800000001
56.0	2.0	73.528224	11.551777000000001	6.227792	71.946277	0.49786499999999995	0.218881	0.308948	0.576442	1.232812	4.0	59.58426600000001	45.989746999999994	5.0	0.23407399999999998	5.234344	4.0	25.077407	2.407837	5.0	27.206554999999998	5.036016	4.0	49.163384	51.719823	4.0	0.023014	16.47997	4.0	57.683524
108.0	2.0	77.899103	45.323458	15.532271	85.740599	0.315765	0.241907	0.401588	0.48249200000000003	67.760864	2.0	93.74640500000001	71.541646	1.0	0.042337	2.991487	2.0	97.132829	2.090906	6.0	8.563286999999999	64.453519	1.0	55.310156000000006	61.484481	3.0	0.010687	17.654778	4.0	56.612846999999995
129.0	2.0	65.030286	74.846028	64.142045	85.643998	0.210434	0.68995	0.23984	0.8623129999999999	40.954863	4.0	3.679383	64.912368	3.0	0.010736	0.9393040000000001	4.0	4.901473999999999	3.123654	4.0	68.19013100000001	40.261875	5.0	35.329954	29.051478999999997	2.0	0.013441	15.513866	1.0	44.835064
142.0	2.0	59.20705400000001	86.121344	70.116022	31.127595	0.441749	0.246547	0.221452	0.385135	30.993084000000003	4.0	37.208352000000005	32.924682000000004	2.0	0.113033	3.902431	3.0	37.092671	0.656561	2.0	5.813909	31.800638	5.0	55.238429000000004	64.282114	1.0	0.010020000000000001	11.700577000000001	3.0	24.537027
195.0	2.0	53.78185500000001	88.189272	49.452365	54.582452	0.140019	0.30545700000000003	0.787172	0.776479	68.695493	4.0	51.212623	24.327056	3.0	0.026333	5.212705000000001	5.0	61.603665	4.565875	4.0	5.953035	42.235331	1.0	6.773528	51.732647	4.0	0.011922	17.908728	5.0	54.35495699999999
204.0	2.0	87.10368100000001	51.077702	37.031693	65.483397	0.735032	0.5277689999999999	0.643918	0.7642479999999999	31.107644	2.0	14.757114999999999	56.674147999999995	2.0	0.011451000000000001	0.15221500000000002	5.0	64.89918399999999	2.001801	6.0	37.229193	28.250455	3.0	39.392606	44.552640000000004	3.0	0.16705699999999998	2.834274	2.0	48.471026
230.0	2.0	57.627341	65.624859	79.329136	59.058482	0.43469300000000005	0.150554	0.592882	0.687972	18.85614	1.0	23.511923	10.12975	6.0	0.014512	5.387516000000001	6.0	10.692530999999999	5.683408	3.0	18.262778	24.153541	3.0	22.48528	66.526165	5.0	0.056812	13.784675	4.0	60.13623199999999
278.0	2.0	70.127011	74.058369	55.058298	94.880502	0.741531	0.353714	0.902718	0.6732600000000001	69.589997	3.0	58.42090400000001	29.904761999999998	3.0	0.010458	4.285867	6.0	2.105137	6.041618	2.0	4.961968	8.334228	5.0	69.268428	16.071254999999997	1.0	0.039488999999999996	10.90829	4.0	16.18666
314.0	2.0	94.812555	93.078094	89.78896800000001	56.86613199999999	0.296192	0.555888	0.780778	0.377539	13.116494	4.0	45.723651000000004	56.474107	6.0	0.054237	4.174715	4.0	73.756913	1.146488	3.0	4.12613	19.684957	6.0	20.347274	51.911607000000004	5.0	0.025457	6.200097	6.0	14.841007000000001
