HH	HH	HH	HH	0.05761	103	1788
HH	HH	HH	HL	0.01902	34	1788
HH	HH	HH	LH	0.05201	93	1788
HH	HH	HH	LL	0.20861	373	1788
HH	HH	HL	HL	0.00727	13	1788
HH	HH	HL	LH	0.00112	2	1788
HH	HH	HL	LL	0.03803	68	1788
HH	HH	LH	LH	0.02629	47	1788
HH	HH	LH	LL	0.05761	103	1788
HH	HH	LL	LL	0.06152	110	1788
HH	HL	HL	HL	0.00783	14	1788
HH	HL	HL	LH	0.00224	4	1788
HH	HL	HL	LL	0.02685	48	1788
HH	HL	LH	LH	0.00056	1	1788
HH	HL	LH	LL	0.02349	42	1788
HH	HL	LL	LL	0.14374	257	1788
HH	LH	LH	LH	0.02237	40	1788
HH	LH	LH	LL	0.01734	31	1788
HH	LH	LL	LL	0.033	59	1788
HH	LL	LL	LL	0.02181	39	1788
HL	HL	HL	HL	0.00224	4	1788
HL	HL	HL	LH	0.0	0	1788
HL	HL	HL	LL	0.00727	13	1788
HL	HL	LH	LH	0.00056	1	1788
HL	HL	LH	LL	0.00671	12	1788
HL	HL	LL	LL	0.06991	125	1788
HL	LH	LH	LH	0.0	0	1788
HL	LH	LH	LL	0.00503	9	1788
HL	LH	LL	LL	0.01902	34	1788
HL	LL	LL	LL	0.03579	64	1788
LH	LH	LH	LH	0.01566	28	1788
LH	LH	LH	LL	0.00447	8	1788
LH	LH	LL	LL	0.00056	1	1788
LH	LL	LL	LL	0.00056	1	1788
LL	LL	LL	LL	0.00391	7	1788
