uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
21.0	2.0	96.543933	12.048373	37.315025	66.655681	0.782882	0.45772399999999996	0.348656	0.467775	20.739288000000002	1.0	93.16072199999999	1.724392	3.0	0.061607	3.318193	5.0	84.382722	4.363142	5.0	11.60951	20.056803	5.0	61.855509999999995	15.139859	5.0	42.025607	4.75373	2.0	0.019536	3.856986	3.0	71.283795	5.918609	1.0	23.468506	11.108711	5.0	74.989714
65.0	2.0	11.06461	8.193491	25.492157000000002	83.97359399999999	0.5190779999999999	0.9728549999999999	0.410955	0.8809110000000001	12.00532	6.0	3.5549440000000003	2.247214	5.0	0.087724	4.376713	1.0	68.439565	5.623789	3.0	36.166785	9.028391000000001	2.0	39.192603000000005	21.719887	1.0	46.972848	9.67881	6.0	0.036055000000000004	3.3452339999999996	5.0	15.757869	2.40924	6.0	34.283498	6.185615	1.0	11.808974000000001
74.0	2.0	90.839508	22.672713	22.572011	90.597897	0.378981	0.716655	0.667188	0.19956	1.060554	3.0	93.44978	8.301967	3.0	0.015691999999999998	1.259525	1.0	58.021792000000005	4.8187739999999994	5.0	82.871121	21.314877	2.0	93.566509	4.390226	1.0	64.564649	5.382917	6.0	0.047056	4.667845	4.0	26.363421999999996	3.087126	3.0	16.274969	10.217246000000001	4.0	38.368140000000004
85.0	2.0	4.2742309999999994	13.0397	13.163101000000001	50.660008000000005	0.543778	0.458963	0.9326709999999999	0.621687	13.921226	6.0	11.376209	14.939252999999999	1.0	0.033087	1.997055	4.0	24.781307	4.2128190000000005	6.0	47.891053	17.513547	5.0	14.760368	2.23247	4.0	94.332363	8.120944999999999	4.0	0.015766	5.1745849999999995	1.0	70.478762	3.494669	6.0	24.296025	14.187584	3.0	74.03876899999999
111.0	2.0	89.90810400000001	4.591768	81.210847	84.976536	0.77193	0.8122199999999999	0.384218	0.51804	11.991617	5.0	88.811226	4.355666	3.0	0.023861	5.902143	5.0	53.196343999999996	1.8296709999999998	5.0	66.451921	0.7746529999999999	2.0	99.251841	1.9004470000000002	4.0	76.28355400000001	8.958986	5.0	0.089611	1.361958	2.0	56.77916999999999	1.5671760000000001	4.0	66.484637	13.082742999999999	1.0	69.832566
122.0	2.0	58.325576	14.207683	59.406093000000006	90.593458	0.692975	0.594808	0.9886020000000001	0.16322	7.716514999999999	6.0	67.447335	20.162657	4.0	0.10526400000000001	1.267734	3.0	89.205626	4.569983000000001	6.0	18.813772	16.861249	5.0	66.067988	24.47488	2.0	60.711776	5.213223999999999	1.0	0.037724	1.410707	1.0	56.775926	4.960717	2.0	55.428759	23.621734	6.0	93.98656899999999
153.0	2.0	2.490384	52.488463	44.403103	79.267325	0.8724	0.553038	0.7808109999999999	0.126771	23.232014000000003	6.0	35.835487	14.909059	3.0	0.043413	4.780298	2.0	57.483287	2.162211	4.0	56.187277	4.28854	1.0	56.65861999999999	14.069668	2.0	54.66270600000001	15.740511999999999	5.0	0.018723	4.680079	4.0	50.526724	3.5866849999999997	1.0	55.493876	9.281448	6.0	49.979034999999996
159.0	2.0	54.010424	13.003447999999999	10.007067	61.901385999999995	0.265015	0.943644	0.406224	0.28165	2.107942	4.0	43.758953999999996	19.60802	3.0	0.018598	4.94664	3.0	66.941365	5.419944999999999	1.0	94.81114000000001	18.6069	4.0	63.83084399999999	20.494685	4.0	87.51259300000001	1.3928049999999998	6.0	0.010121999999999999	0.625059	5.0	10.03849	2.572611	3.0	76.04039	10.100046	4.0	14.752744
168.0	2.0	4.04743	92.038758	15.382388	46.938796999999994	0.501596	0.600363	0.956939	0.518463	6.915227000000001	6.0	97.701475	18.716513	5.0	0.012107	5.6093660000000005	4.0	50.756411	5.663039	4.0	21.798227999999998	7.955889	3.0	58.37001	14.064511999999999	1.0	13.907276999999999	16.014566000000002	2.0	0.036507	4.729533	5.0	81.472643	0.487712	3.0	40.575689000000004	17.552579	6.0	58.507372
191.0	2.0	13.886144	2.7199459999999998	65.984139	38.445987	0.726741	0.38389	0.235315	0.854966	1.087874	1.0	25.837132999999998	15.602981	4.0	0.011154	1.0409760000000001	1.0	94.598527	2.4961450000000003	2.0	58.618908	21.080157	5.0	48.99107	2.47336	2.0	93.379599	12.927077	1.0	0.032485	2.960386	1.0	80.955936	5.175937	5.0	98.606925	16.921585999999998	2.0	21.558393
