uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
1.0	3.0	68.33036	41.897321999999996	34.766253999999996	58.595788	0.642055	0.888359	0.184364	0.614129	21.177599	5.0	86.032484	5.410169000000001	1.0	0.070763	5.191597	5.0	45.726219	3.443965	1.0	96.99870899999999	12.757804	5.0	36.288175	18.473782999999997	6.0	6.362685	6.645811999999999	6.0	0.011227	5.280143	4.0	95.10077700000001	1.076395	3.0	70.23428299999999	4.480313	1.0	90.997563
7.0	3.0	94.951195	85.720955	30.177595	88.435231	0.432804	0.491316	0.35436999999999996	0.640116	19.724751	1.0	91.66888	12.978729	4.0	0.012042	3.5728129999999996	5.0	18.304281	2.3766439999999998	5.0	61.169779000000005	16.514108	2.0	16.123479	18.119541	6.0	69.187428	20.43068	1.0	0.010931	4.923449	6.0	50.93785	2.295501	2.0	71.768794	14.545785	4.0	15.46791
8.0	3.0	36.166702	43.212590999999996	41.507637	47.975312	0.20869400000000002	0.341727	0.592527	0.400407	9.52595	3.0	88.46036099999999	25.629651000000003	4.0	0.030395	0.092451	4.0	17.407913	0.507179	1.0	43.543087	21.009062	6.0	84.813497	17.122730999999998	2.0	34.915223	19.376912	6.0	0.010662999999999999	3.584142	3.0	25.630843	4.128359	3.0	37.704445	10.210875999999999	6.0	50.925307000000004
11.0	3.0	88.126099	27.827968	16.92362	78.500665	0.528246	0.777895	0.36921	0.476787	2.782332	2.0	18.018713	15.876802	5.0	0.012221	4.21959	3.0	77.529976	5.463056	6.0	34.638787	3.6625949999999996	3.0	55.07119599999999	6.244351999999999	3.0	75.50765899999999	19.492173	4.0	0.014457	0.349752	2.0	58.60945	3.259368	4.0	68.22925	3.019364	4.0	2.923825
16.0	3.0	27.117289000000003	38.509274	78.425464	25.899126000000003	0.9399629999999999	0.788619	0.947184	0.544756	14.791403	6.0	12.471734	18.892218	4.0	0.012563	3.3625629999999997	2.0	67.268855	2.174124	1.0	79.281286	2.7748310000000003	3.0	77.720991	10.557077	6.0	72.502854	11.820072999999999	3.0	0.0118	2.3560689999999997	4.0	76.602138	0.47324099999999997	5.0	52.346971999999994	14.029663000000001	6.0	30.063907
22.0	3.0	43.755963	22.674628	31.562552	98.751602	0.698581	0.33258899999999997	0.713855	0.465896	1.86327	2.0	97.180022	15.739273999999998	2.0	0.050312	5.431026999999999	6.0	5.431430000000001	5.138047	5.0	66.354285	6.352823	2.0	26.735158000000002	11.633866000000001	5.0	9.402553999999999	7.248568	5.0	0.020178	3.356897	5.0	8.018567	4.437897	6.0	88.843194	7.405887	5.0	40.991640999999994
25.0	3.0	3.073307	77.587789	82.766692	1.942505	0.186113	0.9527969999999999	0.41649200000000003	0.108655	21.638228	2.0	74.911835	19.923744	1.0	0.012323	5.037984	5.0	13.148795999999999	2.685348	6.0	72.72584	14.645092000000002	1.0	54.517582999999995	2.32222	6.0	72.261072	8.259964	1.0	0.020772	3.641025	4.0	83.712618	1.122439	5.0	21.720216	13.548647	1.0	73.50829
29.0	3.0	13.123173000000001	55.163431	88.799265	10.894125	0.993994	0.527421	0.821009	0.30737	12.770139	1.0	42.295248	15.058588	6.0	0.023788999999999998	1.7516610000000001	6.0	54.978145999999995	4.862491	1.0	26.507828999999997	18.670564000000002	1.0	13.860173999999999	22.840539	6.0	72.363037	21.385422	2.0	0.049613	1.9403119999999998	4.0	52.091207	4.460351999999999	3.0	92.592344	17.946667	4.0	89.548264
32.0	3.0	11.071389	65.63426199999999	89.37998499999999	44.262644	0.453722	0.8246680000000001	0.705128	0.581205	14.123249	5.0	76.634419	4.001688	1.0	0.028747	2.184351	1.0	86.423912	5.0137730000000005	4.0	92.610904	15.727292000000002	6.0	80.351564	11.028069	3.0	64.783177	15.459824	2.0	0.034649	3.195377	4.0	16.191871	3.5646269999999998	6.0	57.779276	3.041871	2.0	56.01868
33.0	3.0	43.375665000000005	49.857717	37.597643	94.024231	0.54645	0.991079	0.736568	0.67797	5.9173860000000005	3.0	19.460876000000003	20.042816000000002	1.0	0.014171000000000001	3.7382720000000003	2.0	43.792559000000004	4.940807	5.0	83.058563	6.751981	2.0	45.937994	11.631239	2.0	84.460432	18.541197	4.0	0.029192000000000003	1.523083	4.0	81.590438	0.189408	5.0	69.265175	20.055295	4.0	84.03749599999999
35.0	3.0	63.912797	33.725913	78.047076	99.181788	0.9603309999999999	0.42580200000000007	0.907639	0.284831	16.739407999999997	6.0	59.171046	13.916062	6.0	0.024774	4.79179	5.0	64.715845	1.803795	6.0	89.755039	19.142672	5.0	39.416131	24.883242000000003	5.0	35.865595	2.879124	4.0	0.021605000000000003	4.562696	4.0	34.984357	0.406139	3.0	72.553046	0.37782899999999997	4.0	82.46491999999999
36.0	3.0	57.623568999999996	65.652568	12.958505	55.12299300000001	0.6225470000000001	0.728866	0.632999	0.7441800000000001	1.2876100000000001	5.0	8.631986	24.915308	5.0	0.010516	2.633634	3.0	84.641703	1.404395	5.0	23.987133	16.492538	2.0	43.09168	14.929448	4.0	14.737928	8.233107	3.0	0.011462	4.167696	2.0	44.287003999999996	2.5461150000000004	2.0	24.431081	7.187094999999999	2.0	37.67205
41.0	3.0	61.982606999999994	87.637814	26.671521999999996	84.874344	0.902956	0.727503	0.263563	0.8311799999999999	13.498873000000001	3.0	81.457554	14.908468	1.0	0.010737	0.415491	4.0	26.595044	0.266718	1.0	44.868303000000004	11.159765	5.0	71.357648	19.709292	2.0	29.060340000000004	17.985404	6.0	0.039876	2.780657	5.0	89.913105	4.88194	1.0	16.836204000000002	0.806659	2.0	50.928688
44.0	3.0	39.800973	71.333412	31.632894	52.679049	0.292912	0.704175	0.365504	0.912184	20.39416	5.0	77.696893	13.729769000000001	6.0	0.02713	0.5206810000000001	1.0	6.3859699999999995	4.93709	2.0	82.051907	1.368019	6.0	26.683956	7.697091	6.0	33.35784	16.869902	5.0	0.026883999999999998	4.766763	6.0	2.525183	3.183812	4.0	85.998225	24.705173000000002	1.0	57.04073399999999
47.0	3.0	71.040161	81.468777	59.163394	86.376757	0.842008	0.851018	0.630876	0.355732	15.773902	2.0	42.122282	23.22445	1.0	0.02957	5.345758	1.0	82.515697	1.4232690000000001	5.0	64.297886	23.449222	2.0	2.484251	16.841168	4.0	87.479789	3.5232910000000004	4.0	0.011048	0.5221439999999999	3.0	3.112873	5.153217	6.0	42.788115999999995	7.863247	5.0	6.924366
48.0	3.0	73.28162900000001	56.258554000000004	70.298525	95.852898	0.530848	0.36186799999999997	0.8342870000000001	0.411131	5.367498	4.0	59.815571	19.742362	6.0	0.014500999999999998	2.0403330000000004	2.0	9.042164	2.607053	3.0	36.174044	15.163886999999999	2.0	60.917654000000006	25.029506	5.0	61.994938	9.081965	3.0	0.05936	1.636034	1.0	5.058891	1.959831	2.0	72.784494	6.036688	3.0	92.701157
51.0	3.0	40.68019	11.709964	8.463322999999999	46.876576	0.407069	0.534916	0.18688	0.950995	10.046956	2.0	92.143976	14.024184	2.0	0.037148	3.8914720000000003	4.0	23.685623	5.06604	6.0	90.639252	3.306952	4.0	71.832647	19.759417000000003	1.0	95.328079	15.004662	6.0	0.027116	3.6872849999999997	5.0	88.739299	2.0847450000000003	5.0	2.533265	19.298989000000002	6.0	52.662486
52.0	3.0	9.247674	77.029009	69.333605	69.099814	0.701529	0.11910899999999999	0.846925	0.5782609999999999	4.32228	6.0	12.579346000000001	18.059834	6.0	0.019381	3.9769410000000005	5.0	47.850716999999996	3.777044	5.0	90.528432	22.385582	2.0	32.680018	17.153356	6.0	23.389789	18.918731	6.0	0.019045	2.07222	3.0	89.20577800000001	4.55649	4.0	81.853167	24.313154	6.0	47.078962
