HH	HH	HH	0.00931	21	2256
HH	HH	HL	0.0297	67	2256
HH	HH	LH	0.05496	124	2256
HH	HH	LL	0.00443	10	2256
HH	HL	HL	0.03546	80	2256
HH	HL	LH	0.09663	218	2256
HH	HL	LL	0.02438	55	2256
HH	LH	LH	0.18041	407	2256
HH	LH	LL	0.14362	324	2256
HH	LL	LL	0.00044	1	2256
HL	HL	HL	0.01729	39	2256
HL	HL	LH	0.0461	104	2256
HL	HL	LL	0.03147	71	2256
HL	LH	LH	0.06472	146	2256
HL	LH	LL	0.17642	398	2256
HL	LL	LL	0.02748	62	2256
LH	LH	LH	0.01684	38	2256
LH	LH	LL	0.03457	78	2256
LH	LL	LL	0.0031	7	2256
LL	LL	LL	0.00266	6	2256
