uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
14.0	2.0	46.654095	96.26312800000001	38.630061	9.647557	0.195922	0.21061999999999997	0.97935	0.476862	12.185536	2.0	35.532853	6.092819	1.0	0.037313	14.959577	6.0	43.245337	10.577448	5.0	99.242038	17.120708	6.0	66.55919300000001	6.507475	4.0	0.017383000000000003	2.837568	4.0	10.629072	5.265423999999999	2.0	49.762413	22.808145	5.0	38.332566
30.0	2.0	98.090467	35.346092	1.8240020000000001	49.649144	0.631788	0.976876	0.878791	0.392714	11.260905000000001	5.0	74.27779	18.628505	5.0	0.010126000000000001	12.864424	4.0	33.913441999999996	13.239878	6.0	65.75523000000001	0.515678	3.0	39.519846	9.477362	1.0	0.026056	5.366358999999999	1.0	76.386434	1.8300830000000001	2.0	75.08684699999999	19.405891	4.0	63.65203399999999
67.0	2.0	48.460484	48.254754999999996	2.2988880000000003	81.03024599999999	0.8798540000000001	0.723804	0.624373	0.8769790000000001	2.141455	4.0	90.455277	13.36965	3.0	0.017352	17.664264000000003	2.0	10.374327000000001	12.067389	2.0	85.48549200000001	5.443287000000001	1.0	29.285659000000003	3.71806	3.0	0.01823	3.432267	3.0	42.323657	1.9605740000000003	3.0	65.554502	4.0312470000000005	3.0	57.631468000000005
87.0	2.0	8.925225	95.60525799999999	74.06244699999999	11.268550999999999	0.44023	0.184698	0.681773	0.91569	18.326491	5.0	33.93809	5.403246	3.0	0.012790000000000001	6.641466	5.0	78.76691600000001	16.363146	4.0	16.403791000000002	15.693873000000002	3.0	92.144142	3.5805800000000003	3.0	0.010731000000000001	1.399675	2.0	54.613719999999994	2.5931599999999997	6.0	65.087461	19.055313	6.0	18.480031
99.0	2.0	94.65214399999999	69.40470400000001	26.984804999999998	27.284813	0.492709	0.8766430000000001	0.733685	0.847513	9.855149	4.0	88.441763	9.187927	5.0	0.014454	5.176776	1.0	94.68293100000001	14.881909	4.0	75.628986	22.921839000000002	4.0	7.53948	17.491007999999997	4.0	0.142907	5.032633000000001	2.0	11.557677	3.687476	4.0	78.822234	21.570185000000002	4.0	88.940246
101.0	2.0	22.815314	54.078047999999995	4.498522	72.094858	0.996708	0.834791	0.63878	0.156564	19.887332999999998	1.0	71.32058599999999	2.559287	3.0	0.019244	18.578554	1.0	39.144739	7.3530809999999995	2.0	96.676248	7.200819999999999	4.0	98.629272	21.925268	3.0	0.01287	5.02415	5.0	87.697525	1.181179	3.0	82.12637600000001	22.639434	5.0	22.163923999999998
110.0	2.0	49.659828999999995	10.493792	45.609442	7.019639999999999	0.13834200000000002	0.645543	0.424754	0.49373900000000004	14.957206	2.0	91.729878	0.612903	1.0	0.050845	2.868585	5.0	39.251135999999995	6.558772	4.0	19.752623999999997	8.872906	2.0	59.962952	23.006725	1.0	0.045383	4.621765	6.0	75.830437	2.284467	5.0	96.05148100000001	11.935381	3.0	87.00587900000001
122.0	2.0	39.679520000000004	14.27946	19.744712	11.029373	0.443121	0.651814	0.40010100000000004	0.379106	8.235818	5.0	44.17172	8.432582	5.0	0.5286310000000001	10.771450999999999	5.0	48.478062	10.629217	4.0	12.939211	18.142541	4.0	92.364941	4.518976	6.0	0.08739	4.8122489999999996	1.0	98.094933	4.485879	1.0	59.125563	21.085683	1.0	44.923349
195.0	2.0	93.855338	87.425304	22.857777	13.538123	0.8643649999999999	0.5551689999999999	0.972274	0.47879700000000003	17.7178	5.0	15.987504000000001	24.534315	2.0	0.018425999999999998	11.897553	6.0	40.400865	11.5394	5.0	9.072074	10.234084	3.0	8.077383	3.048755	2.0	0.039693	4.967373	1.0	34.536314000000004	2.773622	4.0	76.649879	16.218304999999997	3.0	90.320943
200.0	2.0	15.822852	44.986004	42.14366	1.787926	0.275253	0.10201	0.261314	0.9862280000000001	8.682716000000001	3.0	37.030398999999996	16.806567	5.0	0.070397	16.518421	4.0	75.79754399999999	8.314886999999999	2.0	4.330211	21.267696	5.0	94.053072	1.946357	6.0	0.016363	5.608843	6.0	3.8611910000000003	3.0922959999999997	3.0	40.371244	9.01347	4.0	49.83129
