uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
1.0	4.0	43.090859	78.841441	49.123889	79.152898	0.297081	0.7274229999999999	0.311411	0.60383	2.746175	1.0	37.999666	13.743245000000002	2.0	0.0159	2.686181	6.0	14.370379999999999	6.230872	6.0	85.60274100000001	25.300279	3.0	46.616607	22.245457000000002	6.0	0.018211	0.959829	2.0	64.41913100000001	2.140139	4.0	8.373382000000001	14.247264000000001	1.0	75.832155
3.0	4.0	18.607929000000002	70.324896	40.134303	22.111407999999997	0.326104	0.512791	0.418637	0.451851	20.265181	4.0	23.968141	25.116367	4.0	0.013653	6.329688	6.0	87.809903	21.877370000000003	2.0	90.95336	15.009091	3.0	86.56875699999999	1.093083	6.0	0.061314	2.162346	3.0	92.325226	1.9935990000000001	2.0	41.395327	11.59802	2.0	97.93843000000001
9.0	4.0	88.512957	54.735112	95.23824300000001	42.613966999999995	0.17530199999999999	0.798196	0.47058900000000004	0.440668	6.460717	4.0	82.557324	11.270382000000001	5.0	0.026322	11.084316000000001	6.0	32.847724	20.642763000000002	6.0	53.50325600000001	25.219046	2.0	82.862668	11.437567	5.0	0.018137999999999998	1.0963690000000001	3.0	53.951928	1.36275	1.0	44.623706	24.129819	1.0	27.881987
33.0	4.0	77.636842	33.276024	8.044332	94.408119	0.598795	0.41892399999999996	0.875402	0.464053	5.978052	3.0	63.647895	17.189506	1.0	0.474526	6.1738599999999995	6.0	50.322582000000004	19.816833	2.0	24.345503	3.290777	5.0	14.669739000000002	11.923338000000001	4.0	0.356729	1.358536	1.0	38.482634999999995	2.099925	2.0	63.909054000000005	11.272892	6.0	95.088974
88.0	4.0	24.868829	71.937556	79.389268	56.039818999999994	0.24146199999999998	0.204866	0.789888	0.7656609999999999	7.982810000000001	6.0	29.281135	24.646148999999998	3.0	0.022861000000000003	11.567227	5.0	17.294416000000002	11.391994	4.0	64.082355	21.899185	5.0	58.878139000000004	12.722522	2.0	0.026011000000000003	2.177718	2.0	92.5747	2.409218	6.0	81.748517	4.019228	6.0	90.059848
114.0	4.0	7.2245729999999995	47.27718	32.104561	81.452166	0.714907	0.476235	0.81012	0.709074	15.765553	1.0	93.20776500000001	16.129578	1.0	0.023901	1.238988	3.0	16.197004	3.015355	5.0	91.02105	0.960357	4.0	81.044161	23.692069	1.0	0.023542	1.695143	3.0	62.127238	0.538227	1.0	97.48897	2.2709639999999998	6.0	58.753917
180.0	4.0	74.720698	59.718610999999996	24.414587	12.855858999999999	0.140153	0.813925	0.830534	0.988168	11.355935	4.0	54.217854	11.557522	6.0	0.010161	9.920022	6.0	33.039149	17.499662	2.0	68.789473	3.5337949999999996	5.0	66.69685600000001	6.889487	1.0	0.236698	2.705902	6.0	94.450792	4.984077	4.0	5.294743	6.605924000000001	5.0	56.007647999999996
183.0	4.0	63.564115	16.188015	66.50252900000001	81.616986	0.595301	0.18521400000000002	0.20688299999999998	0.956744	24.252496	5.0	70.635475	16.392504000000002	2.0	0.011994	1.198369	2.0	1.141492	21.740492	5.0	93.890263	21.376714	5.0	26.044883	12.772901	2.0	0.059938	5.564355	6.0	63.49759399999999	2.4812	2.0	39.884577	8.555833	1.0	39.442494
226.0	4.0	34.11515	97.202587	87.662644	25.935315	0.6706409999999999	0.848959	0.665112	0.480364	3.9659400000000002	4.0	64.14754	17.089215	2.0	0.020384	11.428896	1.0	63.33998199999999	18.395919	6.0	99.985398	17.679522	6.0	75.102898	18.77484	3.0	0.213635	3.758282	6.0	90.772237	0.560944	1.0	29.006368	13.375895000000002	6.0	90.850596
263.0	4.0	34.684343	42.360147999999995	27.567021	86.158693	0.766048	0.12081800000000001	0.620658	0.598582	24.179728	3.0	22.056379	19.557435	2.0	0.014199000000000002	9.193012	1.0	77.437838	9.291357000000001	5.0	95.672558	13.049676	1.0	88.647818	5.165021	4.0	0.365829	5.556665	6.0	98.400552	0.9597379999999999	5.0	4.52778	3.289048	1.0	93.553539
