uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
22.0	2.0	36.125685	54.720654	76.05596899999999	62.652187	0.44746499999999995	0.533551	0.361279	0.887443	9.669263	4.0	9.713575	2.465912	6.0	0.012006999999999999	8.511624000000001	2.0	97.69699399999999	10.089879	4.0	30.301232000000002	5.717785	6.0	41.257146	5.976748000000001	2.0	0.016516	0.27525700000000003	2.0	15.187223999999999	1.706633	1.0	67.820685	2.2177130000000003	5.0	60.70924
31.0	2.0	13.534947	35.021218	60.496469	79.84483900000001	0.633534	0.343471	0.399623	0.39605	15.707675	4.0	45.02258	15.596276999999999	1.0	0.015562999999999999	13.963610000000001	5.0	7.169486	16.769534	6.0	90.768338	17.340531	2.0	81.995387	6.530334	5.0	0.022795	0.8103640000000001	1.0	27.278159999999996	1.47021	5.0	71.04413100000001	19.937032000000002	1.0	4.010779
36.0	2.0	47.009924	14.842424	3.6242059999999996	20.019837	0.891964	0.136966	0.324834	0.156749	22.076324	4.0	19.821517	25.123569	4.0	0.012901	0.192519	4.0	8.895519	17.138296	1.0	97.92313299999999	8.500335	6.0	11.914382000000002	14.423360999999998	3.0	0.025608	3.035195	3.0	47.90996	4.656993	3.0	46.635594	10.667856	6.0	89.578748
43.0	2.0	64.594111	75.672977	25.205177	36.478379	0.515461	0.679938	0.21776900000000002	0.819895	10.348905	2.0	41.819109000000005	12.993611	5.0	0.010611	1.208272	4.0	26.815437	15.666026	1.0	32.781232	18.282635	3.0	38.110103	14.470335999999998	3.0	0.012192	1.540275	3.0	28.711547999999997	3.029933	1.0	5.536144	23.972486	1.0	7.437011999999999
55.0	2.0	36.744099	76.358972	26.205907	38.54278	0.11869500000000001	0.140218	0.683109	0.691663	8.047825999999999	5.0	3.2068659999999998	21.149924	6.0	0.020373	16.687932	6.0	6.055991000000001	19.793557999999997	3.0	52.758446	5.737343	5.0	86.894072	22.684684	5.0	0.01025	1.617109	2.0	84.80991	4.79978	2.0	50.336104	4.373602	5.0	35.146031
72.0	2.0	87.18328000000001	66.280052	39.246986	35.380511	0.9468120000000001	0.211387	0.488728	0.44097600000000003	7.692467	1.0	50.614104	5.982444999999999	4.0	0.030837	7.682734	2.0	21.145423	8.12831	2.0	28.373718	12.544887	1.0	43.901851	10.150138	5.0	0.014769	2.6520040000000003	4.0	65.153028	4.121247	6.0	52.38299	19.566997	2.0	58.411988
77.0	2.0	72.269299	49.898979	70.482897	49.141121999999996	0.48805299999999996	0.509937	0.6675300000000001	0.9987719999999999	19.934628	6.0	7.2514199999999995	22.150181	5.0	0.010997	16.009976	4.0	77.230642	3.4556089999999995	1.0	37.295457	19.300404999999998	2.0	83.89348100000001	0.6385460000000001	6.0	0.016638	2.9791849999999998	2.0	64.07481700000001	1.081884	2.0	80.071384	18.355352	3.0	22.500412
81.0	2.0	32.569626	31.776618	62.892978	60.214063	0.5626359999999999	0.271785	0.903372	0.737251	19.469976000000003	3.0	41.083942	14.318313	2.0	0.024066	13.899775	1.0	85.898094	2.0492220000000003	1.0	99.091712	0.804262	3.0	3.36004	3.7922550000000004	2.0	0.010865999999999999	0.571851	6.0	31.504091	3.990039	6.0	26.188414	17.207122000000002	1.0	92.927351
90.0	2.0	63.752446	91.715099	54.734379000000004	94.048202	0.732969	0.33313200000000004	0.255471	0.20618000000000003	6.276244	3.0	56.368413000000004	24.683214000000003	6.0	0.014466	6.783235	4.0	41.452721999999994	12.594000999999999	4.0	22.918951	4.705615	1.0	78.20370600000001	6.280930000000001	2.0	0.014297	2.221696	2.0	57.492192	4.9569410000000005	3.0	9.496688	8.208099	6.0	17.822675
96.0	2.0	14.486479999999998	19.412675	87.23182800000001	54.667908	0.24847600000000003	0.852834	0.317185	0.47751099999999996	12.692899	2.0	84.19834200000001	13.583039999999999	3.0	0.018047999999999998	14.137220000000001	1.0	10.308894	8.292999	3.0	38.14832	13.136659	2.0	58.022449	3.3172029999999997	4.0	0.013722999999999999	1.6568009999999997	1.0	92.117037	0.380357	5.0	56.720888	21.116115	1.0	7.151173
