uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
105.0	4.0	92.23732700000001	32.689324	80.401246	9.008928	0.45109	0.11735699999999999	0.73534	0.463809	69.332373	5.0	58.40868199999999	24.110265	5.0	0.013057	12.180044	5.0	27.762843	11.358601	4.0	92.13730100000001	74.686725	4.0	0.034352999999999995	0.577	4.0	88.829187	0.099355	2.0	79.635871
115.0	4.0	99.158272	55.403895999999996	22.743251	63.415576	0.9492370000000001	0.45289700000000005	0.675045	0.988253	16.127834	2.0	49.405002	73.761333	2.0	0.012782	14.459287	6.0	92.881567	17.374795000000002	4.0	63.64785	46.273662	1.0	0.012578	3.164812	2.0	62.930243000000004	5.650936	6.0	79.199951
118.0	4.0	76.12065799999999	77.61246700000001	54.24329399999999	41.019889	0.29134099999999996	0.13302999999999998	0.177505	0.8661139999999999	75.132242	4.0	94.583975	32.964428000000005	4.0	0.069613	11.335755	6.0	57.724553	38.649205	3.0	89.602568	30.495988	6.0	0.141478	0.48734700000000003	6.0	47.208426	5.068038	1.0	41.690622999999995
131.0	4.0	93.145767	62.822992000000006	59.943576	28.620243	0.57276	0.818919	0.11574100000000001	0.539695	17.637551000000002	6.0	29.368748999999998	12.467244	4.0	0.43091599999999997	17.742207999999998	4.0	21.37417	62.456026	3.0	41.316563	43.923494	5.0	0.017702000000000002	4.412569	3.0	53.301366	4.3961190000000006	5.0	57.480274
138.0	4.0	16.433524	22.799876	71.666465	6.329732	0.778496	0.244773	0.30247199999999996	0.491967	40.844097999999995	4.0	91.991603	25.740146	4.0	0.011548000000000001	6.217944999999999	1.0	25.690472	39.46513	1.0	64.378881	31.452763	1.0	0.023481000000000002	2.82649	4.0	13.657098999999999	4.747274	4.0	88.181436
144.0	4.0	79.536286	12.350156	88.859062	67.316213	0.316608	0.37501999999999996	0.37663	0.9127	40.173328000000005	2.0	82.6223	60.430443999999994	3.0	0.048204000000000004	17.197784	3.0	85.510663	71.29450200000001	6.0	83.345665	8.20154	5.0	0.043089999999999996	3.281146	5.0	24.614591	0.669523	2.0	93.272922
165.0	4.0	65.18372600000001	41.978967	31.637490000000003	30.862365999999998	0.21040999999999999	0.9492309999999999	0.330061	0.57823	54.129498	6.0	60.689803000000005	54.203951	5.0	0.015969	12.024357	4.0	79.94250600000001	58.239722	6.0	31.917610999999997	60.706964	5.0	0.015607	4.903592	1.0	93.220475	1.292505	2.0	50.6687
240.0	4.0	48.391228000000005	25.046042	28.163758	59.582612	0.349027	0.536512	0.836726	0.390226	25.646538	3.0	62.036977	6.732753999999999	1.0	0.12923199999999999	13.014666	5.0	87.941626	57.988251	4.0	42.593593	45.736168	5.0	0.01277	1.7605279999999999	6.0	20.608247	1.13313	5.0	27.069152000000003
248.0	4.0	30.987198	66.816016	80.248999	96.84586999999999	0.586683	0.815996	0.191156	0.8693540000000001	4.794714	6.0	96.24063199999999	40.586927	1.0	0.010517	2.945786	4.0	66.346824	50.437307000000004	3.0	73.765536	6.137852	1.0	0.033371	3.5810440000000003	4.0	67.332389	2.27147	4.0	20.19578
255.0	4.0	16.577433	69.447369	59.721615	55.33329499999999	0.362502	0.7326239999999999	0.188724	0.8090229999999999	4.216044	6.0	57.904553	66.44414599999999	4.0	0.016947	16.02476	5.0	68.338663	15.761429999999999	6.0	31.915878000000003	50.214084	5.0	0.079541	3.280579	3.0	98.669836	3.061855	2.0	61.266726
261.0	4.0	80.808502	40.92904	42.966793	21.686273999999997	0.645271	0.622334	0.163418	0.731773	42.76129	2.0	27.618371999999997	30.534106	6.0	0.010526	14.555469	4.0	73.75839599999999	41.353787	4.0	91.885625	62.221318000000004	1.0	0.056015999999999996	2.372081	4.0	80.355165	5.382783	5.0	61.029796999999995
327.0	4.0	69.934955	28.388245	19.645345000000002	99.840005	0.409499	0.790025	0.24174299999999999	0.910085	22.139998000000002	6.0	94.14555899999999	10.591541000000001	2.0	0.21139899999999998	6.23473	5.0	83.761264	45.892234	5.0	69.065496	48.356068	4.0	0.077842	2.860751	3.0	6.25875	2.949065	4.0	7.3763630000000004
339.0	4.0	99.623104	78.82480699999999	5.069731	39.405649	0.894134	0.74669	0.33014499999999997	0.975058	49.430362	6.0	86.45928599999999	49.571365	3.0	0.12123699999999998	10.668125	4.0	6.421409	1.852125	4.0	85.989655	78.22301999999999	5.0	0.018569	0.9038709999999999	5.0	29.497202	2.258802	3.0	33.123456
343.0	4.0	37.559560999999995	37.443255	70.681998	32.684505	0.48527	0.860014	0.20744400000000002	0.4732	28.039175	6.0	13.6902	15.746906	1.0	0.112173	7.023274000000001	3.0	42.832694000000004	29.063190000000002	3.0	57.057837	50.924273	6.0	0.018636	3.4817370000000003	3.0	90.81244000000001	4.3521220000000005	1.0	15.256929999999999
360.0	4.0	46.012485999999996	66.372739	68.700273	12.727542	0.593105	0.883501	0.9624969999999999	0.6348659999999999	37.293432	2.0	98.66556	13.94403	6.0	0.041018	14.729059	6.0	73.564654	46.104527000000004	6.0	14.520444	72.334974	4.0	0.025404	1.201653	3.0	67.96679300000001	5.788353	4.0	58.00441899999999
485.0	4.0	96.309515	59.145589	91.43096700000001	14.893277	0.443096	0.9322299999999999	0.827399	0.6190760000000001	34.361241	5.0	50.114133	23.033158	1.0	0.032781	18.18489	3.0	45.819387	68.341222	1.0	75.35815	66.176132	5.0	0.028881	1.217125	6.0	70.75717	0.18262799999999998	4.0	83.72161899999999
506.0	4.0	95.629408	69.636953	39.296202	65.332768	0.661693	0.804895	0.45208100000000007	0.247113	75.811973	2.0	43.724024	39.862756	1.0	0.022162	7.3104190000000004	5.0	75.903594	38.905778000000005	5.0	22.196989000000002	48.809535	1.0	0.017519	3.5152940000000004	4.0	98.950564	0.823946	2.0	77.060385
555.0	4.0	16.779555	33.516993	85.888201	13.618781	0.42386599999999997	0.7702260000000001	0.14053	0.209675	17.474902	6.0	91.555932	31.952771000000002	1.0	0.019296999999999998	9.56903	1.0	94.285131	25.196457000000002	6.0	77.52776899999999	41.195637	1.0	0.045138	1.017205	3.0	92.41263000000001	0.612302	4.0	79.51039300000001
574.0	4.0	62.680125	74.231476	72.654209	48.007583000000004	0.7526649999999999	0.873719	0.519528	0.369317	22.836719	4.0	95.656836	22.902579	6.0	0.068728	5.699305000000001	2.0	72.501249	18.450845	3.0	87.039609	47.182404	1.0	0.026719999999999997	5.886963	5.0	80.722646	2.8963330000000003	5.0	16.616578
583.0	4.0	77.50195500000001	51.963286	35.066097	65.546993	0.14158199999999999	0.980917	0.5695680000000001	0.928005	53.487911	6.0	52.079969	66.928587	3.0	0.020012000000000002	18.034799	5.0	85.33553	25.205510999999998	4.0	71.432901	24.304895000000002	5.0	0.11406	1.020608	3.0	98.272435	0.194349	5.0	97.68781
590.0	4.0	56.226716	67.563598	83.765742	16.004658	0.5486770000000001	0.989624	0.7473770000000001	0.220928	27.23664	6.0	67.295416	40.110509	2.0	0.7729729999999999	11.882702	3.0	56.4194	37.35539	5.0	80.299879	38.773149	6.0	0.072265	1.679245	2.0	34.952866	2.1097770000000002	4.0	65.323774
644.0	4.0	25.205801	96.444425	15.977929999999999	70.822739	0.529987	0.9114979999999999	0.29903	0.8676299999999999	23.032752	2.0	22.542745999999998	56.757084	1.0	0.033666	8.475549	6.0	97.055089	23.541207999999997	6.0	93.534838	77.14386800000001	5.0	0.013193	2.863702	2.0	7.1157960000000005	5.77864	4.0	73.293644
694.0	4.0	99.075624	86.763703	74.118527	52.945276	0.941794	0.88821	0.772891	0.642352	51.302841	5.0	59.015586	51.620208	6.0	0.023801	8.663947	4.0	44.078256	54.018837	4.0	32.836983000000004	64.981971	4.0	0.11478599999999999	4.318801000000001	5.0	26.571893	4.0067129999999995	1.0	29.812772999999996
728.0	4.0	81.869218	39.644596	24.85924	44.830428999999995	0.259398	0.6103569999999999	0.647465	0.912206	40.021427	4.0	56.572656	51.672015	1.0	0.022340000000000002	16.817892	5.0	36.127512	39.775464	5.0	36.609826	51.848438	5.0	0.013517	3.594289	2.0	75.56183	0.106044	6.0	55.513927
738.0	4.0	55.663745999999996	44.154225	25.682371	63.629764	0.412746	0.12957	0.7187279999999999	0.554982	74.58529399999999	5.0	46.498577000000004	45.073727000000005	3.0	0.046396	13.130975	6.0	19.316042000000003	3.163046	3.0	79.55299699999999	57.23664599999999	6.0	0.6178779999999999	4.732659	5.0	31.508703000000004	4.336492	1.0	73.976025
751.0	4.0	64.534717	87.899249	73.847438	11.995275999999999	0.904092	0.3155	0.678726	0.48081599999999997	72.80284300000001	3.0	97.67024599999999	54.961223	2.0	0.15701600000000002	10.623333	4.0	60.923669999999994	38.914525	2.0	50.903312	67.020483	1.0	0.010163	2.187446	6.0	24.69752	1.779161	4.0	34.819140000000004
759.0	4.0	99.81961700000001	27.092663	69.79472700000001	18.245792	0.607989	0.699604	0.524285	0.778184	38.907215	4.0	89.591157	25.798809	5.0	0.627737	13.377963000000001	4.0	40.491521	24.735512	2.0	94.061132	41.029614	5.0	0.011478	0.501944	6.0	76.02412199999999	5.110809	2.0	47.317251
815.0	4.0	95.856755	15.197623000000002	42.328775	44.450348999999996	0.612388	0.218362	0.755364	0.7773100000000001	31.749671999999997	4.0	95.840905	20.521017	2.0	0.01715	10.569154	2.0	52.447415	21.25209	6.0	42.900313	14.756870999999999	2.0	0.010274	0.973556	6.0	31.939214	2.040261	1.0	93.28854100000001
838.0	4.0	6.605288000000001	88.703958	71.73168299999999	10.41041	0.565145	0.419825	0.34172800000000003	0.32205500000000004	8.008159	6.0	33.705147	66.404229	5.0	0.028999	15.940522	3.0	88.739526	32.115474	6.0	77.562697	68.10145899999999	4.0	0.015130000000000001	1.083252	2.0	69.845007	2.6856869999999997	3.0	37.464911
953.0	4.0	79.457764	62.964372	64.430789	15.307231	0.851577	0.859072	0.541142	0.542523	69.496426	6.0	52.132763	63.238094999999994	3.0	0.33834899999999996	9.845649	2.0	55.062138	29.517921	2.0	98.93414200000001	75.122759	6.0	0.021082	1.343206	1.0	39.155436	3.541003	4.0	72.260727
966.0	4.0	56.570974	90.7974	57.250122999999995	19.100687	0.9515389999999999	0.715835	0.189607	0.33350799999999997	75.138909	6.0	95.374517	71.386238	5.0	0.024887	15.689707	1.0	27.257066	71.243319	2.0	86.836113	19.481327	6.0	0.075974	3.5154589999999994	3.0	65.38519699999999	2.556161	2.0	69.112711
980.0	4.0	6.097462	27.009721999999996	62.84584399999999	13.447897	0.336452	0.6625260000000001	0.48726400000000003	0.705964	71.608082	1.0	26.960821000000003	48.082651	3.0	0.012181	3.118802	5.0	39.113532	5.22485	4.0	72.814625	55.155494	5.0	0.012326	3.866192	5.0	20.805201999999998	5.670614	1.0	62.271577
995.0	4.0	39.02449	42.522801	82.673572	73.544616	0.547324	0.420573	0.187154	0.937801	62.97868199999999	5.0	66.29397	72.878435	4.0	0.228983	18.120519	3.0	86.574748	18.050843	4.0	74.121436	67.60978399999999	1.0	0.057094000000000006	2.572031	6.0	55.685570999999996	0.43775299999999995	6.0	33.005241999999996
1004.0	4.0	19.120469	89.93637199999999	39.671473999999996	75.74417199999999	0.29423299999999997	0.867318	0.595617	0.680846	45.946162	5.0	78.776585	45.347674	2.0	0.072757	9.648469	5.0	31.357871000000003	58.689572	5.0	96.35673299999999	40.429831	2.0	0.011254	1.4018760000000001	6.0	10.126567999999999	4.163958	2.0	11.644517
1041.0	4.0	87.61513000000001	79.267848	88.789906	58.061378000000005	0.48573299999999997	0.664972	0.298244	0.626067	40.31924	4.0	91.773882	47.743978999999996	1.0	0.016572999999999997	3.7887480000000004	5.0	79.12273	68.784829	5.0	82.233137	0.9289950000000001	3.0	0.101049	3.4227260000000004	4.0	8.740160000000001	4.181668	6.0	21.206502
1089.0	4.0	46.121899	77.71500999999999	20.819063	37.575144	0.46953999999999996	0.769414	0.529454	0.878041	25.010416	6.0	82.343011	21.323188000000002	1.0	0.029171	6.7699	6.0	78.560562	4.353879	1.0	38.893633	53.729163	1.0	0.10241600000000001	5.708949	3.0	79.414271	5.663747	2.0	43.017781
1167.0	4.0	32.011644	46.584196999999996	21.422522	17.81445	0.577116	0.20008	0.414337	0.48627700000000007	38.874033000000004	3.0	38.898191	70.011977	2.0	0.016071000000000002	7.493589	6.0	54.693876	24.834739000000003	6.0	93.085021	66.94341899999999	1.0	0.019381	5.04514	2.0	33.222538	0.865084	3.0	55.38108100000001
1347.0	4.0	83.825041	46.062633	58.563818999999995	77.82953	0.74516	0.226687	0.8028489999999999	0.9562360000000001	65.773106	3.0	63.945890000000006	24.238467	6.0	0.085313	6.349732	5.0	83.433021	16.067435	4.0	78.049273	72.14625699999999	2.0	0.010295	5.226728	5.0	71.884163	1.699799	6.0	47.586559
1375.0	4.0	97.184282	23.258497	66.96568	25.968782	0.774397	0.497726	0.9803870000000001	0.749053	74.49838100000001	2.0	21.100606	58.76095600000001	2.0	0.020234000000000002	11.247133	6.0	85.61535500000001	31.473058	2.0	32.224074	59.889571999999994	3.0	0.017211	1.666457	1.0	95.184472	2.997259	4.0	52.591048
1376.0	4.0	64.530118	56.3999	96.18300500000001	15.105898999999999	0.577683	0.766778	0.40434200000000003	0.7349720000000001	56.21887099999999	3.0	36.717339	41.651149	5.0	0.123241	12.982921000000001	2.0	94.12479	14.425942000000001	4.0	49.303106	65.17465200000001	2.0	0.054028	1.1645459999999999	3.0	93.566825	4.8385	1.0	72.182973
1477.0	4.0	38.835471999999996	41.963898	45.331425	1.9916909999999999	0.907474	0.729796	0.679895	0.654749	23.139747	6.0	19.220172	65.38438599999999	1.0	0.011183	7.484266000000001	6.0	58.656093000000006	0.919299	3.0	29.649959999999997	37.342283	2.0	0.017687	0.576757	5.0	44.332956	1.258361	5.0	46.597120000000004
1482.0	4.0	95.85049599999999	46.914307	15.988228	51.910101	0.429083	0.880758	0.377871	0.699793	47.12897	5.0	67.779184	27.164284000000002	1.0	0.038031999999999996	6.97571	4.0	75.718315	6.647152	2.0	29.190599	73.256415	2.0	0.133382	5.3859580000000005	3.0	63.295586	0.088977	6.0	74.680849
1487.0	4.0	53.170182	27.108095000000002	34.701698	21.675174	0.369756	0.268223	0.272873	0.29185500000000003	52.641764	6.0	48.179836	46.271885	1.0	0.012739	12.520211	4.0	84.659801	54.857902	5.0	58.698296	37.203276	2.0	0.010033	0.85725	3.0	27.106796999999997	4.195958999999999	5.0	29.559779
1506.0	4.0	14.540318	95.924626	78.146866	20.268221	0.203382	0.915574	0.741857	0.303	12.050811	5.0	88.348276	62.624412	2.0	0.011722	10.062027	3.0	44.843059999999994	8.724752	1.0	33.790369	71.71555699999999	2.0	0.016455	1.7316259999999999	6.0	50.981474	2.401047	5.0	77.70907199999999
1544.0	4.0	54.463347999999996	47.727092	96.691946	34.818699	0.346561	0.8414	0.568313	0.19729000000000002	25.185628	4.0	53.401322	67.020213	3.0	0.010823000000000001	4.8847629999999995	6.0	73.507787	36.442495	5.0	16.347307999999998	72.52639	6.0	0.012167	0.848248	4.0	78.795686	4.421762999999999	5.0	21.093525
1553.0	4.0	43.422187	93.353094	61.984763	40.703614	0.58745	0.357729	0.963571	0.464316	63.646476	6.0	73.513688	34.44383	1.0	0.012163	5.071518	5.0	50.139865	8.601021000000001	2.0	29.185154999999998	24.20435	6.0	0.22778099999999998	5.62331	2.0	40.379354	5.721036	3.0	98.049595
1571.0	4.0	99.116644	95.299562	57.240337	97.179709	0.734997	0.812643	0.672902	0.6213489999999999	31.813034000000002	6.0	53.327307	56.74364	2.0	0.020085	8.429753	6.0	95.228763	67.5696	3.0	51.72906	17.967301000000003	3.0	0.198605	1.304142	3.0	33.953446	5.84889	1.0	86.963786
1628.0	4.0	29.980053	74.663628	91.061131	8.705741999999999	0.354633	0.929574	0.10636500000000002	0.157533	50.768962	6.0	63.558227	32.698071999999996	3.0	0.020728	6.560549000000001	6.0	37.332381	72.172348	5.0	19.481238	77.559472	6.0	0.085512	2.169452	5.0	84.303986	3.63111	4.0	10.144544
1700.0	4.0	50.572189	48.398224	71.371864	55.041757	0.243056	0.649319	0.186803	0.35767899999999997	36.707859	5.0	81.099914	10.199353	4.0	0.033553	4.022724	5.0	38.293110999999996	25.70325	5.0	96.511387	13.705834	4.0	0.27565100000000003	5.427537999999999	5.0	25.32556	4.792164	5.0	22.879285
