uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
16.0	2.0	37.9906	28.243013	57.46338299999999	9.538294	0.29181399999999996	0.378157	0.775308	0.8600969999999999	35.215454	6.0	85.694936	63.529747	4.0	0.029674000000000002	11.109573	6.0	87.813114	71.979752	6.0	35.634683	57.30469300000001	6.0	0.077674	2.413943	6.0	95.69120600000001	5.838024	6.0	27.215654999999998
72.0	2.0	21.262454	91.427031	8.914477	3.787157	0.8812129999999999	0.9824370000000001	0.5040560000000001	0.739554	65.800237	4.0	82.588135	4.947755	5.0	0.6470199999999999	4.046639	2.0	86.424418	6.753335000000001	4.0	24.665689	66.079787	3.0	0.013669	4.561030000000001	1.0	99.465787	3.5859089999999996	5.0	60.212003
77.0	2.0	31.347185999999997	80.867508	1.0521989999999999	90.388625	0.331914	0.274471	0.131769	0.331021	70.960476	6.0	69.496798	42.341132	1.0	0.020452	6.838522	3.0	60.978605	34.122995	1.0	84.736876	54.865541	2.0	0.016684	5.356876000000001	2.0	8.39332	0.42879300000000004	2.0	45.678671
113.0	2.0	63.43560600000001	14.162322	1.286789	32.959556	0.26021700000000003	0.203296	0.9612860000000001	0.746404	74.289509	5.0	64.691991	18.79261	4.0	0.045498000000000004	11.88697	6.0	42.605918	40.851968	3.0	49.293972	75.956124	2.0	0.012222	2.789201	2.0	37.036894000000004	0.709957	1.0	61.98828100000001
141.0	2.0	14.208549	74.867299	6.282277	43.460753000000004	0.347801	0.235379	0.652544	0.914032	56.658235999999995	5.0	53.730872	12.750967	4.0	0.010292	9.319866000000001	6.0	62.626987	41.540052	3.0	27.475869	55.039465	1.0	0.06264	5.349121	1.0	86.643012	1.168749	4.0	6.268283
177.0	2.0	92.55264100000001	55.337338	16.004049	5.0700389999999995	0.712242	0.835758	0.49526800000000004	0.169934	30.468342	6.0	44.707349	53.671535	4.0	0.016666999999999998	13.745973000000001	4.0	38.480359	74.94951	5.0	25.999734	63.805629	4.0	0.23955	4.89618	5.0	12.787719000000001	4.177985	1.0	93.996512
196.0	2.0	27.716168	59.734449	11.258069	55.250285	0.536786	0.8308139999999999	0.986942	0.960231	49.358942	1.0	17.272441	69.86579499999999	1.0	0.042949	12.872046000000001	5.0	91.32687299999999	41.633356	6.0	46.523173	66.896511	3.0	0.010407	2.78233	3.0	9.44063	2.883824	2.0	18.669404
267.0	2.0	7.559832000000001	51.36071	34.567816	24.747901000000002	0.338285	0.48376	0.123949	0.83362	17.766526000000002	4.0	70.97170899999999	11.042713000000001	2.0	0.179172	10.196683	4.0	28.164871999999995	64.57859300000001	5.0	53.67805	10.137108	5.0	0.010593	4.662116999999999	4.0	3.502124	2.410344	1.0	84.91645
287.0	2.0	6.949635000000001	94.712163	40.413882	12.026258	0.871315	0.39516599999999996	0.5955010000000001	0.661133	7.063025	5.0	48.754409	23.136374	1.0	0.013338999999999998	9.25478	6.0	89.32628199999999	33.944508	6.0	68.501028	47.060955	3.0	0.027426	1.7488759999999999	2.0	94.509684	2.379107	2.0	52.497841
311.0	2.0	94.322324	63.797401	44.718396000000006	22.913652	0.807132	0.8551639999999999	0.620109	0.9895520000000001	15.380633	6.0	35.242982	24.11519	4.0	0.011019	15.087945000000001	4.0	71.834572	60.56002900000001	6.0	52.652176000000004	13.938156	2.0	0.070364	1.109533	4.0	67.01361700000001	0.31346599999999997	2.0	64.863223
367.0	2.0	47.949646	53.572774	43.754267	4.372965	0.304541	0.109921	0.132128	0.636455	70.770685	6.0	47.4152	15.032739999999999	1.0	0.018959	14.540804999999999	6.0	37.037778	13.048148	6.0	47.370314	5.083771	6.0	0.016814	4.871897	5.0	82.189864	0.542938	4.0	54.56063399999999
374.0	2.0	24.119738	30.326328000000004	8.898869	51.351960999999996	0.758253	0.141121	0.69743	0.9078799999999999	11.704457000000001	4.0	42.705923	3.0284459999999997	6.0	0.027604000000000004	13.748546	4.0	49.849457	18.886328	2.0	27.652531	49.585331	1.0	0.020193	4.5514589999999995	1.0	69.896297	5.530675	5.0	16.361248
444.0	2.0	39.036646999999995	63.210241	6.878405	13.649348000000002	0.10118200000000001	0.40206	0.979685	0.18723099999999998	65.03064499999999	5.0	78.412818	26.861423	2.0	0.021363	17.001413	4.0	34.657558	63.909461	3.0	56.40338199999999	48.251428999999995	5.0	0.011444	4.429419	3.0	32.558896000000004	4.708348	1.0	45.919215
456.0	2.0	20.786632	90.55873000000001	77.673666	24.195144	0.393921	0.9011370000000001	0.592616	0.816211	19.727087	4.0	58.592354	22.889034	6.0	0.023679	3.787593	3.0	75.276338	67.97814	5.0	47.519155	63.126068999999994	5.0	0.368844	5.301727	6.0	60.97466899999999	3.975064	4.0	59.221238
481.0	2.0	56.972108	72.50778199999999	9.071053	40.452853999999995	0.650741	0.8627469999999999	0.9823569999999999	0.7252350000000001	46.000165	2.0	48.045571	41.690655	4.0	0.012843	11.577076	4.0	77.820025	40.915411	2.0	87.454437	77.207812	5.0	0.010223999999999999	4.561381	5.0	12.843316999999999	2.661004	1.0	6.812417
503.0	2.0	90.369783	85.102862	8.638157000000001	39.894434000000004	0.7019569999999999	0.591791	0.764133	0.6853670000000001	37.186076	4.0	87.11685899999999	43.508055	1.0	0.027373	7.510155	4.0	22.824538	68.860015	5.0	74.354768	43.253828999999996	4.0	0.065287	3.2878580000000004	5.0	66.960071	3.452171	3.0	9.737328
575.0	2.0	52.159316	62.672302	9.631509	90.32909699999999	0.755008	0.401643	0.676971	0.281404	64.90684499999999	3.0	57.311806999999995	57.039813	4.0	0.031564999999999996	5.83798	6.0	20.027562	38.834215	1.0	31.50848	4.215032	6.0	0.014522	3.006957	1.0	96.357416	1.534869	2.0	7.510349000000001
605.0	2.0	80.755027	72.057418	6.091775	62.258318	0.804024	0.9504	0.600651	0.166441	47.452566	3.0	89.44176999999999	16.552613	5.0	0.02525	3.6242010000000002	6.0	19.796905	72.270551	3.0	78.379085	78.049314	1.0	0.07407799999999999	4.786474	4.0	86.197355	3.0209189999999997	1.0	48.636646
610.0	2.0	84.322091	98.86330799999999	90.105193	22.287961	0.635976	0.884375	0.618388	0.67002	74.583396	4.0	83.033467	72.168269	3.0	0.011824	10.760330999999999	2.0	90.773061	73.770439	3.0	83.596518	59.0454	4.0	0.021348	3.7789040000000003	2.0	83.95809100000001	4.974869	3.0	54.608357999999996
631.0	2.0	35.98914	17.248864	9.002455	9.474653	0.9842	0.287271	0.927894	0.475233	37.170711	2.0	22.410651	67.85888800000001	6.0	0.019841	14.170272	2.0	29.884598999999998	14.967970999999999	6.0	70.680388	22.219385	6.0	0.9210149999999999	5.253487000000001	2.0	4.951815	4.472299	6.0	30.843953999999997
633.0	2.0	20.432347	49.17962	35.328373	4.053042	0.7805949999999999	0.575187	0.554056	0.839635	42.04452	1.0	52.426856	43.62724	4.0	0.034182	13.597613	6.0	72.413669	55.709751000000004	2.0	25.466893	15.95437	5.0	0.028485000000000003	2.4026970000000003	1.0	69.47213199999999	3.720008	3.0	19.434089999999998
730.0	2.0	48.992940000000004	42.256039	13.062906	4.621675	0.175555	0.5262560000000001	0.7845479999999999	0.749505	29.595215000000003	2.0	90.969373	0.941109	5.0	0.080718	17.046665	5.0	95.42742700000001	65.00816400000001	2.0	11.841611	33.028949	1.0	0.042979	2.28879	5.0	58.046133	1.492633	6.0	5.852827
739.0	2.0	3.055746	64.564766	12.471785	14.948014	0.28807	0.648621	0.423716	0.7341409999999999	38.994535	4.0	88.527738	11.670196	4.0	0.018662	2.861541	1.0	98.220557	35.676241999999995	5.0	39.870561	61.12589499999999	2.0	0.018037	0.544385	4.0	15.579943	3.074882	1.0	48.513441
834.0	2.0	1.416955	64.520969	17.043425	7.458442999999999	0.266295	0.15711	0.634542	0.28181300000000004	22.824504	5.0	41.503215000000004	34.524545	2.0	0.024982	2.875265	4.0	55.567696	72.241331	5.0	23.949134	24.946386999999998	1.0	0.026143	2.2849939999999997	4.0	42.209083	0.687703	3.0	12.835407
849.0	2.0	48.935148999999996	48.629142	30.382565999999997	8.818261999999999	0.936343	0.7371989999999999	0.559137	0.395638	38.452548	4.0	26.941039	14.371715	5.0	0.039381	14.717797000000001	4.0	70.582915	64.779614	5.0	83.875548	7.696130999999999	3.0	0.023071	0.619582	2.0	7.05399	3.6122419999999997	4.0	32.233152000000004
926.0	2.0	63.195108	40.374274	67.158236	82.80462800000001	0.314354	0.901006	0.868	0.533988	30.59802	4.0	42.615261	1.9880799999999998	4.0	0.049748	2.061628	1.0	69.756519	6.235925	4.0	41.601999	3.189991	4.0	0.0105	5.321322	5.0	43.409001	0.2718	6.0	14.941375
932.0	2.0	13.771242	74.384404	69.780253	6.970122	0.642098	0.529192	0.8399	0.796968	35.639364	6.0	24.10997	4.637162	5.0	0.010177	9.980911	3.0	79.47106600000001	48.238832	6.0	21.566048000000002	1.367942	1.0	0.31423	3.076917	2.0	31.568126	5.085305	3.0	58.359334999999994
952.0	2.0	50.550595	72.882308	55.37220500000001	4.329143	0.855038	0.727829	0.606755	0.8170970000000001	28.1244	5.0	29.049867	51.236305	1.0	0.021214	14.586314999999999	5.0	90.4642	10.266481	6.0	39.559267	66.706445	2.0	0.012447	5.853897	5.0	14.622402	2.7473490000000003	3.0	12.140134
959.0	2.0	99.811029	26.056986	92.560199	11.764828	0.864016	0.8953770000000001	0.6579149999999999	0.589651	7.012314	5.0	66.83742	45.862358	3.0	0.010784	17.73303	4.0	30.277186999999998	73.29642700000001	4.0	80.579549	8.895934	3.0	0.035252	0.334599	1.0	93.13440200000001	5.729764	2.0	75.049875
988.0	2.0	8.259367999999998	26.027878	2.089775	1.253455	0.386365	0.16559300000000002	0.644508	0.25537600000000005	30.082933	3.0	62.088314000000004	57.03961700000001	4.0	0.010169	8.167387	5.0	86.977368	67.754391	2.0	30.786305	18.098056	4.0	0.010683	2.2627639999999998	6.0	25.852686	4.1051839999999995	2.0	25.616087
1032.0	2.0	32.649736	68.806031	40.656296999999995	16.722112	0.948199	0.727453	0.465204	0.6031529999999999	16.107404000000002	5.0	36.786799	38.348894	4.0	0.030534	13.601707000000001	4.0	47.404439	70.645526	6.0	93.683863	70.856575	3.0	0.022890999999999998	3.05813	3.0	18.477763	3.7271050000000003	1.0	9.064788
1039.0	2.0	56.008258	80.447186	57.19335600000001	7.285042	0.403654	0.5741	0.929049	0.929716	24.061911	3.0	36.647783000000004	3.187077	2.0	0.012996	18.201423000000002	6.0	68.35642800000001	74.406504	3.0	78.31044	35.063153	6.0	0.06353400000000001	1.393902	3.0	70.833263	1.440223	1.0	53.276676
1077.0	2.0	24.25605	75.907383	10.932167999999999	67.567989	0.3336	0.44895799999999997	0.68723	0.430471	56.270835	3.0	18.810008	66.99202	3.0	0.013850999999999999	11.523511	5.0	20.968418	48.17713	1.0	64.286037	3.733255	6.0	0.014764	5.486013	5.0	57.606136	0.11748900000000001	6.0	64.301822
1078.0	2.0	95.18458000000001	89.82818	1.990739	22.67559	0.568964	0.8799870000000001	0.149945	0.605841	64.937962	5.0	96.277502	57.723379	6.0	0.014694	8.101389999999999	5.0	93.89683199999999	22.470536	2.0	68.018526	5.956415	3.0	0.020162	5.748975	4.0	84.597098	4.407595	4.0	39.099866999999996
1120.0	2.0	26.069681	87.065389	27.58343	26.889313	0.289119	0.627488	0.8354889999999999	0.386945	29.049079	6.0	66.80121700000001	1.933871	4.0	0.020616	10.675092	4.0	24.521679000000002	44.672079	5.0	36.862346	2.85377	2.0	0.018747	4.132134	5.0	74.279615	5.519769999999999	1.0	24.837509
1141.0	2.0	10.572609	76.161456	95.129269	7.783714999999999	0.368001	0.23805	0.438356	0.780556	48.285157	5.0	53.823304	43.416928999999996	6.0	0.033474000000000004	16.526979	3.0	15.302598000000001	67.13752099999999	3.0	93.10091899999999	37.542899	6.0	0.014258000000000002	3.5361879999999997	6.0	51.914707	1.200632	6.0	78.69406500000001
1200.0	2.0	26.457584999999998	41.008544	1.386485	22.556944	0.275463	0.8253790000000001	0.539798	0.835226	10.954421	4.0	92.766035	29.457387	5.0	0.020604	16.977401	2.0	91.055401	28.081578000000004	1.0	73.607191	31.264684999999997	1.0	0.013243000000000001	5.390408	4.0	21.729457	3.8995599999999997	1.0	88.233498
1236.0	2.0	58.327957999999995	60.815202	4.374423999999999	31.946113	0.564317	0.948466	0.939624	0.951477	45.198507	2.0	35.529969	42.676569	4.0	0.017542	12.391422	6.0	35.028531	64.56408499999999	4.0	26.934890000000003	53.004706000000006	4.0	0.024867	2.948322	2.0	52.940348	1.6068040000000001	5.0	43.825058
1408.0	2.0	92.111036	10.891294	8.907384	21.799356	0.8399469999999999	0.17436300000000002	0.881604	0.737628	73.501293	5.0	52.964311	60.181879	4.0	0.020082	7.976814999999999	3.0	8.386471	72.962537	6.0	11.714489	43.525176	5.0	0.014905000000000002	3.8399010000000002	2.0	45.586913	0.508714	4.0	59.785134
1414.0	2.0	52.348337	67.18938399999999	8.808931	55.50695699999999	0.517605	0.391081	0.741106	0.810491	38.746054	3.0	24.144004000000002	56.46151999999999	6.0	0.011099	18.035114	6.0	76.618082	55.14003100000001	4.0	94.61416899999999	65.405168	5.0	0.01187	5.24011	5.0	35.556898	0.961067	3.0	63.348530000000004
1415.0	2.0	60.19125699999999	62.028151	13.540510999999999	14.512510999999998	0.49303199999999997	0.28336300000000003	0.9532	0.715996	60.791227	6.0	27.539884999999998	39.892194	4.0	0.092792	12.000872	6.0	30.129185999999997	52.913837	2.0	66.127643	68.303525	2.0	0.086256	2.149591	1.0	56.041615	2.868386	4.0	91.39032399999999
1418.0	2.0	40.636340999999994	54.949785	39.125803999999995	8.364709	0.9804510000000001	0.715114	0.7601859999999999	0.911767	48.654233000000005	3.0	89.161525	34.821903999999996	5.0	0.208407	10.044696	3.0	87.08386	42.15248	2.0	52.591981000000004	72.76980400000001	5.0	0.021943999999999998	5.332472	4.0	93.900244	1.73125	6.0	63.76079
1434.0	2.0	67.334198	37.795679	1.5732110000000001	10.266869999999999	0.49298800000000004	0.394627	0.106732	0.359484	71.764124	6.0	56.842082	59.990908	2.0	0.016733	11.853462	3.0	90.57220500000001	58.964443	5.0	59.474584	38.835679	1.0	0.027287	4.971019999999999	2.0	66.94569	1.1925290000000002	6.0	79.862038
1460.0	2.0	78.569017	34.835342	12.882635	5.684633	0.680142	0.809415	0.47716000000000003	0.433752	49.825404	5.0	87.186853	39.848015999999994	3.0	0.016884	2.391843	4.0	76.948955	69.496574	4.0	57.09180799999999	59.402508	3.0	0.019349	0.251372	6.0	87.380209	2.0755619999999997	5.0	90.008628
1473.0	2.0	99.55854000000001	53.351305	6.357805	26.129963	0.694433	0.199258	0.883285	0.892884	26.706896999999998	6.0	32.403490000000005	6.068109	2.0	0.015321000000000001	17.261951	5.0	57.385086	73.55351	6.0	27.793481	28.232355	6.0	0.111356	1.721316	1.0	20.050231	4.392353	3.0	49.76497
1548.0	2.0	60.732634999999995	51.206803	7.581244	99.520711	0.494783	0.450603	0.7919229999999999	0.412678	26.081533	4.0	69.374149	59.52424	3.0	0.059884	3.987261	5.0	28.408454	69.12656	5.0	86.25359399999999	77.116127	2.0	0.014036000000000002	5.567348	6.0	40.354318	0.182205	3.0	79.156637
1570.0	2.0	59.018311	23.407444	5.057707	37.837416999999995	0.862491	0.172577	0.821693	0.914761	66.968737	3.0	36.869861	38.335436	1.0	0.011373000000000001	11.88488	6.0	93.808356	68.58212900000001	5.0	7.161808000000001	43.93056	2.0	0.019738	4.091518	5.0	34.987533	3.906261	1.0	97.81809100000001
1643.0	2.0	56.703807	57.871077	1.315323	80.544427	0.350444	0.762057	0.279665	0.615908	52.40298	6.0	82.632548	74.286264	3.0	0.010593	3.792457	4.0	55.326868000000005	52.460338	5.0	4.67103	11.532671	2.0	0.012542	1.916349	6.0	17.519868	3.678148	4.0	32.328241999999996
1678.0	2.0	94.237883	60.580366000000005	94.558526	2.090457	0.736051	0.778239	0.6685989999999999	0.20874600000000001	29.915045000000003	6.0	58.674037	49.885519	1.0	0.011713	15.053567999999999	6.0	27.459427	27.745502000000002	6.0	66.259322	27.533096	5.0	0.017919	2.9001240000000004	3.0	5.750753	4.849119	4.0	51.084055
1736.0	2.0	29.123516	52.514674	36.366032000000004	7.584006	0.115059	0.19912	0.5342600000000001	0.482415	67.600359	4.0	58.452867000000005	0.797203	6.0	0.103801	12.937456	6.0	58.861034	59.464088000000004	4.0	38.221626	30.70607	2.0	0.438176	5.119371	1.0	45.207893	2.181306	6.0	78.023116
1823.0	2.0	63.462125	68.472831	32.223191	18.491216	0.604943	0.11926500000000001	0.42018599999999995	0.947622	77.800727	5.0	64.035831	68.373496	1.0	0.017779	12.226075999999999	5.0	32.138028999999996	70.681535	5.0	31.286646	35.499452000000005	3.0	0.0701	5.516991	3.0	26.330118	0.41132700000000005	4.0	67.619822
1847.0	2.0	36.596199	52.71569399999999	77.917066	4.3439190000000005	0.132947	0.24578699999999998	0.5305380000000001	0.634918	45.913175	5.0	68.611562	61.414779	3.0	0.013331	14.509314000000002	3.0	87.49686899999999	39.158073	4.0	73.903183	46.810081	2.0	0.039231	2.23508	6.0	37.507365	5.083396	6.0	49.640603000000006
1865.0	2.0	86.783765	55.928033	80.036937	10.493172999999999	0.544754	0.568663	0.703615	0.862189	73.07744100000001	5.0	61.92389300000001	39.325205	1.0	0.013932	14.781884	5.0	5.766154	74.175772	5.0	34.992779	28.312206	3.0	0.021192	2.6173439999999997	4.0	68.57040400000001	3.3470690000000003	4.0	13.495375
1898.0	2.0	7.919402000000001	99.580493	52.763245999999995	5.423015	0.561563	0.24905300000000002	0.535736	0.937068	65.52300600000001	2.0	10.219389999999999	39.372336	5.0	0.022049000000000003	9.693755	5.0	71.559828	64.749655	5.0	67.297472	19.305193	2.0	0.025179	3.673133	6.0	31.905425	3.444071	6.0	59.824164
1905.0	2.0	50.35798	47.250535	5.403	94.30706500000001	0.804756	0.907416	0.658184	0.8130069999999999	38.311978	6.0	89.261286	63.501339	3.0	0.03113	3.217068	4.0	48.399976	61.386295999999994	5.0	11.001207	4.291261	3.0	0.038042	4.717846	3.0	51.61056	3.897618	6.0	7.350878
2018.0	2.0	15.684515	48.876571999999996	14.210557000000001	17.125023000000002	0.593268	0.14074	0.408871	0.495234	45.74596	5.0	25.987281	46.828178	1.0	0.04484	2.372665	5.0	67.631165	49.476564	3.0	23.558111	37.084103000000006	4.0	0.015194999999999998	3.8907559999999997	5.0	10.938013	5.338882	5.0	8.473737
2045.0	2.0	17.023388	72.20714699999999	89.757496	4.5663339999999994	0.78375	0.690516	0.677365	0.859094	33.973239	5.0	49.933640000000004	31.225082	4.0	0.098562	7.544939	6.0	45.349612	33.608779999999996	2.0	14.231046	49.653203999999995	4.0	0.0106	5.739634	3.0	89.296348	4.5359370000000006	1.0	34.96822
2080.0	2.0	26.152225	67.630267	94.735733	6.935103	0.524688	0.9463379999999999	0.195932	0.736675	65.442073	3.0	72.209065	7.984875	4.0	0.017279	8.660554	3.0	7.698204	26.309926	3.0	50.898109999999996	5.61868	4.0	0.013465999999999999	5.037257	2.0	98.377697	0.572002	5.0	21.696476
2110.0	2.0	97.949114	79.542259	78.39083000000001	4.825092	0.832066	0.547744	0.42952799999999997	0.310349	74.034244	5.0	36.290013	57.322244	2.0	0.011803	16.863393	5.0	99.576161	33.591189	4.0	78.983623	2.9639029999999997	6.0	0.011803	1.981511	6.0	59.283579	4.644923	1.0	76.022189
2161.0	2.0	17.775304000000002	65.557222	6.934782000000001	39.210249	0.8858739999999999	0.648384	0.42035900000000004	0.694102	10.883237	3.0	49.683264	24.98188	5.0	0.069591	7.849530000000001	3.0	94.341895	53.984904	6.0	66.52109499999999	57.779486999999996	1.0	0.011008	2.582796	5.0	82.87438900000001	1.158248	1.0	41.342523
2162.0	2.0	57.165715000000006	36.256578999999995	45.367896	19.775781	0.906041	0.592024	0.642084	0.680955	72.425021	2.0	44.803083	21.830776	5.0	0.016319999999999998	10.149759	4.0	61.199996	46.15609	6.0	75.31796	20.772972	3.0	0.059073	5.090116	2.0	14.144751000000001	5.363375	2.0	57.287665000000004
2166.0	2.0	55.050731000000006	98.428214	4.5855	12.937397	0.42411499999999996	0.124465	0.8529100000000001	0.803826	77.53159000000001	4.0	57.185930000000006	37.029988	4.0	0.01577	13.335443	4.0	99.800546	14.758071	1.0	19.406185999999998	59.384344999999996	4.0	0.01989	0.357053	5.0	83.86962	3.229482	3.0	35.301756
2208.0	2.0	7.678012	29.626813000000002	78.334383	2.258634	0.354015	0.566445	0.43949099999999997	0.9508120000000001	63.094736	1.0	45.062582	30.17199	4.0	0.012198	6.209052	3.0	36.308502000000004	30.968111999999998	2.0	81.144093	65.589487	1.0	0.02754	2.105322	2.0	21.308832000000002	0.35478200000000004	6.0	90.497034
2231.0	2.0	29.382193	95.806175	41.061457	15.38364	0.285775	0.9500559999999999	0.447283	0.766583	26.860924	6.0	31.233076	35.370234	5.0	0.01126	13.322479000000001	3.0	82.966313	67.148247	3.0	30.697397	63.575196999999996	6.0	0.09286699999999999	5.035954	4.0	21.831515	2.051558	2.0	56.585985
2317.0	2.0	89.794726	81.96343900000001	3.8151349999999997	74.121825	0.840131	0.808304	0.6731729999999999	0.8579399999999999	52.472609999999996	3.0	96.19193	15.189495	5.0	0.024425	15.871345000000002	6.0	85.390037	45.793487	5.0	41.840509999999995	2.177489	3.0	0.05197	3.577771	1.0	74.695134	0.883518	6.0	81.770802
2392.0	2.0	68.205606	99.253834	17.113123	20.309042	0.7962279999999999	0.5364939999999999	0.462399	0.8776149999999999	78.224982	4.0	63.875976	54.935628	4.0	0.023552	13.494062	4.0	38.738619	73.006159	2.0	32.947249	28.286534999999997	2.0	0.06460199999999999	2.397366	5.0	99.838415	4.073646	6.0	99.034063
2413.0	2.0	10.875949	23.827509	7.834696000000001	28.008794	0.136533	0.154873	0.722025	0.325069	38.591509	4.0	99.891669	71.237627	6.0	0.016932	3.807324	4.0	25.232007	13.643198000000002	1.0	58.144913	1.945977	1.0	0.012949	4.586807	4.0	41.416139	5.245101999999999	6.0	32.647959
2441.0	2.0	83.54675999999999	84.223892	3.78899	98.526505	0.572087	0.440305	0.9136489999999999	0.266547	52.188342999999996	3.0	92.05928	7.2621	2.0	0.017925	17.35708	2.0	14.542409	29.817806	5.0	13.133641	42.978778000000005	3.0	0.015825	3.3756019999999998	2.0	11.688027	0.75455	1.0	25.736798999999998
2475.0	2.0	15.886412	12.573122999999999	29.804858000000003	19.399798999999998	0.65781	0.238484	0.498967	0.78652	18.595284	4.0	62.171197	60.526179000000006	6.0	0.021827000000000003	10.923497	4.0	58.19036800000001	44.970928	5.0	50.249526	51.593009	5.0	0.015718	5.307722	1.0	38.863078	5.421805	3.0	47.024271
2493.0	2.0	32.89195	77.967886	89.324426	19.839354999999998	0.357188	0.777922	0.9542200000000001	0.495018	10.629054	5.0	69.409513	40.501445000000004	6.0	0.20971700000000001	6.091539	3.0	67.65985500000001	69.907844	4.0	48.309533	20.997857999999997	3.0	0.016434	5.464872	2.0	89.962645	5.065792	2.0	98.285536
2516.0	2.0	97.607879	74.944757	9.957649	8.837189	0.983662	0.712486	0.475838	0.868317	29.613571000000004	4.0	16.249620999999998	1.810366	4.0	0.013453	5.910705999999999	3.0	68.532913	31.496106	3.0	45.798359999999995	68.354671	1.0	0.010784	4.9071419999999994	3.0	36.733947	5.181794	3.0	4.5091
2575.0	2.0	88.33407199999999	45.030277000000005	4.067508999999999	63.42624	0.471369	0.771791	0.8144399999999999	0.680515	59.273715	2.0	37.924314	33.448436	5.0	0.010342	13.667989000000002	5.0	67.077783	74.76445	6.0	62.839980000000004	15.835479000000001	4.0	0.022286	5.3722330000000005	1.0	38.814133	2.461578	4.0	32.15579
