uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
19.0	2.0	17.55636	3.192176	39.558491	99.316337	0.330219	0.8988370000000001	0.563325	0.827656	12.16889	4.0	91.43516600000001	15.971266	5.0	31.30231	14.241159	4.0	60.22044399999999	1.825662	5.0	20.583329	22.550622	4.0	48.482721999999995	10.145591	6.0	0.0356	1.165359	3.0	74.477036	1.2396040000000002	1.0	90.756539	14.002545999999999	4.0	54.057041000000005
27.0	2.0	9.861467	22.911378	20.612705	25.344412	0.861332	0.7154590000000001	0.323459	0.920321	19.109673	3.0	12.825887	1.890882	2.0	39.442899	2.092151	1.0	81.878915	18.034827	6.0	15.711279000000001	3.782871	5.0	61.143015000000005	5.271053	5.0	0.012573	2.888784	5.0	35.666969	0.10803399999999999	4.0	58.296365	10.989868	3.0	35.733445
28.0	2.0	29.369224	30.201594	95.64932900000001	20.1354	0.897108	0.300458	0.9461950000000001	0.211434	21.484892000000002	4.0	89.776618	20.759335	2.0	27.672237	8.068309	3.0	89.245847	10.877974	2.0	8.99035	25.363179000000002	5.0	94.998106	3.6507419999999997	4.0	0.01133	4.002341	2.0	19.298992000000002	0.45133100000000004	6.0	30.455632	18.750320000000002	5.0	85.384958
38.0	2.0	9.141646000000001	54.785796999999995	47.034081	67.482213	0.499012	0.424994	0.17852200000000001	0.291788	13.389099	2.0	90.212082	20.533	3.0	61.487825	16.527025	6.0	92.16315999999999	19.969657	4.0	10.92428	9.102907	2.0	82.02798299999999	14.599184	4.0	0.016981	2.05139	2.0	83.78256800000001	5.871403	1.0	75.064771	4.576485	2.0	70.60283299999999
49.0	2.0	2.7923709999999997	78.776615	42.139237	37.612055	0.6145510000000001	0.297428	0.589581	0.370382	2.223065	5.0	67.111053	13.611379999999999	2.0	49.893066	8.067354	4.0	96.59790600000001	24.105966	2.0	27.102691999999998	7.053223	2.0	50.5648	3.065655	3.0	0.01819	3.924486	1.0	64.633553	3.022521	4.0	5.689632	1.181554	4.0	86.574912
70.0	2.0	21.757753	8.020501	96.73116	47.591437	0.599789	0.492071	0.126538	0.537095	10.853433	5.0	14.309925	13.180188000000001	4.0	64.65484599999999	15.470889000000001	4.0	75.66402	15.628572	2.0	28.819879999999998	5.331912	2.0	32.711457	21.445007999999998	3.0	0.022381	4.960628	5.0	68.12948399999999	4.653408	3.0	99.524503	19.1172	1.0	92.956571
90.0	2.0	95.059409	11.193097999999999	26.015716	48.471061999999996	0.36096	0.958509	0.56695	0.231834	7.5103979999999995	5.0	56.194815000000006	22.590239999999998	1.0	78.58541899999999	8.593879	3.0	58.13064	12.13664	1.0	25.908583	19.630989000000003	3.0	84.878692	23.567152	3.0	0.027538	2.887445	3.0	93.294852	1.9687150000000002	5.0	19.036998999999998	22.047416000000002	5.0	23.619235
97.0	2.0	89.61193	7.373075	58.559096	50.916624	0.570908	0.968225	0.187244	0.9613299999999999	1.817204	2.0	31.179237	17.057047	3.0	75.497113	21.089516	4.0	23.934282	14.702216	6.0	99.20430400000001	11.880225999999999	6.0	55.679931	12.06171	6.0	0.026243	5.147589	1.0	68.23305	5.4798029999999995	2.0	89.87300400000001	18.944767000000002	4.0	69.453344
111.0	2.0	75.482608	5.835184	42.882142	35.154634	0.7388170000000001	0.48553599999999997	0.311293	0.7010069999999999	15.772345000000001	1.0	76.848519	12.976841	2.0	76.117672	11.088249000000001	4.0	59.092597999999995	9.608343	4.0	11.554648	4.1822870000000005	1.0	91.331858	18.413124	4.0	0.0109	0.255497	4.0	52.218171999999996	2.018427	3.0	65.894937	24.803657	1.0	71.863203
121.0	2.0	75.01610699999999	10.749036	63.068813	48.905601000000004	0.9852860000000001	0.972334	0.974447	0.586191	15.648807000000001	3.0	28.748262	1.519968	1.0	49.202318	20.90504	3.0	26.242377	12.542994	2.0	42.637954	10.064384	4.0	71.969608	7.48118	6.0	0.015663	0.22685999999999998	5.0	7.257662	2.841576	6.0	63.673432999999996	2.47668	6.0	63.414136
