uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
16.0	2.0	87.90074399999999	7.979706	86.48428100000001	79.559965	0.561462	0.419005	0.135259	0.45246400000000003	23.891804	3.0	77.38428499999999	7.081539	2.0	26.06941	4.649374	1.0	72.034564	8.517711	5.0	60.077346999999996	18.644554	2.0	7.130851	2.118519	3.0	0.21079299999999998	1.023279	4.0	78.224104	0.276853	3.0	54.294289	23.86575	1.0	46.108126
71.0	2.0	68.110792	19.423481	73.69100999999999	85.92220999999999	0.8921319999999999	0.6973050000000001	0.29542399999999996	0.504401	21.010286999999998	2.0	95.32514300000001	12.225401	6.0	73.659983	7.4289369999999995	4.0	8.297647	10.365091	2.0	79.251944	5.5700199999999995	4.0	64.96155300000001	21.085197	6.0	0.163727	4.309876	1.0	33.796475	0.8054279999999999	3.0	15.870195	18.67555	1.0	17.738162
80.0	2.0	28.723941999999997	17.924834	67.187042	18.893639999999998	0.884848	0.460397	0.26683	0.714112	5.391001	2.0	49.789444	2.114055	3.0	47.851231	20.440179	5.0	16.446973	7.916503	6.0	85.014875	19.110962	1.0	3.725979	7.126589999999999	1.0	0.042541	1.405777	3.0	64.153162	0.277451	6.0	67.797092	17.729871	3.0	65.490695
249.0	2.0	45.417808	36.107864	84.83811899999999	88.005072	0.271994	0.745266	0.3131	0.33019299999999996	18.637802999999998	3.0	89.63789799999999	17.199331	4.0	86.701712	16.002294	6.0	42.470861	16.398091	3.0	1.0247700000000002	4.605354	5.0	3.487311	22.924095	3.0	0.027964	0.758632	5.0	46.141657	3.924732	5.0	65.423252	9.861055	4.0	76.73554399999999
322.0	2.0	54.674778	35.522284	74.278478	88.68094599999999	0.6474340000000001	0.375748	0.18454700000000002	0.106075	9.520382000000001	5.0	86.393158	22.397639	5.0	99.466332	15.362588	6.0	35.416075	19.846394	4.0	85.823625	18.235134	5.0	11.829678	19.596601	1.0	0.018406	0.557557	2.0	25.166744	1.19929	3.0	79.68481	24.712246	6.0	70.54603
433.0	2.0	72.337603	73.811436	97.47920400000001	89.693046	0.297714	0.50834	0.9452209999999999	0.862392	16.185927	4.0	14.335997	7.7086179999999995	5.0	14.060775	2.440488	6.0	62.975345	7.358163	4.0	44.708545	20.008332	6.0	36.147290000000005	9.818146	1.0	0.739867	1.385274	1.0	69.134887	0.664963	5.0	60.766146	1.259213	5.0	54.933133999999995
481.0	2.0	50.482966	42.484165999999995	78.251708	99.787745	0.34874099999999997	0.8314870000000001	0.300896	0.773265	11.273746000000001	1.0	95.211877	14.696273000000001	6.0	58.660309	9.788914	1.0	75.888542	13.89534	2.0	13.424760999999998	10.587439	4.0	5.792221	22.285751	4.0	0.71368	1.725459	4.0	89.93552700000001	5.370312	6.0	42.514112	4.907325	5.0	60.821705
594.0	2.0	36.159969	95.527295	84.064953	87.06760799999999	0.8745639999999999	0.5254989999999999	0.503975	0.582784	23.202416	2.0	11.011028	23.140398	1.0	3.974326	8.232142	1.0	96.174213	18.103316	6.0	87.53009	21.088734	2.0	5.409719	22.718494	1.0	0.155113	1.475658	5.0	10.610324	1.981614	3.0	56.980881999999994	12.947339999999999	1.0	20.533823
708.0	2.0	24.866457	37.209740000000004	96.51779499999999	22.084866	0.804669	0.942991	0.259305	0.17667	7.979032000000001	1.0	89.04531300000001	16.426951000000003	1.0	20.932539000000002	4.387417	6.0	20.294501999999998	13.705826	4.0	49.532612	11.418374	3.0	59.88920699999999	14.840769	2.0	0.011065	1.170769	5.0	34.397376	0.856827	1.0	50.737712	5.635345	6.0	9.017702
735.0	2.0	44.750485	56.600931	99.39060699999999	33.678707	0.8365319999999999	0.9792930000000001	0.278582	0.145595	13.788082000000001	1.0	15.404307999999999	21.356713	5.0	14.37911	3.9349849999999997	4.0	13.338729999999998	13.591277	3.0	17.31277	2.629921	2.0	85.378294	23.615834	1.0	0.012367	2.714233	2.0	99.109555	2.384875	3.0	1.555475	18.98625	6.0	28.24069
758.0	2.0	46.182828	50.304086	69.704626	93.577198	0.363592	0.48448599999999997	0.128357	0.692127	3.887056	1.0	51.93812	23.308286	2.0	38.304161	11.178541000000001	5.0	33.435317	9.819239	3.0	48.510697	22.824448	1.0	33.133507	16.158629	1.0	0.010579999999999999	0.725179	5.0	50.963384000000005	3.092158	5.0	9.779891000000001	16.804558	6.0	3.36215
864.0	2.0	42.459297	27.340364	98.909222	88.74275	0.527863	0.853241	0.409746	0.587883	14.159621	2.0	63.775379	0.82563	3.0	81.230749	17.806411999999998	6.0	92.824749	3.2919379999999996	6.0	34.39382	2.631659	4.0	13.286824	21.935832	6.0	0.042328	1.482772	1.0	52.94169300000001	1.4076540000000002	1.0	4.750361	20.824057999999997	5.0	3.102084
892.0	2.0	26.525999	68.445714	27.227701	81.022204	0.663158	0.6538	0.462606	0.379616	1.486561	5.0	80.60812299999999	0.29034099999999996	4.0	85.99719499999999	20.686721	2.0	51.719051	4.855748999999999	2.0	25.078781	5.6024970000000005	5.0	38.123792	7.593992	1.0	0.960865	4.134425	2.0	2.809126	0.5404260000000001	6.0	73.370164	21.023770000000003	2.0	74.086987
1004.0	2.0	24.047977	38.704514	98.158107	98.607694	0.530758	0.918585	0.48833999999999994	0.250137	17.682263	6.0	91.553317	4.085407	1.0	83.172591	1.521736	1.0	36.571146999999996	18.294093	1.0	78.461881	10.048331	6.0	16.433118	14.833321	1.0	0.409256	0.939074	1.0	60.298218000000006	1.295268	5.0	86.992887	22.145720999999998	3.0	67.566692
