uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
3.0	3.0	52.936682999999995	47.219703	12.983607000000001	55.34182	0.78037	0.5237850000000001	0.443942	0.652296	1.033031	4.0	52.772439	4.193656	5.0	54.85049	9.446900999999999	3.0	94.276587	21.68625	2.0	40.064471000000005	16.371705	6.0	35.283757	19.191093	5.0	0.015488	2.17632	4.0	47.89987	1.237127	4.0	64.098456	5.8983300000000005	6.0	34.605312
6.0	3.0	33.030878	53.744514	99.805498	24.240965	0.68028	0.36748200000000003	0.47500299999999995	0.461708	16.688938	2.0	39.542771	20.330375	1.0	85.671961	20.420606	3.0	96.803958	19.322487	2.0	48.520229	16.027563	3.0	73.95898100000001	16.996056	1.0	0.043401	3.713631	3.0	78.534529	1.5249190000000001	6.0	48.407961	10.835312	5.0	36.948553000000004
7.0	3.0	21.960121	47.474211	37.389074	68.431423	0.159681	0.7253029999999999	0.370729	0.390777	14.654155	4.0	42.328773	9.001733999999999	6.0	28.889996000000004	19.780391	6.0	51.403428000000005	12.3312	3.0	73.238682	2.083843	4.0	49.297084000000005	16.212168	4.0	0.052861	5.875329	3.0	45.319556	2.132145	4.0	13.523982	15.554274	3.0	44.292722999999995
11.0	3.0	54.940047	67.21735	36.655202	3.027215	0.6953159999999999	0.391007	0.574689	0.48786199999999996	18.753626999999998	1.0	73.709225	14.621339	3.0	91.60721	12.264671	2.0	77.059405	20.638467000000002	2.0	46.320758000000005	20.450266	5.0	7.901729	12.982584	6.0	0.020617	2.762428	2.0	43.995264	2.426752	2.0	46.412040000000005	4.633591	5.0	54.267968
12.0	3.0	82.631745	45.925216	15.1905	60.944025	0.429579	0.800658	0.787323	0.935607	3.5983379999999996	4.0	79.355103	18.807834	1.0	60.570574	14.670027	6.0	84.520944	20.953788	5.0	31.486658000000002	12.139319	2.0	38.196627	4.615816000000001	1.0	0.019084	0.9232819999999999	2.0	63.054697	2.956172	6.0	45.383055999999996	22.470642	5.0	97.346529
13.0	3.0	90.966884	78.610465	23.650585	49.748905	0.152687	0.7289180000000001	0.7519399999999999	0.546017	1.493244	5.0	53.326663	6.17794	3.0	98.278836	22.850724	6.0	78.768722	8.476823	1.0	52.04824	12.941231	3.0	28.332314	13.459793	1.0	0.018576	0.600734	1.0	98.959113	5.808856	4.0	68.847008	24.962737	4.0	99.229198
18.0	3.0	15.73215	73.884437	38.504153	54.999914000000004	0.608375	0.652734	0.49505	0.55958	13.683279	6.0	30.918359999999996	9.129033999999999	4.0	92.921939	8.706271000000001	2.0	11.636101	13.389835	5.0	58.944037	5.563763	5.0	54.724815	22.807207000000002	5.0	0.047133	4.9979569999999995	3.0	86.389354	3.310803	4.0	77.145257	2.889958	6.0	37.89751
20.0	3.0	97.672442	83.16128499999999	23.401936	30.461995	0.338981	0.8709629999999999	0.69176	0.9777299999999999	14.600192999999999	5.0	79.044467	13.549744	6.0	96.660894	11.630455	3.0	53.274166	14.496560999999998	3.0	33.619886	17.380311	1.0	86.74754200000001	23.103395000000003	2.0	0.168631	4.091082	3.0	35.128569	1.643949	4.0	52.53335799999999	15.620195	5.0	30.056471000000002
34.0	3.0	63.114377000000005	71.830072	56.453029	90.851579	0.303653	0.7410939999999999	0.915825	0.464251	19.085256	5.0	92.489251	10.205248	5.0	86.055234	23.142467	5.0	82.900717	22.759728	4.0	87.924417	5.416798	4.0	71.172608	17.288238	3.0	0.014818000000000001	0.80186	2.0	81.708745	2.943693	3.0	92.244006	7.222228	1.0	55.815091
37.0	3.0	82.740729	15.4073	25.230733999999998	30.559902	0.705857	0.16735	0.5090939999999999	0.40594	12.292527999999999	4.0	88.93528	9.054224000000001	1.0	99.244272	12.361699	3.0	45.156555	17.835008	1.0	10.253319	21.939464	5.0	12.235482000000001	17.290048000000002	4.0	0.010367	5.721764	2.0	29.700345000000002	5.791886	3.0	17.64927	6.625387	4.0	7.747536
