HH	HH	HH	HH	0.37726	750	1988
HH	HH	HH	HL	0.05382	107	1988
HH	HH	HH	LH	0.08099	161	1988
HH	HH	HH	LL	0.04728	94	1988
HH	HH	HL	HL	0.02414	48	1988
HH	HH	HL	LH	0.00352	7	1988
HH	HH	HL	LL	0.0171	34	1988
HH	HH	LH	LH	0.03773	75	1988
HH	HH	LH	LL	0.01962	39	1988
HH	HH	LL	LL	0.01962	39	1988
HH	HL	HL	HL	0.01559	31	1988
HH	HL	HL	LH	0.00201	4	1988
HH	HL	HL	LL	0.01107	22	1988
HH	HL	LH	LH	0.0005	1	1988
HH	HL	LH	LL	0.00905	18	1988
HH	HL	LL	LL	0.01761	35	1988
HH	LH	LH	LH	0.02968	59	1988
HH	LH	LH	LL	0.00654	13	1988
HH	LH	LL	LL	0.00905	18	1988
HH	LL	LL	LL	0.00956	19	1988
HL	HL	HL	HL	0.03974	79	1988
HL	HL	HL	LH	0.00101	2	1988
HL	HL	HL	LL	0.02163	43	1988
HL	HL	LH	LH	0.0	0	1988
HL	HL	LH	LL	0.00151	3	1988
HL	HL	LL	LL	0.01811	36	1988
HL	LH	LH	LH	0.00101	2	1988
HL	LH	LH	LL	0.00302	6	1988
HL	LH	LL	LL	0.00402	8	1988
HL	LL	LL	LL	0.01107	22	1988
LH	LH	LH	LH	0.05332	106	1988
LH	LH	LH	LL	0.01157	23	1988
LH	LH	LL	LL	0.0166	33	1988
LH	LL	LL	LL	0.01408	28	1988
LL	LL	LL	LL	0.01157	23	1988
