23	6	3.494289	0.265654	8.500357	6.003871	-3.181470	-4.754434	-3.526639	-5.999159	-5.755173	-4.754440	8.522415	6.003871	3.495377	6.479012	3.217493	6.002624	6.064930	0.379194	-3.552427	-5.999159	6.064989	6.590947	-8.903494	-5.999159
54	6	-2.998277	-7.464144	7.769027	5.729733	5.216456	-1.271152	-1.400093	0.765481	3.587530	-1.280512	7.767492	5.729718	8.681410	4.717451	-3.864910	-0.713366	-1.378452	-7.464127	-1.397388	0.767359	7.029890	4.717451	5.529718	5.676041
87	6	-1.629638	5.417894	-1.159151	2.921986	5.197455	8.045499	-3.883333	2.866990	-0.277707	6.134331	-6.424288	-2.057038	-4.395826	4.610676	3.732767	6.658967	-5.262451	-0.253926	5.317887	6.676239	6.424914	8.116497	-7.368369	-2.057039
250	6	-5.680683	-4.829497	-0.757899	-6.640272	5.362638	0.804167	-0.757902	-6.640272	6.385679	6.410845	-2.437993	-6.641017	3.949571	0.803080	8.074306	5.648779	-7.091569	-4.829662	8.074308	5.648779	4.974793	6.410715	6.422003	5.648779
299	6	-1.959638	-1.729532	-4.226954	-5.074553	2.796916	-0.000430	-4.226955	-5.074553	2.796715	-0.000430	2.598649	0.346287	-4.977760	-5.090718	4.477844	5.675989	6.768081	5.914966	-10.591923	-5.074553	-1.959833	-1.730041	2.598649	0.346287
419	6	-4.704554	-7.009868	3.964059	1.289385	6.867662	1.889561	-2.188397	-2.787608	-3.545590	-7.009865	-2.188283	-2.787588	5.709624	1.889560	3.963946	1.289377	-7.643422	-7.009868	7.355707	5.368976	2.737754	1.847586	7.355612	5.368976
475	6	9.235093	3.208894	1.703149	-3.327892	-0.648865	-6.683149	-4.364385	-5.554535	9.235103	3.208894	-4.532113	-5.554535	-0.648936	-6.683149	1.908716	-2.616386	-6.494298	-6.683222	6.861146	5.681919	3.387012	3.128003	6.725579	5.681919
522	6	3.965920	0.727121	-6.286487	-7.196174	-2.011001	-2.717303	-4.508969	-7.196095	8.042555	6.621074	-9.317421	-7.196175	-2.011001	-2.717303	3.027145	-0.552815	-6.165579	-4.934541	7.059633	5.530995	3.961775	6.346177	2.188099	5.509207
546	6	5.643270	6.062042	5.522796	1.193114	-2.260738	-1.019453	-5.015906	-2.429330	5.754278	6.062042	-7.148847	-2.429330	-2.371498	-1.019470	7.655738	1.193120	-4.226829	-1.019505	7.675157	6.445059	3.675685	6.061622	5.542527	6.445055
612	6	6.672178	6.251215	-8.213761	-6.163387	-10.104577	-3.382054	8.261251	6.337276	-4.909420	-3.381322	-2.058773	-6.146989	3.470322	0.130034	-2.058773	-6.146989	3.469786	0.129853	3.220610	0.192854	-4.909815	-3.381323	3.220610	0.192854
686	6	-6.822487	-2.839460	1.645386	-4.731277	-12.018886	-2.839469	6.095702	5.350474	-6.822486	-2.839460	-4.528024	-5.495501	-7.568929	-2.839467	-4.256115	0.493046	4.902964	5.296464	-9.804351	0.493046	5.652752	5.296494	-10.072569	-5.495501
759	6	6.798220	4.566670	3.915107	8.076365	8.743314	4.566670	-7.996798	-3.899558	6.879698	4.566670	-7.987316	1.332175	-3.672771	-2.600739	-6.540513	1.332176	-1.798577	-2.568043	-6.550424	-3.899557	-3.754260	-2.600776	5.361987	8.151361
788	6	4.768522	0.570882	-4.769137	-7.095842	-9.710481	-5.546190	6.618754	4.634480	-3.639446	-5.546190	-4.525441	-7.094877	4.768522	0.570882	1.337966	-4.195668	-3.639446	-5.546190	1.582531	-3.855114	7.592245	6.035805	-7.539998	-7.098194
853	6	7.845004	7.841139	-3.937854	-5.630224	5.187371	2.505443	5.951245	-0.934675	-0.660998	-2.444570	5.951651	-0.934675	-0.700147	-2.502956	9.529044	3.586217	5.148976	2.505402	9.528638	3.586217	7.806612	7.841139	4.621113	3.586215
909	6	6.607534	6.838618	-11.155387	-6.127054	-2.849747	1.167141	-5.772120	-6.127054	-9.062031	1.167138	6.506000	5.414590	-3.177343	-5.148715	4.508054	-0.028661	-3.177343	-5.148715	-5.770000	-6.127054	-2.849747	1.167141	4.505916	-0.028669
920	6	-13.148344	-3.645598	8.537591	7.918141	-7.070493	-3.645598	-2.459933	-4.299648	5.407547	6.268593	-8.767595	-4.300121	4.824306	1.065603	6.125965	1.766353	4.824715	1.065603	-2.568071	-4.299796	-7.070901	-3.645598	6.234080	1.766353
1021	6	0.635042	6.228016	-11.929630	-5.965773	-5.378008	-3.417443	-1.717264	-5.965771	6.475287	6.926791	-11.929710	-5.965773	-5.384723	-3.417443	4.641732	0.688580	-3.987070	2.813327	4.559378	6.582683	-8.997125	-3.417446	5.238210	6.582963
1051	6	0.789931	-6.250084	-3.239126	-4.660200	0.789294	-6.250552	3.691889	-1.137173	0.426859	-6.521225	6.950326	3.515939	-3.719637	-9.209424	3.692828	-1.137169	-3.718982	-9.209171	-3.238265	-4.660200	-4.079258	-9.338048	6.951027	3.515939
1063	6	-7.536211	0.429461	5.387230	8.012287	7.280988	7.371974	-11.415308	1.121258	-7.526072	0.429461	-1.246725	5.984176	5.718937	1.404482	-6.575160	1.138408	-4.756768	6.397187	-5.091477	5.371070	0.856766	7.338062	-6.292291	5.327673
1065	6	1.992421	-0.342203	8.827835	6.845309	4.418589	1.216014	2.164638	-1.666868	8.132575	6.879383	-8.121030	-3.104880	4.418589	1.216014	-4.420092	-3.104880	-1.646099	-4.226366	8.829251	6.845309	5.866535	6.864982	5.098983	6.845276
1083	6	-10.237367	-3.894552	6.410917	6.692553	-4.835037	-3.894542	-5.078368	-4.851658	-4.835244	-3.894542	3.789031	0.351535	7.126576	8.294446	-8.908047	-4.851658	2.157160	1.811377	-5.080242	-4.851658	2.156645	1.811377	3.787088	0.351461
1115	6	-0.296785	-1.595727	-2.818650	-7.451029	4.045875	-0.481990	6.633493	3.881638	4.856368	-0.441836	-2.863493	-7.453670	8.233436	5.477223	-4.094927	-7.478840	-1.205016	-2.128941	6.670392	3.881641	7.423583	5.473004	5.676317	3.881426
