1	5	7.526159	6.214107	-8.796511	-0.679019	4.681348	2.735742	6.581249	7.315907	-1.480479	-1.273216	6.679642	7.315912	6.351886	2.735832	-4.165652	-0.679018	0.191163	-1.182329	-4.067243	-0.679018
30	5	-6.853712	4.136955	0.167980	7.541439	-3.567413	4.142863	-9.729373	1.351988	4.787491	9.548564	-14.005937	1.351988	-11.530503	-2.071620	1.882412	8.665634	-8.073482	-2.071619	-9.032608	1.351988
33	5	-12.375450	-2.612562	4.955429	8.354064	5.966742	7.527769	-10.902749	-4.221240	-6.663829	-2.612562	-2.518202	2.502083	-6.321817	-2.612562	-6.003040	-4.220476	5.679520	7.527769	-7.789813	2.408239
62	5	6.473437	8.231997	-10.154560	-2.875974	5.667294	8.231996	0.732260	4.174220	-5.787698	1.716950	-5.028006	-2.875974	-0.507047	7.773905	0.733746	4.177655	-10.013461	1.716768	5.947455	7.123548
92	5	3.431484	-1.178139	-1.943476	-7.127736	-1.573602	-5.845336	2.465119	-0.928586	3.431483	-1.178139	2.465119	-0.928586	-1.573602	-5.845336	-1.943476	-7.127736	-4.939811	-6.028469	5.185339	4.859829
106	5	-8.933665	-5.378765	5.912381	9.031443	2.349144	0.700377	-5.696672	-2.548899	-3.766733	-5.377659	-5.696662	-2.548899	4.840107	6.166641	-10.442969	-2.548899	4.614291	6.166636	-5.942503	3.306241
107	5	-3.836067	-2.869250	7.251924	4.543429	5.234615	6.169808	-7.453663	-6.949501	-1.159748	-2.858563	-2.264192	-6.949499	2.667634	5.752521	2.770076	4.496951	2.969015	0.772688	-2.264248	-6.949499
126	5	-4.328149	-3.890836	1.221993	-4.511936	-4.325411	-3.890836	-2.419834	-7.829369	6.304833	6.885459	-8.786749	-10.728895	3.015392	1.857007	1.169444	-4.519111	3.022968	1.857011	-2.483176	-7.929873
134	5	0.816695	5.846998	4.660384	8.505811	-10.780522	-2.657377	5.756707	8.505811	7.681196	7.737167	-6.954992	-2.580018	-3.984399	-2.202071	-5.857838	-2.579947	1.111393	0.711167	-5.857866	-2.579947
143	5	7.346709	6.787387	2.746555	5.159350	-4.880537	-3.933368	6.451617	5.530049	-2.353560	-3.906910	-4.415441	-5.594634	9.484048	6.787394	-8.117594	-5.594635	-2.386554	-3.908663	1.673617	-2.182090
161	5	-1.384445	-5.576818	-4.512009	-7.129674	4.611034	-0.660819	-4.514509	-7.130910	7.123875	5.525326	-7.513354	-7.960176	2.099335	-1.113058	6.938720	4.269998	-3.804247	-6.847572	6.940048	4.270044
205	5	8.987631	7.781783	-9.215801	-2.235373	-3.592449	-4.008462	-2.027821	3.313523	-9.986337	-4.008462	4.046877	9.561169	8.976748	7.781783	-8.097143	3.310090	-3.581410	-4.008462	-3.152460	-2.235359
220	5	6.298021	6.917896	-10.612810	-4.456275	-8.021414	-3.287843	4.072723	6.864245	4.412616	1.784973	-4.568602	-4.437382	1.219474	1.725594	4.055802	6.863148	-4.912494	-3.001090	-4.548683	-4.436855
243	5	-7.231903	-4.758078	-4.931918	1.463980	-7.231509	-4.758078	-4.976771	-5.006605	-11.778221	-4.758078	5.657716	7.145561	2.845497	7.656685	-9.459629	-5.006637	2.845084	7.656342	-9.414772	1.463944
251	5	2.473570	4.112363	6.081468	5.528867	-9.385948	-6.742839	6.538928	5.529132	-6.357568	-6.742839	0.415440	1.023798	-6.357485	-6.742839	0.414751	-3.870852	5.505818	5.006074	-3.479155	-4.980636
252	5	-3.720370	-7.309327	-3.606538	-7.289736	8.187750	5.228288	-6.710916	-8.265140	4.213633	-0.945897	-3.606574	-7.289755	4.213633	-0.945897	2.637203	-3.082673	-3.720370	-7.309327	2.637238	-3.082659
273	5	-1.265958	3.476896	6.509334	5.834896	7.588011	7.077953	-3.972052	-5.912261	-5.810646	1.226242	7.185765	5.834898	-6.470506	-4.208735	7.227465	5.834898	3.361219	6.487882	3.270444	5.746546
297	5	-1.145708	-4.942012	5.373422	2.334330	4.911199	-0.177328	5.285471	2.329123	-5.041862	-5.816768	5.375041	6.318339	7.508164	6.080023	1.993806	1.767474	3.629320	6.080017	1.994899	5.761783
313	5	5.518546	8.171922	-9.234427	-3.293696	-5.041412	-2.520400	6.390891	7.144681	-1.877853	5.811750	1.879536	6.349840	-2.341541	-0.967532	-4.681204	-3.293696	-2.466510	-1.075329	1.564134	0.959267
314	5	1.975170	0.286637	-3.541193	-1.062080	-9.155652	-2.573666	6.744004	7.046164	8.289310	8.247172	-8.263252	-3.917753	3.500871	8.134954	1.861917	6.333485	-3.468421	-2.573504	-3.541044	-1.061801
334	5	8.394698	6.049910	-9.802710	-3.487360	-3.259211	-2.867289	-6.741824	-3.487360	5.380103	1.430332	-7.147322	-3.487360	-3.287490	-2.888769	2.874865	1.426819	5.356406	1.428258	2.413148	1.354139
335	5	8.664423	6.813054	-7.333526	-5.650316	-6.231535	-1.507907	8.883304	5.194291	-1.327734	-1.507906	4.547336	-1.039411	4.275698	6.812033	2.967685	4.977578	-1.327731	-1.507906	-1.465119	-5.238949
339	5	4.981591	7.017762	-10.202504	-2.828531	2.643206	0.555809	5.238807	2.791244	3.004429	0.583505	0.805900	-2.792425	3.004429	0.583505	-4.037908	-2.828531	-3.088866	-4.776967	5.282289	2.791248
347	5	-0.889406	-3.136121	5.088209	-1.139680	-6.128529	-9.137079	8.579334	5.464666	-0.873199	-3.133970	-3.600728	-6.997850	7.157816	3.439924	-3.771232	-6.997851	7.141916	3.439924	4.916788	-1.140379
364	5	-5.837001	-7.532596	-6.003415	-5.136450	0.728124	-5.640938	-6.003415	-5.136450	-7.176168	-7.532596	3.751665	1.307084	-9.728274	-7.532596	7.045420	7.469286	7.318796	5.099786	-10.761602	-5.136450
366	5	1.364588	-2.636117	-1.870530	-4.835251	1.364047	-2.637747	3.367758	-1.592357	-4.311035	-3.921520	3.367839	-1.592334	7.684765	4.042564	-2.519722	-5.317179	-4.310492	-3.921520	-1.870465	-4.835201
368	5	-3.337726	-4.377840	-3.080587	-5.403758	7.405728	5.884947	-8.850202	-5.403758	4.111594	-0.213902	-3.289020	-5.403758	1.050958	-1.561525	5.642753	6.655964	-5.679767	-4.978388	5.676971	6.655964
382	5	0.749013	5.488789	-7.481125	-3.437594	-5.877623	3.264302	4.665198	6.489697	5.998716	7.164621	-8.176650	-3.437594	-4.874910	-2.767176	4.651750	0.495487	-10.966374	-2.908698	7.092662	6.492194
383	5	2.892100	0.026784	-5.672805	-2.950920	6.141243	6.626601	-9.022913	-2.954541	-10.047140	-4.576069	5.772037	7.336864	-4.173109	-4.525480	-5.653295	-2.950820	0.473484	6.624314	2.068351	6.557039
407	5	-10.229532	0.792748	4.309915	6.378472	-2.870058	-3.084370	-2.751929	-3.507530	6.837988	5.564700	-8.770038	-3.508765	-2.788447	0.797181	-3.691633	-3.508674	-10.250737	-3.088684	5.249929	6.378513
413	5	8.353941	7.284114	-13.289916	-4.873004	-4.501347	-4.451375	2.596572	7.641137	-0.499945	1.030352	-7.147812	-3.061678	-4.501301	0.830265	2.595789	7.641107	-0.500065	-4.252606	-7.146628	-3.060843
446	5	6.483328	6.086126	-9.147959	-2.598208	3.371124	-0.318935	-3.619429	-2.514942	2.663723	-0.326040	6.133492	6.116572	-1.454907	-4.770984	6.286097	6.116801	-0.084109	-4.711539	-3.464678	-2.495739
453	5	2.571313	5.851321	0.770068	6.644526	5.721169	6.472644	-4.630554	-5.721455	-8.361642	-2.662512	7.078398	6.644598	-5.215357	-2.115180	0.151434	0.108713	1.042575	2.123733	5.049048	6.644598
508	5	-3.046049	-3.897817	4.607253	2.840001	7.222462	6.794220	-8.266679	-2.227444	-2.096072	-3.894451	-4.248818	-2.227250	4.172293	0.261475	-4.249410	-2.227250	3.693304	0.228015	4.606701	2.840001
512	5	-5.348248	-1.606617	0.040962	-2.482962	6.870106	7.348348	-3.757449	-5.378657	-7.560776	-1.608095	7.480855	5.430463	-5.348927	-1.606619	4.166952	-0.966401	4.975690	7.324156	3.678182	5.204399
526	5	5.870710	7.960934	-11.053352	-3.760885	-9.977832	-3.533575	4.899014	7.133250	0.493963	-3.116914	1.450466	-2.944489	-5.459851	-3.533575	1.451943	-2.940807	-4.397667	2.536006	2.270630	6.346450
554	5	-7.739576	0.364303	-4.967560	-6.092585	-12.897993	-6.161564	4.961609	6.852327	5.196320	4.619523	-8.696530	-6.092585	-7.741102	-6.136915	-4.967116	-6.092585	-12.896606	0.336643	4.961197	6.852326
563	5	5.650356	7.310056	-9.084409	-5.306978	-7.357128	-3.862260	-6.131415	-5.306178	-7.371438	-3.862260	-5.477431	1.285470	-11.328443	-3.862260	5.183730	6.691681	5.635907	7.310004	-8.434021	1.283475
579	5	-9.876642	-1.855163	6.818304	6.535146	6.088537	7.113623	-7.553820	-1.297512	-3.958927	-1.855163	4.073663	0.573111	-3.958922	-1.855163	-1.506874	-1.297512	3.809912	7.110933	-4.839120	4.636385
597	5	-5.626387	-5.870185	5.104347	1.275084	7.260198	5.802816	-7.739997	-5.155764	-5.590693	-5.870185	-5.623861	-5.155764	-5.845416	-5.870185	6.127336	5.077567	7.006452	5.802816	3.866870	5.065537
602	5	-9.279575	-3.626865	4.401987	9.547302	7.110614	8.108153	-5.823257	-0.821582	4.991428	1.955275	-5.795056	-0.821582	4.913107	1.943254	-1.775458	3.534778	7.043873	8.107939	-1.803697	3.534769
603	5	-7.567888	-4.604137	-5.021303	-5.233209	-7.568106	-4.604137	-4.903820	0.374482	-9.730883	-4.604137	7.580405	6.483966	4.329327	7.609219	-10.422712	0.355563	4.329537	7.609219	-10.535841	-5.241367
607	5	-6.977197	-7.177192	-2.307883	2.999656	3.843842	5.510809	-8.096718	2.995895	-11.666332	-7.177192	7.484035	6.195332	-6.813812	-7.177192	-3.601031	-2.019126	4.036168	5.510809	-9.377107	-2.019273
627	5	-3.491406	3.217065	-4.573096	-0.719727	-8.729870	3.180492	6.669098	7.222343	4.981232	5.801658	-6.057687	-0.719751	-9.638275	-3.299329	7.326247	7.222343	-4.487584	-3.289940	-3.898465	-0.719595
640	5	4.879438	0.386806	-2.550486	-0.004575	-4.135814	-6.242231	6.949916	7.571986	6.119252	5.791201	-8.609492	-1.027346	3.535326	0.383865	6.901285	7.570903	-2.806661	-6.242231	-2.499457	0.020484
717	5	5.967689	8.348717	-6.881244	-5.653966	2.334265	8.348716	4.371172	6.114561	1.411052	2.969895	7.524536	6.114561	5.081284	2.969939	-3.747049	-5.653788	-3.146771	-3.530957	7.946162	6.114561
721	5	-5.681573	-4.565157	5.637716	2.970340	-8.495103	-4.800340	7.130250	5.881392	3.428387	0.322799	5.360012	2.970323	6.664978	6.201537	-6.849392	-2.780060	3.796070	5.859527	2.419019	2.967259
768	5	0.770061	-2.394278	-3.887093	-4.759543	3.275873	2.735666	-8.352067	-4.759594	8.444626	5.938360	-8.936173	-4.759594	-4.350722	-2.446882	7.436997	5.699461	3.393751	5.913195	2.359622	5.662846
769	5	-10.907291	-4.063488	8.802307	7.013888	-6.124272	-4.063488	5.159451	3.124463	-5.609339	-4.063488	-0.996501	-0.484462	7.148216	4.546630	-1.975742	-3.254796	6.629153	4.546625	4.180823	3.124463
815	5	-7.054858	-1.393341	1.484546	-1.730668	4.620598	8.478000	-6.486660	-6.910570	-5.267437	3.487629	-0.213739	-2.544468	-12.421951	-1.393341	5.144569	4.849717	-10.633755	3.487629	3.944099	4.635580
827	5	3.978917	6.065280	4.840142	7.000457	-0.489999	-2.148274	9.054973	7.009931	2.617368	-0.382381	6.172976	0.493974	6.319221	6.279532	1.878672	-1.512317	6.319221	6.279532	-4.680294	-6.139852
841	5	6.322660	6.383854	-8.271641	-1.691289	0.207274	5.491071	-8.269667	-1.691289	-10.361072	-1.128022	6.285334	6.100836	-6.167622	-1.128022	-4.918038	-1.691289	-3.777155	5.484699	2.846001	5.665208
846	5	7.298825	6.395165	-10.210027	-1.741518	-4.888230	-2.392391	-8.053502	-1.741518	-1.846177	4.675350	3.966694	5.940421	-8.398147	-2.672157	4.860366	5.941065	3.793691	6.311512	2.710686	5.918375
882	5	5.708900	6.886834	-8.259467	-4.158423	-13.376954	-4.196415	7.633439	7.050719	5.690840	6.886826	4.537448	1.402829	-6.215968	-4.196400	7.481807	1.403480	-6.186932	-4.196399	-5.315591	-4.158223
891	5	-7.663353	-2.864975	5.880479	3.891448	5.071552	8.750757	-7.597542	-5.730981	-7.146728	-2.864975	-4.390923	-5.688881	4.555021	8.749635	2.633788	3.891437	4.827534	8.750458	-1.159754	3.475957
900	5	-10.223401	4.427147	3.133827	6.378982	-4.502123	4.427834	-8.243963	-4.019132	-15.399494	-2.157960	8.542452	6.381171	-9.680334	-2.157960	-2.888284	-4.019132	2.626844	7.870864	-8.243963	-4.019132
907	5	-9.886242	-4.014368	7.062971	6.167834	2.294613	1.022977	5.362039	0.438346	7.367780	8.101916	2.802122	0.438101	0.273597	5.999370	5.267067	6.167833	7.383103	8.102308	-4.516735	-5.520090
928	5	-0.232813	4.150641	-6.195899	-3.905816	-11.221149	-3.684198	6.146083	5.501501	-6.020836	1.671730	6.121351	5.501451	4.718368	6.208396	-9.915875	-3.905817	-4.697077	-3.305229	-4.233412	-3.905730
935	5	-10.925390	-3.972547	6.905640	6.974410	-5.638218	-3.972547	-2.406567	0.890412	6.281763	6.196288	-5.153519	0.890398	-5.531963	-3.972547	-3.133062	-4.094051	6.388016	6.196288	-5.880003	-4.094051
946	5	7.545975	8.444650	-5.826451	2.674362	-3.767861	-3.496563	-0.199296	2.867755	-3.426087	-3.484601	-3.237534	-1.631606	7.847177	8.444650	-8.670085	-1.631984	-5.619048	-3.507965	6.262496	6.598731
949	5	-2.151011	-2.517367	-5.329689	-0.930607	4.874109	4.029696	4.395414	7.008027	8.422380	4.029706	-7.086973	-0.930607	-5.702500	-2.517367	6.151960	7.008504	-2.151122	-2.517367	0.245015	-0.930311
978	5	6.272007	6.198359	-12.577925	-5.179389	-9.966033	-3.963087	-1.003358	6.535046	-9.966307	-3.963116	5.368057	7.220145	-3.548704	-0.799852	-7.476536	-5.179389	-3.553642	-0.803835	3.014019	1.172090
992	5	5.888468	5.625665	-12.157243	-4.534530	-6.879236	-6.926732	-6.475867	-4.534509	5.836051	-0.341574	-6.475867	-4.534509	-9.445357	-6.926732	4.562705	6.549079	3.293598	-0.463641	4.562705	6.549079
1002	5	-4.043300	-3.096941	4.605905	-3.768647	-4.043300	-3.096941	-0.768554	-7.115686	1.909450	-0.023886	4.605905	-3.768647	1.909450	-0.023886	-0.768554	-7.115686	6.281129	6.516971	-3.248598	-7.594647
