HH	HH	HH	HH	0.00394	7	1778
HH	HH	HH	HL	0.0315	56	1778
HH	HH	HH	LH	0.00731	13	1778
HH	HH	HH	LL	0.0	0	1778
HH	HH	HL	HL	0.01969	35	1778
HH	HH	HL	LH	0.05456	97	1778
HH	HH	HL	LL	0.00056	1	1778
HH	HH	LH	LH	0.01406	25	1778
HH	HH	LH	LL	0.00281	5	1778
HH	HH	LL	LL	0.0	0	1778
HH	HL	HL	HL	0.00844	15	1778
HH	HL	HL	LH	0.0225	40	1778
HH	HL	HL	LL	0.0	0	1778
HH	HL	LH	LH	0.09786	174	1778
HH	HL	LH	LL	0.0973	173	1778
HH	HL	LL	LL	0.00056	1	1778
HH	LH	LH	LH	0.0225	40	1778
HH	LH	LH	LL	0.00619	11	1778
HH	LH	LL	LL	0.0	0	1778
HH	LL	LL	LL	0.00112	2	1778
HL	HL	HL	HL	0.00844	15	1778
HL	HL	HL	LH	0.01125	20	1778
HL	HL	HL	LL	0.0045	8	1778
HL	HL	LH	LH	0.03487	62	1778
HL	HL	LH	LL	0.05399	96	1778
HL	HL	LL	LL	0.00787	14	1778
HL	LH	LH	LH	0.15523	276	1778
HL	LH	LH	LL	0.21372	380	1778
HL	LH	LL	LL	0.03656	65	1778
HL	LL	LL	LL	0.00394	7	1778
LH	LH	LH	LH	0.027	48	1778
LH	LH	LH	LL	0.027	48	1778
LH	LH	LL	LL	0.01575	28	1778
LH	LL	LL	LL	0.00675	12	1778
LL	LL	LL	LL	0.00225	4	1778
