uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
15.0	3.0	57.917384	91.177864	83.481886	71.951387	0.342196	0.306724	0.35138800000000003	0.546024	40.433474	2.0	25.492576	23.853177	6.0	0.022484999999999998	3.408171	4.0	96.2502	37.164142	4.0	60.379931000000006	55.652545999999994	3.0	0.310163	2.931622	5.0	13.19025	4.258437000000001	3.0	55.709978
16.0	3.0	99.762392	21.181596	54.445686	38.050540999999996	0.37989	0.8428459999999999	0.6273270000000001	0.820559	30.268481	2.0	74.15485699999999	48.358168	1.0	0.013347	10.891569	4.0	12.898900999999999	62.440006999999994	6.0	19.609831	51.891613	3.0	0.5452140000000001	4.2896540000000005	5.0	25.123716	4.687226	5.0	78.700187
25.0	3.0	53.292790000000004	69.605976	61.915924	5.29387	0.818525	0.683757	0.73906	0.198408	32.052462	4.0	92.98021700000001	45.920275	6.0	0.151555	8.757565	4.0	40.691763	22.382776	1.0	87.15020799999999	70.721561	1.0	0.011732	3.222473	1.0	63.152265	0.930815	2.0	70.071241
36.0	3.0	16.240783999999998	95.214236	12.205311	47.182637	0.286199	0.719129	0.32956599999999997	0.9450270000000001	46.643141	2.0	39.871221000000006	46.077919	3.0	0.026726999999999997	6.295136	3.0	39.093944	31.56203	1.0	7.241279	24.652234	1.0	0.01817	1.334073	6.0	36.619339000000004	3.118489	2.0	34.266306
60.0	3.0	30.817429999999998	90.894416	15.266268	84.186103	0.115747	0.824175	0.748781	0.433871	13.652825	4.0	23.974388	58.639716	3.0	0.010902	10.870305	2.0	25.54262	70.914142	5.0	42.030708000000004	50.881372	3.0	0.014166	0.7435109999999999	6.0	78.81325	1.8173650000000001	6.0	46.645827000000004
62.0	3.0	75.075319	29.674636	29.707811	43.203444	0.624178	0.8544069999999999	0.8984979999999999	0.668676	14.991055	6.0	72.403451	55.190234999999994	4.0	0.014103999999999998	5.815504	1.0	54.134212	70.339591	1.0	35.026703999999995	30.761388	1.0	0.800921	1.3854899999999999	3.0	98.150151	2.665202	2.0	88.58851
75.0	3.0	26.747153000000004	65.058166	34.814687	81.39107299999999	0.25943499999999997	0.766672	0.274536	0.572916	66.827363	6.0	40.138102	75.252439	4.0	0.023117	16.348795000000003	6.0	85.615478	66.79692299999999	1.0	1.080843	13.741523	5.0	0.045957	2.822748	2.0	50.910768	4.872329	1.0	44.456245
94.0	3.0	24.131793	48.637694	60.036473	22.767895000000003	0.639426	0.527536	0.287008	0.390829	12.188124	5.0	71.77007900000001	71.19738199999999	2.0	0.013086000000000002	11.195919	5.0	13.094292999999999	21.01799	3.0	20.701486	63.971298	1.0	0.012947	1.851041	2.0	28.625778000000004	1.289542	6.0	35.553282
96.0	3.0	88.418643	89.89246999999999	79.76906	69.94194	0.540644	0.36693899999999996	0.14763800000000002	0.888417	32.295196000000004	3.0	76.787442	70.245547	6.0	0.017708	12.645731	6.0	37.698258	39.319287	4.0	95.41484399999999	30.056645	4.0	0.213498	0.9950370000000001	2.0	93.558898	4.697844	5.0	60.64924499999999
98.0	3.0	61.424206999999996	21.2978	83.741363	98.134843	0.24279299999999998	0.173494	0.56887	0.356655	17.454601999999998	3.0	22.800678	43.205625	1.0	0.011371	7.584621	4.0	45.181646	15.055582999999999	2.0	26.932367	37.932803	4.0	0.035267	1.0090219999999999	4.0	68.764004	3.437469	1.0	86.268454
