HNF4A	HNF1A	PPARG	SREBP1	K_DEG
61.6209430193025	12.2957308770458	1853.80306438919	102.992644567515	0.00100180808486
61.6209430193832	12.2957308770458	1853.79306438919	102.992644547041	0.001001813488958
61.620943019488	12.2957308770458	1853.78006438919	102.992644520423	0.001001820514373
61.6209430196243	12.2957308770458	1853.7631643892	102.99264448582	0.001001829647559
61.6209430198014	12.2957308770458	1853.7411943892	102.992644440834	0.001001841520951
61.6209430200318	12.2957308770458	1853.7126333892	102.99264438235	0.00100185695678
61.6209430203312	12.2957308770458	1853.6755040892	102.992644306316	0.001001877024069
61.6209430207205	12.2957308770458	1853.6272359992	102.992644207466	0.001001903112747
61.6209430212267	12.2957308770458	1853.5644874822	102.992644078948	0.00100193703006
61.6209430218848	12.2957308770459	1853.4829144101	102.992643911857	0.001001981126
61.6209430226916	12.2957308770459	1853.3829144101	102.99264370699	0.001002035188277
61.6209430234986	12.2957308770459	1853.2829144101	102.992643502089	0.001002089256388
61.6209430243057	12.2957308770459	1853.1829144101	102.992643297156	0.001002143330334
61.6209430251129	12.295730877046	1853.0829144101	102.99264309219	0.001002197410116
61.6209430259203	12.295730877046	1852.9829144101	102.99264288719	0.001002251495735
61.6209430267278	12.295730877046	1852.8829144101	102.992642682157	0.001002305587192
61.6209430275354	12.295730877046	1852.7829144101	102.992642477091	0.001002359684488
61.6209430283431	12.2957308770461	1852.6829144101	102.992642271991	0.001002413787624
61.620943029151	12.2957308770461	1852.5829144101	102.992642066859	0.001002467896601
61.620943029959	12.2957308770461	1852.4829144101	102.992641861693	0.00100252201142
61.6209430307672	12.2957308770461	1852.3829144101	102.992641656494	0.001002576132081
61.6209430315755	12.2957308770462	1852.2829144101	102.992641451262	0.001002630258586
61.6209430323839	12.2957308770462	1852.1829144101	102.992641245997	0.001002684390936
61.6209430331924	12.2957308770462	1852.0829144101	102.992641040698	0.001002738529131
61.6209430340011	12.2957308770462	1851.9829144101	102.992640835366	0.001002792673173
61.6209430348099	12.2957308770463	1851.8829144101	102.992640630001	0.001002846823062
61.6209430356188	12.2957308770463	1851.7829144101	102.992640424602	0.001002900978799
61.6209430364279	12.2957308770463	1851.6829144101	102.99264021917	0.001002955140386
61.6209430372371	12.2957308770463	1851.5829144101	102.992640013705	0.001003009307823
61.6209430380464	12.2957308770464	1851.4829144101	102.992639808207	0.001003063481112
61.6209430388559	12.2957308770464	1851.3829144101	102.992639602675	0.001003117660252
61.6209430396655	12.2957308770464	1851.2829144101	102.99263939711	0.001003171845246
61.6209430404752	12.2957308770464	1851.1829144101	102.992639191512	0.001003226036094
61.620943041285	12.2957308770465	1851.0829144101	102.992638985881	0.001003280232797
61.620943042095	12.2957308770465	1850.9829144101	102.992638780216	0.001003334435356
61.6209430429051	12.2957308770465	1850.8829144101	102.992638574517	0.001003388643772
61.6209430437154	12.2957308770465	1850.7829144101	102.992638368786	0.001003442858046
61.6209430445258	12.2957308770466	1850.6829144101	102.992638163021	0.001003497078178
61.6209430453363	12.2957308770466	1850.5829144101	102.992637957223	0.001003551304171
