HH	HH	HH	HH	0.0	0	2457
HH	HH	HH	HL	0.00081	2	2457
HH	HH	HH	LH	0.00122	3	2457
HH	HH	HH	LL	0.0	0	2457
HH	HH	HL	HL	0.00814	20	2457
HH	HH	HL	LH	0.02483	61	2457
HH	HH	HL	LL	0.00244	6	2457
HH	HH	LH	LH	0.00814	20	2457
HH	HH	LH	LL	0.00081	2	2457
HH	HH	LL	LL	0.0	0	2457
HH	HL	HL	HL	0.00529	13	2457
HH	HL	HL	LH	0.03134	77	2457
HH	HL	HL	LL	0.01058	26	2457
HH	HL	LH	LH	0.05413	133	2457
HH	HL	LH	LL	0.19129	470	2457
HH	HL	LL	LL	0.00122	3	2457
HH	LH	LH	LH	0.00244	6	2457
HH	LH	LH	LL	0.00773	19	2457
HH	LH	LL	LL	0.0057	14	2457
HH	LL	LL	LL	0.0	0	2457
HL	HL	HL	HL	0.00122	3	2457
HL	HL	HL	LH	0.0057	14	2457
HL	HL	HL	LL	0.00122	3	2457
HL	HL	LH	LH	0.00895	22	2457
HL	HL	LH	LL	0.11193	275	2457
HL	HL	LL	LL	0.00814	20	2457
HL	LH	LH	LH	0.02157	53	2457
HL	LH	LH	LL	0.22263	547	2457
HL	LH	LL	LL	0.22385	550	2457
HL	LL	LL	LL	0.00122	3	2457
LH	LH	LH	LH	0.00122	3	2457
LH	LH	LH	LL	0.00855	21	2457
LH	LH	LL	LL	0.02116	52	2457
LH	LL	LL	LL	0.00611	15	2457
LL	LL	LL	LL	0.00041	1	2457
