uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
9.0	3.0	22.091853	48.442221	24.450898000000002	20.394263	0.897366	0.46846000000000004	0.20709899999999998	0.714515	28.96738	2.0	16.826798999999998	4.089678	5.0	0.015392	15.596009	1.0	6.507817	0.92066	1.0	21.670868	62.676253	4.0	0.031145	0.566493	3.0	80.675523	4.775431	2.0	56.129864000000005	11.097145	3.0	49.341147
57.0	3.0	58.818801	96.018147	68.662913	42.48692	0.518035	0.719294	0.548125	0.9545370000000001	12.581384	5.0	42.996840999999996	8.567663	2.0	0.018545	6.344551999999999	2.0	38.419191	17.070375	4.0	28.21306	69.669798	6.0	0.182029	2.744775	6.0	73.29395799999999	1.412523	1.0	81.635222	19.905622	5.0	82.743032
74.0	3.0	73.229794	92.753934	94.040699	59.731597	0.878763	0.5831689999999999	0.6500239999999999	0.567249	29.424936	3.0	98.7675	12.808308	3.0	0.023144	2.8961419999999998	1.0	61.780679000000006	15.820997	4.0	38.257763	58.025515000000006	5.0	0.018211	1.317576	2.0	63.304047	5.283285	1.0	79.219822	24.655675	3.0	64.120231
92.0	3.0	31.655606	21.699841	85.156103	24.916776000000002	0.20856799999999998	0.301253	0.580687	0.963159	33.607076	3.0	34.391494	13.719632	1.0	0.020865	11.38079	3.0	24.818437	22.764368	2.0	17.513005	13.498301000000001	1.0	0.017636000000000002	5.262691	4.0	4.057062	4.082184	2.0	79.557463	8.625850999999999	3.0	5.709914
158.0	3.0	25.728426000000002	27.124046000000003	24.110867000000002	53.709526000000004	0.11813399999999999	0.49732200000000004	0.580196	0.597025	15.19709	5.0	37.343063	17.026088	3.0	0.020624	8.328426	1.0	13.514451999999999	18.755604	4.0	19.735761	31.120641	6.0	0.012647	4.244073	2.0	45.535947	3.280072	1.0	92.723063	16.359406	1.0	60.2245
179.0	3.0	18.888329000000002	67.575464	64.986538	17.770889999999998	0.7450180000000001	0.722747	0.9132379999999999	0.210025	72.876979	1.0	85.324956	17.353794	3.0	0.08251499999999999	3.6721589999999997	2.0	57.766742	0.915414	6.0	21.026818	46.109871000000005	1.0	0.017526	1.5758370000000002	4.0	84.982555	2.642663	4.0	58.133705000000006	15.371442000000002	6.0	17.77018
185.0	3.0	53.651187	33.584499	13.601415	50.111087	0.497292	0.256644	0.993859	0.70901	60.956315000000004	3.0	56.034076	17.072487	2.0	0.013763999999999998	2.326678	4.0	96.511515	22.458332000000002	6.0	66.235445	60.879112	2.0	0.44159	3.4889379999999997	5.0	54.601284	5.584534	1.0	35.665439	4.574443	3.0	65.479288
217.0	3.0	90.287318	31.482440000000004	76.439022	39.077162	0.8760479999999999	0.159651	0.334564	0.349425	65.565848	4.0	29.542295000000003	16.250258	2.0	0.037942000000000004	1.025395	4.0	96.94937900000001	2.345806	5.0	31.889160999999998	65.233672	3.0	0.028554000000000003	4.523429	2.0	65.058299	3.73927	5.0	27.269621	11.206696	6.0	75.18498000000001
219.0	3.0	54.990849	69.219138	92.825124	90.932847	0.757042	0.9982270000000001	0.851462	0.309618	24.159473000000002	6.0	89.580585	0.453301	4.0	0.964467	5.081576	3.0	87.48884699999999	9.12	4.0	26.063803	45.150293	4.0	0.013671	5.798539	2.0	83.843806	3.497932	4.0	5.163449	18.235823	1.0	77.743531
224.0	3.0	58.101094999999994	34.765240999999996	77.220711	83.292949	0.515478	0.603838	0.299838	0.307782	35.819536	4.0	72.45960500000001	2.1527580000000004	6.0	0.011314	0.367653	6.0	3.4414569999999998	14.930851	5.0	49.694606	42.408772	2.0	0.01005	3.428583	2.0	75.673053	1.149643	4.0	64.19051400000001	5.142155000000001	1.0	2.363337
288.0	3.0	34.535507	15.893474	21.751291000000002	66.47798	0.124921	0.277379	0.30040900000000004	0.621808	51.003834000000005	3.0	23.322881	13.313289000000001	6.0	0.02531	4.227093	4.0	48.522849	5.935223000000001	3.0	9.960106	57.969937	4.0	0.043577	1.288247	2.0	57.681518999999994	3.444307	6.0	13.019384	22.668623	6.0	71.9673
