uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
19.0	4.0	93.87164200000001	50.194753999999996	40.248395	94.372878	0.845385	0.41185900000000003	0.32826900000000003	0.493123	18.548173000000002	5.0	90.495361	22.849708	2.0	0.118352	13.640587	6.0	50.498629	25.143776000000003	4.0	73.019103	56.290567	4.0	0.011394	1.7619369999999999	6.0	32.069233000000004	3.192269	1.0	29.900129999999997	13.261351999999999	5.0	85.457637
225.0	4.0	89.239594	91.794935	4.940669000000001	75.38774000000001	0.731324	0.969159	0.145565	0.7336689999999999	50.429204999999996	5.0	86.684709	8.847464	1.0	0.048213	9.212405	3.0	38.161113	15.579882000000001	5.0	59.162352	69.50314499999999	3.0	0.10366900000000001	3.494182	1.0	84.57860500000001	0.6757029999999999	4.0	34.843605	1.800315	1.0	42.383645
246.0	4.0	50.434686	70.991222	67.605913	17.747591	0.871201	0.880871	0.9902350000000001	0.384898	15.632399	4.0	88.073352	18.994360999999998	4.0	0.029376999999999997	1.987298	6.0	66.290929	23.038369	3.0	83.352406	77.339201	4.0	0.01015	4.58361	5.0	76.195908	2.622207	5.0	58.146901	15.256276999999999	2.0	20.149789000000002
271.0	4.0	45.78004	24.233528	30.215059999999998	41.568201	0.48436599999999996	0.112045	0.749717	0.770982	70.468598	4.0	31.768602	18.694226999999998	1.0	0.01087	18.37054	5.0	87.680154	21.706696	6.0	68.703951	66.623832	1.0	0.087145	2.3773459999999997	2.0	46.163874	2.188372	3.0	80.18030300000001	3.27002	2.0	47.949222
297.0	4.0	75.967333	82.903761	61.082741000000006	12.369009	0.9823959999999999	0.638683	0.548326	0.969619	76.79641099999999	5.0	58.648341	16.297087	5.0	0.015819999999999997	5.15874	5.0	47.917695	7.942683000000001	5.0	33.262518	76.191542	2.0	0.032559	5.176655	4.0	78.795863	3.309758	4.0	71.775777	3.629485	6.0	80.47369
389.0	4.0	60.930879000000004	83.281089	65.081361	65.983823	0.259341	0.5175350000000001	0.349173	0.650556	47.835927000000005	6.0	67.24470699999999	0.39855799999999997	4.0	0.125906	6.099225	5.0	64.031871	14.042670999999999	6.0	95.21486	75.58483299999999	5.0	0.019496	2.570087	6.0	58.139493	4.205578	3.0	69.971296	12.437726	5.0	18.921663
639.0	4.0	29.776427	27.711717999999998	18.729004999999997	18.581854	0.22827600000000003	0.559277	0.898748	0.925832	29.134182	6.0	77.42052	12.688445	2.0	0.012678	7.2125770000000005	5.0	12.958861	12.916955	3.0	73.309225	54.609425	5.0	0.01643	0.740109	3.0	64.563636	1.689412	3.0	52.084171999999995	8.870884	2.0	56.462481999999994
728.0	4.0	72.80608199999999	53.14527	84.130943	29.261122999999998	0.6689390000000001	0.8519040000000001	0.970985	0.593659	38.398142	3.0	41.44619	16.145962	2.0	0.011881999999999998	11.696046	3.0	87.75572	18.734335	2.0	85.827488	55.45056700000001	2.0	0.036920999999999995	2.798668	5.0	74.307451	4.781156	4.0	81.632413	22.937751000000002	1.0	83.20900400000001
830.0	4.0	73.326267	91.216131	69.576036	87.935443	0.805963	0.7991510000000001	0.910065	0.942775	39.871672	4.0	51.581512	13.694033	1.0	0.012056	9.389838000000001	3.0	31.404653999999997	10.791578	6.0	50.21265	68.22223699999999	1.0	0.019659	1.749296	1.0	25.805987	0.940908	3.0	18.417453	4.995023000000001	3.0	10.338239
880.0	4.0	58.609170999999996	36.173899	66.150103	4.054266	0.942082	0.9881909999999999	0.7569739999999999	0.39925700000000003	30.372342	5.0	26.500524	3.765285	1.0	0.012054	15.26343	5.0	42.350482	1.093839	6.0	7.173685000000001	67.411136	1.0	0.018609999999999998	3.814426	5.0	71.376777	0.6588470000000001	3.0	53.930992	7.641017	4.0	12.627839
904.0	4.0	86.34235799999999	46.935839	51.901129	99.44109300000001	0.7075239999999999	0.48072	0.54135	0.28144	57.800203	2.0	19.664357	13.097044	3.0	0.015295	17.350335	4.0	43.81517	1.4313129999999998	6.0	50.819758	5.371565	1.0	0.01018	1.9675639999999999	2.0	36.837559999999996	4.5013440000000005	5.0	95.056101	13.796613	5.0	77.814423
946.0	4.0	42.86977	78.04315	29.859690000000004	50.839806	0.392728	0.8611340000000001	0.9495030000000001	0.90433	52.646228	5.0	28.422266999999998	19.811851	6.0	0.26306199999999996	14.064744000000001	6.0	51.135504	17.597259	4.0	59.841887	54.177014	1.0	0.010615000000000001	0.895609	2.0	75.356891	5.460235	2.0	35.872003	21.528864000000002	4.0	28.787002
1030.0	4.0	83.763357	52.892368999999995	79.737147	43.492626	0.757166	0.168781	0.49643699999999996	0.889157	76.90454799999999	4.0	76.11488299999999	8.090164	1.0	0.022854	10.100919000000001	4.0	61.981377	1.9773290000000001	1.0	50.62149	15.39906	1.0	0.860166	3.0622759999999998	2.0	40.095690999999995	4.109239	6.0	96.63280400000001	6.19514	1.0	60.931511
1058.0	4.0	69.934074	39.512919000000004	21.828916	27.530441999999997	0.817102	0.9164899999999999	0.808128	0.66415	32.744864	3.0	93.573561	16.740536	1.0	0.020079	4.776301	5.0	63.723852	0.913493	4.0	43.413895000000004	50.204479	5.0	0.104969	3.4319019999999996	5.0	45.789916	3.107802	3.0	6.517023	23.934656	1.0	38.120227
1086.0	4.0	97.296025	65.725509	47.586528	30.679415000000002	0.752027	0.847309	0.926085	0.656436	76.58358	3.0	65.75301999999999	19.3348	2.0	0.011314	6.4954019999999995	6.0	60.783469999999994	10.732016999999999	3.0	92.68719499999999	47.976639	6.0	0.012286	0.84603	2.0	55.308018000000004	1.265981	3.0	56.676725	20.022989000000003	3.0	91.90814
1125.0	4.0	96.013362	41.903052	67.84180400000001	93.397131	0.33484899999999995	0.6518189999999999	0.16453800000000002	0.527788	63.092397999999996	4.0	40.931145	4.943626	2.0	0.200689	14.398710999999999	6.0	69.154739	3.029432	3.0	46.914976	8.890842999999998	4.0	0.059741999999999996	3.4353860000000003	3.0	55.805539	3.2445049999999998	4.0	55.253890000000006	9.653592	2.0	64.612205
1234.0	4.0	1.0343209999999998	40.666716	4.390325	16.001223	0.790165	0.5617800000000001	0.127023	0.342395	10.940178	6.0	85.454481	8.372446	5.0	0.023232	0.790678	2.0	12.864433	0.374569	2.0	17.126901	33.173455	4.0	0.250625	2.226788	4.0	38.771752	3.01877	4.0	58.156833999999996	21.683422	5.0	98.455017
1306.0	4.0	53.0398	46.810787	92.60226999999999	35.656211	0.293695	0.25660900000000003	0.8592200000000001	0.8730889999999999	53.577317	2.0	89.081529	20.270166	4.0	0.015397	11.868902	5.0	52.508885	1.143826	1.0	28.048536	76.64169	4.0	0.147091	2.435726	4.0	62.73431	3.160362	1.0	23.168746	18.748371	1.0	75.678634
1416.0	4.0	55.105456999999994	44.584812	76.953808	51.277271999999996	0.596355	0.417113	0.185949	0.872592	8.798136999999999	3.0	35.032212	18.465471	1.0	0.020350999999999998	9.273522999999999	6.0	85.151885	7.130989	1.0	67.503249	32.465253000000004	5.0	0.038805	2.760856	2.0	46.589599	2.7879419999999997	2.0	48.571886	17.133699	1.0	77.452108
1422.0	4.0	73.39004	81.236641	31.342496999999998	79.03234599999999	0.658069	0.574979	0.872082	0.444075	10.693144	6.0	99.706764	4.735348	3.0	0.051003	7.017291999999999	6.0	88.56186	7.916244	3.0	17.973412	70.782214	1.0	0.025468	0.817871	4.0	24.105098	1.280416	2.0	84.683392	21.547648000000002	5.0	59.287227
