HH	HH	HH	0.01183	31	2621
HH	HH	HL	0.13926	365	2621
HH	HH	LH	0.00878	23	2621
HH	HH	LL	0.02709	71	2621
HH	HL	HL	0.08432	221	2621
HH	HL	LH	0.02594	68	2621
HH	HL	LL	0.06601	173	2621
HH	LH	LH	0.05189	136	2621
HH	LH	LL	0.39489	1035	2621
HH	LL	LL	0.00458	12	2621
HL	HL	HL	0.0061	16	2621
HL	HL	LH	0.00153	4	2621
HL	HL	LL	0.00572	15	2621
HL	LH	LH	0.00153	4	2621
HL	LH	LL	0.04197	110	2621
HL	LL	LL	0.00267	7	2621
LH	LH	LH	0.00229	6	2621
LH	LH	LL	0.09691	254	2621
LH	LL	LL	0.02633	69	2621
LL	LL	LL	0.00038	1	2621
