HH	HH	HH	0.04729	109	2305
HH	HH	HL	0.13145	303	2305
HH	HH	LH	0.04078	94	2305
HH	HH	LL	0.0269	62	2305
HH	HL	HL	0.07028	162	2305
HH	HL	LH	0.10846	250	2305
HH	HL	LL	0.14577	336	2305
HH	LH	LH	0.02777	64	2305
HH	LH	LL	0.05119	118	2305
HH	LL	LL	0.00477	11	2305
HL	HL	HL	0.00043	1	2305
HL	HL	LH	0.01909	44	2305
HL	HL	LL	0.00998	23	2305
HL	LH	LH	0.00824	19	2305
HL	LH	LL	0.20564	474	2305
HL	LL	LL	0.02516	58	2305
LH	LH	LH	0.00477	11	2305
LH	LH	LL	0.02256	52	2305
LH	LL	LL	0.04555	105	2305
LL	LL	LL	0.0039	9	2305
