uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
49.0	2.0	99.55714499999999	90.32656	96.674327	60.514644999999994	0.6734859999999999	0.536984	0.42129799999999995	0.165035	3.22897	3.0	43.511936999999996	28.381073999999998	4.0	0.02529	3.864775	3.0	32.891303	4.547546	2.0	34.969074	0.376033	2.0	75.72374599999999	55.680465000000005	3.0	56.564427	23.688887	5.0	0.029412999999999998	0.564951	6.0	86.87611600000001
50.0	2.0	58.631888000000004	97.21213399999999	56.996952	85.983875	0.405276	0.507379	0.352759	0.30893400000000004	13.031949000000001	4.0	93.504062	35.762462	6.0	0.011339	5.805978	2.0	8.318567	1.5431549999999998	5.0	3.754221	21.993889000000003	1.0	28.458165	50.412686	4.0	74.06536899999999	9.195346	2.0	0.013080000000000001	17.153648	3.0	89.05838299999999
80.0	2.0	30.482876	87.862139	18.84222	80.026537	0.40544	0.7939149999999999	0.917479	0.136751	16.842757000000002	5.0	22.282919	65.140693	1.0	0.013846	5.086463	4.0	4.599207	2.991577	1.0	22.744118	2.858679	1.0	59.030136	31.069041	1.0	42.416158	9.640744999999999	5.0	0.023107	13.562622	5.0	87.470091
176.0	2.0	84.746555	87.82491	55.772682999999994	83.641486	0.139993	0.880222	0.160023	0.176515	8.376191	5.0	1.6050520000000001	20.695904000000002	5.0	0.043834	3.071841	2.0	92.660137	1.793769	1.0	13.298326000000001	3.9547790000000003	3.0	75.613519	24.672857	5.0	73.60059100000001	20.218702	5.0	0.44825	18.177247	5.0	56.695809999999994
229.0	2.0	24.644019	86.24884200000001	93.671263	48.199357	0.871074	0.9977520000000001	0.91884	0.141276	15.024341	3.0	70.506254	61.641771999999996	6.0	0.027543	0.266415	3.0	22.552522	0.766115	3.0	19.519036	0.30833499999999997	1.0	46.070762	57.489982	1.0	67.381314	13.557588	4.0	0.017174000000000002	6.875897	4.0	83.886
417.0	2.0	22.607125	9.624119	71.24505500000001	48.377731	0.776827	0.223004	0.636912	0.23273600000000003	19.221597	1.0	50.771882	29.514862	3.0	0.065649	2.617931	1.0	63.362155	1.58263	5.0	3.477319	2.7717669999999996	1.0	11.314822999999999	62.236864000000004	6.0	48.417718	14.743231	6.0	0.037353	16.028861	6.0	90.826364
473.0	2.0	84.918607	93.042546	42.015071999999996	44.868043	0.783988	0.386847	0.350787	0.8849379999999999	7.544776	4.0	4.4715620000000005	46.037766	6.0	0.012818000000000001	4.7004529999999995	4.0	43.877067	1.325903	6.0	15.838495000000002	9.7187	1.0	29.012915000000003	67.31116800000001	3.0	27.536406	23.460846	3.0	0.033721	5.943425	5.0	74.966486
482.0	2.0	38.916852	58.329303	40.917293	83.006336	0.302475	0.12248699999999998	0.132802	0.276344	16.367977	2.0	10.561722999999999	3.215904	1.0	0.017164	3.158848	2.0	69.818651	6.187397	1.0	55.508623	1.410099	6.0	11.99284	23.497901000000002	2.0	71.531307	11.241588	3.0	0.034238	10.578951	3.0	42.83817
596.0	2.0	15.035554000000001	47.761379	37.400428000000005	74.55890600000001	0.328781	0.395449	0.261391	0.527039	20.294674	4.0	43.056059999999995	12.641514	2.0	0.014103000000000001	2.522166	2.0	75.872325	1.718961	5.0	21.584985999999997	0.309557	4.0	38.862231	7.824619	3.0	15.992013	22.507655	6.0	0.017279	9.556394000000001	5.0	52.477126
638.0	2.0	74.49695200000001	86.596115	79.720798	89.105541	0.285166	0.43189799999999995	0.365135	0.429277	3.8610510000000002	2.0	15.065239000000002	50.167139	5.0	0.027148000000000002	4.849716	6.0	53.144204	1.6183239999999999	1.0	24.028369	8.049555999999999	1.0	59.398844	72.694089	5.0	50.811062	3.245831	1.0	0.010222	9.808968	1.0	91.673958
740.0	2.0	7.403405	87.259261	34.114273	27.167461	0.665637	0.219462	0.928844	0.908309	9.951556	3.0	97.96781899999999	72.401995	4.0	0.118086	3.571852	3.0	70.33274200000001	1.37763	4.0	38.034653000000006	1.6697110000000002	4.0	17.041763	71.573284	1.0	34.288092999999996	19.664974	4.0	0.012255	0.479512	4.0	35.770756
867.0	2.0	65.509656	57.03880600000001	44.758462	78.193995	0.844152	0.534474	0.540118	0.26686	12.712339	4.0	39.418977000000005	34.346176	4.0	0.010891	1.564129	3.0	99.227649	2.493949	2.0	11.784218	2.728749	1.0	66.884615	67.871764	2.0	5.441274	5.474432	2.0	0.042460000000000005	12.992258999999999	6.0	49.205935
1096.0	2.0	29.455198	79.096278	91.45999	45.433116	0.46965500000000004	0.34989899999999996	0.700887	0.367402	9.275757	1.0	79.77915	45.35243	6.0	0.010659	0.6104649999999999	5.0	48.744339000000004	5.0336739999999995	5.0	2.1772549999999997	18.767969	1.0	22.329007	27.993534000000004	2.0	32.662502	21.916514000000003	1.0	0.013878	10.175597999999999	5.0	31.214696999999997
1136.0	2.0	85.711472	26.158296	60.609218999999996	37.78819	0.696285	0.102003	0.430217	0.842282	7.515939	4.0	68.76201400000001	17.18519	1.0	0.011633	1.8872970000000002	3.0	96.377496	0.35815	6.0	24.84449	4.754176999999999	1.0	67.154905	43.698347999999996	2.0	72.755044	14.861707999999998	4.0	0.010515	11.78864	4.0	60.97551
1170.0	2.0	92.062813	86.969087	41.909684999999996	55.095397999999996	0.266365	0.325346	0.300018	0.644951	15.441842999999999	4.0	94.37208000000001	5.022782	4.0	0.014181000000000001	0.985032	1.0	13.811025	3.745043	4.0	2.772653	0.7101689999999999	2.0	83.13686700000001	71.034039	3.0	93.91268199999999	14.191132999999999	2.0	0.117203	5.84994	5.0	56.041849
1403.0	2.0	61.452549	67.987813	23.458714	53.628166	0.609769	0.6766220000000001	0.926449	0.326235	23.344134	4.0	45.942516	65.60896600000001	3.0	0.01179	2.618187	1.0	25.128366	1.51399	4.0	15.098170000000001	0.283015	4.0	37.354617	36.243671	5.0	81.71387800000001	11.091315	6.0	0.034227999999999995	18.719204	4.0	51.143547999999996
1585.0	2.0	41.368627000000004	75.12926	68.633585	83.212128	0.18617999999999998	0.317608	0.39010300000000003	0.753012	6.507712000000001	3.0	1.355693	65.31495100000001	6.0	0.037706	0.43701599999999996	6.0	84.220403	2.8784349999999996	6.0	56.677640000000004	8.43582	2.0	91.549685	33.205974	4.0	62.097243000000006	18.344564000000002	2.0	0.342197	13.876562	3.0	38.065104
1649.0	2.0	91.146372	51.366465999999996	68.034488	46.620575	0.6060989999999999	0.281273	0.513224	0.748506	5.231498	3.0	3.6188010000000004	70.28739	5.0	0.032158	2.198296	5.0	45.032	2.038	2.0	36.923009	11.62181	1.0	21.724028	29.4628	6.0	5.988386	19.802717	1.0	0.012752	3.859393	5.0	14.624441000000001
1866.0	2.0	50.428021	87.064554	78.032535	90.568566	0.830636	0.15742799999999998	0.408632	0.915063	16.548885000000002	5.0	31.830240000000003	45.998882	1.0	0.011766	1.7156099999999999	3.0	5.009991	1.696059	4.0	22.311869	0.353311	5.0	34.220144	11.921687	5.0	37.682598999999996	3.519689	6.0	0.062086	6.495706	4.0	44.975165000000004
1883.0	2.0	60.109999	91.963976	53.599790000000006	82.626362	0.8991959999999999	0.689596	0.458153	0.24060900000000002	8.877794999999999	3.0	93.20003	21.836956	3.0	0.025477	1.18502	5.0	36.812062	0.278405	6.0	18.370985	0.523311	1.0	80.611177	6.9884830000000004	4.0	83.960988	8.701806	4.0	0.011696999999999999	2.388355	4.0	51.979620000000004
1940.0	2.0	51.037698999999996	99.784983	31.417439	99.340225	0.997826	0.234474	0.730879	0.8971049999999999	2.034812	2.0	55.537868	36.811386999999996	4.0	0.0253	4.130224	2.0	91.750035	2.150897	2.0	55.590479	1.507707	2.0	88.654708	25.48797	6.0	30.629949	8.821963	6.0	0.032405	8.201126	5.0	70.121987
1945.0	2.0	24.427331	52.188827	29.074507	5.273453	0.35843200000000003	0.9877239999999999	0.985778	0.146603	22.980002	4.0	24.600541	14.242257999999998	3.0	0.010656	1.46136	4.0	21.889029	1.613283	4.0	2.346127	12.748878	1.0	97.884847	19.555338	2.0	86.633454	18.821385999999997	4.0	0.011073999999999999	5.110384	1.0	76.722663
2113.0	2.0	21.535942000000002	31.273528000000002	48.812992	96.347629	0.144513	0.131386	0.608125	0.458239	13.534951999999999	6.0	79.01052	44.234099	1.0	0.017002	2.147868	1.0	29.576382000000002	4.8240940000000005	4.0	28.476266	1.682461	1.0	13.788726	65.293254	5.0	11.818009	21.797453	5.0	0.015762	11.945078	5.0	82.86568199999999
2209.0	2.0	33.613347999999995	77.99955899999999	35.157724	62.259257999999996	0.19885899999999998	0.308111	0.361034	0.9073610000000001	17.146212	4.0	85.51906600000001	25.367398	2.0	0.010435999999999999	1.363277	4.0	57.504102	6.1257660000000005	2.0	20.107471	10.586914	1.0	16.939557999999998	20.555782	1.0	55.398155	20.781392	1.0	0.015658000000000002	11.025198	1.0	54.602754000000004
2253.0	2.0	67.12834000000001	85.142955	16.24018	97.948212	0.94845	0.28108	0.953678	0.797231	11.125553	2.0	22.470016	19.399406	5.0	0.015198	0.169652	5.0	27.508814	6.1093470000000005	1.0	8.432765	17.926191	1.0	87.89343000000001	63.60068199999999	5.0	58.339427	21.928438	3.0	0.010801	6.383271	4.0	84.76255400000001
2423.0	2.0	31.844108000000002	96.82348	53.710126	54.057051	0.100645	0.28183600000000003	0.277935	0.749938	15.907473999999999	1.0	39.854213	49.876856	4.0	0.01753	2.38765	3.0	81.327212	0.091792	3.0	59.074327000000004	4.3479019999999995	2.0	51.546168	46.208999	5.0	9.390146000000001	16.668385	6.0	0.17843399999999998	9.942013000000001	2.0	43.157792
2551.0	2.0	21.876371	78.5464	85.303073	93.942698	0.11218199999999999	0.39068600000000003	0.835656	0.47638800000000003	18.031924	3.0	9.289831	54.941106999999995	5.0	0.022141	2.7347349999999997	4.0	23.095454999999998	2.188239	2.0	9.652673	2.98807	1.0	84.01523	11.899123	6.0	15.730077	8.537917	3.0	0.023641	7.160355	3.0	79.244759
2682.0	2.0	85.848855	90.810851	37.800407	31.784399	0.602897	0.461286	0.9807870000000001	0.820535	17.854779	6.0	56.356614	19.150766	4.0	0.016749	3.77316	2.0	46.040313	5.6081129999999995	4.0	12.980391000000001	6.281072	1.0	90.032832	10.091685	6.0	41.016315000000006	20.163726	2.0	0.022734	4.9955099999999995	1.0	68.76998
2719.0	2.0	70.921481	84.3503	8.813121	91.803321	0.342404	0.13988499999999998	0.615406	0.385336	11.930266	3.0	62.680206000000005	15.089732000000001	5.0	0.020763	4.566947	1.0	84.144888	0.867165	4.0	11.597485	10.968739999999999	5.0	13.454702	6.135732	1.0	70.28505200000001	14.237465	1.0	0.117334	11.617942999999999	2.0	75.419789
2749.0	2.0	81.129511	70.218773	65.04141800000001	9.210397	0.883691	0.39417800000000003	0.655153	0.825677	8.192055	5.0	34.459942	24.929743	3.0	0.011559999999999999	0.392374	1.0	38.779484000000004	2.230659	1.0	76.99651899999999	10.622158	3.0	45.402781	4.811857	4.0	57.478032999999996	6.483507	1.0	0.13109	2.694817	2.0	64.85040699999999
2784.0	2.0	68.217473	82.33619200000001	37.540391	38.703055	0.122919	0.861926	0.9234020000000001	0.337213	0.401943	2.0	82.353161	26.759571	5.0	0.019204	3.1322389999999998	4.0	66.610536	0.7137439999999999	1.0	20.29041	22.661747000000002	4.0	3.941718	42.575342	2.0	76.968111	8.027772	3.0	0.01037	2.211465	3.0	83.380835
2868.0	2.0	78.794119	10.846996	68.52816899999999	50.546733	0.961723	0.306553	0.33386	0.231744	20.901716	6.0	11.077461	48.036201	5.0	0.017061	2.878545	3.0	35.236419	1.213918	3.0	2.045433	1.9105189999999999	3.0	2.86311	17.469732999999998	5.0	47.087779	9.220914	5.0	0.02539	9.88304	5.0	81.60179000000001
2919.0	2.0	97.48896500000001	92.572422	96.312841	17.430544	0.137374	0.61123	0.712268	0.481627	11.57687	1.0	22.735733	49.427109	6.0	0.016344	4.508365	6.0	53.051464	0.984405	1.0	89.324079	12.45711	6.0	21.304485	29.769753	4.0	19.362151	9.799807000000001	4.0	0.14219	5.849778	5.0	38.246046
2988.0	2.0	12.119531	38.122945	22.999241	34.142905	0.9530870000000001	0.11798399999999999	0.285104	0.9019280000000001	18.127378	5.0	38.039574	65.90325899999999	1.0	0.012999	5.588323	4.0	87.70407	3.003132	6.0	24.492060000000002	0.655161	2.0	92.43589300000001	2.8006189999999997	1.0	5.641116	17.506912	3.0	0.050377	7.876391	2.0	8.728674
3021.0	2.0	72.940892	83.8747	99.026892	16.142536	0.927428	0.10607	0.57586	0.234377	2.795482	5.0	72.0502	58.185377	5.0	0.044382	3.1324110000000003	6.0	65.354342	4.2231879999999995	3.0	21.407962	3.922597	1.0	46.98254	15.766142000000002	2.0	38.062841999999996	19.61035	1.0	0.031841	8.326071	4.0	85.392224
3233.0	2.0	71.237308	59.973946	48.793628000000005	81.202753	0.204111	0.355964	0.308103	0.6940270000000001	1.8664040000000002	1.0	24.139254	25.911338	3.0	0.019303	4.680701	2.0	72.071585	0.505054	6.0	6.467356	3.7713650000000003	1.0	14.611004999999999	43.439182	2.0	76.304006	13.473277	1.0	0.011117	17.06975	1.0	58.029644
3258.0	2.0	67.779375	59.9701	73.54125400000001	73.234319	0.130954	0.120972	0.761608	0.959767	9.871938	4.0	5.24531	64.40538199999999	4.0	0.046668	5.891336	5.0	82.16647900000001	3.662805	6.0	31.419960999999997	14.927357999999998	1.0	11.007651	68.089189	5.0	26.317484000000004	13.330653	5.0	0.017999	6.706549000000001	4.0	55.659656999999996
3551.0	2.0	94.712165	35.767111	89.96421600000001	33.676489000000004	0.981915	0.871782	0.6377729999999999	0.9551649999999999	6.771339	3.0	39.571453999999996	18.280238	6.0	0.013725	1.110795	6.0	94.053071	5.575255	6.0	2.1966650000000003	0.645999	4.0	53.429095999999994	27.606681	3.0	14.722629000000001	18.945864999999998	6.0	0.022207	13.833085	3.0	24.799289
3619.0	2.0	32.069203	58.307995999999996	43.167821999999994	8.900277	0.341671	0.5858800000000001	0.126126	0.990094	19.199931	5.0	21.255973	1.8084509999999998	1.0	0.011609	4.895579	6.0	8.258587	1.753207	3.0	17.094220999999997	1.478018	3.0	12.546251	65.846775	5.0	14.648933	8.879925	4.0	0.014588999999999998	3.906888	6.0	41.880514
3725.0	2.0	39.034065999999996	11.316828	74.39636	85.81636	0.315612	0.265344	0.7861279999999999	0.850727	11.332326	4.0	9.943172	28.625183000000003	1.0	0.011398	3.692685	6.0	14.752357	0.10316199999999999	5.0	25.923817	1.5456	5.0	36.439910999999995	66.460991	4.0	23.877889	4.5057849999999995	6.0	0.275014	5.335191	1.0	66.403896
3766.0	2.0	96.729784	59.523993999999995	44.798069	93.946197	0.276443	0.220485	0.572332	0.872396	4.4725	5.0	3.166601	31.529888	5.0	0.013280000000000002	1.190426	5.0	39.892070000000004	2.516252	1.0	18.351274	17.143235999999998	1.0	90.774953	43.309737	1.0	28.8084	5.343138	1.0	0.013794999999999998	6.8145880000000005	5.0	75.81615
3846.0	2.0	90.427532	41.390688	30.064064000000002	90.333202	0.463293	0.15414	0.726312	0.894632	9.617328	3.0	81.749831	68.670188	2.0	0.020248	1.205044	1.0	20.080331	0.11641300000000002	4.0	59.048396	2.3101700000000003	1.0	56.099931000000005	34.684978	4.0	16.955223999999998	8.624194000000001	4.0	0.362267	9.123202000000001	6.0	62.8868
3866.0	2.0	19.114968	85.54377099999999	57.5109	32.728829	0.824991	0.682778	0.20961	0.42985500000000004	3.993229	3.0	19.63804	57.02705400000001	5.0	0.027708999999999998	2.124104	6.0	89.813513	5.144598	1.0	36.506042	0.664395	5.0	1.401769	60.532185	5.0	16.136711	22.163601	5.0	0.02166	9.452423	6.0	47.198125
4014.0	2.0	19.301377	88.20958900000001	20.067211	92.51093900000001	0.289321	0.11149200000000001	0.20134100000000002	0.218354	8.245889	6.0	59.038227	73.152363	5.0	0.023921	4.264454	4.0	82.414588	4.386492	1.0	4.39192	4.894205	5.0	21.441638	51.547146000000005	1.0	60.582848999999996	21.475458	1.0	0.025658999999999998	15.357130999999999	2.0	19.983816
4093.0	2.0	74.35379	63.99064	99.924031	37.679140000000004	0.454218	0.113569	0.826557	0.410732	21.883709	3.0	58.554648	15.331083	4.0	0.023099	3.979109	2.0	24.171355	0.764209	2.0	58.321825	0.654729	2.0	1.9172330000000002	48.887606	1.0	22.616201999999998	10.265657000000001	6.0	0.014287000000000001	6.186577	2.0	31.770497
4257.0	2.0	36.701488	98.65017900000001	37.594653	36.537344	0.704683	0.6320060000000001	0.8345819999999999	0.178546	2.508146	2.0	82.929177	60.939749	6.0	0.018271000000000003	1.839749	4.0	48.77305	1.132391	4.0	16.424685	2.021172	2.0	65.056934	25.062644	3.0	86.006527	22.755936	4.0	0.011340000000000001	15.148648999999999	6.0	69.460172
4315.0	2.0	62.070328	61.971693	63.556580000000004	17.263865	0.5330630000000001	0.295865	0.824406	0.844986	0.575346	1.0	35.163114	63.872188	3.0	0.013058000000000002	0.581751	3.0	47.616955	1.256921	5.0	1.126551	3.6891	1.0	99.06621899999999	14.465995999999999	5.0	21.857401	19.290083	5.0	0.200549	7.312207000000001	6.0	30.276365000000002
4438.0	2.0	83.293912	87.521748	40.393642	38.812038	0.632851	0.8362860000000001	0.6825319999999999	0.72054	16.658654000000002	6.0	11.0756	3.534475	2.0	0.017252	6.080913	6.0	64.275373	5.83593	5.0	6.376993	0.760976	5.0	27.390318	4.214629	5.0	54.015629000000004	12.968561	6.0	0.013203999999999999	9.262229	1.0	59.650057999999994
4533.0	2.0	73.42401600000001	68.531578	45.984214	45.310857	0.770139	0.217389	0.475946	0.6141949999999999	14.941635999999999	3.0	61.91676	41.12662	2.0	0.028555	5.175452	6.0	67.832722	1.971972	6.0	50.504292	1.359632	3.0	21.81622	56.335991	3.0	49.132317	20.07023	3.0	0.040713	4.573639	2.0	28.673310999999998
4747.0	2.0	62.288876	88.246957	41.447717	32.833604	0.851067	0.211992	0.208517	0.658276	6.986743	2.0	65.606482	70.023875	5.0	0.13404100000000002	0.881626	5.0	72.885899	3.33762	1.0	11.825061	8.669587	2.0	20.925514	64.707841	5.0	60.87769	11.432837	6.0	0.6570199999999999	9.429072	6.0	99.941681
4788.0	2.0	54.075131000000006	41.879094	33.02001	70.104919	0.248056	0.46833400000000003	0.163037	0.411261	15.76931	3.0	89.460359	66.756617	6.0	0.01708	4.0361080000000005	4.0	91.519534	2.218267	4.0	8.391938	2.1206709999999998	5.0	9.985355	70.121296	6.0	23.607055	10.456012	2.0	0.032753	10.871657	5.0	55.707508999999995
4859.0	2.0	48.944959000000004	96.288966	65.958996	43.725977	0.6397619999999999	0.137079	0.630832	0.539983	18.481645	3.0	18.163915	15.895866	1.0	0.012977	4.66453	5.0	57.591635	4.914505999999999	4.0	29.746927000000003	19.781760000000002	1.0	79.110209	33.959091	1.0	38.56917	23.262576	4.0	0.017075	10.600552	1.0	13.509364999999999
4994.0	2.0	84.45437	65.157624	74.602267	12.628208	0.858107	0.619001	0.28221	0.122103	6.6048350000000005	1.0	41.675585999999996	19.766344	6.0	0.014704	0.624695	1.0	89.42238499999999	4.711201	6.0	4.615978	9.124553	1.0	43.194278999999995	48.152074	3.0	29.936925	16.316654	2.0	0.013285	11.308821	2.0	41.249958
5010.0	2.0	70.005528	67.790338	22.252376	18.07187	0.151782	0.12603599999999998	0.24897399999999997	0.569162	20.431285	4.0	13.589507999999999	27.428708	4.0	0.018468000000000002	2.700711	1.0	41.488184999999994	0.649077	4.0	34.668396	0.6202409999999999	3.0	19.227116	16.938428	6.0	69.738776	22.702126	6.0	0.15667999999999999	3.625775	4.0	26.104988
