HH	HH	HH	0.02902	79	2722
HH	HH	HL	0.03674	100	2722
HH	HH	LH	0.02278	62	2722
HH	HH	LL	0.11903	324	2722
HH	HL	HL	0.02792	76	2722
HH	HL	LH	0.01176	32	2722
HH	HL	LL	0.15834	431	2722
HH	LH	LH	0.0338	92	2722
HH	LH	LL	0.11536	314	2722
HH	LL	LL	0.0709	193	2722
HL	HL	HL	0.00478	13	2722
HL	HL	LH	0.00147	4	2722
HL	HL	LL	0.0529	144	2722
HL	LH	LH	0.00184	5	2722
HL	LH	LL	0.07752	211	2722
HL	LL	LL	0.14695	400	2722
LH	LH	LH	0.00918	25	2722
LH	LH	LL	0.03196	87	2722
LH	LL	LL	0.03453	94	2722
LL	LL	LL	0.01323	36	2722
