5	4	-4.632399	-2.593067	-11.086709	-0.603236	6.662049	3.770946	-7.204686	-0.603236	-7.420806	-2.593158	-4.557793	5.446064	3.872765	3.765636	-0.675306	5.446063
19	4	6.261360	5.569529	0.883330	0.697649	-3.703842	-6.983428	-5.026256	0.804034	-8.913730	-6.984359	-3.844333	7.083428	6.262077	5.569529	7.195445	-4.454778
25	4	-5.632825	-2.328723	-10.138805	0.120172	-7.786941	-2.328733	-8.459988	5.388390	6.151967	6.164454	1.619662	-0.133989	4.969537	6.159420	3.266532	3.893287
31	4	3.870914	0.818626	-9.001168	0.685554	-4.419396	-0.799438	-9.006809	0.685554	7.155695	6.571085	-2.735576	0.513697	-9.597484	-0.799447	-3.110391	6.730410
34	4	-7.954019	-6.498923	1.516009	5.878539	6.496212	5.834720	0.652589	0.234034	6.495808	5.834720	1.523645	-1.114192	6.493313	5.834720	4.700008	2.277367
41	4	-8.698690	-3.885398	-3.489348	7.250561	6.394259	5.974046	0.883158	0.002269	6.391805	5.974049	0.212817	0.991314	2.930026	0.517510	1.444532	2.120398
45	4	-4.951951	-6.357070	-6.375732	3.793282	-1.989812	-6.355728	-11.501505	-2.017853	4.568723	-0.466492	-11.359272	-2.017853	5.743468	5.235536	-1.742541	3.284408
48	4	6.662781	7.097258	-3.121856	-0.247501	2.855126	6.516952	-0.132814	5.690689	-2.710370	-0.013870	-5.836367	5.695602	-2.221342	2.932258	-1.890303	5.695564
50	4	-3.915248	-4.531118	-11.202639	0.969729	-9.438786	-4.531118	-5.747950	6.843466	8.668756	6.623020	-4.972717	0.969646	4.086110	6.601403	6.966549	4.966992
52	4	-4.997033	-3.701135	-4.284063	-0.594414	3.872879	7.169910	-2.314383	-0.594415	-10.711957	-3.703498	-2.013421	4.661284	4.407455	7.282569	4.218830	-4.875826
57	4	7.047981	4.822538	1.378875	-0.820058	-3.896848	-5.266564	-9.035474	-0.269811	-6.728442	-5.266568	-3.676648	4.911968	7.044319	4.822538	-3.476589	-0.294391
92	4	5.800108	7.303914	3.190340	-2.312981	-7.705370	-5.249715	-3.861034	6.361398	5.831074	7.303914	1.361275	-2.915875	5.787769	7.303914	3.676904	-1.761300
97	4	6.152346	5.882996	-8.637780	0.405432	-10.608760	-5.261621	-8.924280	6.182516	3.496898	0.380338	-13.716964	0.405432	-4.828294	-5.261621	-13.809371	0.405432
99	4	-9.467166	-5.279988	-5.458725	7.925135	6.623871	4.922531	2.180202	1.294115	6.598104	4.922531	2.170386	1.689788	6.066768	4.922531	3.375941	3.425930
102	4	6.307188	0.706582	-5.058951	1.352797	-8.735589	-4.141360	-3.506440	6.016454	6.762890	6.995559	-2.287774	1.352797	6.775377	6.995559	2.088166	0.902858
108	4	7.316904	7.651448	2.876072	1.903684	7.360526	7.651225	2.656309	0.285939	4.515795	1.192771	-2.579552	5.648253	7.348098	7.651257	2.800147	0.728614
156	4	9.408946	5.908439	1.099812	1.272645	-5.237137	-5.630812	-2.543929	7.201304	9.410401	5.908439	0.472239	1.946787	9.404851	5.908439	2.929479	2.702506
173	4	6.848619	6.531211	-5.643255	-1.404984	3.926270	-0.004277	-11.303043	-1.388167	-5.431837	-5.417019	-11.320028	-1.388163	2.409710	-0.793672	-6.540224	4.186694
180	4	-6.663550	-3.700473	2.596021	2.932450	-6.814310	-3.700473	2.675772	3.471136	-6.221200	-3.700473	1.798581	3.447717	4.729658	6.542843	2.272566	1.737242
194	4	-9.748751	-4.564856	-2.988421	6.284133	7.066066	6.859426	-3.034760	0.071893	-4.374201	-4.564856	-9.146554	0.376098	7.066423	6.859426	2.748165	-3.546743
201	4	-7.762668	-4.302205	2.384394	6.224923	-5.448950	-4.300632	-1.503356	0.524502	8.602099	5.928843	3.175704	-0.802731	3.915106	5.829305	5.858863	4.126103
203	4	4.795641	1.240417	-4.847902	6.000680	4.838570	1.240502	1.637289	5.735440	6.017304	6.781714	3.626162	3.994764	5.609892	6.781676	-2.550224	5.999837
207	4	6.758294	5.282869	-3.884897	-0.653098	5.227674	0.921975	-8.093235	-0.653095	-2.947190	-3.219674	-3.213717	5.158214	3.210324	0.476378	-2.262666	5.158127
208	4	7.120602	8.129777	2.700953	-0.385901	7.213501	8.129777	1.072629	0.177361	7.084112	8.129777	3.449722	0.560116	7.167038	8.129777	1.965019	-1.007855
210	4	6.158813	1.612530	2.810182	2.632783	-4.739630	-4.514352	-1.390418	5.003169	7.152782	6.959266	3.024761	2.199077	-1.818648	-4.500553	2.688084	2.845676
217	4	5.245819	-0.189683	-7.411505	1.219778	-6.491336	-6.686211	-7.411507	1.219778	-12.242887	-6.691140	3.013034	4.748628	5.715490	6.167249	-4.611995	1.183601
222	4	-7.081955	0.535460	-1.597620	6.328617	1.686601	7.382046	4.866153	3.492187	6.028084	7.122344	4.170595	-1.686366	6.366058	7.366288	3.361306	-1.948086
223	4	-6.466022	-1.596367	-8.093399	0.951543	-0.376850	7.738788	-5.216202	0.951543	5.694719	7.802741	-5.213040	0.951543	-12.617182	-1.596505	-1.719698	6.270042
226	4	6.774344	8.438720	5.424467	3.100873	-9.823542	-3.435140	-3.276503	7.317969	7.552247	8.438720	3.766572	0.254191	6.457362	8.438720	5.088035	4.214574
231	4	-5.468484	-4.540462	-5.181014	1.455427	1.904767	1.611421	-1.116707	1.444463	6.154217	7.853075	4.220369	-2.064982	-11.255618	-4.599288	-4.376772	6.950416
237	4	-3.298482	-6.731331	-5.385852	4.346810	-1.941437	-6.705909	-11.730170	-0.792339	7.296996	5.693872	-7.276509	-0.792339	5.971245	5.693428	-0.794869	4.345890
251	4	-8.642266	-5.856492	2.731364	6.248990	-8.642266	-5.856492	-3.480933	8.754574	3.361926	5.552354	7.993481	5.142613	3.690026	-0.718283	2.845021	1.985351
254	4	6.180192	8.935717	2.007784	1.321233	6.166397	8.935717	2.585047	1.567985	-9.948233	0.715653	-5.677864	5.333736	6.158774	8.935717	0.820972	1.947278
255	4	6.405892	7.292963	1.489924	-0.248810	-10.602482	-3.547093	-4.102722	6.338491	6.383656	7.292963	2.327021	-0.965224	6.361393	7.292963	2.735766	-0.177828
265	4	7.419914	9.065326	4.902040	-4.901808	-2.682930	-1.266606	5.635235	3.669523	-1.758007	-1.267202	4.713264	0.558539	-1.405251	-1.226465	3.548524	-2.463147
272	4	3.265781	6.457965	2.395858	-1.266710	-0.912197	6.447480	2.616441	-1.349908	-6.552910	-4.348393	-4.487699	2.065680	-5.815784	1.176621	-1.453776	2.065658
276	4	-8.812177	-5.641707	-5.519849	8.244758	7.616519	6.686209	3.155597	-2.267407	6.383868	6.672696	7.248557	3.456259	4.848061	6.605337	7.233080	4.425163
298	4	-6.283387	-0.183075	-3.707259	5.999061	6.150763	6.531483	-2.720005	0.382084	-3.811466	5.510884	7.340193	5.041568	4.229533	0.706239	-6.989227	0.641866
299	4	-4.134262	-3.905611	-5.778367	1.134110	-8.923854	-3.910802	-3.628786	7.054431	7.029933	6.394180	-5.338754	1.134110	-8.458892	-3.910796	1.750462	6.143592
313	4	6.000391	7.762609	-5.399987	-0.804008	-5.178729	-1.481661	-9.784536	-0.804008	6.000391	7.762609	0.442235	-0.816965	3.402127	1.449626	-9.369244	-0.804008
323	4	-6.739194	-2.410890	-4.192110	6.909898	-3.655772	3.086503	-3.872780	6.909898	6.103518	5.747605	2.351304	1.906805	6.325113	5.747586	2.158825	1.258824
325	4	7.181720	6.407527	-0.695032	0.343649	-4.235640	-3.797844	-4.304295	0.501037	-9.054171	-3.797844	3.423513	4.622539	-10.689859	-3.797844	-2.253087	6.232890
331	4	-5.864795	-9.705845	-4.071358	6.508178	3.996958	2.284522	2.254706	1.094109	3.993838	2.284536	2.377297	3.092235	3.995820	2.284502	2.701066	0.487042
332	4	7.460221	6.047900	2.011171	0.382445	-6.296544	-4.612986	-6.539275	6.079521	4.852262	5.827266	0.360737	5.838803	7.345163	5.974451	3.069290	-1.049616
341	4	6.433810	6.669094	4.819301	3.803414	-8.048908	-5.439340	-3.863331	6.774628	7.808813	6.669096	2.156028	0.723166	-7.200140	-5.439317	1.993606	5.706488
347	4	-5.212617	-2.419679	-7.267567	5.679288	5.496684	9.443224	-2.847570	0.597406	3.891249	9.441958	-0.886784	5.679283	-2.757480	-2.418736	-9.221664	0.597406
350	4	-2.355424	0.587795	2.128471	0.035842	7.012272	6.119633	2.996914	0.169063	7.012272	6.119633	2.201055	0.594022	7.012272	6.119633	1.699083	0.104421
355	4	-2.319283	-2.916802	-5.062008	-1.801787	-3.342811	-2.963673	1.483797	3.817040	7.126160	6.363164	0.508850	-2.180639	6.288809	6.359903	3.270932	2.883637
363	4	-5.291909	-3.750354	-6.360396	6.105704	7.101327	5.706973	3.025821	2.948828	7.154067	5.706973	2.218428	1.472438	7.084378	5.706973	2.877328	3.346469
364	4	5.628414	7.126914	2.896096	-0.519264	5.628388	7.126914	3.183686	0.663462	-8.286606	-4.178526	-3.371192	7.208696	5.626849	7.126914	2.860800	2.660262
367	4	-5.269670	-4.077971	3.215419	-2.448362	-5.684489	-4.077971	4.965279	3.204873	6.870233	6.991581	7.058284	-2.454583	6.455498	6.991581	8.802765	3.204825
370	4	-3.362520	0.468537	-11.859464	-1.231698	5.711982	2.068390	-11.371129	-1.231698	8.182380	7.697929	-5.264471	-1.231698	-7.365770	-2.569957	-7.283515	5.353067
375	4	-5.541284	3.098824	-4.584153	1.330456	-9.237910	3.098809	0.767466	5.435226	2.925269	8.709504	3.669559	3.437562	3.530449	8.829214	-2.480463	1.269552
379	4	7.959979	7.191792	-0.004742	-3.097409	7.494173	7.191601	4.943750	3.403668	7.960183	7.191799	-1.137374	3.433463	7.667262	7.191730	3.847693	3.890229
