uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
537.0	4.0	29.778167	46.476271000000004	73.857476	39.164378	0.25207199999999996	0.398188	0.643133	0.709659	71.853564	6.0	46.777107	43.583585	6.0	0.09539299999999999	18.056307999999998	3.0	37.122225	21.620869	6.0	73.452324	48.636542999999996	3.0	0.08588	13.698716000000001	3.0	97.379315
780.0	4.0	37.849486999999996	91.271152	97.25710500000001	75.64014399999999	0.572481	0.663556	0.480394	0.541593	39.57695	5.0	84.849527	24.116938	1.0	0.046637	11.822461	2.0	19.154941	70.646585	4.0	24.805460999999998	1.632033	1.0	0.15009	9.255471	4.0	98.223456
863.0	4.0	80.007855	48.842456	62.644254000000004	9.669209	0.488579	0.755258	0.5746140000000001	0.6356930000000001	76.358638	5.0	95.471278	27.255119	3.0	0.035559	7.512433000000001	5.0	53.8961	4.721303	4.0	96.875476	28.220836	1.0	0.14337	9.200797	3.0	94.12253299999999
992.0	4.0	98.887827	39.998875	43.427073	93.497263	0.802243	0.509736	0.615413	0.7496520000000001	47.924372	6.0	40.58271	10.340869999999999	6.0	0.234089	8.885112	4.0	29.056756	41.018988	4.0	84.692146	50.952109	4.0	0.110929	13.620667999999998	3.0	19.091502
1086.0	4.0	84.384174	56.885589	94.70164100000001	14.813925	0.22561799999999999	0.5108090000000001	0.909056	0.6022890000000001	73.28180400000001	6.0	98.22455699999999	42.946619	3.0	0.015553	10.918261	6.0	60.793997	40.272529999999996	2.0	81.504144	63.060653	1.0	0.050523	4.476343	3.0	25.330403
1280.0	4.0	47.645389	30.42482	84.444914	2.0066439999999997	0.841549	0.411879	0.307446	0.750748	32.741813	3.0	75.85463	72.768967	6.0	0.023526	5.289676	2.0	57.343716	1.21929	4.0	60.410472	38.827712	3.0	0.012215	18.09282	4.0	27.482435
1364.0	4.0	20.346156	54.163211	19.073766	13.554667000000002	0.94266	0.9492379999999999	0.376372	0.95547	49.384879	4.0	61.927882	36.036057	6.0	0.01993	5.983585	4.0	71.665491	5.124176	6.0	95.85181	65.083253	3.0	0.042312	16.556309	1.0	45.656548
2349.0	4.0	75.500929	71.061122	72.337273	65.873293	0.21804899999999997	0.834357	0.654908	0.307735	39.932619	5.0	48.070469	54.452940000000005	1.0	0.01025	18.320114	6.0	73.64919599999999	32.56312	5.0	37.379940000000005	66.098973	6.0	0.023819999999999997	8.062888000000001	5.0	55.351298
2358.0	4.0	59.861841000000005	53.777483	77.215177	11.278513	0.252805	0.48786599999999997	0.5803659999999999	0.271332	69.30977800000001	3.0	65.969888	48.338627	3.0	0.036282	10.925239	3.0	64.625006	5.158712	4.0	41.824164	63.275125	1.0	0.034168000000000004	9.861951	6.0	72.41287
2684.0	4.0	42.965314	51.83024	73.82504499999999	38.45704	0.931866	0.260766	0.8400290000000001	0.27682399999999996	50.767094	6.0	26.643913	10.328938	5.0	0.46383100000000005	15.915863	5.0	20.457469	70.61973499999999	6.0	85.501277	73.24745300000001	2.0	0.018456	8.066574000000001	2.0	24.892495
