uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
1.0	2.0	23.660420000000002	67.599864	51.521789	76.18860699999999	0.445139	0.362642	0.32519000000000003	0.672754	44.232986	3.0	39.917845	44.679377	2.0	0.062948	15.361322	2.0	81.067848	15.012019	3.0	21.760614999999998	25.659522	4.0	0.011376	12.899719000000001	1.0	44.579589
10.0	2.0	99.578952	49.417685999999996	59.223904000000005	51.490171000000004	0.458379	0.672389	0.357153	0.527343	57.853175	2.0	95.211813	21.438279	5.0	0.019002	11.898399000000001	5.0	69.425576	30.977038	2.0	37.177871	59.140262	6.0	0.010018	11.318709	6.0	10.067684
16.0	2.0	81.43896600000001	60.358413	29.359773999999998	69.747989	0.11894300000000001	0.390218	0.9655389999999999	0.18991	52.818851	4.0	27.484959999999997	61.9115	2.0	0.017015	17.067025	6.0	19.975951000000002	26.379646	2.0	63.688691000000006	15.545253	5.0	0.069425	0.352427	5.0	86.974713
27.0	2.0	13.153356	94.18839	82.604215	78.712923	0.954774	0.815355	0.9918370000000001	0.699762	51.673446000000006	4.0	23.527632999999998	39.475839	2.0	0.033173	4.910194000000001	1.0	48.984401	29.056627000000002	1.0	27.30605	59.343444999999996	1.0	0.01053	15.945761	5.0	60.70575
36.0	2.0	87.95064599999999	65.87583599999999	11.050696	85.79479	0.9678690000000001	0.724321	0.369463	0.758957	21.423732	2.0	42.43148	52.669812	1.0	0.11604400000000001	12.753414	5.0	60.446128	57.31339200000001	3.0	33.630373	9.254811	6.0	0.076265	9.56335	1.0	72.01601099999999
52.0	2.0	91.142824	79.435467	29.162667	92.685663	0.811955	0.344302	0.445576	0.5972649999999999	64.899017	6.0	36.908091999999996	15.038929999999999	4.0	0.125246	12.441436	3.0	75.786891	58.940999	4.0	12.727036	44.891014	3.0	0.011685	14.793215	5.0	6.979864
54.0	2.0	96.214619	14.444802	62.58675600000001	87.010284	0.348706	0.340091	0.828907	0.529334	3.519847	3.0	5.080007	65.845896	4.0	0.010636	14.382782999999998	1.0	82.58783299999999	50.582609000000005	4.0	50.807103999999995	70.153048	1.0	0.016093	16.219912	5.0	76.554311
56.0	2.0	98.261504	8.045728	71.762596	71.642563	0.24389299999999997	0.282317	0.6657270000000001	0.522005	58.024488	3.0	16.828922	36.957248	2.0	0.100204	18.131823999999998	6.0	59.97529300000001	51.3307	5.0	25.554485	72.300312	1.0	0.028068	8.808563000000001	5.0	67.173426
67.0	2.0	99.009819	38.216229999999996	86.477401	40.304285	0.409484	0.233632	0.318265	0.528306	59.196047	2.0	35.339054	19.038259	4.0	0.017759	5.799424	6.0	52.891868	11.930389	1.0	35.188999	28.986751	4.0	0.035108	14.632564000000002	3.0	65.183825
73.0	2.0	12.873944	22.880807	58.723760999999996	28.581187	0.441229	0.121476	0.84336	0.337073	27.615223999999998	1.0	54.074594999999995	56.749965	3.0	0.018042	5.650264	4.0	29.074170000000002	63.213236	2.0	1.812691	72.012798	5.0	0.012006999999999999	9.841762	6.0	37.808483
79.0	2.0	50.064885	82.831603	57.375315	38.904022	0.8866059999999999	0.426966	0.7610100000000001	0.44634399999999996	70.00762399999999	2.0	71.675977	57.928681000000005	6.0	0.036069	13.825111999999999	4.0	85.875343	68.30840699999999	5.0	8.646591	16.996738	6.0	0.034929	0.6089760000000001	5.0	80.124811
81.0	2.0	49.836904	86.483719	83.77676	23.792288	0.386463	0.415271	0.785272	0.7754449999999999	60.735296	3.0	48.93412	61.616822	1.0	0.014791	9.448241000000001	4.0	27.081791	67.65136700000001	1.0	19.669363	44.784069	2.0	0.013324	0.21270100000000003	1.0	77.654915
83.0	2.0	85.979907	73.867892	35.418724	13.765298999999999	0.999616	0.539773	0.43007700000000004	0.191834	61.287826	5.0	7.5039	18.675034	3.0	0.010614	14.988845999999999	3.0	61.611043	46.050742	3.0	28.060176000000002	52.356173999999996	3.0	0.041464999999999995	9.40535	4.0	94.286293
92.0	2.0	12.015296000000001	34.173698	94.938641	9.352622	0.444193	0.195226	0.72955	0.332769	35.117526	4.0	66.962398	13.436192000000002	5.0	0.016402	2.4518009999999997	3.0	28.814484000000004	72.340486	2.0	26.107349	17.861792	5.0	0.02417	13.311867999999999	1.0	87.712479
94.0	2.0	45.970602	14.103064000000002	57.40278299999999	19.059341	0.57676	0.369028	0.361255	0.300904	58.656926	2.0	44.870145	25.409273000000002	3.0	0.014466	1.36265	2.0	82.224395	50.246887	6.0	51.154792	12.484772	4.0	0.019615999999999998	5.548329	3.0	23.034323999999998
100.0	2.0	88.570047	67.097012	67.808064	86.120244	0.638558	0.345647	0.377681	0.953367	67.909499	6.0	24.242341	18.807232	3.0	0.221573	7.525038	5.0	75.4621	31.212562	3.0	92.88549499999999	65.57220699999999	6.0	0.034464	12.538375	2.0	98.003716
111.0	2.0	34.525967	34.257532	78.81191700000001	20.563215	0.214352	0.399339	0.485048	0.70585	33.452611	3.0	24.190766	2.6251580000000003	2.0	0.024901	7.800064	5.0	82.191773	43.474183000000004	6.0	22.157511	61.74201899999999	1.0	0.035011	6.632381	4.0	63.691607
122.0	2.0	24.3876	70.72990300000001	94.492891	46.875362	0.8896870000000001	0.155513	0.942371	0.676459	69.258339	3.0	22.587360999999998	49.779441999999996	3.0	0.014228999999999999	14.813026	6.0	88.978633	34.514165000000006	1.0	80.358547	37.71185	2.0	0.083429	16.920097	1.0	82.83159599999999
123.0	2.0	20.837509	31.43252	73.065217	82.158573	0.502067	0.8733620000000001	0.811131	0.347117	20.313797	1.0	55.755826	58.707915	5.0	0.046277	11.218413	3.0	57.34486	30.501707	2.0	77.162094	58.383936	2.0	0.012143000000000001	7.224247999999999	5.0	70.24284499999999
124.0	2.0	20.608229	56.182598999999996	52.913366	82.5661	0.365589	0.199275	0.990726	0.314131	73.029652	5.0	61.045584	72.49718299999999	2.0	0.014625	4.40453	6.0	22.00995	18.628822	6.0	93.253982	17.562062	3.0	0.014431	0.928861	5.0	5.371238
