uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
21.0	2.0	91.696014	22.081799	69.683814	46.432586	0.9631129999999999	0.850152	0.732984	0.70216	39.734863	4.0	21.256610000000002	8.649061	1.0	0.031218	17.143669	5.0	40.93898	33.240952	3.0	16.713051	45.28673	2.0	0.012386	12.630442	6.0	92.821246
26.0	2.0	22.05465	86.42735400000001	99.475183	74.375517	0.763826	0.547064	0.999275	0.534345	30.7483	3.0	12.638907000000001	1.036712	4.0	0.020437999999999998	14.458523000000001	4.0	82.555475	50.156721999999995	6.0	44.137082	64.65123	1.0	0.024426	12.615888	5.0	85.5149
58.0	2.0	11.044267999999999	13.000827000000001	19.413387	28.769434999999998	0.76278	0.81214	0.605434	0.10896900000000001	0.9539620000000001	4.0	11.887126	2.0946700000000003	4.0	0.010520999999999999	11.864798	4.0	78.619901	21.605265	3.0	13.379289000000002	66.470185	3.0	0.01185	18.560987	6.0	80.828088
62.0	2.0	66.097725	3.6738910000000002	34.523474	31.630296	0.144335	0.389891	0.378029	0.49518900000000005	74.30061500000001	3.0	35.655832000000004	72.47006800000001	1.0	0.178304	0.19622799999999999	4.0	70.708212	58.19322	1.0	73.98824499999999	12.512108	4.0	0.041649	14.118441	6.0	39.214459999999995
89.0	2.0	83.52232099999999	7.348165	28.182501000000002	21.764824	0.605543	0.580227	0.928908	0.243119	57.872041	6.0	53.42854499999999	31.560802000000002	4.0	0.05971	13.488408999999999	5.0	82.61668399999999	36.886396000000005	2.0	12.600010000000001	53.638611	6.0	0.012562	15.542026000000002	3.0	29.090372
113.0	2.0	46.475479	92.187567	25.017529	74.40894399999999	0.6600050000000001	0.716141	0.897634	0.349688	18.880214000000002	5.0	6.7717149999999995	2.445837	3.0	0.024625	10.062542	2.0	41.977443	48.6993	5.0	74.744804	70.766663	1.0	0.041181999999999996	13.48127	4.0	10.948614
145.0	2.0	82.907495	8.464895	62.6359	72.393331	0.333258	0.649938	0.661339	0.3908	24.536792000000002	2.0	29.016828000000004	52.976149	5.0	0.014238999999999998	11.643245	2.0	26.546190999999997	18.076142	3.0	67.854671	64.838595	6.0	0.015104	9.565038000000001	6.0	68.023996
150.0	2.0	25.946246	36.228823	44.134925	20.03361	0.8556389999999999	0.7867029999999999	0.259104	0.7666470000000001	46.307818	4.0	12.07024	7.251219	3.0	0.016577	18.013397	1.0	55.493973	14.601970000000001	6.0	76.639235	28.007896999999996	3.0	0.024641	16.897993	2.0	11.626684
168.0	2.0	50.515223999999996	30.146577	70.49361	63.220688	0.7731680000000001	0.9320129999999999	0.8383860000000001	0.8972540000000001	65.802544	6.0	82.281757	47.338463	1.0	0.014986000000000001	12.487467	5.0	97.732366	52.256066	6.0	16.616218	9.396507000000001	2.0	0.010875	16.889511	4.0	99.41466899999999
182.0	2.0	66.311628	13.110017000000001	12.928578	65.363843	0.336152	0.998726	0.597789	0.254296	70.22849000000001	6.0	17.981514	41.194615999999996	1.0	0.014425	2.492731	4.0	51.572296	26.013292	4.0	70.10800400000001	52.777975	3.0	0.017815	11.222686999999999	6.0	96.385937
191.0	2.0	7.188117	35.331438	37.150267	52.591706	0.36033699999999996	0.8135939999999999	0.46816499999999994	0.47975	60.816963	3.0	92.690375	34.740644	2.0	0.048462	3.138327	3.0	32.730331	53.947993999999994	6.0	79.596237	50.654885	1.0	0.016315	7.532436	3.0	55.685423
199.0	2.0	92.344175	1.5615729999999999	27.064811	84.094487	0.886059	0.487742	0.676672	0.577496	16.337730999999998	2.0	87.836575	32.369413	6.0	0.01115	17.981784	6.0	60.401821999999996	21.722398000000002	4.0	76.700218	67.005024	6.0	0.02456	11.514923	3.0	67.670955
230.0	2.0	1.2930709999999999	26.333085999999998	71.461587	65.563241	0.135744	0.9816010000000001	0.7760640000000001	0.592952	55.20097	4.0	14.602260000000001	1.75548	6.0	0.052228	14.048223000000002	6.0	65.69306800000001	71.728977	6.0	35.329260999999995	62.38065400000001	3.0	0.017748	10.503022	1.0	22.289228
231.0	2.0	1.622458	65.934152	14.403081	92.282843	0.388534	0.8734790000000001	0.17133299999999999	0.5090140000000001	62.505275	5.0	99.982573	2.603891	3.0	0.041083999999999996	2.1476040000000003	5.0	32.342146	48.856365999999994	5.0	84.911353	57.807678	5.0	0.013517	9.809167	4.0	81.22671
233.0	2.0	67.682817	9.703559	69.244027	70.352237	0.210939	0.47807299999999997	0.868541	0.703492	42.230790999999996	4.0	75.11478000000001	42.858129	2.0	0.027431	12.603244	2.0	73.830854	36.222184999999996	6.0	37.709558	36.861699	2.0	0.021854	7.934479	3.0	45.123020000000004
239.0	2.0	26.023405	6.871313000000001	59.709782999999995	49.27162	0.587719	0.985841	0.39677199999999996	0.795008	17.970319	3.0	19.65093	67.204942	3.0	0.035064	16.025149	3.0	11.771917	51.117536	4.0	25.010122	14.314534	1.0	0.24384	13.627188	2.0	92.93524599999999
246.0	2.0	17.538812	3.584236	56.111554000000005	86.345999	0.148371	0.8078380000000001	0.20138599999999998	0.626255	53.885802000000005	6.0	66.081351	27.402699	6.0	0.07888400000000001	5.423158	5.0	6.8123309999999995	33.711295	6.0	57.770858	68.801298	6.0	0.023996	18.037754	5.0	75.04986600000001
249.0	2.0	54.505660999999996	17.035973000000002	41.662822	10.608361	0.41899200000000003	0.869331	0.663736	0.9035	70.82003	3.0	40.903524	56.71901999999999	6.0	0.011974	15.116645000000002	6.0	98.05736	7.966422000000001	4.0	15.882291	75.52193199999999	6.0	0.013047999999999999	6.252985	6.0	31.755997999999998
261.0	2.0	40.720622999999996	19.365560000000002	12.169392	36.539992	0.5239689999999999	0.798098	0.8414590000000001	0.41805699999999996	66.347399	6.0	2.6132150000000003	8.311986	5.0	0.019885	16.215124	4.0	18.299709	59.025101	5.0	80.06173299999999	68.185272	1.0	0.023356000000000002	1.492726	1.0	56.608313
275.0	2.0	12.837862	25.412743	25.243415	28.227588	0.623321	0.878086	0.21556199999999998	0.90274	16.09381	3.0	91.931586	60.709648	6.0	0.081661	12.611238	2.0	64.249449	17.941917	2.0	30.293114000000003	34.096053999999995	2.0	0.058787	17.404257	6.0	92.327587
358.0	2.0	18.978993	43.939617999999996	84.472836	70.39635	0.672003	0.6220899999999999	0.420337	0.9962040000000001	72.307063	5.0	67.98567	3.25915	2.0	0.020453	13.083714	4.0	46.918401	15.095403	5.0	80.24675500000001	5.771591	6.0	0.131929	14.109751999999999	6.0	99.115138
425.0	2.0	43.250797999999996	18.506222	12.267583	13.095049000000001	0.912659	0.937679	0.893022	0.163127	23.13016	1.0	23.956681	72.141971	6.0	0.45406199999999997	6.861831	2.0	24.283317	34.825112	1.0	86.90930300000001	56.810479	3.0	0.011303	5.7080519999999995	6.0	11.151738
437.0	2.0	82.468556	25.737918	31.266786	50.730786	0.9199620000000001	0.8498700000000001	0.348003	0.236217	46.009598	3.0	8.744498	47.801528000000005	2.0	0.016736	13.741153	1.0	52.972251	43.901676	4.0	18.441278	65.57762199999999	2.0	0.143001	15.289299	4.0	50.068157
446.0	2.0	80.612719	11.450308999999999	72.271405	53.300028000000005	0.455729	0.659335	0.659882	0.71501	75.528147	3.0	94.627315	30.787296	6.0	0.02327	2.340857	4.0	65.085498	53.227375	3.0	70.95383199999999	12.409442	1.0	0.013293000000000001	14.834716	6.0	81.163885
447.0	2.0	22.569927	7.311876	10.281195	76.317724	0.615924	0.9745799999999999	0.465121	0.9239879999999999	36.417107	5.0	90.755898	5.7708	2.0	0.034349	9.042119999999999	2.0	72.954126	20.533856	4.0	33.374328999999996	4.708669	4.0	0.018274000000000002	10.681586	5.0	14.435413
454.0	2.0	8.254067	16.201879	41.137575	14.027557999999999	0.21165799999999999	0.552784	0.6720659999999999	0.7316010000000001	39.479482	5.0	34.603235	21.493399	3.0	0.011006	5.55205	6.0	91.981128	25.931491	4.0	54.15211600000001	46.070053	3.0	0.017579	1.629474	4.0	64.906687
455.0	2.0	5.504332	51.122363	45.193452	90.890656	0.171948	0.608946	0.515027	0.980568	77.53091500000001	4.0	16.195657	2.398039	2.0	0.01278	14.011961999999999	1.0	57.495617	27.165683	4.0	55.390167000000005	58.371579000000004	1.0	0.016275	5.745113	5.0	20.890482000000002
465.0	2.0	83.47959300000001	27.526115	59.378932999999996	13.105126	0.9228350000000001	0.78757	0.47277600000000003	0.76067	65.544185	2.0	86.29127700000001	31.784416999999998	1.0	0.091967	17.592253	2.0	6.093067	6.87325	1.0	97.455107	64.780485	6.0	0.011131	17.095645	6.0	93.635594
469.0	2.0	18.182002	6.357716	36.558	33.852139	0.301496	0.977361	0.705404	0.702096	61.165259	1.0	42.733081	69.81545899999999	1.0	0.046097000000000006	1.727581	5.0	3.7539879999999997	23.205472	4.0	64.606803	40.579318	6.0	0.010531	13.774776000000001	3.0	22.346996
