HH	HH	HH	0.01392	33	2371
HH	HH	HL	0.01476	35	2371
HH	HH	LH	0.04977	118	2371
HH	HH	LL	0.12822	304	2371
HH	HL	HL	0.00886	21	2371
HH	HL	LH	0.0038	9	2371
HH	HL	LL	0.08013	190	2371
HH	LH	LH	0.06875	163	2371
HH	LH	LL	0.17419	413	2371
HH	LL	LL	0.10586	251	2371
HL	HL	HL	0.01181	28	2371
HL	HL	LH	0.00042	1	2371
HL	HL	LL	0.02952	70	2371
HL	LH	LH	0.00042	1	2371
HL	LH	LL	0.01982	47	2371
HL	LL	LL	0.25643	608	2371
LH	LH	LH	0.00337	8	2371
LH	LH	LL	0.00422	10	2371
LH	LL	LL	0.00928	22	2371
LL	LL	LL	0.01645	39	2371
