uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
21.0	2.0	33.388766	14.777716	21.317605	4.196975	0.43276499999999996	0.157585	0.761987	0.995909	16.375418	5.0	14.296092999999999	15.493170000000001	3.0	0.010787999999999999	3.155153	6.0	3.213189	2.501766	6.0	77.780586	2.220977	5.0	96.43961800000001	9.624807	2.0	32.425437	6.028398	5.0	0.012614	5.480023	2.0	40.32708	4.4341	5.0	93.119786	2.1884349999999997	4.0	78.3261
39.0	2.0	65.346846	80.290099	48.170364	12.791432	0.746414	0.576385	0.379676	0.981576	20.724159	5.0	52.842456000000006	5.0774040000000005	6.0	0.12383	2.553788	3.0	82.974498	4.301449	5.0	13.933526	17.210469	6.0	82.24024200000001	4.859838	6.0	93.324414	22.82995	5.0	0.010376999999999999	4.203575	5.0	58.203238	4.969226	5.0	56.69478	7.820902	3.0	11.794606
49.0	2.0	23.883897	55.00651	1.7351900000000002	97.741312	0.444855	0.108142	0.866333	0.32838	15.143239000000001	4.0	59.552091000000004	1.1740389999999998	1.0	0.115277	4.449335	1.0	84.57839399999999	3.837268	5.0	80.085178	11.383749	3.0	18.807291	7.340014999999999	1.0	43.600777	18.251279999999998	6.0	0.028113	2.771258	1.0	29.657778000000004	2.981347	4.0	75.906748	17.999252	1.0	22.484648999999997
85.0	2.0	6.380347	41.775964	76.414796	6.195829	0.219058	0.683125	0.289609	0.994909	9.705195	4.0	82.089483	22.246371	6.0	0.021241	6.193353	2.0	98.545709	4.0792779999999995	6.0	84.878957	14.295028	3.0	6.202762	2.555634	4.0	56.870509	19.714816	5.0	0.010922	4.2065980000000005	1.0	46.178160999999996	4.421954	2.0	6.833838	14.619516	5.0	97.909137
94.0	2.0	85.903312	27.323787	43.198071	13.708032999999999	0.45828800000000003	0.726988	0.477178	0.961736	14.831903	5.0	43.748851	21.781063	4.0	0.019375999999999997	3.7015800000000003	2.0	76.844852	2.136247	6.0	51.339671	20.500817	3.0	15.353392999999999	1.3398459999999999	4.0	93.226915	3.704468	4.0	0.214635	1.793608	5.0	5.498208999999999	4.5502519999999995	3.0	78.650526	23.986707	6.0	27.937821000000003
187.0	2.0	19.167945	61.9125	22.150242000000002	9.099191000000001	0.6728	0.5793699999999999	0.302083	0.576492	7.188207000000001	2.0	7.717796000000001	7.190689	4.0	0.025725	4.625343	4.0	54.82122	5.49964	4.0	78.7117	9.926432	2.0	82.482311	15.038058	3.0	99.629719	14.362581	1.0	0.01396	3.976371	4.0	68.794729	0.788519	6.0	84.969526	10.285724	6.0	86.43667099999999
201.0	2.0	35.059521000000004	98.759079	43.807992999999996	1.2670700000000001	0.689036	0.971299	0.823131	0.549828	9.027335	4.0	50.360052	13.807981	2.0	0.022361000000000002	0.22448800000000002	1.0	69.023313	2.456727	2.0	43.994407	9.07269	5.0	58.647688	22.896157000000002	6.0	80.93954000000001	20.104328	4.0	0.011021	4.969462999999999	5.0	23.623406	5.31692	2.0	15.795542999999999	21.745178	5.0	3.9426379999999996
245.0	2.0	28.045976	19.542161	10.218115	4.158333	0.619069	0.25237800000000005	0.972233	0.363692	18.558367	3.0	70.61564399999999	7.267394	2.0	0.012374	6.063218	1.0	50.402725	6.06576	3.0	32.60207	7.027002	1.0	25.257573999999998	5.411651999999999	4.0	26.492986	8.188452	1.0	0.011479000000000001	0.32834	3.0	98.30341	3.5246510000000004	4.0	21.55743	25.528644	2.0	66.154298
280.0	2.0	9.105472	86.094525	2.670004	3.474128	0.25406100000000004	0.397661	0.944333	0.560125	11.811255000000001	4.0	11.949499000000001	8.691106	2.0	0.010275	5.820985	5.0	96.151522	5.762988	4.0	56.057968	6.3531010000000006	2.0	23.609011	11.685518	6.0	93.823499	8.225499000000001	3.0	0.01097	0.360697	6.0	1.0788200000000001	2.396373	2.0	30.7847	23.441695000000003	1.0	27.671599
326.0	2.0	79.764046	91.62566899999999	33.055586	7.630552000000001	0.925926	0.492429	0.40337399999999995	0.49529700000000004	16.162132999999997	3.0	57.553741	10.857459	3.0	0.012729	3.10222	4.0	99.734277	5.478594999999999	5.0	45.095704	16.593193	3.0	50.490918	2.362283	5.0	43.448934	17.937622	5.0	0.010097	1.994647	2.0	14.318843	5.155647	5.0	99.67850200000001	16.319311	2.0	61.536795999999995
