uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
4.0	2.0	33.667989	94.921044	98.652654	66.39741	0.747084	0.101431	0.8738319999999999	0.311802	5.964882	4.0	69.23298299999999	15.976770000000002	3.0	0.014822	3.972809	1.0	33.212961	4.065633	4.0	62.105394999999994	5.957192	1.0	17.405916	9.086457000000001	3.0	41.174939	6.390559	4.0	0.0194	5.9358699999999995	5.0	94.31212099999999	0.855864	4.0	47.172515000000004	20.015245	1.0	25.337495
44.0	2.0	70.549609	67.893229	83.413855	68.22469	0.332575	0.976686	0.939507	0.822308	4.111665	5.0	47.606826	15.961761	4.0	0.753184	0.763808	1.0	17.396588	4.094689	1.0	43.504816999999996	2.7782169999999997	5.0	25.529206	15.575107000000001	5.0	83.905883	13.941142000000001	1.0	0.012028	0.887777	1.0	55.808448999999996	4.9304120000000005	4.0	79.978174	10.114415	3.0	19.096289000000002
119.0	2.0	80.192778	58.802805000000006	54.69360699999999	44.574331	0.590853	0.137855	0.986368	0.256101	3.5380800000000003	6.0	96.58148800000001	8.697579	3.0	0.011755	0.6765869999999999	6.0	75.59738	5.573183	1.0	13.294616	3.6223019999999995	1.0	47.657920000000004	19.212279000000002	5.0	47.484188	22.515491	5.0	0.012156	1.263128	2.0	4.086862	5.395239	1.0	63.744541000000005	10.132609	2.0	38.342051
190.0	2.0	1.8709369999999999	88.701287	83.08581099999999	20.377776	0.40519299999999997	0.731909	0.615333	0.31059899999999996	0.419162	5.0	3.6864839999999997	8.614902	4.0	0.010131999999999999	4.041161	5.0	82.55875	1.435268	1.0	6.162405000000001	8.585757000000001	1.0	19.983025	23.460366	2.0	47.398108	4.663546	3.0	0.028707	2.1666090000000002	5.0	79.01210400000001	3.138962	5.0	91.407997	6.216932	4.0	53.607976
199.0	2.0	5.072062	46.063662	52.033934	76.055868	0.250551	0.19231099999999998	0.6309060000000001	0.318127	0.535061	6.0	97.277953	1.1290719999999999	5.0	0.014381	2.471737	2.0	14.762584	1.722116	4.0	38.630184	2.099728	2.0	17.99184	6.480112	2.0	73.76808100000001	7.540571000000001	3.0	0.024992	3.8172589999999995	1.0	40.283352	4.1105410000000004	5.0	23.172357	3.9659419999999996	5.0	70.682284
283.0	2.0	41.606615999999995	92.209588	53.253489	82.734654	0.9675940000000001	0.199482	0.8718670000000001	0.8345540000000001	3.415167	3.0	18.963541	2.390118	1.0	0.010695999999999999	4.191475	4.0	36.045256	5.196676999999999	3.0	28.592084000000003	3.422393	2.0	60.652623	16.434299	6.0	36.898906	2.658293	1.0	0.061279999999999994	4.297866	2.0	94.15431600000001	4.899223999999999	3.0	17.069238000000002	12.492094999999999	2.0	17.199423
287.0	2.0	55.479493999999995	79.371897	80.20330200000001	66.070686	0.8542620000000001	0.9798020000000001	0.47466400000000003	0.5424479999999999	20.717701	1.0	96.139837	7.339081	3.0	0.019962	4.301543	2.0	88.84393399999999	5.932648	1.0	10.325403	1.04821	2.0	77.491017	10.028261	1.0	69.29781899999999	9.658833999999999	3.0	0.029094	0.317459	5.0	29.645934000000004	1.200258	1.0	50.128285	20.761359	3.0	61.22484
298.0	2.0	79.252478	54.116946999999996	85.853794	92.04528499999999	0.993583	0.251565	0.409621	0.382787	5.986021	2.0	42.929637	4.846126	3.0	0.013944	6.122527	1.0	13.422918	0.893009	1.0	8.427588	2.287416	2.0	81.555914	10.814357000000001	6.0	5.796409	14.737485000000001	2.0	0.02719	2.179407	6.0	20.695464	5.426578	2.0	46.774374	12.059308	5.0	56.818611
422.0	2.0	48.282964	53.23350500000001	24.715598	44.413676	0.5742649999999999	0.200597	0.905782	0.602526	8.500598	3.0	63.572114	20.414819	4.0	0.0196	4.367693	1.0	16.527601	4.143505	3.0	31.490567	0.430482	1.0	14.141888	10.456342	6.0	45.666719	16.733757	4.0	0.01229	3.32825	1.0	61.417388	2.108582	3.0	9.342759	15.620922	3.0	52.378661
454.0	2.0	88.696026	55.707432999999995	46.149074	32.629871	0.585504	0.37838299999999997	0.875822	0.28830100000000003	21.91517	1.0	7.575137	25.416632999999997	3.0	0.12409500000000001	0.420042	3.0	39.655044000000004	3.306857	6.0	57.368491000000006	13.304818	1.0	16.952415	11.115038	5.0	69.28925600000001	13.993654000000001	3.0	0.046346	0.875791	5.0	27.310832	5.227119999999999	1.0	7.27177	14.621343	4.0	98.351911
