uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
1.0	2.0	95.430356	80.68997399999999	86.006578	7.253309	0.614995	0.889143	0.230287	0.859375	12.024999000000001	6.0	88.949348	23.967323	1.0	0.091879	1.612792	1.0	86.606268	3.8180300000000003	5.0	90.261659	6.784105	3.0	3.5782339999999997	24.055792	3.0	82.039831	18.714659	4.0	0.018153	4.177274	1.0	48.024526	0.094734	4.0	63.187902	21.682409	2.0	49.245870000000004
11.0	2.0	24.647509	85.232405	26.131915	5.745128	0.9149579999999999	0.677236	0.179539	0.354034	20.697398	4.0	28.346103000000003	21.888635999999998	3.0	0.018579	2.5310599999999996	4.0	86.427444	3.9641260000000003	5.0	95.394532	5.591297	5.0	36.083744	15.362784	4.0	91.551582	12.901709	2.0	0.028724	5.838583	4.0	33.039396999999994	4.62038	4.0	15.071724	22.989429	6.0	76.24991
15.0	2.0	88.119764	42.833740999999996	50.260008	3.4686730000000003	0.33403099999999997	0.811923	0.356558	0.183427	19.769880999999998	1.0	68.025587	11.511546000000001	1.0	0.012222	6.2492849999999995	2.0	75.092715	2.48811	1.0	37.827837	13.632095000000001	2.0	29.700393	14.14136	6.0	93.044271	12.584869	2.0	0.016956	1.725486	5.0	39.825274	5.620283000000001	4.0	92.33335699999999	15.733835999999998	5.0	81.163816
28.0	2.0	94.136399	45.275887	79.24064	8.454830000000001	0.240556	0.582292	0.9707879999999999	0.796927	13.202697	4.0	9.140424000000001	20.357084	3.0	0.014764	4.173991	5.0	9.502226	2.320945	4.0	89.837742	15.154845000000002	4.0	38.888646	7.8347240000000005	2.0	16.264723999999998	2.387724	2.0	0.015369999999999998	3.05308	3.0	54.015197	0.791438	2.0	37.596018	17.078439000000003	1.0	72.09707900000001
38.0	2.0	17.05663	64.26888000000001	28.271288000000002	5.0300139999999995	0.7106060000000001	0.393386	0.13434300000000002	0.8565860000000001	11.654358	2.0	33.776176	21.945266	2.0	0.019451	0.936342	2.0	3.5498190000000003	3.002854	5.0	91.82448199999999	18.642446	5.0	82.73929100000001	24.911441	3.0	41.755452000000005	0.43996999999999997	1.0	0.024294999999999997	3.062445	3.0	66.03948199999999	2.044339	4.0	15.952642	14.397623000000001	1.0	11.016291
59.0	2.0	83.015596	47.655029	4.16795	7.808925	0.573351	0.318558	0.77156	0.503827	5.680306	6.0	85.970727	21.147233	2.0	0.024269	5.552759	1.0	99.056577	6.119	5.0	9.225902	7.107546000000001	4.0	20.428751000000002	12.313099000000001	3.0	10.919064	12.437656	5.0	0.022156	5.670554	1.0	66.605861	4.182053	4.0	2.9015560000000002	25.198742000000003	1.0	62.992056000000005
65.0	2.0	12.923758	86.054988	44.939474	53.534055	0.12083699999999999	0.267221	0.727161	0.134536	21.68119	6.0	64.201549	10.918114	2.0	0.010313	1.417722	2.0	57.889342000000006	2.536927	5.0	8.05747	15.228619	4.0	21.11444	19.282024	3.0	5.916094	0.7167899999999999	4.0	0.014225999999999999	2.005679	4.0	64.58033	4.749501	5.0	20.891780999999998	25.110145000000003	6.0	56.53011
78.0	2.0	41.679362	95.580158	41.215545	4.80146	0.326878	0.514472	0.18243900000000002	0.9879620000000001	3.4933339999999995	5.0	20.252363	11.772814	4.0	0.02659	3.988549	6.0	86.65835899999999	3.5049919999999997	6.0	77.63045600000001	14.773812	2.0	54.978393999999994	4.862789	5.0	98.147318	15.140935	3.0	0.046582	3.022503	2.0	92.33199300000001	0.9133610000000001	1.0	92.62055	21.403504	1.0	12.345032000000002
85.0	2.0	13.308604999999998	38.681422999999995	42.829879	21.681132	0.42918199999999995	0.176369	0.71278	0.8322700000000001	14.066393	5.0	89.354158	13.437757000000001	5.0	0.01113	4.060986	6.0	84.808137	2.186044	4.0	18.196526000000002	22.518224	2.0	47.352779999999996	24.37424	6.0	29.82902	17.534943	6.0	0.016669999999999997	3.592886	5.0	20.277046	5.57671	1.0	48.88262	4.421223	5.0	19.25714
86.0	2.0	68.885563	78.967134	2.54773	35.830482	0.658279	0.970302	0.776922	0.846717	4.697635	3.0	12.119617	2.716376	4.0	0.045222000000000005	2.2479880000000003	3.0	55.972843000000005	3.143895	4.0	73.361397	3.616936	3.0	99.475368	3.486704	5.0	6.876529	8.324233	1.0	0.012412999999999999	1.913313	3.0	88.521652	5.145672	3.0	69.770601	2.8426240000000003	5.0	31.882811
97.0	2.0	31.536478000000002	54.166996999999995	93.787379	3.852754	0.23218699999999998	0.664597	0.9099709999999999	0.45096499999999995	13.029219	2.0	20.636357	0.49815299999999996	6.0	0.013082	3.116347	4.0	76.875799	5.033991	5.0	93.495326	4.006944	2.0	94.543023	16.507758	6.0	43.8744	22.93384	2.0	0.06376699999999999	4.588399	1.0	44.895829	4.550372	6.0	6.280941	5.695245	6.0	3.870711
98.0	2.0	23.050535	96.182503	95.130195	28.443457000000002	0.414653	0.5511560000000001	0.287506	0.8260559999999999	19.407953	4.0	80.599882	8.849108	3.0	0.203485	5.52444	2.0	95.458899	2.48982	3.0	41.189245	9.303392	2.0	49.244327	24.984461	3.0	85.435005	5.679628	3.0	0.034815	5.334141000000001	2.0	88.22230400000001	4.066086	2.0	30.255226	18.140223000000002	2.0	25.497436999999998
105.0	2.0	34.255694	33.386032	1.280303	83.396562	0.751935	0.518861	0.28344899999999995	0.9800469999999999	0.79398	5.0	12.806491000000001	11.163597	3.0	0.026685000000000004	3.480342	6.0	58.761579000000005	3.526424	2.0	79.39939	19.17896	3.0	5.330422	25.041829	4.0	47.594912	15.182416	1.0	0.016977000000000003	5.274367	5.0	95.404623	1.392264	5.0	72.659148	4.221189	2.0	14.464685999999999
128.0	2.0	60.44709	11.552614	5.242679	2.9224799999999997	0.518794	0.127706	0.597111	0.940069	14.472642	2.0	19.083438	5.043772	5.0	0.019709	6.239492	4.0	41.0067	2.97953	2.0	31.869665	12.668512	6.0	39.715096	16.911715	4.0	48.719984000000004	20.45857	1.0	0.021131	1.833695	5.0	92.79612900000001	5.68312	3.0	81.25547900000001	0.282652	1.0	27.648778999999998
137.0	2.0	45.338357	52.43284499999999	1.572857	49.664582	0.35965	0.405604	0.881749	0.8658370000000001	13.761167000000002	6.0	49.781304	5.2777330000000005	3.0	0.027405000000000002	4.657941	4.0	3.499885	1.7469029999999999	2.0	29.824464000000003	23.823525	3.0	76.72436400000001	18.452479999999998	3.0	13.017878	9.244375	1.0	0.013090000000000001	5.333752	4.0	51.515369	2.5673220000000003	2.0	23.91958	7.538732	6.0	56.950219999999995
149.0	2.0	92.457925	70.824867	75.20105799999999	8.546946	0.966433	0.512707	0.658483	0.663906	20.010994	3.0	48.291283	16.803917000000002	6.0	0.01138	3.387518	6.0	19.972205	2.44253	4.0	10.764939	3.036957	6.0	66.923625	16.289629	6.0	50.927246999999994	4.159877	6.0	0.01587	2.521543	4.0	62.506602	0.4927	1.0	59.014718	9.584361	6.0	14.60069
190.0	2.0	12.981347	31.035743	2.8889970000000003	49.89615	0.787091	0.455255	0.8198840000000001	0.9630559999999999	12.958060000000001	1.0	62.442514	17.219075	5.0	0.062637	4.350427	4.0	70.917665	3.8758440000000003	4.0	71.742885	23.733376	4.0	87.81299200000001	16.538818	6.0	67.99493100000001	2.758219	6.0	0.014159999999999999	1.784071	5.0	14.716733999999999	4.016617	1.0	9.359041	20.454475	5.0	61.340924
235.0	2.0	16.504545999999998	57.709534999999995	14.853032	13.180447000000001	0.477468	0.278627	0.8907709999999999	0.954772	9.955839	6.0	23.220356	17.642995000000003	1.0	0.016543000000000002	5.478387000000001	6.0	3.747718	5.651667	2.0	94.487537	1.193552	1.0	22.615016	3.4972730000000003	4.0	85.651774	13.329064	4.0	0.21798499999999998	5.416321	4.0	29.596853000000003	1.2856379999999998	6.0	16.217682	9.555107000000001	5.0	55.434676
250.0	2.0	86.76390699999999	40.850905	16.616845	4.884459	0.961556	0.11514100000000001	0.9768	0.987706	12.00428	5.0	3.16541	2.348861	4.0	0.014948	5.38644	1.0	15.460694	0.587671	6.0	78.884116	22.351828	6.0	93.424387	5.810401000000001	6.0	68.946792	23.480397	1.0	0.152231	3.630605	1.0	12.296312	3.986632	6.0	46.530356	15.173701999999999	4.0	54.981483
262.0	2.0	15.855770999999999	97.613096	96.315445	15.125886999999999	0.925414	0.6460100000000001	0.45606899999999995	0.893157	11.979061	1.0	24.607612	21.882981	6.0	0.012334	2.693855	1.0	23.468235	3.920351	6.0	43.105748	2.464534	3.0	32.282706	18.443818	6.0	95.816334	12.940324	3.0	0.020487000000000002	4.841739	1.0	52.397013	1.342842	5.0	69.071332	24.382892000000002	3.0	53.261173
294.0	2.0	17.06148	68.000344	9.725594000000001	10.488877	0.45883500000000005	0.15296500000000002	0.670467	0.929751	17.594974	4.0	46.990368	21.290207000000002	3.0	0.076735	1.914152	6.0	46.276859	5.039082	1.0	27.519207	17.341901999999997	4.0	34.214452	5.18916	3.0	5.042979	15.111347	4.0	0.034224	2.0140540000000002	1.0	25.008845	3.306157	2.0	25.082148	22.873788	3.0	9.718937
350.0	2.0	9.261987	58.884308	1.350009	6.763623	0.602202	0.548067	0.155397	0.802249	8.959996	1.0	60.835037	14.261935000000001	6.0	0.021154	4.524722	6.0	73.008718	5.955282	3.0	44.552463	6.709633	1.0	90.12315	19.983369	2.0	90.10862900000001	10.043139	5.0	0.026787000000000002	3.434517	6.0	99.038471	5.241333999999999	2.0	25.858188000000002	9.402343	4.0	65.46005
354.0	2.0	81.591286	77.74906899999999	5.473923	6.385247	0.78357	0.396833	0.965216	0.869993	22.168105999999998	5.0	51.283792	7.411938	3.0	0.010371	2.159319	5.0	16.728206	2.705604	6.0	73.37273499999999	6.919801	2.0	95.466459	0.557802	5.0	98.10131	8.335329	2.0	0.011325	5.747982	3.0	34.125926	5.902468	6.0	43.238718	18.962682	5.0	75.559956
461.0	2.0	31.240945	53.514112	1.770672	32.69447	0.314393	0.311805	0.8492569999999999	0.46194799999999997	13.394594	3.0	33.685221000000006	17.344589000000003	2.0	0.011231999999999999	5.199990000000001	3.0	74.969877	2.912556	1.0	85.302752	5.21255	2.0	14.854865	6.143345	5.0	21.111511	13.221870999999998	3.0	0.011922	3.2767049999999998	1.0	77.192215	2.200157	1.0	59.080105	2.4738580000000003	4.0	78.82678299999999
469.0	2.0	26.082504	30.060257	96.232546	22.016297	0.80858	0.241783	0.9654440000000001	0.9050440000000001	7.554664999999999	2.0	71.082167	23.679156	3.0	0.020565	4.441387000000001	5.0	72.212655	0.8513850000000001	6.0	77.66704200000001	2.710988	2.0	2.9592959999999997	19.639747	6.0	38.784101	11.837142	5.0	0.037762000000000004	2.5720330000000002	3.0	30.771380999999998	2.139777	2.0	22.48006	21.351249	6.0	99.065446
473.0	2.0	85.512191	99.061335	42.926279	4.501092	0.605534	0.8382940000000001	0.6609689999999999	0.234328	15.677431	4.0	97.598537	23.096125	4.0	0.010564	1.806252	4.0	60.91171800000001	1.024666	6.0	29.008146000000004	12.580513	3.0	81.153116	3.4274809999999998	3.0	63.26315699999999	0.887639	2.0	0.036834	1.8643779999999999	4.0	14.717782000000001	4.263344	1.0	71.462577	16.300929	4.0	81.162664
474.0	2.0	24.243694	30.778588	3.4024199999999998	2.421957	0.5789920000000001	0.741244	0.8665639999999999	0.7447090000000001	3.481072	4.0	14.67949	14.157051000000001	5.0	0.02103	4.755356	6.0	74.02844499999999	1.4439309999999999	2.0	80.972994	19.360854	5.0	96.483019	11.081665	4.0	79.848496	5.742716000000001	1.0	0.010143000000000001	5.432803	1.0	40.290558000000004	4.237094	5.0	20.105649	24.660837	4.0	67.904057
479.0	2.0	72.988201	39.429939000000005	89.062534	15.047877	0.303248	0.297739	0.659451	0.77576	12.809733	1.0	25.396847	7.906273	5.0	0.011237	3.2879419999999997	5.0	92.741248	0.5432939999999999	5.0	65.672216	5.0047489999999994	5.0	18.618043	22.384601999999997	6.0	76.91600799999999	3.1709810000000003	3.0	0.020808	4.684755	5.0	50.180194	2.043271	2.0	77.149618	13.306853	5.0	40.919049
501.0	2.0	55.378574	45.917662	79.458182	2.3561229999999997	0.47204700000000005	0.71601	0.952041	0.171905	9.981769	3.0	93.431789	16.985535000000002	4.0	0.013121	1.293096	5.0	28.541387	4.461094	2.0	51.258671	10.298378999999999	5.0	91.574603	24.484001	5.0	39.240415999999996	7.485894	2.0	0.038669999999999996	3.967596	4.0	67.60805400000001	0.604112	5.0	23.538598	12.869989	4.0	21.388789000000003
502.0	2.0	91.12236999999999	73.532167	5.04166	8.215622	0.618132	0.976107	0.182111	0.383515	10.083876	3.0	85.61846899999999	3.198253	5.0	0.013783000000000002	5.412142	6.0	81.258667	2.949929	3.0	49.791129999999995	7.044427000000001	2.0	50.582557	20.983265	3.0	61.097902000000005	8.271154	5.0	0.01034	5.197639	2.0	29.599769000000002	3.5173160000000006	3.0	76.484874	19.016009	4.0	80.37939899999999
518.0	2.0	55.02358100000001	18.444993	1.994075	38.921101	0.876232	0.65666	0.592489	0.6137630000000001	7.927328	1.0	24.113374	12.241394	4.0	0.013271000000000002	5.57569	2.0	75.83064399999999	3.260314	3.0	37.524657	0.698967	3.0	20.456785	22.816979	2.0	12.609838	16.732349	6.0	0.088223	4.412644	1.0	44.796265000000005	5.722097	6.0	85.847403	15.638075	2.0	74.569959
548.0	2.0	16.417866	20.376865	50.447621999999996	4.510085	0.6885640000000001	0.35180300000000003	0.87184	0.18319000000000002	21.747903	2.0	44.22143	1.988584	2.0	0.013616999999999999	0.152231	5.0	13.453245	4.711155000000001	5.0	56.861276000000004	2.272351	6.0	1.415785	4.605707	3.0	44.462214	0.909364	4.0	0.198915	3.931088	1.0	98.85403199999999	3.599307	4.0	62.316058	15.609198999999998	5.0	68.065584
