uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
5.0	2.0	45.091746	51.406312	78.202548	87.025	0.17646900000000001	0.730697	0.342348	0.74079	12.236349	5.0	20.954029000000002	19.529947	3.0	0.010924	3.056063	2.0	8.49548	3.153286	1.0	10.0525	7.900288000000001	4.0	8.735386	14.945494	4.0	24.218169	11.614803	4.0	0.025913	5.403365	2.0	43.65457	2.7324319999999997	4.0	75.697751	8.988586	6.0	75.51500899999999
17.0	2.0	94.194321	86.821322	26.822358	81.887401	0.957116	0.951951	0.18832100000000002	0.230425	3.840262	3.0	1.679052	3.593043	1.0	0.037529	5.335979	5.0	9.816271	3.586499	3.0	60.824373	10.708445	1.0	58.992536	17.165482	1.0	67.209804	7.164907	2.0	0.010176000000000001	4.981732	3.0	82.272889	1.59874	3.0	28.486133000000002	2.139294	2.0	98.607939
18.0	2.0	62.19532099999999	32.070266	52.376853999999994	46.587226	0.248727	0.17563399999999998	0.184132	0.178004	6.996778999999999	5.0	11.44304	24.772287	4.0	0.010761	5.722475	2.0	32.969701	0.584596	4.0	82.54826800000001	22.692279	3.0	3.719042	25.281739	6.0	32.541841999999995	10.228862	1.0	0.156022	2.875968	2.0	75.009091	2.697361	3.0	71.64331700000001	20.930267999999998	3.0	55.859278
19.0	2.0	82.818487	57.290366000000006	11.66498	86.54996700000001	0.103427	0.163942	0.7312029999999999	0.651165	12.880357	2.0	18.525142000000002	23.161541	3.0	0.02283	2.383689	6.0	48.046881	3.242198	6.0	74.36152	6.96663	1.0	27.363702000000004	24.166014999999998	3.0	29.402416	16.315042000000002	6.0	0.011722	4.419480999999999	3.0	34.417899	4.9257610000000005	3.0	46.178364	0.8889370000000001	4.0	4.7321089999999995
35.0	2.0	97.952773	73.913127	71.469615	18.457829999999998	0.35726199999999997	0.558623	0.396313	0.819659	5.375582	5.0	21.508642000000002	10.026693	4.0	0.043789999999999996	3.0228900000000003	3.0	20.072744	3.905563	3.0	45.237567	10.221006	4.0	10.768526	7.892852	5.0	29.775866999999998	4.3056019999999995	2.0	0.034793	1.6515360000000001	4.0	50.693495	5.68065	4.0	29.979778000000003	8.44486	1.0	96.757711
37.0	2.0	2.3947060000000002	59.849867	19.484107	41.635177	0.644262	0.353122	0.21107199999999998	0.5715680000000001	11.817001	4.0	59.569835999999995	10.138999	1.0	0.017968	5.193954	5.0	3.423423	2.429672	1.0	43.012002	8.857625	1.0	11.486661999999999	12.16375	1.0	64.876276	19.005633	5.0	0.038516	0.24059699999999998	2.0	54.102194999999995	3.43046	4.0	22.827499	23.182260999999997	1.0	61.411949
51.0	2.0	70.56536700000001	12.903749000000001	75.486047	44.574346999999996	0.211339	0.488775	0.36677600000000005	0.353667	5.246729	1.0	38.369126	0.549674	6.0	0.0128	3.198738	3.0	97.181624	0.35934099999999997	1.0	80.255659	4.3722769999999995	1.0	34.724082	22.679685	6.0	3.865302	21.033398000000002	2.0	0.037593	4.610217	4.0	38.228113	3.747364	4.0	24.575507	10.565319	2.0	9.677721
54.0	2.0	6.450485	21.889622	13.801519	14.381457000000001	0.751944	0.5568609999999999	0.140399	0.662758	2.480931	6.0	33.333023	10.959194	4.0	0.035378	1.6939650000000002	2.0	93.120998	5.232181	5.0	53.101054000000005	18.986559	3.0	84.733993	1.128681	2.0	14.078509	6.136472	3.0	0.012378	5.367401	1.0	87.403085	1.138858	5.0	3.7478480000000003	24.709868	6.0	57.479801
69.0	2.0	65.710844	56.303506999999996	22.459421	92.367283	0.8728379999999999	0.566381	0.6840390000000001	0.435226	10.243183	3.0	49.744988	5.605258	5.0	0.017509999999999998	0.382914	1.0	26.010259	2.5497	4.0	12.783388	12.24492	2.0	2.6381360000000003	21.966114	1.0	43.043597999999996	2.682467	1.0	0.033863	1.185717	6.0	72.497928	5.5215819999999995	4.0	57.883736	6.229254	5.0	30.206872999999998
77.0	2.0	73.174875	98.888297	76.112279	85.426576	0.134622	0.5246460000000001	0.59048	0.8355360000000001	7.908932000000001	6.0	35.198929	4.664732	1.0	0.022704	1.994111	2.0	59.262289	3.8993830000000003	5.0	29.535328000000003	16.156001	1.0	76.716593	19.756512	2.0	53.662905	2.492391	6.0	0.011129	1.3583100000000001	6.0	56.882065000000004	2.549858	1.0	93.359844	15.170338000000001	5.0	99.132409
