uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
167.0	4.0	68.606937	13.536754	76.806863	44.434363	0.59392	0.581393	0.675034	0.699936	8.885222	1.0	3.873674	13.392910999999998	1.0	0.032277	0.8170029999999999	5.0	25.651982	4.695273	5.0	93.335555	6.8845339999999995	4.0	31.069733000000003	8.528114	2.0	29.101366	14.64275	3.0	0.011132	16.599689	1.0	62.795415000000006	16.541503	2.0	31.217369
196.0	4.0	90.736453	32.253882	24.903506	78.316618	0.7337279999999999	0.43606999999999996	0.365146	0.411915	8.668647	1.0	1.5524360000000001	22.097337	1.0	0.030849	0.310489	6.0	15.879256	6.0204629999999995	5.0	31.177359000000003	22.049573000000002	5.0	46.393097999999995	17.013964	4.0	50.001003999999995	17.620974	1.0	0.014272	0.651872	2.0	18.357717	18.070298	6.0	87.255713
332.0	4.0	37.810821000000004	64.09788499999999	39.249953000000005	57.105823	0.195797	0.918216	0.134851	0.942457	23.802917	6.0	68.862143	0.712213	1.0	0.034796	4.733524	3.0	54.120495999999996	5.4157269999999995	3.0	13.148775	23.654526	5.0	39.228351	19.381422	4.0	49.44332	9.862432	2.0	0.028223	10.810836	2.0	18.004294	17.520795	3.0	50.323886
397.0	4.0	16.578717	25.991191	37.897319	13.663463	0.175311	0.9219040000000001	0.351696	0.307016	2.104193	3.0	82.834843	23.074545999999998	3.0	0.011817	4.471628	2.0	29.05575	3.369057	3.0	49.174554	9.141932	5.0	74.54928199999999	12.763662	3.0	57.075456	13.276957999999999	1.0	0.043726999999999995	3.7957699999999996	3.0	31.61993	3.748358	4.0	40.131987
468.0	4.0	68.420147	20.401861	78.357338	32.818247	0.337371	0.368243	0.137247	0.477372	7.496092	2.0	15.980701999999999	22.482499	4.0	0.04301	5.164189	4.0	55.186946	4.122343	6.0	36.628712	6.900036	4.0	67.604268	5.070715	5.0	89.426254	15.751351999999999	2.0	0.023967	16.834989999999998	5.0	12.218122	14.490135	1.0	73.83036
493.0	4.0	29.88232	74.198043	19.134406	77.869026	0.21896999999999997	0.17659	0.299846	0.13771	8.657149	3.0	47.342096000000005	14.457204999999998	2.0	0.017138	2.078479	2.0	75.40680400000001	3.926761	4.0	75.594625	1.8568369999999998	6.0	14.714835999999998	21.298301000000002	3.0	96.255713	19.117666	5.0	0.011007	12.928464	4.0	42.486852	11.55983	1.0	60.329043000000006
531.0	4.0	37.578171000000005	93.904989	92.673526	32.190165	0.21984099999999998	0.9003180000000001	0.728668	0.5148560000000001	5.566978	5.0	72.852497	4.009083	5.0	0.28046	3.133436	1.0	56.162541000000004	3.2437810000000002	5.0	47.750367	3.7922	1.0	49.600958	14.537870999999999	4.0	19.124055	19.696655	1.0	0.010506	12.200613	4.0	25.611	10.097073	6.0	33.010379
550.0	4.0	54.88724200000001	31.017182000000002	96.311718	84.132711	0.842309	0.715691	0.735262	0.208744	16.395533	4.0	29.963401	25.117829	3.0	0.129929	4.128932	5.0	1.5491540000000001	5.503369999999999	3.0	22.262743	12.882796	6.0	31.941554999999997	6.816992	4.0	28.174592999999998	22.818757	5.0	0.022831999999999998	6.322931	3.0	37.478253	12.229784	4.0	91.618647
569.0	4.0	99.038751	27.671269	49.995345	80.971914	0.41515	0.500211	0.804258	0.929169	16.29859	4.0	72.722077	20.852426	1.0	0.026452999999999997	5.580507	1.0	90.901877	2.816161	5.0	70.118567	12.437638	4.0	41.208639	12.53385	4.0	66.117308	17.982585	1.0	0.019572	4.081864	1.0	78.75624300000001	19.533229000000002	3.0	73.87625200000001
678.0	4.0	69.987959	49.836393	82.94709	46.954033	0.632911	0.767142	0.415963	0.9727819999999999	21.468815	4.0	82.612892	22.199049	1.0	0.031889	4.197465	2.0	40.470911	1.4228	6.0	38.151816	18.073152	2.0	80.689649	10.190614	5.0	94.542108	11.96852	1.0	0.024131	10.188683000000001	3.0	63.702103	17.09286	3.0	22.259983
