HH	HH	HH	HH	0.00041	1	2461
HH	HH	HH	HL	0.00163	4	2461
HH	HH	HH	LH	0.00081	2	2461
HH	HH	HH	LL	0.0	0	2461
HH	HH	HL	HL	0.00853	21	2461
HH	HH	HL	LH	0.02275	56	2461
HH	HH	HL	LL	0.00163	4	2461
HH	HH	LH	LH	0.01138	28	2461
HH	HH	LH	LL	0.00041	1	2461
HH	HH	LL	LL	0.0	0	2461
HH	HL	HL	HL	0.00244	6	2461
HH	HL	HL	LH	0.03169	78	2461
HH	HL	HL	LL	0.00894	22	2461
HH	HL	LH	LH	0.06014	148	2461
HH	HL	LH	LL	0.16782	413	2461
HH	HL	LL	LL	0.00366	9	2461
HH	LH	LH	LH	0.00203	5	2461
HH	LH	LH	LL	0.00731	18	2461
HH	LH	LL	LL	0.0065	16	2461
HH	LL	LL	LL	0.00041	1	2461
HL	HL	HL	HL	0.0	0	2461
HL	HL	HL	LH	0.00406	10	2461
HL	HL	HL	LL	0.00163	4	2461
HL	HL	LH	LH	0.01056	26	2461
HL	HL	LH	LL	0.1154	284	2461
HL	HL	LL	LL	0.00975	24	2461
HL	LH	LH	LH	0.02316	57	2461
HL	LH	LH	LL	0.22592	556	2461
HL	LH	LL	LL	0.22755	560	2461
HL	LL	LL	LL	0.00447	11	2461
LH	LH	LH	LH	0.00203	5	2461
LH	LH	LH	LL	0.0061	15	2461
LH	LH	LL	LL	0.02316	57	2461
LH	LL	LL	LL	0.0065	16	2461
LL	LL	LL	LL	0.00122	3	2461
