uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
13.0	2.0	90.577956	77.39241899999999	72.63651800000001	59.654056999999995	0.56608	0.293265	0.478174	0.487071	3.956749	1.0	45.336677	13.355338	5.0	0.016665	5.609055000000001	3.0	68.09477	3.831524	1.0	23.155914000000003	0.39709	1.0	52.51453299999999	11.932874	3.0	53.645191000000004	3.497902	5.0	8.388284	11.227425	5.0	59.54853000000001	1.473629	5.0	7.127300999999999
33.0	2.0	20.162725	41.37798	73.039884	86.616328	0.144124	0.679052	0.273113	0.40671999999999997	23.549008999999998	1.0	44.608669	10.312458	4.0	0.758391	5.243668	1.0	1.864914	5.60684	3.0	71.492563	14.479616	2.0	17.826989	18.049909	6.0	95.548407	0.6159479999999999	1.0	6.55136	23.601797	5.0	27.572105	10.002538000000001	5.0	66.955898
63.0	2.0	86.854189	79.095536	95.52795400000001	19.758822	0.761667	0.43358100000000005	0.8675450000000001	0.309081	16.582811	6.0	74.358319	1.669647	2.0	0.045325	4.088854	4.0	56.126027	1.720104	6.0	3.819846	18.89442	1.0	84.339686	13.718442000000001	3.0	84.613529	15.263254000000002	6.0	35.743315	7.129514	3.0	26.334815999999996	16.541183	4.0	19.039835
115.0	2.0	44.536478	97.927359	17.465475	31.691867	0.197262	0.34127199999999996	0.5554520000000001	0.27192	6.026158000000001	4.0	61.941288	23.103747	5.0	0.026417000000000003	4.0010449999999995	5.0	9.953515	2.9662759999999997	1.0	35.046839	13.444559	3.0	28.184703000000003	4.662508	4.0	90.59265500000001	17.818001000000002	5.0	66.29203299999999	6.913626	1.0	37.891636	17.042842	3.0	71.249151
131.0	2.0	37.531671	28.317292	96.729815	18.059103	0.181322	0.171729	0.754146	0.9233040000000001	9.058914	5.0	47.462354	18.99906	1.0	0.010809000000000001	5.561445	1.0	62.088846	2.8459369999999997	1.0	39.129707	10.805247	1.0	24.48912	4.581471	4.0	59.174932999999996	15.423572	5.0	32.90068	17.071419	5.0	61.016528	15.86351	3.0	4.0139510000000005
257.0	2.0	80.353886	95.710706	74.236329	83.989971	0.546676	0.198266	0.420097	0.22595500000000002	22.879276	5.0	80.414876	10.757572999999999	1.0	0.037655	0.9863200000000001	4.0	42.49094	5.344476	3.0	5.543126999999999	21.503473	3.0	14.477922	4.977504	1.0	42.345807	9.371887	6.0	36.368951	10.268553	6.0	52.030084	15.743569	1.0	56.056039
275.0	2.0	91.783679	19.851223	61.615828	27.640409000000002	0.9016069999999999	0.8621700000000001	0.510205	0.699975	11.040841	1.0	71.453346	24.405738	1.0	0.013069999999999998	3.974783	2.0	6.030794	0.30144499999999996	2.0	65.55852	11.719598	1.0	37.278092	13.916351	1.0	89.414664	14.54824	2.0	96.948516	7.303833999999999	2.0	71.20264	17.572364	2.0	58.912227
304.0	2.0	19.057665	98.437507	77.916686	32.948085999999996	0.44576400000000005	0.349364	0.916967	0.74754	18.096615	3.0	54.852273	4.177112999999999	2.0	0.012949	5.211562000000001	2.0	14.293687	3.047197	4.0	8.331096	22.656109	1.0	5.880189	17.614712	2.0	84.92729	18.693801	1.0	43.639081	20.10549	6.0	75.924317	7.856497	5.0	27.75057
321.0	2.0	89.214629	57.282035	32.091903	57.508065	0.380212	0.163732	0.9509110000000001	0.25861100000000004	12.875067	3.0	30.049322999999998	7.991833	5.0	0.035776999999999996	5.8804050000000005	4.0	83.781481	0.344314	5.0	95.867634	0.582171	3.0	15.866122	19.973844	2.0	93.86783299999999	3.7583580000000003	5.0	95.473483	20.045704999999998	3.0	1.522378	20.284627	4.0	2.4388900000000002
358.0	2.0	36.821407	17.047644000000002	93.494838	58.9729	0.339289	0.19524	0.23456999999999997	0.25193699999999997	0.7419439999999999	3.0	16.059442999999998	8.032015	1.0	0.783239	0.581997	2.0	85.163092	1.463892	2.0	46.276833	8.775741	2.0	49.057049	11.737677	3.0	63.031399	23.273619	2.0	89.874362	21.497579	1.0	66.672715	21.544762	4.0	69.815968
359.0	2.0	23.514967000000002	59.15059	83.90978	87.725218	0.8765440000000001	0.8144560000000001	0.948937	0.48356499999999997	2.265346	6.0	17.096041	24.990615	5.0	0.010594	0.213128	2.0	76.196811	3.765251	1.0	6.460268	1.7467869999999999	3.0	38.798978999999996	19.212332999999997	2.0	6.9487440000000005	14.860091	1.0	24.481329000000002	13.537645000000001	4.0	21.09274	12.849903	1.0	73.287745
364.0	2.0	14.834766	74.14699	84.212787	10.78603	0.336326	0.152133	0.374753	0.16931300000000002	7.266128	3.0	90.952499	19.752682	5.0	0.010498	4.1212599999999995	2.0	95.254122	2.51535	4.0	18.720982	1.552439	2.0	40.241248999999996	9.308063	1.0	7.444382000000001	12.376003	2.0	94.465727	6.118087999999999	5.0	26.980584999999998	20.365723000000003	1.0	24.714686
433.0	2.0	76.092872	58.198684	57.745985	37.329916	0.129208	0.10593	0.295112	0.957382	14.541073999999998	6.0	49.313767	20.270681	5.0	0.153862	0.14011400000000002	4.0	61.053309999999996	2.128202	6.0	26.358921000000002	19.491636	5.0	24.103078	6.778719000000001	5.0	60.51523	17.83306	5.0	60.12684599999999	18.571108	5.0	38.643755	10.539987	5.0	58.18039
453.0	2.0	30.140884999999997	40.088885	47.658411	65.226977	0.555968	0.126402	0.535423	0.273426	14.259561999999999	1.0	67.222475	16.819034	6.0	0.035446	6.05101	3.0	8.889199000000001	2.370943	1.0	9.238612	1.297792	2.0	67.60392399999999	15.486392000000002	5.0	65.346623	16.375458	6.0	92.01380999999999	10.675435	5.0	61.041064	18.496044	4.0	86.41982900000001
519.0	2.0	12.702975	62.835719999999995	23.854229	25.744273	0.685566	0.22054	0.166451	0.250632	11.719864999999999	1.0	22.570432999999998	8.777153	3.0	0.019434	0.626007	4.0	18.760279999999998	2.573181	5.0	35.188864	0.396894	1.0	27.653464000000003	20.049969	3.0	96.665102	4.965912	1.0	31.189003999999997	0.635955	5.0	37.532381	21.845052	4.0	14.144456
524.0	2.0	84.50248	17.864142	48.175633000000005	46.799555	0.7811319999999999	0.302622	0.473196	0.8675579999999999	10.181695	5.0	2.824185	21.500894	2.0	0.019993	2.6253130000000002	1.0	41.447371999999994	4.190254	1.0	62.168859999999995	4.516021	2.0	87.525093	2.746324	2.0	20.493256	15.900632	6.0	38.427392	10.561589999999999	1.0	82.45119	16.105798999999998	3.0	27.656533000000003
536.0	2.0	13.169103	98.124863	72.815657	93.359668	0.504131	0.115854	0.326341	0.573892	0.976563	1.0	20.492084	11.610772	1.0	0.010478	4.311838	3.0	32.605243	5.456165	3.0	98.577177	20.699082	2.0	1.345932	4.544861	4.0	97.215643	9.363592	6.0	67.837765	4.516039	5.0	64.822762	14.819656	1.0	51.287242
541.0	2.0	79.135862	87.770296	45.779194	44.29419	0.26048899999999997	0.139452	0.5384359999999999	0.628415	14.227167000000001	4.0	51.285276	22.111757	6.0	0.010091	2.534305	5.0	62.069897	5.846693	3.0	35.558045	14.953894	1.0	4.001072	24.999926000000002	3.0	51.191801	9.710246000000001	4.0	41.887741999999996	19.580526000000003	6.0	80.883151	21.409202	4.0	21.39923
563.0	2.0	91.423263	49.554626	25.728614	56.91764499999999	0.315359	0.6800109999999999	0.916783	0.68093	18.59842	6.0	1.4712020000000001	20.511631	4.0	0.017882	2.120895	5.0	21.074242	2.224673	3.0	18.184348	19.997434	1.0	62.015327	16.369081	3.0	81.083841	12.843523	2.0	42.405424	16.926205	3.0	31.931813000000002	17.215097	4.0	77.38022600000001
578.0	2.0	94.08766800000001	62.919698	18.92106	37.503677	0.288981	0.614628	0.431093	0.765833	7.9057770000000005	6.0	60.107353	7.300849	6.0	0.016678	5.468677	2.0	91.654055	3.204666	3.0	4.604664	13.502355999999999	3.0	1.738416	19.52046	2.0	57.611194999999995	0.266998	2.0	10.976689	1.345342	1.0	14.055185	14.169691	2.0	47.702925
592.0	2.0	25.81891	45.199324	26.942246	53.461676000000004	0.32461599999999996	0.163524	0.997635	0.827759	20.281109	5.0	24.415492	22.381591	5.0	0.010123	1.394736	3.0	53.795177	5.672059	2.0	6.660397	1.144945	2.0	74.76775699999999	0.724945	1.0	70.252689	9.341051	5.0	81.859893	19.894239000000002	2.0	21.148095	19.728144	4.0	82.041526
