uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
46.0	2.0	26.613059000000003	27.204105	72.43915	80.32624799999999	0.20695300000000003	0.748826	0.398975	0.45225	4.491592	5.0	23.713075	17.010263000000002	3.0	0.016465	0.457186	1.0	63.929439	2.6394759999999997	4.0	49.138519	4.978083	1.0	72.78965500000001	18.739452	5.0	90.741801	15.336689000000002	5.0	42.471497	20.343431	2.0	31.080037	21.49693	4.0	54.796797999999995
188.0	2.0	31.178501	17.690609	33.586169	18.501457000000002	0.31650300000000003	0.681108	0.33728600000000003	0.7529640000000001	10.409044	6.0	6.6246160000000005	12.10149	4.0	0.012915000000000001	5.518315	1.0	85.099001	6.169909	5.0	89.191996	5.8911169999999995	3.0	5.867792	19.435546	3.0	75.030415	2.904715	6.0	85.191785	8.71481	4.0	46.326931	13.727153	6.0	47.918935
230.0	2.0	85.927325	70.116569	33.108106	28.323171999999996	0.532514	0.358163	0.190361	0.185229	13.27581	3.0	4.183936	4.55675	4.0	0.020699000000000002	1.9500810000000002	3.0	18.681368	3.112537	4.0	35.445491	18.768064000000003	6.0	24.190613	8.875271000000001	6.0	3.822427	11.946144	5.0	53.265097	15.607883	6.0	53.462817	7.466854	4.0	25.922875
292.0	2.0	83.78033	30.415251	66.92163199999999	28.591944	0.913641	0.170536	0.26987	0.4917	18.789839999999998	2.0	17.370428	5.345747	1.0	0.010995999999999999	5.418629	5.0	25.675857	1.098708	1.0	74.33971	23.572156	3.0	3.4462580000000003	5.434185	2.0	91.140484	3.331714	6.0	90.656478	19.195825	5.0	76.301506	11.744703	6.0	29.353728999999998
293.0	2.0	91.223229	18.834352	87.867903	86.512854	0.357229	0.786508	0.628579	0.649994	21.321706	6.0	24.950751999999998	15.939115	1.0	0.020789	1.625636	3.0	2.00032	4.012812	3.0	33.207127	11.323538000000001	1.0	54.301389	25.242986	1.0	68.931741	9.706291	5.0	69.22309399999999	11.417831	5.0	65.620853	4.5662519999999995	1.0	12.734003
310.0	2.0	75.727322	94.706512	16.26526	61.496472	0.615266	0.36954899999999996	0.35475999999999996	0.758939	21.686657999999998	3.0	1.317186	5.867487000000001	4.0	0.011442	0.768063	5.0	41.709376	4.030628	3.0	71.319401	4.6133169999999994	4.0	53.572281000000004	6.231538	6.0	65.409355	10.396042	4.0	34.263591	5.698151999999999	6.0	36.532702	19.471054000000002	2.0	38.976653000000006
366.0	2.0	55.072189	45.413325	30.042003	36.787708	0.97359	0.300232	0.327921	0.317229	20.956212	3.0	8.913677999999999	13.078617	6.0	0.034135000000000006	0.593314	3.0	6.1501339999999995	4.459283999999999	6.0	39.718909000000004	10.752925999999999	2.0	69.285475	12.021319	5.0	81.0407	12.012758999999999	6.0	42.322790999999995	19.271296	5.0	48.278042	15.519259	2.0	55.993688
378.0	2.0	23.357038	12.173219	57.739051	40.775940000000006	0.30494499999999997	0.15628699999999998	0.8991299999999999	0.310134	0.870265	4.0	18.907884	14.586526999999998	3.0	0.018422	2.218855	6.0	17.290785999999997	2.138704	3.0	17.768809	23.374253	6.0	2.700772	9.643578999999999	6.0	91.651864	2.855568	3.0	38.484056	3.808789	5.0	55.143147	21.704139	1.0	20.039269
497.0	2.0	38.069941	79.338537	41.171864	27.115261	0.745371	0.653345	0.28426799999999997	0.478397	17.264711	4.0	26.991071	18.569824	5.0	0.013786000000000001	0.170166	3.0	8.129153	4.0845709999999995	1.0	5.555028	21.897702	3.0	10.107636	15.594812	3.0	81.289924	18.321057	6.0	9.45087	8.360204	3.0	88.097831	23.553207	5.0	11.190031
533.0	2.0	56.003418	77.629917	76.770627	98.611882	0.19946	0.600824	0.464876	0.838117	2.460115	6.0	2.343675	23.523919	4.0	0.025328	4.937336	4.0	20.023868	4.391623	4.0	64.26324100000001	17.673282999999998	2.0	39.35138	18.95109	2.0	52.511945999999995	23.284104	3.0	65.043061	19.704962	1.0	35.151555	7.224542	1.0	80.923059
559.0	2.0	43.110463	47.664433	99.452117	46.712936	0.599543	0.879654	0.985	0.7556390000000001	19.367657	4.0	4.58885	14.002898000000002	3.0	0.0156	5.201297	2.0	14.392201000000002	0.758745	3.0	50.721432	10.183116	2.0	18.438485	20.845005	2.0	39.919397	19.025134	5.0	53.62127099999999	3.36139	3.0	21.266713	17.949821	5.0	85.244261
818.0	2.0	99.401566	48.488687	99.003111	97.773108	0.7153149999999999	0.989975	0.639029	0.9248120000000001	14.302318	2.0	7.413099000000001	11.645269	5.0	0.017571	1.04185	1.0	62.363659999999996	5.706555000000001	1.0	10.727474	5.945515	2.0	93.25178100000001	19.476709	3.0	55.395793000000005	17.278533	2.0	4.189071	20.782358	2.0	10.260612	19.541396	3.0	69.990565
858.0	2.0	52.357516	68.984966	37.327837	78.220279	0.992959	0.48181	0.892625	0.18663	13.329606	5.0	4.401897	8.672794	1.0	0.014627000000000001	3.211563	3.0	10.122651	1.568259	4.0	29.71292	21.489554000000002	1.0	66.586156	18.661216	1.0	11.761621	13.461951999999998	5.0	56.53278	20.477956	3.0	58.531726	17.191855	6.0	17.633047
945.0	2.0	42.198094	92.582494	61.014768999999994	39.660196	0.889624	0.656859	0.118118	0.585387	11.381354	3.0	8.510616	7.013818	2.0	0.019436000000000002	0.903488	2.0	88.30224799999999	3.035228	1.0	46.781092	3.427332	4.0	23.123255	10.832628999999999	2.0	33.104298	21.86654	3.0	55.203678000000004	18.719414	5.0	88.883557	21.186528	5.0	68.839091
948.0	2.0	88.67989	45.950342	18.792527	86.45008299999999	0.644947	0.968461	0.296929	0.55088	19.778384	2.0	1.479767	5.9752529999999995	4.0	0.027172	0.881124	1.0	60.715063	4.058028	6.0	83.255139	5.115369	3.0	60.131087	9.724847	3.0	21.478014	5.525301	3.0	30.743099	15.595282999999998	2.0	96.249758	10.922817	4.0	27.877073
1004.0	2.0	50.779613	91.96458299999999	33.308948	61.829882	0.564634	0.735664	0.857561	0.575597	6.025144999999999	1.0	76.18086600000001	18.998520000000003	3.0	0.016714	0.851418	3.0	70.072637	4.253394999999999	3.0	28.877927000000003	5.650256	1.0	20.172753	20.259125	1.0	34.585467	9.608426	3.0	39.471794	7.8736559999999995	1.0	40.646888	15.812981	3.0	75.742761
1064.0	2.0	89.43114399999999	16.903579999999998	29.230036	83.55740300000001	0.464591	0.226886	0.37104699999999996	0.754613	12.139004	3.0	32.910727	16.536998	6.0	0.012706	5.127548	1.0	59.692530000000005	0.609057	6.0	69.03714599999999	3.6515730000000004	4.0	68.54534699999999	23.454785	5.0	43.846211	23.182485	1.0	39.33165	19.343035999999998	3.0	86.76110200000001	19.168657	2.0	50.740396000000004
1111.0	2.0	42.910569	32.712192	68.204803	53.66868100000001	0.701875	0.5242439999999999	0.44373900000000005	0.37248000000000003	2.418517	4.0	75.954771	5.167651	4.0	0.010143000000000001	0.152105	2.0	59.922672999999996	3.3547300000000004	1.0	23.796687	8.186721	3.0	10.744303	8.89916	6.0	47.595734	7.733028	5.0	10.271692999999999	20.20089	4.0	56.47296600000001	9.096896000000001	4.0	66.059087
