uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
25.0	2.0	93.80866999999999	5.773559	39.410531	38.472395	0.368868	0.66708	0.6952729999999999	0.684617	6.197472	3.0	82.779652	20.863223	5.0	0.47119399999999995	3.8062699999999996	6.0	21.825053	5.782966	6.0	79.965233	21.858249	1.0	25.607972	22.014232999999997	5.0	70.814853	10.614837	4.0	8.022753	12.604747999999999	4.0	29.10448	5.684811	2.0	64.960614
30.0	2.0	1.126844	83.01559	76.015275	31.541303999999997	0.480526	0.701611	0.29234099999999996	0.6488689999999999	23.387519	2.0	62.689069999999994	14.697118	1.0	0.039199	2.5215240000000003	6.0	73.08868199999999	1.2419360000000002	3.0	29.812546	23.076859	5.0	39.54208	16.673992000000002	3.0	41.110316	10.782428999999999	2.0	22.408522	7.46785	4.0	2.2375220000000002	3.6267089999999995	5.0	68.340071
69.0	2.0	61.939128000000004	13.822582	72.112255	55.953681	0.824254	0.9461510000000001	0.519187	0.995347	7.3705869999999996	5.0	13.622426999999998	12.691265	5.0	0.012029999999999999	4.326521	3.0	48.316927	2.188643	1.0	53.229684999999996	16.32977	5.0	33.360699	4.064739	3.0	40.652718	15.445666000000001	4.0	59.615981000000005	4.089124	3.0	99.069096	24.808598999999997	4.0	33.458219
81.0	2.0	16.822936	3.060914	97.704543	83.494877	0.100616	0.367827	0.17739100000000002	0.32605	6.117166	1.0	92.251867	9.753893	2.0	0.013877	1.6408740000000002	1.0	20.639107	1.135681	2.0	90.478398	2.18716	4.0	91.31890899999999	4.4899510000000005	1.0	45.809488	20.197171	2.0	51.037308	18.976773	2.0	51.089544000000004	0.466207	4.0	87.035152
103.0	2.0	32.432907	18.790178	12.789501	26.091923	0.6235539999999999	0.237141	0.611757	0.119334	22.017981	2.0	96.35673	16.569508	6.0	0.020183	4.405288	6.0	76.548372	2.782921	2.0	60.221293	4.355144	5.0	18.014996	19.304208	1.0	98.245784	10.515722	5.0	44.205917	11.224449	6.0	2.190204	15.461286	1.0	27.683602
106.0	2.0	8.535325	26.750002000000002	54.086439	30.900178000000004	0.8023640000000001	0.778552	0.136511	0.134858	14.867626999999999	6.0	30.94312	16.6034	4.0	0.034106	5.477636	1.0	91.654505	4.660304	1.0	94.066988	20.437138	1.0	11.284846	18.70429	4.0	83.943839	10.385369	2.0	66.56429200000001	23.432239000000003	1.0	98.150472	8.190479	3.0	74.880152
159.0	2.0	13.961981	72.424084	80.788012	88.101671	0.567925	0.990985	0.116868	0.469167	18.46665	3.0	28.346051	2.082143	5.0	0.011493000000000001	5.022879	3.0	38.280683	4.133734	6.0	56.777898	10.788775999999999	4.0	39.966035	2.725001	4.0	45.773185	5.748146	2.0	45.624084	3.8462199999999998	6.0	86.64746600000001	9.300654	2.0	87.44552
175.0	2.0	15.60348	15.893085999999998	43.805979	37.480298	0.9662350000000001	0.458161	0.76771	0.386396	6.561586999999999	5.0	84.193976	13.732889000000002	3.0	0.023139	1.5257610000000001	4.0	17.10821	4.467366	2.0	5.44482	21.302544	3.0	78.097965	21.373428	2.0	73.626675	5.787496	3.0	26.540792	17.940367000000002	3.0	9.566511	11.889853	1.0	24.710788
194.0	2.0	46.319089	46.460813	66.02044599999999	72.472923	0.8283389999999999	0.45305100000000004	0.9059459999999999	0.153271	22.905772	5.0	34.642093	21.714205	4.0	0.011281999999999999	1.390249	2.0	24.624431	1.810011	6.0	34.599957	9.74113	3.0	75.460844	7.653867999999999	4.0	9.928685	5.617255	4.0	92.741935	16.088964	5.0	3.410028	15.040446	5.0	3.944094
199.0	2.0	3.9914940000000003	49.749517	98.903665	21.161568	0.9838180000000001	0.398957	0.215552	0.18063800000000002	15.009504999999999	2.0	50.810359999999996	1.1016059999999999	4.0	0.016742	2.460385	1.0	85.969773	1.949393	3.0	40.546045	10.922528	4.0	38.295885999999996	8.088179	3.0	71.72716700000001	4.014215	3.0	3.497117	6.191815	4.0	12.464291000000001	15.331276999999998	3.0	86.088829
