uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
1.0	3.0	13.138547	62.440236	57.725154	66.143069	0.748286	0.527874	0.29426599999999997	0.490041	3.309996	6.0	37.295472	3.1785740000000002	1.0	0.010549	5.019947	4.0	42.578757	4.200680999999999	2.0	96.53119000000001	6.150786	5.0	15.868874	19.144465	4.0	41.115284	22.501416	1.0	34.399971	12.822914	2.0	20.635169	5.016115	2.0	27.775942999999998
14.0	3.0	54.004138	55.079733999999995	95.136429	55.364895	0.570692	0.928436	0.16917000000000001	0.189148	5.00635	2.0	38.958727	24.81987	5.0	0.036131	4.595527	3.0	56.128777	3.887785	4.0	20.7131	14.955070000000001	5.0	94.399019	3.223538	3.0	41.672183000000004	23.917295000000003	2.0	35.468215	12.463013	6.0	41.320111	0.975474	4.0	79.021298
21.0	3.0	4.2931550000000005	64.744747	47.298618	60.589211	0.229598	0.76882	0.8437399999999999	0.171453	2.629716	6.0	27.65294	23.760223	2.0	0.048677	5.382208	1.0	90.504039	4.771425	3.0	59.378018000000004	7.255374000000001	4.0	21.004746	0.614717	4.0	87.41380799999999	6.454167	2.0	5.801651000000001	9.769381	2.0	30.680742	14.632948	2.0	61.730239000000005
22.0	3.0	32.829278	36.334508	74.702137	94.458957	0.806654	0.188729	0.73819	0.520512	16.522285999999998	2.0	62.484207	7.030475	5.0	0.012426999999999999	3.904314	4.0	70.85153299999999	1.24783	5.0	35.620531	3.1116189999999997	2.0	17.427654999999998	21.987446	3.0	31.063021999999997	12.23136	3.0	13.453735	17.926553	5.0	71.574885	20.057807999999998	6.0	65.299211
41.0	3.0	26.788724	63.179182	75.326996	38.586504999999995	0.249937	0.523792	0.237229	0.97144	1.6824459999999999	1.0	24.234014000000002	5.528519	5.0	0.012976	2.14586	6.0	92.78608100000001	4.795735	3.0	88.411805	13.039031	5.0	10.357847999999999	19.916863	5.0	53.744184	0.41356000000000004	2.0	85.95845600000001	23.566529	6.0	92.366472	5.340283	1.0	6.8836889999999995
45.0	3.0	17.465903	78.410434	94.713535	56.658655	0.8589389999999999	0.30714	0.9899530000000001	0.613178	16.966504999999998	5.0	71.117835	22.592405	2.0	0.020865	1.112701	1.0	72.717892	4.493243	4.0	55.992408999999995	9.592242	5.0	83.452802	11.845692999999999	5.0	36.233012	3.091343	6.0	66.118057	3.529764	2.0	77.366487	22.463884	6.0	87.331209
49.0	3.0	85.552222	81.85803100000001	19.314226	79.299836	0.880093	0.221262	0.519223	0.49307700000000004	21.002746	4.0	86.783579	17.291802	3.0	0.018727	5.413165	5.0	18.742105	0.8813549999999999	3.0	24.773576000000002	22.884870000000003	1.0	84.45843	10.143772	4.0	27.990146000000003	9.646042999999999	5.0	44.759264	23.530354	3.0	98.110741	6.6508210000000005	6.0	27.870858000000002
53.0	3.0	5.457505	35.527421999999994	79.684191	28.373908	0.693364	0.145178	0.5949770000000001	0.43329799999999996	16.902793	3.0	74.252668	22.838984	6.0	0.024374	4.26806	6.0	20.38974	5.209776000000001	4.0	26.432384999999996	14.836499	2.0	92.63532099999999	14.823234	3.0	27.513240999999997	5.794353	3.0	85.084373	16.55209	4.0	46.851991	19.030248	6.0	41.414486
67.0	3.0	23.602831	95.982977	94.814829	18.727995999999997	0.408124	0.8886809999999999	0.5157579999999999	0.200562	2.923398	2.0	81.269625	25.240702	3.0	0.014488999999999998	1.285431	5.0	82.380004	5.510468	2.0	65.443639	18.749561	1.0	6.531712000000001	21.314405999999998	4.0	44.435731	10.380378	5.0	96.203209	15.266656	4.0	27.439844	8.614552999999999	5.0	77.348282
68.0	3.0	82.258792	23.264896	4.778491000000001	52.911818999999994	0.841764	0.428758	0.227489	0.9540799999999999	8.931383	3.0	27.782711	17.327907999999997	4.0	0.012759	5.445692	2.0	15.771319	1.214141	3.0	78.55514699999999	8.466621	3.0	34.351329	8.905167	6.0	18.064135999999998	11.974596	4.0	83.767526	1.9639689999999999	6.0	80.362315	19.351113	6.0	23.744538000000002
71.0	3.0	47.971123999999996	96.469257	40.782194	16.726316	0.143064	0.45160100000000003	0.903866	0.133471	8.044438000000001	2.0	69.92061899999999	4.180826000000001	3.0	0.014105000000000001	3.4577989999999996	2.0	88.227572	5.060231	6.0	88.38795400000001	2.873625	2.0	72.004876	6.485108	4.0	22.732706	21.304042000000003	4.0	81.041616	17.217091	5.0	74.922075	14.215641	3.0	69.065134
