HH	HH	HH	HH	0.05796	87	1501
HH	HH	HH	HL	0.03931	59	1501
HH	HH	HH	LH	0.02998	45	1501
HH	HH	HH	LL	0.10726	161	1501
HH	HH	HL	HL	0.02665	40	1501
HH	HH	HL	LH	0.004	6	1501
HH	HH	HL	LL	0.08195	123	1501
HH	HH	LH	LH	0.0473	71	1501
HH	HH	LH	LL	0.08861	133	1501
HH	HH	LL	LL	0.06596	99	1501
HH	HL	HL	HL	0.02598	39	1501
HH	HL	HL	LH	0.00067	1	1501
HH	HL	HL	LL	0.0533	80	1501
HH	HL	LH	LH	0.00067	1	1501
HH	HL	LH	LL	0.02199	33	1501
HH	HL	LL	LL	0.04997	75	1501
HH	LH	LH	LH	0.01999	30	1501
HH	LH	LH	LL	0.04264	64	1501
HH	LH	LL	LL	0.03331	50	1501
HH	LL	LL	LL	0.01799	27	1501
HL	HL	HL	HL	0.00866	13	1501
HL	HL	HL	LH	0.0	0	1501
HL	HL	HL	LL	0.03198	48	1501
HL	HL	LH	LH	0.00067	1	1501
HL	HL	LH	LL	0.0	0	1501
HL	HL	LL	LL	0.04197	63	1501
HL	LH	LH	LH	0.00067	1	1501
HL	LH	LH	LL	0.0	0	1501
HL	LH	LL	LL	0.00266	4	1501
HL	LL	LL	LL	0.01133	17	1501
LH	LH	LH	LH	0.01932	29	1501
LH	LH	LH	LL	0.01199	18	1501
LH	LH	LL	LL	0.02931	44	1501
LH	LL	LL	LL	0.01199	18	1501
LL	LL	LL	LL	0.01399	21	1501
