uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
4.0	3.0	50.663383	55.180691	28.500331	56.556833	0.12378399999999999	0.203672	0.8405819999999999	0.792706	14.819448999999999	5.0	67.409318	17.374545	4.0	0.220435	16.901428	5.0	57.571681999999996	23.418705	3.0	28.684513	9.988774000000001	5.0	39.078633	6.40182	5.0	0.037811000000000004	11.221872	4.0	53.608555
21.0	3.0	2.3650830000000003	34.345147999999995	22.647164	23.87931	0.396469	0.357731	0.28926199999999996	0.203548	13.188407999999999	1.0	99.886266	64.379587	4.0	0.010724	3.7410620000000003	4.0	7.571917	20.691381	4.0	82.85418299999999	41.200208	5.0	32.750060999999995	12.372961	4.0	0.046081	9.398141	3.0	78.871413
22.0	3.0	9.629642	99.34416800000001	65.02081	10.150722	0.690183	0.33669699999999997	0.21914499999999998	0.325275	13.211839999999999	5.0	3.5934980000000003	56.557348	3.0	0.015004	7.4781889999999995	5.0	6.3719589999999995	18.667017	3.0	22.836115	45.289328000000005	3.0	42.118574	18.698625	4.0	0.018613	13.316566	3.0	68.699541
39.0	3.0	32.642171000000005	77.596152	53.117031000000004	61.104769	0.663615	0.25740599999999997	0.770509	0.741326	12.57377	2.0	8.126812	3.7264180000000002	6.0	0.014969999999999999	17.300233	1.0	49.314746	16.017006	1.0	49.036449	43.969676	5.0	24.203298999999998	23.572585	5.0	0.017301	15.167129999999998	1.0	88.656891
42.0	3.0	66.583831	9.593048	32.335532	34.576637	0.307643	0.193209	0.28079499999999996	0.24140599999999998	7.452125	6.0	24.178703	26.779769	1.0	0.472566	18.243613	2.0	44.57396	0.90554	6.0	69.239207	72.096082	5.0	76.86919	5.083398000000001	5.0	0.01515	13.222920000000002	2.0	49.089749
50.0	3.0	7.373253999999999	37.315015	50.195663	22.773138	0.9955510000000001	0.76364	0.46491400000000005	0.666567	19.493779	4.0	13.820938	71.125763	5.0	0.012194	4.223046	3.0	18.728236	13.368062	2.0	2.804384	3.3249589999999998	5.0	22.095551999999998	9.749698	3.0	0.090464	17.019047	6.0	69.08284
55.0	3.0	19.600254	63.968289	25.900933	19.033202	0.30094899999999997	0.600689	0.8356629999999999	0.344704	10.950617999999999	1.0	98.502211	29.285704	1.0	0.050753	2.065049	6.0	2.978137	20.417552	5.0	86.16421899999999	11.532616	4.0	15.484905	16.313506	4.0	0.011995	6.848452	6.0	12.506057
64.0	3.0	44.915444	74.38130799999999	12.003835	29.966475	0.48321400000000003	0.341713	0.132524	0.741213	5.3216470000000005	3.0	36.857432	45.544706	2.0	0.011195	8.265199	5.0	78.646502	14.913801999999999	5.0	49.60855	17.202378	4.0	69.76241	4.476991	3.0	0.027982	8.378141000000001	2.0	74.31921899999999
77.0	3.0	79.256876	65.10513900000001	12.611460000000001	86.363169	0.417626	0.59975	0.7286159999999999	0.202266	16.471784	5.0	91.209624	62.877193999999996	4.0	0.017218	6.267379	3.0	56.578175	19.015778	5.0	18.818301	55.307031	6.0	60.917356999999996	4.912921	4.0	0.011154	1.809278	2.0	95.54131
118.0	3.0	35.205028000000006	57.941756999999996	63.232453	95.468032	0.9729389999999999	0.7728510000000001	0.32313000000000003	0.9158379999999999	10.762462	6.0	86.458636	72.647462	3.0	0.012322	13.489002	1.0	11.475154	23.563494	1.0	55.793999	60.256057999999996	5.0	93.704704	13.674427	1.0	0.010288	14.750406	3.0	5.2136309999999995
120.0	3.0	3.573639	60.522243	41.440023	40.103895	0.814724	0.329743	0.330888	0.552385	5.389530000000001	5.0	91.52916	26.75331	2.0	0.035019999999999996	2.0239759999999998	3.0	76.912	19.083281	2.0	14.950747	19.409467000000003	4.0	85.191879	4.42716	2.0	0.022088	9.367554	2.0	95.33889
124.0	3.0	64.429732	90.288453	43.630702	53.821794999999995	0.43767700000000004	0.7932520000000001	0.909084	0.764026	22.260956	3.0	28.66627	30.000582	6.0	0.038613	9.199083	5.0	17.440654000000002	17.861393	3.0	77.695803	52.265743	3.0	30.109875	8.238714	3.0	0.0199	14.953458	5.0	10.929934
