uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
29.0	3.0	65.85678	80.814524	36.572998	95.223168	0.887508	0.8029890000000001	0.445079	0.691507	3.995457	4.0	56.195204000000004	42.238609000000004	5.0	0.015096	2.994854	4.0	18.163695999999998	2.724334	5.0	79.362216	74.32905	5.0	19.54445	7.869014	5.0	0.023389	1.230954	4.0	59.74985699999999
30.0	3.0	89.702784	70.91848900000001	69.421826	64.562845	0.631346	0.295394	0.994258	0.545474	2.613352	3.0	41.198563	70.793533	6.0	0.013743	6.401269	4.0	37.815039	16.950446	3.0	42.704256	9.693821	2.0	56.637011	4.167031	6.0	0.23980300000000002	17.54262	3.0	36.012415000000004
91.0	3.0	8.28471	43.69925	79.94077800000001	6.769417999999999	0.20952199999999999	0.6652710000000001	0.401906	0.472206	12.976947000000001	1.0	37.849643	65.34011	3.0	0.25185100000000005	18.324756	4.0	70.594064	20.647232000000002	4.0	41.132154	3.187113	6.0	25.040521	17.030455	2.0	0.027873000000000002	18.114532999999998	3.0	68.352171
100.0	3.0	87.47864799999999	87.582249	35.638565	66.398597	0.366056	0.101129	0.765143	0.267809	13.153382	5.0	56.207798	9.761575	3.0	0.010706	9.815972	2.0	45.229627	9.923022	6.0	18.513007	62.51426800000001	5.0	67.288659	21.278338	1.0	0.022071	10.592214	1.0	40.333488
114.0	3.0	67.930649	44.348147	79.327101	46.270321	0.789944	0.688681	0.642245	0.482376	22.012542	4.0	67.061582	62.04179	6.0	0.097348	17.071478	2.0	45.953303999999996	19.715841	6.0	14.726409	43.963482	3.0	97.084262	6.8200970000000005	1.0	0.011828	4.00354	1.0	36.02429
133.0	3.0	44.105441	46.713105	90.486197	57.924969999999995	0.6044	0.8648629999999999	0.634019	0.95857	21.961218	2.0	51.038639	46.406484999999996	2.0	0.12221199999999999	8.105360000000001	2.0	16.508126999999998	4.238086	4.0	36.368390999999995	33.693923	4.0	13.770635999999998	12.194161	2.0	0.07384199999999999	8.037483	2.0	43.330993
134.0	3.0	93.316353	70.392279	49.989434	64.556347	0.49413900000000005	0.694972	0.677825	0.8636790000000001	17.828908	2.0	56.342369999999995	46.032554	5.0	0.014081	6.052569	1.0	80.347137	13.299012	5.0	6.910794	52.054794	6.0	69.12058499999999	21.090683	1.0	0.06896000000000001	2.428963	6.0	19.780016
176.0	3.0	14.880733	76.57254300000001	65.79745600000001	28.811321999999997	0.339517	0.646877	0.67098	0.7698109999999999	3.4297199999999997	1.0	64.703108	8.730302	5.0	0.018055	4.561113	5.0	9.05365	7.531163	6.0	3.676171	24.333941	6.0	23.032843	22.437186999999998	6.0	0.015604	3.600103	4.0	11.055283
210.0	3.0	11.106641	64.35130500000001	56.932529	16.116848	0.954791	0.876649	0.31419899999999995	0.32604099999999997	8.102768	2.0	96.506112	63.511705000000006	1.0	0.013274000000000001	16.224488	5.0	2.736926	6.020505	4.0	71.121967	10.845517	2.0	23.626139000000002	7.6820509999999995	4.0	0.059099	5.30621	2.0	72.75522099999999
220.0	3.0	66.170748	53.53739100000001	80.552564	44.867022999999996	0.719245	0.54525	0.47446099999999997	0.41513	16.221614000000002	3.0	7.970669	32.597099	4.0	0.06517300000000001	7.929619000000001	3.0	60.976123	8.999082000000001	5.0	77.292312	38.935826	4.0	34.366225	5.438931	5.0	0.183462	6.9800130000000005	5.0	64.58078
266.0	3.0	38.539281	19.864857	63.42261	40.447654	0.699326	0.45664399999999994	0.129575	0.8453719999999999	0.5480079999999999	5.0	20.547832	69.32303	2.0	0.013869999999999999	11.96535	3.0	56.64892	14.633044	2.0	94.601624	15.596514	4.0	23.931475	6.3032379999999995	5.0	0.069507	11.144789	4.0	57.117635
273.0	3.0	85.700023	58.07344200000001	57.680023999999996	20.067367	0.559487	0.8243379999999999	0.925644	0.355488	24.315897	5.0	8.710115	28.50282	6.0	0.010481	7.800617	2.0	28.374514	3.9183489999999996	4.0	21.86242	15.848962	5.0	93.974594	8.629776	1.0	0.0446	7.815696000000001	1.0	67.576998
293.0	3.0	90.424222	51.295122	85.086239	72.59689	0.103959	0.693051	0.707011	0.566299	20.955828	4.0	68.443841	47.456196999999996	5.0	0.013659000000000001	14.682313	2.0	70.207567	8.909753	4.0	75.31949200000001	56.600235	6.0	94.12217199999999	23.904536	3.0	0.018192	1.7489990000000002	3.0	7.215713
339.0	3.0	41.145981	33.971874	59.410525	53.138003000000005	0.29232800000000003	0.270884	0.292565	0.373899	12.379677000000001	5.0	26.791964	27.808595	1.0	0.075722	4.83668	5.0	82.421367	9.013126	1.0	91.122959	13.548810999999999	2.0	77.712187	7.607742	1.0	0.011145	13.238404000000001	4.0	29.527953000000004
354.0	3.0	76.47775	94.507428	71.508814	96.868964	0.7099439999999999	0.997009	0.166767	0.233567	1.235585	5.0	16.645312	1.6197700000000002	4.0	0.070215	7.2479960000000005	2.0	44.879954999999995	9.50642	2.0	63.744399	64.102266	3.0	87.686073	20.006522	4.0	0.019419	4.287157	4.0	27.064378
