HH	HH	HH	0.04955	72	1453
HH	HH	HL	0.11631	169	1453
HH	HH	LH	0.03854	56	1453
HH	HH	LL	0.06194	90	1453
HH	HL	HL	0.06538	95	1453
HH	HL	LH	0.06125	89	1453
HH	HL	LL	0.15554	226	1453
HH	LH	LH	0.02822	41	1453
HH	LH	LL	0.05643	82	1453
HH	LL	LL	0.01308	19	1453
HL	HL	HL	0.00482	7	1453
HL	HL	LH	0.0117	17	1453
HL	HL	LL	0.03372	49	1453
HL	LH	LH	0.02065	30	1453
HL	LH	LL	0.09085	132	1453
HL	LL	LL	0.03992	58	1453
LH	LH	LH	0.01308	19	1453
LH	LH	LL	0.0819	119	1453
LH	LL	LL	0.04198	61	1453
LL	LL	LL	0.01514	22	1453
