1	3	-4.186451	-2.634415	0.881228	-3.002237	-8.095146	-2.636381	7.435322	6.608024	4.852518	5.834608	-5.322776	-6.025492
5	3	-5.930677	-4.769945	-5.219255	-5.623841	-5.930678	-4.769945	2.302833	-1.008187	5.844061	6.372694	-10.529644	-6.560594
6	3	-5.779189	-5.031187	6.613363	5.077879	6.831964	5.534507	-8.817412	-3.704835	4.278146	5.534460	3.462593	5.020383
8	3	6.668923	8.090347	-9.372634	-5.502582	-6.206578	-3.608021	-5.934856	-5.502582	-6.206580	-3.608021	5.266432	-1.415653
9	3	-7.033187	-2.795804	7.981567	7.760090	2.023957	7.308865	6.493156	7.760080	7.127500	7.408117	-1.847457	0.401760
12	3	-9.601354	-0.128907	8.523408	6.055571	5.781661	8.846686	-9.323476	-5.298118	-4.467539	-0.128907	-3.517309	-5.114752
16	3	-9.371109	-3.691297	6.267723	5.544015	5.075520	7.588596	-11.274879	-1.874481	-5.926716	-3.690557	-6.103803	-1.874480
17	3	-9.193486	-1.908708	-3.875045	4.046167	-7.320754	-1.908708	-9.533145	-1.194386	4.867309	6.659111	-13.941797	-1.194386
22	3	-4.159924	-5.550591	3.275801	-0.837725	-4.150637	-5.550589	-2.662547	-4.628732	-8.709787	-5.550705	6.505520	5.211618
24	3	-4.519385	-4.899031	-5.965806	-5.450233	-10.479144	-4.899031	5.797433	6.206149	4.614081	4.431894	-7.082213	-5.450233
29	3	-3.430171	-11.127165	-8.778604	-6.777218	-7.418409	-11.131191	3.725795	5.703182	4.453253	-4.889207	-8.894222	-6.786786
36	3	-9.847229	-5.855916	6.369445	8.799925	3.890509	6.778515	-5.133338	6.381870	7.698998	6.781132	-8.427057	-1.937488
37	3	-10.579776	-4.365937	3.671322	6.861396	-4.091929	-4.365937	-5.829759	-3.144007	6.775386	6.331222	-8.195455	-3.144257
46	3	-3.041200	-8.567692	6.095453	0.742675	-2.952539	-8.567685	-3.726401	-4.926061	-5.269200	-8.567717	7.276864	6.851533
49	3	-6.585617	-3.511335	-6.173320	-4.856441	5.518207	5.226787	-11.011571	-4.856442	-12.716201	-3.511336	4.959629	5.580933
56	3	-9.978018	-4.264460	8.058174	6.555420	6.913852	6.593917	-8.180566	-1.576460	1.965075	6.564256	1.815591	5.952650
59	3	7.053932	4.021811	-1.418735	0.245102	1.085698	4.018267	4.047973	8.208618	-5.724758	-5.668550	4.487488	8.222241
61	3	-4.971529	-3.294831	5.216875	5.176917	-4.113911	-3.294831	-2.935212	-3.984196	5.068219	5.273781	-6.931373	-5.821747
65	3	-5.306628	-5.288666	-4.991176	-3.276787	-8.511137	-6.038978	5.906426	7.854818	6.137073	4.523880	-8.577911	-3.280860
67	3	-3.442047	-6.411792	-0.828096	-5.473256	-9.354789	-6.411792	6.682115	6.458689	7.324312	4.859180	-12.138613	-5.495455
68	3	-1.424454	-4.949302	-5.428469	-5.164316	-4.811588	-4.954184	4.424636	4.932776	8.250448	6.552995	-10.625707	-5.164318
70	3	5.635282	6.363883	-7.043121	-8.553246	3.701344	0.714509	-2.998896	-8.548708	-3.378342	-6.502353	-2.998799	-8.548707
74	3	-7.884261	-4.685693	-6.107430	-3.309134	-12.945968	-4.685693	5.162264	7.705690	2.363983	6.461780	-11.515000	-4.125512
75	3	-3.286461	-5.970862	6.264860	6.135635	6.270160	4.959048	-6.608414	-1.136261	3.886854	0.017224	-3.864216	-1.135172
76	3	3.059709	-2.186787	-2.485136	1.991937	3.118521	-2.186764	-4.458848	-3.759018	-5.822077	-8.526381	5.252483	8.304052
79	3	-2.783214	-5.529740	3.270042	-0.222656	6.677759	5.833320	-9.428210	-5.973351	-8.646456	-5.586398	5.855465	6.111758
80	3	-9.527557	-5.314289	7.578121	7.283256	-3.851171	-3.766357	-4.470457	-3.287079	5.207026	6.305930	-10.956090	-3.287214
81	3	-7.702439	-3.832366	5.079743	8.198310	-2.027848	-2.443282	-5.635265	-3.333101	7.300700	6.779554	-12.048750	-3.333116
82	3	-5.474923	-9.534673	7.036817	6.017022	-2.519161	-9.534666	0.539852	-1.548835	-2.518789	-9.534666	-5.813342	-5.910821
88	3	-4.669850	-4.504282	-2.798072	-4.659028	7.683212	5.936482	-5.850530	-4.659519	-4.669850	-4.504282	3.250888	-0.187164
90	3	4.230317	7.034894	1.208782	8.504059	-3.322580	-2.989076	7.227583	8.602907	6.415615	7.047761	-3.791601	3.794599
91	3	-11.188744	-7.381682	4.221986	8.553859	-5.529456	-7.381527	-6.345448	-0.635751	7.402651	5.514093	-10.838749	-0.635751
100	3	-9.645753	1.317973	6.599185	6.221868	6.200770	7.830843	-6.741601	-6.268760	-4.212681	1.317973	-2.987286	-4.482564
101	3	-5.803063	-4.189473	-9.169130	1.353319	-9.492160	-4.317851	2.953415	8.452922	4.735757	5.114273	-14.117037	1.353294
102	3	-11.332377	-5.950266	5.400892	6.656706	-5.763428	-5.950266	-7.749554	-3.052212	6.092423	6.991312	-11.671461	-3.052365
108	3	7.104702	7.649692	-6.299491	-3.700304	-10.841141	-0.350352	7.170294	6.878761	-10.409002	3.112385	3.591163	6.808159
109	3	6.905022	7.742860	-8.153231	-5.034985	-2.738563	-0.730635	-2.052330	-5.012653	-8.609023	-0.749854	6.663721	5.826455
111	3	7.220086	7.107729	-8.754315	-5.390132	-5.389497	-0.458882	6.737807	6.513478	-2.278701	-0.441799	-2.787835	-5.390117
113	3	-6.677238	-3.734672	-3.684065	-2.239979	-11.651897	-3.734672	4.681681	7.425435	5.756397	5.083722	-9.125681	-5.144483
117	3	-2.032562	-5.055536	-8.334366	-3.581420	-8.253244	-5.243705	4.587474	8.307947	6.762656	7.054933	-13.645817	-3.581591
118	3	7.810267	7.389161	-10.083776	-4.712958	1.781118	7.352060	-0.784601	6.258094	-7.159465	-3.506447	6.158906	6.447464
119	3	-9.309269	-7.528811	5.905910	6.716740	4.479118	4.940491	-7.544754	-5.794779	-5.294756	-6.998407	-4.772135	-5.755741
121	3	-8.526535	1.255616	-1.197374	6.601286	5.899235	6.890260	-12.703155	-4.504090	-8.641693	1.251159	4.928500	7.513409
127	3	-4.070104	-4.696288	-5.735307	-2.340547	-6.757294	-4.708966	6.110137	6.861828	6.670582	6.598341	-10.167145	-2.340590
128	3	-9.383417	-4.073891	7.064561	6.455972	-5.098173	-3.367976	-4.150049	-5.271675	6.154402	6.961434	-9.331885	-6.198103
134	3	6.724298	7.282679	-9.418362	-4.819277	-5.897400	-3.665139	-1.746526	-4.808029	-8.969966	-3.665139	5.981758	7.350354
136	3	2.235838	7.634028	-5.663647	5.480730	-2.996784	5.225282	-3.097276	5.665673	7.835356	8.493996	-7.652274	-0.689566
137	3	-4.101736	-1.546682	-1.657211	-2.051620	-8.563445	-1.546682	8.954551	6.490132	4.768834	8.190703	-7.892213	-2.051623
138	3	-14.415584	-6.693972	-3.844907	0.795866	-15.005520	-6.693972	6.854174	7.649019	-8.571648	-6.692844	-4.000749	-5.267162
143	3	6.111216	7.473163	-14.129274	-3.607554	-2.217023	-3.211383	-8.190676	-3.607510	-9.461240	-5.131531	3.840628	7.028849
152	3	-4.058287	-6.253369	-3.981917	-5.378779	2.023632	-3.116353	-3.981917	-5.378779	-6.299124	-6.253369	8.004328	6.133302
153	3	-1.868799	6.319190	-7.466848	-5.380734	-7.219219	4.674744	3.280943	6.747891	3.768189	8.182871	-7.466848	-5.380734
155	3	-0.300826	-2.329583	-1.626352	-5.024830	7.411576	6.400170	-7.724314	-5.034177	-0.300953	-2.329615	2.430585	-0.161819
159	3	6.849772	9.375900	-9.476146	-1.891008	-5.043677	-0.570990	-4.166491	-1.891007	-11.461800	-0.570994	5.577211	8.111910
163	3	-8.070658	-3.646076	7.364378	6.305543	5.087093	7.581200	-3.871609	3.712484	5.501332	7.582858	-5.087300	0.716353
172	3	-6.641425	-4.830572	-2.258876	-2.273265	-13.429832	-4.830572	7.106910	9.503801	4.283047	7.491922	-3.933610	-2.273296
174	3	-7.325706	-1.234139	7.960844	6.601717	4.210011	6.801958	0.979795	6.519674	7.027013	6.803891	-7.001661	-4.033897
177	3	-4.928220	-3.762920	8.298696	7.269335	2.915353	5.926333	6.104482	7.262972	8.821796	5.926355	-3.037601	-0.064496
181	3	-4.855798	-1.737744	-4.917843	-5.037417	-10.978266	-1.737744	6.955529	4.477807	5.161440	6.057593	-8.647990	-5.037434
185	3	7.400777	6.644858	-7.816294	-6.171479	-0.331327	-4.328944	-3.903149	-6.171465	-8.232470	-5.267616	6.249366	4.592954
187	3	-5.662711	-4.127748	-2.237617	-5.348091	-11.791452	-4.127748	7.852009	6.512585	6.195178	5.729851	-3.429065	-5.348092
188	3	-9.388084	-4.738937	7.130376	5.962936	-7.510809	-4.738937	-4.584448	-5.266283	5.008511	7.098123	-10.645500	-5.798434
189	3	-7.724977	-3.524354	3.370716	-0.956310	-8.994280	-3.524354	6.540141	4.281416	3.205370	6.640886	-6.446505	-5.361617
191	3	8.418539	0.495878	-7.384301	-3.453501	9.287882	6.719672	-13.615156	-3.453501	-6.090563	-4.638194	4.328303	7.138655
193	3	-0.023998	-3.136114	5.443206	0.581490	-9.006204	-4.365940	5.866993	6.826581	4.894877	6.119252	-1.755364	-3.513352
195	3	-7.178161	-4.013236	-2.520962	-3.246211	-12.148644	-4.139399	7.355346	5.648624	2.221390	6.253875	-7.850419	-4.821655
197	3	5.530642	6.757568	-11.745112	-4.402574	-4.481623	-5.201388	-6.809641	-4.402524	-6.670427	-5.201388	5.444614	5.667193
200	3	-4.174998	-5.426405	-7.965242	-3.836554	6.759618	7.611576	-12.745292	-3.836654	-8.987413	-5.443153	3.726748	7.154580
205	3	7.023855	6.552385	-10.504615	-1.697657	-6.435334	-3.140613	3.921463	7.605915	-2.609291	-3.139849	-6.752117	-1.697657
207	3	2.465931	6.460151	0.903287	8.465022	5.787901	6.796678	-10.330344	-2.010566	-0.517527	-3.532415	6.367014	8.544859
213	3	-3.663126	-5.556363	-3.993943	-6.425021	5.151451	5.775556	-6.478154	-6.425023	-5.352851	-6.438755	8.321997	5.623598
216	3	7.148805	5.335369	-7.447809	-5.530408	-3.766791	-4.181408	-3.366318	-2.513437	-3.766791	-4.181408	3.658714	-1.365219
