uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
1.0	3.0	7.439913000000001	15.53384	5.359230999999999	25.369554	0.282048	0.222879	0.539007	0.8624069999999999	2.050354	2.0	26.307104	18.14795	6.0	0.047967	4.1047139999999995	1.0	61.558781999999994	6.065554	4.0	73.62400699999999	16.389967000000002	3.0	74.83622700000001	2.759674	6.0	69.507779	21.30487	1.0	0.41329799999999994	5.0802830000000005	2.0	37.538871	0.6964100000000001	5.0	67.41250699999999	8.005827	1.0	38.550746000000004
5.0	3.0	28.578060999999998	68.66304699999999	92.86353100000001	79.325176	0.242896	0.756711	0.43121899999999996	0.343764	20.328157	6.0	56.823713	23.751938	5.0	0.021068	2.315432	5.0	11.925582	0.32623800000000003	4.0	53.349079	6.4377949999999995	1.0	49.381172	8.599905999999999	2.0	87.900758	14.570135	1.0	0.020881999999999998	4.487617	4.0	80.794122	2.598976	3.0	21.134321	15.886712	6.0	19.336489
7.0	3.0	48.633187	86.528474	32.538136	92.242908	0.768324	0.689596	0.9194379999999999	0.935205	9.733257	4.0	68.633129	16.928895	2.0	0.021825	0.7630279999999999	4.0	97.386764	1.8429080000000002	2.0	44.146302	14.958601999999999	1.0	88.11526500000001	18.764478	2.0	49.566918	20.914854000000002	3.0	0.019487	1.136587	5.0	52.358059000000004	1.8358450000000002	1.0	92.732677	10.254359	2.0	23.023807
8.0	3.0	14.788457000000001	20.965611	11.059286	66.424974	0.931687	0.258079	0.456233	0.79813	18.730555	4.0	7.190865	2.387343	5.0	0.01374	3.474966	5.0	91.11968	0.29251	1.0	54.5159	14.566038	3.0	9.785067	0.46084200000000003	6.0	80.448489	11.306484	5.0	0.011791	2.822104	3.0	67.908169	0.114657	4.0	27.190621999999998	16.872978	4.0	8.517828999999999
11.0	3.0	13.563398999999999	85.83274	69.718743	37.241864	0.8350219999999999	0.36627600000000005	0.696036	0.27116999999999997	22.873251999999997	4.0	27.101460999999997	9.383002000000001	1.0	0.013409	5.562924	6.0	83.71098	5.505038	5.0	28.897381	8.254974	4.0	63.701014	2.971012	6.0	46.539058000000004	8.371625	6.0	0.12750899999999998	4.12439	3.0	89.955011	2.741475	5.0	38.44279	9.126921000000001	5.0	74.50044799999999
17.0	3.0	81.25538900000001	67.727754	6.4068760000000005	93.548085	0.696611	0.650227	0.350378	0.7294649999999999	23.431462	1.0	19.993669	22.125972	2.0	0.019316999999999997	2.6050299999999997	2.0	74.60502	2.802218	3.0	22.893864999999998	8.943091	6.0	8.231262	15.586569	5.0	19.915456	1.327964	5.0	0.077874	1.3006010000000001	5.0	15.763588	5.591797	6.0	16.642244	24.972036	6.0	93.624308
23.0	3.0	67.232283	16.770602	37.895526000000004	50.212418	0.6829430000000001	0.7685649999999999	0.909468	0.42655	18.678414	3.0	65.78832299999999	12.984005	4.0	0.024038	0.420393	1.0	28.285870000000003	2.041741	3.0	78.619331	3.943056	1.0	7.376194	13.919820000000001	4.0	29.916490000000003	10.972169000000001	3.0	0.02563	1.2002760000000001	2.0	51.631679999999996	3.0725439999999997	6.0	74.379345	18.187825	6.0	1.294049
25.0	3.0	18.078287	48.435497	84.592201	41.616209000000005	0.38551199999999997	0.596258	0.93773	0.484275	6.169598000000001	2.0	99.300853	4.1324760000000005	3.0	0.09540499999999999	4.131284	5.0	27.257908	5.076625	4.0	30.714353999999997	18.152891	2.0	55.944781000000006	25.036362	1.0	65.495391	6.2387690000000005	1.0	0.020802	5.439694	6.0	50.485282	2.703379	6.0	90.47896899999999	15.030048	5.0	84.334069
28.0	3.0	18.436988	84.400474	91.635083	20.575454999999998	0.481971	0.919309	0.926683	0.6752060000000001	23.129922	1.0	96.138203	7.5303889999999996	5.0	0.010609	3.93811	2.0	25.430169	1.222418	4.0	7.106327	21.165027	4.0	61.16711	12.084025	5.0	91.798598	10.754026	4.0	0.047392000000000004	4.006514	1.0	86.356623	2.4334700000000002	2.0	29.089408000000002	9.260280999999999	3.0	22.287275
30.0	3.0	25.348564	29.477929999999997	94.401361	75.54965899999999	0.13712	0.274857	0.5270699999999999	0.238144	7.8604389999999995	1.0	26.534863	12.275848	5.0	0.010854	2.341745	6.0	18.788458	5.685107	1.0	29.270369	13.11098	2.0	93.78871	13.464344	1.0	57.879178	10.326174	3.0	0.08785	3.559799	2.0	33.541321999999994	2.947584	3.0	31.117334999999997	12.217851	3.0	50.376248
