uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
48.0	2.0	23.580464000000003	48.731834	78.979789	89.34335300000001	0.376096	0.207499	0.672276	0.759374	21.668741	4.0	1.520125	34.638791999999995	3.0	0.349827	5.976368	4.0	67.876323	4.886845	3.0	64.590847	37.548952	3.0	17.707675	2.626678	2.0	0.47229799999999994	3.673504	6.0	40.659189000000005	1.306893	6.0	79.006052
62.0	2.0	54.311843999999994	63.538072	26.918566	10.425997	0.23856	0.329854	0.134512	0.231935	23.17073	2.0	99.46669200000001	22.575576	3.0	0.016608	9.969831	3.0	5.827829	2.008856	4.0	52.580179	33.529146000000004	2.0	16.310775	4.189654	5.0	0.14056300000000002	3.555339	5.0	74.519465	2.112225	4.0	53.754645
78.0	2.0	90.748706	58.927777	88.63144799999999	53.298353000000006	0.287515	0.10034900000000001	0.203171	0.694771	4.57956	4.0	85.916359	51.466026	1.0	0.09502000000000001	2.677439	4.0	31.387789	6.777228	6.0	53.50617	47.314462	4.0	40.451283000000004	5.133722	1.0	0.048962	2.2273669999999997	1.0	23.975114	2.246223	5.0	27.388775
135.0	2.0	76.68808	82.95930600000001	98.455047	88.184069	0.624738	0.524412	0.396886	0.5252819999999999	5.422956	6.0	63.842499	24.753423	3.0	0.024944	13.051471000000001	2.0	6.834552	8.462628	1.0	86.813615	67.82797099999999	3.0	95.06290899999999	21.481547	4.0	0.011539	3.581689	1.0	37.091196999999994	3.6049580000000003	3.0	30.043906
139.0	2.0	33.481202	78.289215	86.596517	93.477327	0.9663940000000001	0.5997239999999999	0.41462200000000005	0.746205	8.053162	4.0	8.569813	52.839031000000006	1.0	0.013656999999999999	12.064511999999999	4.0	5.7622480000000005	3.8238410000000003	4.0	3.206306	4.245595	1.0	68.663811	10.700663	3.0	0.095414	4.874546	6.0	17.659065	0.302271	6.0	37.185927
164.0	2.0	60.30656	75.105763	15.898973000000002	72.050876	0.922911	0.314272	0.937976	0.14968099999999998	7.5221	2.0	63.062991000000004	14.028478	5.0	0.011	16.985046	5.0	14.211617000000002	2.265493	2.0	49.787355	63.644296999999995	1.0	40.390541999999996	13.57187	4.0	0.018433	0.983215	3.0	83.567959	2.731851	2.0	46.358121999999995
167.0	2.0	62.818711	80.49606899999999	89.634969	84.82441999999999	0.493224	0.27822800000000003	0.669717	0.572879	16.82808	6.0	47.654174	53.624203	2.0	0.034905	1.034051	1.0	98.442026	3.031743	6.0	87.089956	41.746623	2.0	4.6906099999999995	12.191061	3.0	0.047518	1.949124	4.0	38.367913	1.0652979999999999	4.0	76.164254
236.0	2.0	12.054798	82.286229	94.81985999999999	51.577551	0.756296	0.39091	0.630583	0.163348	1.659893	2.0	9.118345	58.787434999999995	3.0	0.01984	8.281417	2.0	4.607031	10.830928	2.0	22.547036	44.198523	1.0	97.992153	23.031092	1.0	0.011302	0.674802	6.0	84.268798	4.789211	4.0	24.684972
287.0	2.0	35.111305	43.663211	27.111828000000003	35.652824	0.331017	0.390296	0.20981999999999998	0.856671	17.383445000000002	1.0	26.221533	65.445894	6.0	0.037614	8.920033	3.0	15.847547	4.701215	1.0	16.909448	48.803129	5.0	59.638838	10.739586	3.0	0.12011	1.472058	2.0	28.172132	0.398059	6.0	73.311476
346.0	2.0	68.535206	66.32665300000001	41.986155	13.213172	0.735228	0.11376800000000001	0.468916	0.224423	17.598198	4.0	77.606716	17.596767	4.0	0.014862	15.533916	2.0	18.357736	17.120561	1.0	22.189259	37.437872999999996	1.0	13.265931	11.477883	1.0	0.011335	0.665338	4.0	28.564909000000004	5.772733000000001	2.0	58.42065
402.0	2.0	51.519847999999996	99.713666	62.730314	18.657554	0.6104930000000001	0.9432809999999999	0.209745	0.14615899999999998	19.27433	1.0	48.628316999999996	55.878422	1.0	0.010166	4.012176	1.0	28.44325	19.286245	1.0	18.247933	41.800057	2.0	52.388131	7.356610000000001	4.0	0.07175	0.33079899999999995	3.0	24.501503	3.253291	5.0	61.765034
425.0	2.0	93.44529200000001	13.710121	76.826076	29.050528000000003	0.38126	0.11723199999999999	0.132105	0.748678	3.001057	1.0	19.861331	68.778362	5.0	0.056813	8.998722	1.0	4.638756	23.155334	2.0	31.753535	5.341829	5.0	76.345407	22.688315	2.0	0.078968	4.4861260000000005	3.0	18.282535	1.6842830000000002	2.0	95.664904
467.0	2.0	70.28363900000001	87.251225	22.129504999999998	84.527231	0.585284	0.30628299999999997	0.448954	0.34483800000000003	6.097651	4.0	69.57640699999999	17.494163	6.0	0.01958	4.698482	5.0	18.121038000000002	7.024261	1.0	42.689811999999996	21.785509	3.0	4.905352	21.076853	3.0	0.038827	2.184645	4.0	56.300548	4.711426	4.0	26.284437
474.0	2.0	74.19438199999999	15.656925	80.925802	44.192271000000005	0.751019	0.387988	0.186326	0.848635	6.3846680000000005	5.0	71.293685	64.332162	4.0	0.076813	6.9843589999999995	1.0	12.464962	3.3494599999999997	2.0	10.119598	46.047739	6.0	79.416813	3.722675	6.0	0.243429	2.9156	4.0	44.851163	5.523646	2.0	97.855154
620.0	2.0	82.552494	55.419225	70.572781	75.753923	0.347408	0.321673	0.207688	0.8114899999999999	2.16812	2.0	79.572174	63.381280000000004	3.0	0.028821	8.737259	4.0	4.219575	14.219995	5.0	22.049329999999998	63.332432	6.0	46.225347	12.885324	5.0	0.025325999999999998	0.21395300000000003	4.0	4.524285	2.282012	6.0	25.092112
