uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
11.0	2.0	22.801614999999998	17.605970000000003	17.831035	94.63097900000001	0.9922040000000001	0.61837	0.156531	0.689094	17.239729999999998	2.0	76.623462	49.24729	3.0	0.044483999999999996	7.660409	6.0	47.962284999999994	13.386242000000001	1.0	31.869348	20.73903	6.0	96.671099	12.672964	3.0	0.084464	4.9876830000000005	2.0	15.349226999999999	4.681830000000001	2.0	95.45990400000001
21.0	2.0	55.055668000000004	1.608606	41.368953999999995	87.89322299999999	0.295712	0.54802	0.826458	0.23209699999999997	8.796155	2.0	23.943782000000002	17.034074	4.0	0.017616	6.7091259999999995	4.0	40.204729	17.197808	4.0	97.248005	19.644279	4.0	52.702902	14.781398999999999	2.0	0.016452	0.6984630000000001	6.0	99.986745	0.319945	2.0	68.396187
29.0	2.0	55.862384	29.542413	98.463318	95.048992	0.333489	0.9744200000000001	0.559874	0.658343	1.532381	1.0	96.67148	3.4885629999999996	6.0	0.021077000000000002	9.999209	5.0	49.906383	16.356082999999998	3.0	55.550805000000004	20.392145000000003	2.0	46.26292	4.660461	6.0	0.03611	3.733735	2.0	84.093598	4.0266470000000005	4.0	36.450998
47.0	2.0	15.956053	19.962618	72.58515799999999	56.567087	0.686014	0.888912	0.838363	0.44062399999999996	10.950801	3.0	75.456773	58.937580000000004	4.0	0.035	7.920832000000001	2.0	79.320068	17.641151999999998	1.0	18.933631	70.442093	4.0	68.188627	12.476172	1.0	0.010503	1.8968740000000002	3.0	41.442009000000006	0.315251	4.0	57.319235
49.0	2.0	69.353112	2.5647889999999998	25.920924	59.079589	0.785077	0.826304	0.47354300000000005	0.507931	3.76326	3.0	40.076116	3.827347	6.0	0.043852999999999996	5.187591	6.0	32.932662	8.072047999999999	5.0	42.349337	29.420763	3.0	70.966779	18.522157999999997	5.0	0.019219999999999998	4.224071	3.0	50.90916	3.655564	1.0	24.101108
51.0	2.0	51.610075	13.033121000000001	15.406649	66.540991	0.994884	0.9698190000000001	0.7404569999999999	0.49521800000000005	16.251558	5.0	18.026316	49.653423	3.0	0.015437000000000001	17.164855	6.0	4.979421	22.102999	6.0	39.415421	68.943033	6.0	25.452129	22.488823	2.0	0.017332	5.867386	5.0	88.896609	0.310874	5.0	68.985515
56.0	2.0	39.226161	4.183814	73.302586	49.468103	0.820835	0.445	0.6368189999999999	0.29802	19.147199	5.0	59.283113	47.290619	6.0	0.017506999999999998	9.695205	2.0	66.15755	18.142747	2.0	67.657713	31.345910999999997	6.0	90.3541	15.837592	4.0	0.024347	5.083857	1.0	50.855396999999996	4.973192	2.0	67.859864
64.0	2.0	24.267063	7.816081	11.794414999999999	80.780647	0.185079	0.713576	0.8431700000000001	0.923019	2.093669	2.0	61.987201	22.23532	1.0	0.013938999999999998	17.992792	5.0	16.562098000000002	24.041529999999998	1.0	82.183408	56.301018000000006	6.0	84.04284399999999	18.358424	5.0	0.011728	1.315769	4.0	87.12006099999999	4.931497	1.0	1.6867330000000003
67.0	2.0	7.143631	7.999564	33.49862	86.461258	0.761041	0.890978	0.5759380000000001	0.469369	21.898153	2.0	22.681201	43.248088	1.0	0.049269	3.237445	3.0	65.120677	0.543823	4.0	26.181661	24.20366	6.0	59.494912	11.486554	3.0	0.010503	0.8376100000000001	3.0	85.204925	3.928389	5.0	92.53599100000001
72.0	2.0	59.81103	2.252534	58.895198	34.59154	0.228386	0.319407	0.41286000000000006	0.45952200000000004	5.757455	3.0	97.930212	57.272397	5.0	0.013507	17.739747	2.0	24.873579	23.058431	6.0	97.66683	43.020013	1.0	14.230401	19.94589	3.0	0.013741	5.370272	6.0	74.230722	2.82775	4.0	30.573713
76.0	2.0	8.837213	4.048787	11.425591	10.332362	0.47229799999999994	0.81137	0.10826	0.544823	21.201219000000002	3.0	69.258874	8.434792	6.0	0.077068	9.269267999999999	2.0	4.129983	15.039311999999999	2.0	48.255759000000005	57.771097999999995	1.0	34.929355	18.912822	5.0	0.042163	4.099781	1.0	43.919645	4.832661	2.0	70.696857
77.0	2.0	83.14699	15.177632999999998	93.41743000000001	39.485608	0.347209	0.9315379999999999	0.41303999999999996	0.829895	22.67859	4.0	57.230934999999995	24.742959	2.0	0.01706	2.730588	4.0	3.6640050000000004	22.703392	1.0	78.130496	20.458661	5.0	72.562304	12.811357000000001	2.0	0.011509	3.3658900000000003	4.0	77.946931	1.4021219999999999	5.0	12.343597
107.0	2.0	42.71843	16.003022	65.274191	67.395111	0.6157189999999999	0.807455	0.184711	0.7381300000000001	14.597895000000001	2.0	51.020669	21.786471	2.0	0.045743	6.036086	6.0	7.103998	14.557229000000001	5.0	40.911606	57.88353299999999	5.0	87.378862	4.300182	6.0	0.049319999999999996	5.327287	4.0	74.400851	4.691104	6.0	72.449313
113.0	2.0	10.344261	75.301989	88.044207	26.240813	0.559251	0.8291149999999999	0.585266	0.477433	14.747075	1.0	23.68209	1.403376	6.0	0.014256	6.919010000000001	3.0	70.25044100000001	0.9839200000000001	2.0	60.394527000000004	54.645679	3.0	26.182289	16.721560999999998	6.0	0.018867	5.597186	5.0	87.645193	4.721037	1.0	34.13888
123.0	2.0	96.788379	4.004698	21.882084	55.20894200000001	0.525591	0.43886800000000004	0.770858	0.262228	9.515193	6.0	7.495641	15.025043	6.0	0.027867000000000003	16.468742000000002	6.0	61.730677	9.410171	3.0	69.041028	69.51649300000001	4.0	38.340416999999995	22.149662	5.0	0.034938	5.231644999999999	1.0	24.585172	3.778374	2.0	59.585174
143.0	2.0	92.14586800000001	15.977934	15.441266	57.604406999999995	0.9997360000000001	0.801118	0.5058729999999999	0.410762	20.076529999999998	6.0	23.104538	42.621395	3.0	0.022586000000000002	8.024796	5.0	17.600020999999998	22.271581	1.0	38.833838	12.47052	6.0	54.516386	10.233582	5.0	0.025713999999999997	2.476337	3.0	68.767143	4.401149	6.0	53.74272
147.0	2.0	6.968959	14.682742000000001	89.730411	25.163068	0.799404	0.159093	0.688567	0.697817	22.348024	4.0	1.7050009999999998	51.151011	4.0	0.010838	9.37962	6.0	31.930119	19.467389999999998	5.0	57.634354	49.726468	6.0	25.000273999999997	6.355322	4.0	0.010786	1.410349	4.0	34.126478999999996	1.193573	3.0	26.248255
155.0	2.0	79.105423	1.067421	84.051344	20.238165	0.667209	0.765828	0.54695	0.53388	12.665167	3.0	99.195161	11.448469000000001	6.0	0.012862	0.628178	4.0	78.07714	8.172737	4.0	83.171635	35.176589	2.0	83.63503399999999	18.890227	1.0	0.018115	5.523492	1.0	94.625249	3.5608480000000005	2.0	55.443973
172.0	2.0	14.257009	27.737299	26.380649	51.873736	0.624975	0.49285100000000004	0.25123	0.613135	23.862407	5.0	15.538835999999998	61.479380000000006	2.0	0.05363	14.161845000000001	2.0	5.3950059999999995	15.381343	1.0	98.17999300000001	25.252923000000003	4.0	13.155453	0.740729	2.0	0.016775	2.011752	4.0	40.030528000000004	0.7439359999999999	2.0	36.915715000000006
220.0	2.0	66.7161	64.88036600000001	47.993454	66.95634100000001	0.772649	0.786618	0.958508	0.310133	21.308747	1.0	16.548196	3.524029	5.0	0.021844	18.109363000000002	6.0	57.380561	9.279748	3.0	57.432655000000004	64.345926	6.0	4.596953	5.774696	3.0	0.019597999999999997	2.104917	3.0	81.399466	0.940824	3.0	13.768301000000001
225.0	2.0	3.0257099999999997	51.053795	51.068709000000005	27.140034000000004	0.869741	0.70067	0.8889729999999999	0.831751	7.712594	5.0	66.769639	33.75443	2.0	0.01616	13.035553	3.0	98.94120500000001	23.927073999999998	5.0	91.556352	26.664106	4.0	37.545107	14.2611	5.0	0.034008	0.0802	4.0	9.406088	3.9437839999999995	2.0	77.595487
244.0	2.0	1.497576	8.529053999999999	46.284698	99.752503	0.308125	0.8249479999999999	0.182416	0.868834	18.833657000000002	3.0	45.223052	13.933495	4.0	0.068569	12.097609	5.0	36.198954	5.374989	1.0	41.769293	51.95843	5.0	91.444426	3.7450639999999997	4.0	0.013836000000000001	3.617462	6.0	36.653548	2.006298	4.0	4.640036
256.0	2.0	84.60790899999999	11.562292999999999	59.883576	41.398146999999994	0.9945719999999999	0.9196799999999999	0.89704	0.825126	13.523031	4.0	62.168268000000005	11.410250999999999	6.0	0.031346	1.683201	5.0	21.118807	23.763925	3.0	16.461002	48.44047	5.0	54.246417	11.894442	1.0	0.041198	4.7945660000000005	3.0	40.073338	3.646406	5.0	56.42811700000001
260.0	2.0	36.371484	19.330033	96.076819	66.140079	0.5236770000000001	0.9374309999999999	0.309123	0.8667600000000001	22.264271	4.0	1.758998	49.923736	1.0	0.016991	0.31778	2.0	71.83720500000001	24.170394	3.0	35.409847	57.883697	4.0	86.79851	21.41439	2.0	0.032212	4.566992	5.0	18.304698000000002	5.439776999999999	3.0	33.900639
271.0	2.0	49.275938000000004	17.064579000000002	27.67111	81.374169	0.150448	0.7901130000000001	0.313717	0.404879	4.027195	2.0	37.888062	46.573890999999996	3.0	0.030470999999999998	2.138789	3.0	75.244203	21.752326	2.0	73.588704	35.903703	4.0	91.08202299999999	8.914762	1.0	0.014943999999999999	1.17214	3.0	65.90720999999999	4.39295	1.0	22.677353
278.0	2.0	4.077933	31.905518	14.089067000000002	55.420005	0.21175500000000003	0.872783	0.138036	0.9631270000000001	5.306699	1.0	93.00104	61.920739000000005	1.0	0.052769	16.923029999999997	4.0	22.979344	16.921214000000003	6.0	76.338526	52.715228	3.0	69.32494200000001	2.474189	3.0	0.011637	5.202222	4.0	64.690914	4.372321	5.0	70.73020600000001
311.0	2.0	50.584918	15.407194	60.445508999999994	66.72540500000001	0.868784	0.9359860000000001	0.63498	0.779053	9.823056	3.0	62.550201	13.142807999999999	3.0	0.015177000000000001	4.070733000000001	4.0	19.959905	17.595685	5.0	43.347963	23.926077	6.0	82.334051	6.603092	3.0	0.021190999999999998	1.425591	4.0	84.241423	0.771049	6.0	98.869729
