10	6	7.545234	6.337503	-5.309793	-1.484271	-9.417248	-5.287913	6.480491	6.848705	-3.190275	-5.267349	-1.922587	0.032912	2.781206	6.320993	-2.651287	5.359741	1.290849	6.011080	3.922326	6.819934	-3.190750	-5.267369	4.411904	1.154565
106	6	8.093945	7.438759	-10.322521	-3.481203	-9.418844	3.040519	4.216711	7.158793	1.263043	6.361480	1.166262	6.056869	-10.665246	-2.460276	6.610717	7.181451	-4.084820	-1.980459	0.734327	0.339555	-4.084819	-1.980459	-4.773569	-3.470184
194	6	4.689471	1.839390	-4.762171	-6.146532	6.391377	6.327569	-7.329721	-6.146586	-5.654781	-4.329070	-2.923727	-6.144083	-7.650953	-4.329070	6.144556	5.194230	4.518165	1.839344	3.519891	0.531643	-5.849998	-4.329070	5.640487	0.731769
205	6	-6.889124	-6.477840	2.649755	0.604273	-6.883514	-6.477840	-3.185008	-4.814993	-13.242393	-6.477840	6.246471	6.022759	3.836101	-0.865993	-3.185008	-4.814993	4.650157	4.611490	-8.696762	-5.356027	3.830490	-0.865993	2.649755	0.604273
228	6	-9.179496	-2.482917	6.343210	7.174866	6.863916	6.099908	-7.166731	2.980805	-3.012640	-2.481907	-0.950052	2.982444	5.289938	2.730697	-1.166377	2.981580	-2.889443	-2.481613	-3.954610	-2.553384	5.413120	2.731420	-4.156355	-2.553384
416	6	-2.308578	-3.318602	-6.388330	-6.579471	5.763121	6.418406	-10.659623	-6.579471	3.570708	0.765407	-6.727225	-6.579471	3.559121	0.765402	2.671233	-0.415282	-2.320030	-3.337088	3.053335	-0.410685	-7.711311	-4.501566	5.875898	5.582836
441	6	7.396722	7.515068	-7.624766	-4.735931	-6.705078	-3.418898	6.651035	7.364995	3.211120	7.284728	2.232086	7.309141	-1.759303	-1.014811	-3.822154	-4.735931	-1.766967	-1.020355	3.964030	1.626058	-2.208605	4.573521	4.975650	7.364994
448	6	-2.571957	-4.722082	-1.363724	-5.428712	3.031848	-0.171018	3.772166	0.549957	-2.571957	-4.722082	3.772246	0.549958	-8.654997	-4.722106	8.791809	7.029939	3.031848	-0.171018	-1.363804	-5.428717	6.702733	6.814177	-6.901310	-5.453675
562	6	-10.858539	1.899449	5.069709	5.484181	5.404498	6.758814	-6.638337	-4.893826	-5.078709	-3.912879	-3.493283	-4.893503	-5.078709	-3.912879	1.376960	-2.582808	-4.878979	2.303335	-4.042783	-4.893723	-10.927715	-4.269248	5.490859	5.485021
588	6	-4.472183	-4.520575	-2.990629	-2.625560	2.108103	0.054871	-2.990839	-2.625682	-10.508555	-4.520575	7.402245	8.057474	-4.847707	-4.520575	3.362317	1.429389	7.128560	4.399916	-6.423962	-3.741201	1.729855	0.028961	3.362118	1.429320
678	6	-4.982655	-2.141653	-5.934824	-2.089669	-5.111861	-2.141653	-2.078348	3.456280	5.322368	6.843839	-3.553364	3.451374	-11.101207	-2.141653	5.298672	8.641164	5.450296	6.843839	-7.404960	-2.089669	0.158493	-1.287011	-5.947437	-2.089669
693	6	-7.918439	1.380058	7.753733	6.102312	-8.318054	-4.759966	7.754400	6.102312	6.106526	6.622052	-4.039329	0.573831	6.109192	6.622057	-4.039734	-5.735697	-2.718668	-4.513993	-1.256157	-5.728161	-2.721413	-4.514848	-1.255673	0.585937
754	6	-1.627429	-4.660565	-1.138958	3.713453	9.082290	1.214820	-5.235788	-5.590707	-5.440500	-4.660584	4.799991	6.936017	9.103198	6.632044	-11.403362	-5.625440	7.274364	1.214820	-1.153030	3.690860	3.418539	1.209294	4.787580	6.935954
883	6	-3.745664	-5.982167	2.111526	-3.527937	2.532535	0.621483	2.108423	-3.531169	8.047925	6.369943	1.352006	-4.483341	-3.735172	-5.982166	-3.850037	-8.403427	2.545593	0.621486	-3.853132	-8.403510	8.053170	6.369943	-4.594757	-8.416082
952	6	-6.590539	0.643581	-6.318001	-4.153146	-1.595744	3.480723	-6.749456	-4.153146	-9.803154	0.643581	6.815528	7.309980	-4.820658	3.480191	6.386320	7.309980	5.063197	6.069869	-12.262962	-4.153146	4.976407	6.069816	-5.664455	2.412370
973	6	5.761327	6.538360	3.644090	2.234645	-10.432092	-4.835216	5.618688	6.069057	-6.047010	-4.250153	5.564355	2.370743	5.772628	6.538516	-0.890106	-2.513384	1.662730	6.249769	3.858215	6.026241	3.101931	-0.093998	5.509603	2.370359
974	6	-5.149974	-5.250314	1.389748	-0.217978	-5.061706	-5.250313	-1.037738	-4.059121	-7.616922	-5.250317	4.816127	6.109607	2.803911	-0.214322	1.387067	-0.218210	6.611306	5.222507	-8.262024	-4.347669	2.900694	-0.212769	-1.040047	-4.061178
1139	6	6.206687	6.117818	-9.471417	-1.573418	-3.989126	-2.226034	-3.435177	-1.573417	-4.203610	3.059195	8.665758	8.506600	-10.052879	-2.226034	8.840170	8.506600	-0.891638	3.060377	5.153543	2.188630	-6.745996	-2.226034	5.336769	2.188634
1225	6	-6.727277	-4.602672	6.734782	5.711914	3.878085	7.561015	6.010168	5.711272	7.911972	7.566087	-4.879933	1.535320	-2.687753	-4.561378	-4.250061	-4.931339	-2.692476	-4.561776	-4.151766	1.554022	7.916515	7.566087	-4.974604	-4.944188
1241	6	3.554966	1.635347	-5.790338	-7.038847	5.803292	6.164704	-7.493403	-7.038847	3.554966	1.635347	0.762442	-4.897040	-8.723687	-4.766748	7.718686	5.620691	-3.543116	-4.765720	-4.687629	-7.038847	-3.543116	-4.765720	1.891334	-1.238233
1284	6	7.561673	4.284016	4.450652	0.657235	-4.721525	-8.422421	-2.742849	-2.686493	-4.733697	-8.424219	4.921036	0.657277	7.573744	4.284017	-3.288729	-2.686999	4.498284	4.279897	6.756347	6.628164	-7.800062	-8.532532	7.210864	6.628164
1299	6	1.975371	6.522152	2.398777	8.587386	2.054295	6.525672	-2.743733	6.064100	-10.140876	0.914181	5.155098	9.058846	-3.992583	5.339078	3.215700	8.803624	-5.192554	0.914202	-5.668490	-0.910596	6.999395	6.545826	-8.452958	-1.084491
1339	6	6.534399	6.890461	-7.513260	-6.366894	5.863780	0.744634	-2.540523	-6.363797	0.288877	-5.475202	-1.707117	-6.270990	-6.152710	-5.574159	6.458697	5.945003	4.328302	6.889186	1.387005	5.939813	3.599165	0.725653	6.210473	5.945003
1344	6	-3.083101	-1.233675	-2.020231	-4.211491	7.582518	7.076817	-3.887984	-4.298326	7.174182	7.076646	2.576721	-0.295687	-3.672748	-1.367034	4.569229	0.310160	-7.260837	-1.481429	8.770351	6.247002	3.259059	6.989951	6.932340	6.245110
1382	6	0.755177	-2.505515	2.270757	-1.836737	6.428354	5.903493	-8.262344	-5.695321	-4.272162	-6.576098	-4.505009	-5.695321	-10.536096	-6.576099	6.362044	4.423873	-4.272162	-6.576098	2.270757	-1.836737	0.755177	-2.505515	-4.505009	-5.695321
1490	6	6.977029	7.025736	-9.790035	-3.543761	0.390647	-3.221001	2.906308	1.452707	-5.641517	-5.616084	2.906387	1.452713	0.400141	-3.199037	-4.478582	-3.498033	-11.443614	-5.616107	6.437824	7.655724	-5.631990	-5.616084	-4.478506	-3.498028
1494	6	-3.315019	-5.273082	-2.417068	-7.242812	-3.573678	-5.453672	3.100709	-0.727734	6.963282	5.536078	-5.639613	-7.242813	4.078208	-1.157779	3.100697	-0.727734	-6.855733	-6.891869	7.122160	5.664632	4.382133	-1.121680	-2.417082	-7.242812
1505	6	-9.545048	-3.746199	7.022880	6.412917	5.233594	6.258718	-8.154494	0.171219	-0.304296	4.788204	-8.564667	-4.492049	-0.320986	4.775805	-5.043790	0.171219	-5.634691	-2.842375	-3.577970	-4.492049	5.248093	6.259214	-11.104483	-4.492049
1641	6	-4.029889	-1.798914	6.592640	7.263807	5.482942	5.951331	-7.987042	2.057909	-0.452532	5.714829	3.852063	7.263466	4.265579	-0.342364	-4.975838	2.057914	4.266340	-0.342359	-5.114085	-1.998113	5.483703	5.951334	-8.125289	-1.998118
1651	6	5.893855	7.627193	-5.704882	4.046353	6.539537	7.627193	-10.186198	-2.083372	-2.529225	-0.812809	-4.286148	-2.083372	-6.651183	-0.812810	3.637108	6.611174	-3.183905	-0.812810	0.447512	4.047988	0.320664	-0.615607	0.447470	4.047988
1702	6	6.656775	0.949360	4.044530	2.405320	-1.806837	-3.761702	-2.591899	-3.448968	-1.963802	-3.877712	4.052030	2.406730	7.444017	6.690421	-7.560919	-3.551127	-6.268101	-4.498239	5.725166	6.564812	6.800099	0.949518	-2.610131	-3.451431
1755	6	6.946981	1.576849	-2.570930	-0.822664	-9.471816	-1.239640	8.789155	6.872862	-3.393213	-1.239640	-2.570874	-0.822663	7.076515	7.436890	-8.504661	-0.825329	6.946673	1.576849	1.999249	-0.088863	-3.393521	-1.239640	1.999421	-0.088775
1767	6	-11.160909	-3.323540	7.496323	7.772454	-4.758924	-3.323540	5.253334	1.573294	0.950128	-2.892935	0.167073	-3.019807	-4.757422	-3.323540	0.167073	-3.019807	7.625688	6.224425	-7.135466	-3.128266	0.946498	-2.896640	5.253334	1.573294
1775	6	-9.855883	-5.457832	7.913998	6.074041	5.210840	7.263496	-7.249693	-3.990941	-7.495853	-5.457556	-2.781911	2.933720	3.507579	7.143706	-6.547135	2.561697	-5.771154	-5.454709	2.264920	-1.426666	-5.618313	-5.453971	-4.132894	-3.856234
1776	6	-9.032478	-1.705025	7.940944	7.189167	-3.565632	-1.662268	2.405439	0.980669	7.712051	6.971796	-9.515856	-5.029016	6.434549	2.651751	-5.008933	-5.026317	-3.565376	-1.662253	-4.999679	-5.026265	6.434295	2.651750	2.395966	0.980458
1809	6	7.761781	6.996581	-2.497357	-2.848697	2.708923	1.465724	6.783686	7.949352	6.775129	6.996580	5.505724	7.949044	-4.094125	-4.280009	6.929591	7.949355	3.727953	1.485929	-1.216213	-2.845553	-3.107420	-4.279526	-1.065803	-2.843880
1846	6	7.582654	6.556174	-5.877550	2.994127	-4.822706	-2.289848	-0.696244	3.133271	-4.800011	-2.289846	-3.241073	-2.121057	-1.356386	4.215575	3.672276	7.273168	7.596725	6.556174	-8.171589	-2.121794	-7.437044	-2.289875	5.253491	7.300546
1850	6	-9.832094	-2.817110	3.639290	0.653052	8.522860	8.163055	-6.693044	-4.309198	-3.701249	-0.694579	-2.469448	-4.309040	3.099098	1.708792	-2.749783	-4.309126	-9.864026	-2.818918	4.663517	6.027957	-4.227692	5.407710	2.521141	5.647765
1875	6	-3.886432	-7.350266	9.107762	6.617340	8.374064	5.259642	-4.038628	-5.779217	3.848723	-1.373839	-2.654986	-5.777388	3.662921	-1.401432	3.808887	0.114905	8.315305	5.259625	2.347264	-1.030819	5.076325	5.240356	7.710583	6.617313
1905	6	7.452124	5.481373	-6.182960	0.544284	-8.340141	-6.024255	7.926701	9.333241	2.896380	0.052954	-4.224121	0.544379	-4.345770	-6.024255	-4.224113	0.544379	3.444999	5.478546	0.445944	9.332278	3.444999	5.478546	5.969126	9.333241
1917	6	-12.548574	0.358588	3.635049	8.436893	5.001776	6.583368	-2.204037	1.880880	-7.572490	0.358775	-2.996528	-3.876918	-7.574223	-5.151045	-2.922130	-3.875745	-12.550306	-5.151225	3.711034	8.436894	5.006911	6.583527	-5.190749	-3.880909
2011	6	-10.198996	-4.901458	7.599196	7.424959	7.504701	7.600617	-5.050646	-2.648541	-5.724227	-4.901458	-0.010439	-1.415766	-5.724228	-4.901458	5.422851	0.863530	2.135510	0.864887	5.422743	0.863530	2.135513	0.864889	-0.010706	-1.416167
2036	6	-3.744394	3.662080	6.107752	6.492983	-1.442678	5.168271	-3.229887	-4.810620	4.997436	6.548514	-4.845817	-4.815728	-7.380152	-4.221004	6.574670	6.492983	-5.277976	-3.570457	3.508125	0.326449	-5.232889	-3.547626	-1.147666	-1.026735
2082	6	-10.227850	-4.540257	6.016235	6.814692	0.207214	-0.729715	1.372482	-2.501849	-4.415219	-4.502053	-4.141048	-5.454951	6.005721	5.632485	-10.543898	-5.454951	-4.415219	-4.502053	1.372482	-2.501848	0.207214	-0.729715	-4.141049	-5.454951
2155	6	5.809874	7.421188	-8.350346	-3.355455	-7.225032	-4.004566	8.041897	6.521216	-7.079018	-4.004566	8.041581	3.094295	3.817646	7.421036	2.986826	6.389774	-4.537373	-4.004566	-3.071579	-3.351293	4.000708	7.421117	2.986333	2.931386
2237	6	-7.118608	-5.459703	7.180513	6.287000	5.403537	1.098768	5.000433	1.910228	-2.371953	-5.230411	-3.806333	-3.887479	6.536367	6.438264	-9.111542	-3.887480	-2.380372	-5.232871	5.376765	1.910229	5.410075	1.098912	-4.189859	-3.887480
2265	6	-5.252504	-4.561746	-3.423645	3.571780	8.003365	7.003099	-12.579820	-1.190759	7.016455	6.983187	-10.173417	3.571733	-4.473419	2.226633	2.769666	7.796776	-8.249495	-4.860198	2.770718	7.796852	-4.265034	-4.286933	-6.255336	-1.190758
2322	6	9.222105	7.022312	-8.355424	-1.742224	6.226982	0.703844	-4.630865	-1.741967	-0.313643	-1.279223	-4.401973	-1.741810	-2.910126	-1.326054	-0.187764	5.767625	3.575866	0.673610	6.264394	8.668925	-2.954302	-1.326074	6.485157	8.668933
2330	6	-2.244609	3.974250	-7.010173	-8.204001	-6.703112	0.055199	-5.519916	-8.114910	-6.882163	0.055199	5.638025	2.283715	5.677843	9.013188	-7.012651	-8.204011	-2.429690	3.974202	4.147758	2.283715	5.498463	9.013065	4.145280	2.283715
2364	6	9.031043	-0.363623	3.610223	0.316720	5.917163	5.561058	5.572391	5.282851	9.435671	5.561069	-2.833102	-6.307804	9.435297	5.561069	1.414444	-2.456455	5.526565	-0.363664	7.733624	5.284996	-3.391461	-6.531689	7.735224	5.284996
