770	7	2.491210	1.520929	-4.711064	-1.315211	2.363679	1.520860	4.128355	0.935177	-0.866536	-1.716813	-4.707324	-1.315211	-3.888816	-4.411098	6.750396	7.181159	-0.990300	-2.184418	4.132222	0.935255	8.206295	7.004422	-9.530962	-1.315218	6.970168	7.004422	-4.052975	4.711077
963	7	1.261468	-5.224313	3.427782	2.504064	-8.246038	-7.671783	6.524429	8.325614	-5.203863	-7.671783	2.144524	1.168907	3.776782	4.147365	2.658970	8.094136	-5.273798	-7.671783	3.427782	2.504064	1.336703	-4.872646	2.144524	1.168907	6.815246	4.148390	-5.651981	-3.865791
1441	7	6.580495	7.317773	-10.071756	-7.478464	-2.097470	1.547026	2.286255	-2.243081	-2.297256	-4.816852	2.286322	-2.243007	-4.110961	-5.109575	7.901663	4.496992	-2.261784	-4.796310	-4.121968	-7.465503	-2.044714	1.589969	-4.122053	-7.465505	-4.027063	1.109584	7.901652	4.496992
1563	7	-1.820223	-4.819999	2.731937	-0.969593	6.522458	0.653404	-3.180067	-5.968176	6.522458	0.653404	2.731746	-0.969593	-5.377083	-5.557891	7.042975	5.537445	2.958399	0.645956	7.042810	5.537445	-1.820222	-4.819999	-3.179899	-5.968123	8.696518	5.939076	-8.695157	-6.061781
1567	7	-9.211960	-7.773077	6.474926	7.260843	-3.188691	-6.920227	-4.552784	-4.019229	2.527930	-1.161992	-5.540666	-4.087018	-3.188835	-6.920547	3.330135	0.691462	5.503970	4.841813	-11.107741	-4.110923	2.527790	-1.161992	2.309577	0.660018	-0.169564	4.836325	-11.107492	-4.110923
1728	7	-4.408735	-4.349330	-6.296581	-4.827991	4.620703	0.344243	-6.392443	-4.827991	6.758100	6.868358	-9.114659	-4.827991	-4.408735	-4.349330	2.776188	-0.308816	-7.857722	-4.355560	5.876629	4.723290	4.620703	0.344243	2.638008	-0.308816	3.125561	6.652375	3.212186	4.723290
1838	7	-5.875208	-5.237878	-5.386515	-3.045821	-8.601262	-5.434889	6.511788	6.480973	5.705151	6.749997	-9.408702	-3.045831	2.938581	6.749997	2.486997	5.648807	-5.875208	-5.237878	1.150356	-0.426032	-0.813753	6.749591	-9.408450	-3.045831	-3.592222	6.037181	2.959614	6.109226
1883	7	-7.643941	-3.260930	-4.371364	-7.253123	-14.200307	-3.260930	5.252476	4.824441	-6.228076	1.760029	-4.617473	-7.253123	-7.643941	-3.260930	1.679962	-3.193917	4.772325	6.295001	-6.757863	-7.253123	-6.228076	1.760029	1.433036	-4.272021	-12.785398	1.760029	5.006370	4.824439
2000	7	-4.190181	-3.146302	-4.240618	3.296781	6.812474	6.750013	-8.644299	3.296644	-6.173200	-3.447658	6.228358	9.823045	4.843466	6.683348	1.806598	7.764046	7.788736	6.761618	-10.183735	-2.158979	-3.213689	-2.843711	-5.780410	-2.158973	2.566739	-0.164962	-5.780699	-2.158973
2381	7	8.274427	7.695523	-7.031533	-5.312900	-3.845533	-1.879787	4.008555	0.585930	3.626391	1.954652	-1.223605	-5.307544	-5.643717	-2.869860	8.766141	6.012532	-3.750386	-1.815177	-1.223288	-5.307537	3.509663	1.940660	4.008250	0.585930	0.735661	1.208751	8.766117	6.012532
2490	7	-7.000551	-0.420867	-4.434474	-6.227006	-7.044632	-0.421827	4.748392	-0.684503	-2.822600	4.184235	-6.785568	-6.227006	3.398088	6.271264	-9.292969	-6.227006	-8.204654	-0.439072	4.889389	5.028487	-2.865537	4.172922	2.362942	-0.802467	-4.038687	3.934098	2.895434	5.015049
2851	7	4.689126	6.703363	3.651033	5.640657	3.120247	1.753278	4.642480	0.283286	6.789547	1.787355	-1.718031	-5.714586	2.892251	1.733067	7.874259	5.815284	8.425910	6.704619	-5.870339	-6.199626	-3.365522	-4.707350	8.477693	5.815587	-3.043952	-4.700049	5.272768	0.313160
2966	7	-5.354237	0.054230	-2.850553	-1.264469	-11.716912	0.054227	5.158939	5.917577	-7.234680	-5.308475	-2.850553	-1.264469	-13.597350	-5.308475	5.158939	5.917577	-9.265053	-5.308475	5.079671	1.388728	-7.384615	0.054227	5.079671	1.388728	3.650346	4.065401	-3.276482	-1.266161
3138	7	-0.964571	5.241072	-8.037586	-5.590782	4.519945	6.540165	-9.988230	-5.590782	-9.281422	-2.254484	0.157816	6.362587	-2.874277	-1.391310	-5.663586	-5.590782	-8.984591	3.486370	-0.335453	4.936153	-9.281452	-2.254484	6.660788	6.776493	-8.990136	3.486296	6.184970	6.776493
3233	7	-1.242317	-4.136322	-2.453732	-5.141361	-1.361968	-4.139186	2.954245	0.878786	3.627173	0.367268	2.872278	0.878786	6.907380	6.661962	-4.929227	-5.206926	3.748399	0.367353	-2.535743	-5.159997	-3.353097	-4.144772	8.105273	6.264946	4.798756	6.661958	5.630002	6.264946
3295	7	6.292143	6.803835	-9.440091	1.612373	-9.078782	-3.239726	5.675441	5.578459	-3.674939	-3.236922	-5.376140	-4.271285	-4.119149	-3.238612	-3.383981	1.612373	6.736319	6.803848	-11.419916	-4.271285	0.935542	0.695141	-5.376141	-4.271285	-3.675213	-3.236924	1.131186	-3.520215
3337	7	7.239128	-2.957690	-10.161919	-1.756259	3.479274	-2.967323	-5.571239	4.848202	7.425155	2.765863	-10.226046	-1.762754	-1.870192	-9.475777	-5.571238	4.848203	4.461611	2.765240	-5.743216	4.618868	2.447824	-3.116103	0.779888	8.471435	-2.971735	-9.482756	0.779889	8.471435
3427	7	6.183936	6.814848	-1.673252	-1.548295	-6.273161	-2.009477	9.012604	5.786918	-2.057699	-1.637443	5.751243	-0.106968	-4.511473	4.530709	8.038769	5.780957	-0.279571	5.390642	4.111628	-0.219681	-0.279571	5.390642	0.005428	-1.169286	4.405432	0.230147	5.695628	-0.109231
3488	7	-8.472568	-4.054220	4.670300	7.227517	5.658579	6.678781	-8.898088	1.394136	5.658650	6.678781	-11.021015	-4.152272	2.804032	1.054541	-4.675974	-4.152272	-0.889673	-3.979671	-2.553039	1.394139	-0.889536	-3.979630	-4.675971	-4.152272	2.803931	1.054541	-2.553042	1.394139
3656	7	-4.376379	-6.522743	8.152233	5.603365	2.754271	-1.294977	6.372087	-0.303196	0.595351	-2.489387	8.152233	5.603365	2.834001	-1.291247	-2.325056	-6.893753	5.910186	3.760101	6.668314	5.599730	7.940364	3.760140	4.850161	-0.359311	8.016971	3.760141	-3.829864	-7.062465
3665	7	-6.103498	-2.437921	0.825508	-2.440032	-11.096552	-2.437925	7.108613	9.391255	-6.103498	-2.437921	-5.063260	-2.790320	6.960810	6.857619	-10.837243	-2.790320	2.120090	6.754300	1.319083	5.046686	0.388765	-1.123707	-5.063261	-2.790320	0.388765	-1.123707	0.825507	-2.440033
3885	7	-6.321946	-2.932255	-2.260329	-3.423787	-2.883664	2.020530	-2.303510	-3.424512	4.714923	8.108306	-7.204031	-3.430225	-3.185816	2.020483	1.601018	1.859337	-5.241240	2.020458	5.899770	6.363078	-6.645193	-2.932255	1.759647	1.979256	-8.674377	-2.932255	5.942539	6.363078
4051	7	3.432787	1.410313	-2.195485	-5.795140	8.401434	7.345130	-7.777049	-6.385916	-0.633976	-0.651176	3.467246	0.173841	-0.189871	-0.316656	-2.049203	-5.690677	-4.206722	-3.340063	9.781412	6.664343	4.695731	7.204064	4.089591	6.620008	3.180718	1.353190	3.330898	0.150360
4128	7	-7.550548	-5.974833	8.004398	5.917149	8.470452	7.046604	-2.559360	-2.583743	5.626351	7.046601	6.986325	5.917149	-0.695219	6.144878	7.000113	5.917149	-4.707859	-5.943536	-1.539715	-2.570944	-7.544227	0.667159	7.977409	5.917149	-4.700641	0.699126	-1.568070	-2.572173
4346	7	0.737777	0.001714	3.102823	0.964936	-12.066724	-3.463859	7.612090	5.703491	-5.781631	-3.463859	3.121075	0.964936	0.737897	0.001843	-3.089143	-2.367714	-5.781511	-3.463859	-3.067236	-2.281622	6.861195	5.664764	0.959238	0.964839	6.861315	5.664764	-5.271631	-5.778160
5046	7	6.958593	6.648231	-5.277865	2.208375	-8.079602	2.169092	6.395397	8.310514	4.237877	6.635199	2.725916	7.806631	7.187943	6.648248	-9.402728	-2.996503	-8.189372	-3.447625	6.469217	8.310518	-5.119179	2.169104	-5.727742	-2.996503	-5.228980	-3.447614	-5.653832	-2.996503
5235	7	-4.926288	-2.320039	-3.062165	2.955195	-4.765179	-2.230347	-6.474041	-1.452809	-10.892560	-3.458818	5.321606	6.618724	5.190334	2.804636	-7.577862	-1.452978	5.220875	6.190440	-10.418039	-1.453024	5.074604	6.183884	-7.066837	2.918403	5.037005	2.775031	-4.170488	2.926387
5486	7	-13.669961	-3.780140	7.699610	8.515217	-4.536830	2.639591	1.502338	-2.293378	-4.536830	2.639591	-4.475247	-4.185707	-7.734917	-3.780139	2.110070	0.458011	-10.473135	2.639073	7.307542	8.515217	4.935760	7.508536	-7.161033	-4.185707	-7.734914	-3.780139	-4.080626	-4.185707
5561	7	-9.975854	-6.086925	7.326260	7.148949	2.854678	-0.570178	-5.015388	0.924435	6.996778	6.487064	-11.362862	0.629599	7.002370	6.487077	-11.415706	-5.832637	2.870058	-0.562152	-5.111429	-5.576073	-4.415776	-6.076862	-5.111429	-5.576073	-4.426113	-6.077005	-5.015388	0.924435
5705	7	7.720976	6.250146	-7.036131	-2.560646	0.987103	-0.094838	7.707861	6.669361	6.793535	-0.092216	5.392371	0.217227	7.233314	-0.092216	-0.551414	-2.544954	-2.599544	-4.995859	5.392507	0.217227	2.589106	6.250143	-6.650016	3.909411	-8.513079	-5.003256	7.707996	6.669361
6116	7	8.933261	4.547126	-0.837472	-5.454727	3.000864	0.178597	0.441457	-3.565360	4.329300	4.547081	5.226396	6.015748	-3.999642	-6.135696	0.540405	-3.404114	-8.597623	-6.135696	6.521572	6.032223	3.001161	0.178610	-6.029515	-6.800669	-3.999336	-6.135696	-5.930803	-6.800420
6221	7	5.777080	1.445950	3.682040	0.032540	5.781161	6.083554	-8.228321	-5.132832	-4.494753	-2.191228	3.703348	0.032620	-10.271505	-2.214931	5.850919	6.165530	5.777105	1.445950	-5.135390	-5.132832	-0.050579	0.294764	5.847122	6.165530	-4.494725	-2.191227	-5.116125	-5.132832
6242	7	-2.370785	3.914832	0.876767	5.102446	6.241865	3.916739	-10.317879	-1.877002	-9.717330	-4.391563	4.186787	6.658484	-4.461774	1.481270	4.183415	6.657726	-5.066035	-4.303614	-7.084865	-1.744468	3.696271	3.916739	0.868676	5.096691	3.341613	-1.359632	-7.084865	-1.744468
6518	7	4.967381	-0.172608	-0.611422	-4.701865	-2.162909	-3.963236	9.170293	5.587327	2.767399	-0.185017	9.167156	5.587327	-0.018079	-3.299885	5.036589	0.580868	4.857571	-0.172618	5.033422	0.580868	4.554531	6.360381	5.191579	5.587279	6.377013	6.360468	-4.587349	-4.875348
6537	7	-3.275850	-4.710798	-7.327854	-6.311489	2.885829	-1.022583	-7.377062	-6.311491	-4.249856	-5.391398	4.031707	4.585346	6.475559	4.999047	-9.079236	-6.311505	-3.435528	-4.828659	-1.949698	3.799400	2.760016	-1.055026	-2.000743	3.709463	1.892225	-1.330514	3.986956	4.585346
6596	7	-3.010004	-6.849678	-3.038231	-2.969419	-3.010005	-6.849678	2.828846	-1.060989	3.674845	-0.679070	-3.038231	-2.969419	9.373795	5.757025	-7.290061	-2.969420	-6.487130	-6.849678	8.328292	5.140108	5.898119	5.757025	4.057662	5.140107	3.674844	-0.679070	2.828846	-1.060989
